,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.46967074,-0.7894573,"('unsociable', 'sociable')",-0.015776949,-0.2513176,-0.2427239,-0.5203875,-0.2776636
1,-2.0943825,-2.1045861,"('unfriendly', 'friendly')",1.3682619,1.1419576,-0.3630603,-0.4813142,-0.1182539
2,0.21884955,0.25283486,"('unlikable', 'likable')",0.96888596,0.93702894,0.5938678,0.5949319,0.0010641
3,-0.27410147,-0.11449556,"('repellent', 'pleasant')",0.8429505,0.83845174,0.2844245,0.3619781,0.0775536
4,-0.58625174,-0.51550174,"('disliked', 'liked')",-7.0105,-7.058728,-3.7983758,-3.7871151,0.0112607
5,-0.45906985,-0.31647155,"('distant', 'outgoing')",-0.54600924,-0.4678099,-0.5025395,-0.3921407,0.1103988
6,-1.1953477,-0.97703326,"('distant', 'open')",-0.51813084,-0.48764116,-0.8567393,-0.7323372,0.1244021
7,0.025030859,0.07981086,"('insensitive', 'sensitive')",0.19927894,0.21302806,0.1121549,0.1464195,0.0342646
8,-1.487162,-1.5331264,"('unaffectionate', 'affectionate')",0.5186693,0.42967165,-0.4842463,-0.5517274,-0.0674811
9,-1.0360656,-0.9487223,"('unaffectionate', 'caring')",1.1401669,1.1487525,0.0520507,0.1000151,0.0479644
10,0.1125709,0.00021468475,"('unsympathetic', 'sympathetic')",-0.08006423,-0.1762859,0.0162533,-0.0880356,-0.1042889
11,0.26259327,0.26002327,"('unhelpful', 'helpful')",1.9497964,2.052956,1.1061949,1.1564897,0.0502948
12,-0.055939816,0.11903863,"('unsupportive', 'supportive')",-2.0540373,-2.033605,-1.0549886,-0.9572833,0.0977053
13,0.6614805,0.44137663,"('impolite', 'polite')",-0.59121656,-0.5953647,0.035132,-0.076994,-0.112126
14,1.1757522,1.0204659,"('antisocial', 'social')",0.3384127,0.15573214,0.7570825,0.588099,-0.1689835
15,-0.88713694,-1.0946046,"('boring', 'funny')",-0.07366003,-0.042930007,-0.4803985,-0.5687673,-0.0883688
16,-1.0541174,-0.9167179,"('unpopular', 'popular')",0.064091586,0.03586086,-0.4950129,-0.4404285,0.0545844
17,-0.3260046,-0.21585935,"('nasty', 'nice')",-0.65389466,-0.57791805,-0.4899496,-0.3968887,0.0930609
18,-0.45045,-0.34208933,"('disagreeable', 'welcoming')",-0.802508,-0.8171187,-0.626479,-0.579604,0.046875
19,-1.0172379,-0.8992297,"('inhospitable', 'hospitable')",-0.77247465,-0.66794026,-0.8948563,-0.783585,0.1112713
20,0.19296463,0.2142011,"('rough', 'thoughtful')",1.0096824,0.9070483,0.6013235,0.5606247,-0.0406988
21,0.6796929,0.5449848,"('immoral', 'moral')",-0.19439444,-0.20656042,0.2426492,0.1692122,-0.073437
22,0.49373448,0.4108498,"('untrustworthy', 'trustworthy')",-0.7563594,-0.8894565,-0.1313125,-0.2393034,-0.1079909
23,0.30183002,0.22842151,"('insincere', 'sincere')",5.8614326,5.8721504,3.0816312,3.0502861,-0.0313451
24,0.3524315,0.33364972,"('dishonest', 'honest')",0.80668026,0.8306066,0.5795559,0.5821282,0.0025723
25,-1.3469625,-1.2673978,"('egoistic', 'altruistic')",0.9048509,0.7901396,-0.2210558,-0.2386291,-0.0175733
26,-0.8575112,-1.1572627,"('hardhearted', 'benevolent')",1.6488025,1.3669233,0.3956456,0.1048303,-0.2908153
27,-1.2503681,-1.1195071,"('hardhearted', 'softhearted')",0.93331677,0.8589864,-0.1585257,-0.1302603,0.0282654
28,-0.29453236,-0.45914838,"('disloyal', 'loyal')",1.3235255,1.1676136,0.5144966,0.3542326,-0.160264
29,-0.29586282,-0.26949924,"('unfair', 'fair')",-0.039852448,-0.19317926,-0.1678576,-0.2313392,-0.0634816
30,0.68543565,0.5235558,"('intolerant', 'tolerant')",1.0223465,1.0356443,0.8538911,0.7796,-0.0742911
31,-2.1139657,-2.012276,"('evil', 'good')",-1.0708082,-1.1407137,-1.592387,-1.5764948,0.0158922
32,-0.6197004,-0.79286486,"('unkind', 'kind')",0.81671804,0.5918847,0.0985088,-0.1004901,-0.1989989
33,-0.23779076,-0.108718686,"('wrong', 'right')",-0.7914753,-0.83326846,-0.5146331,-0.4709936,0.0436395
34,-0.21445337,-0.049199365,"('mean', 'honorable')",5.6868534,5.922112,2.7362001,2.9364562,0.2002561
35,-0.9759741,-0.8675303,"('corrupt', 'incorrupt')",-0.8286405,-0.84070826,-0.9023073,-0.8541193,0.048188
36,-1.4833028,-1.4281226,"('hostile', 'amicable')",-0.38561442,-0.5357484,-0.9344586,-0.9819355,-0.0474769
37,0.6029541,0.58521044,"('fake', 'genuine')",0.30083114,0.34146428,0.4518926,0.4633374,0.0114448
38,-0.21080029,-0.12303503,"('untruthful', 'truthful')",0.0337433,0.20204712,-0.0885285,0.039506,0.1280345
39,0.8277115,0.6734139,"('exploitative', 'cooperative')",0.23423499,0.199518,0.5309733,0.4364659,-0.0945074
40,0.05904828,0.0845021,"('stingy', 'generous')",-1.9769689,-2.0916486,-0.9589603,-1.0035732,-0.0446129
41,-0.3075903,-0.34319562,"('unforgiving', 'forgiving')",0.013584743,-0.053589687,-0.1470028,-0.1983927,-0.0513899
42,1.2413398,1.2903267,"('unreliable', 'reliable')",-2.9485977,-2.923164,-0.8536289,-0.8164186,0.0372103
43,0.3924694,0.2976222,"('irresponsible', 'responsible')",0.6386736,0.53300875,0.5155715,0.4153155,-0.100256
44,0.7882198,0.7368464,"('prejudiced', 'unprejudiced')",-1.5646344,-1.6522783,-0.3882073,-0.457716,-0.0695087
45,-0.2008257,-0.33699498,"('incompetent', 'competent')",0.346342,0.22855371,0.0727581,-0.0542206,-0.1269787
46,0.53830135,0.47224823,"('uncompetitive', 'competitive')",-0.5140077,-0.55853444,0.0121468,-0.0431431,-0.0552899
47,0.08753575,0.048737936,"('stupid', 'smart')",5.538516,5.6386323,2.813026,2.8436852,0.0306592
48,-0.6891765,-0.7931986,"('unintelligent', 'intelligent')",0.83624953,0.87949026,0.0735365,0.0431458,-0.0303907
49,-0.47588348,-0.3536518,"('unable', 'able')",-0.05908777,0.033102255,-0.2674856,-0.1602748,0.1072108
50,0.09946494,0.21004446,"('clumsy', 'skillful')",0.007551402,-0.027499765,0.0535082,0.0912723,0.0377641
51,0.2703876,0.16258481,"('uneducated', 'educated')",0.29486242,0.24216324,0.282625,0.202374,-0.080251
52,-0.99668086,-1.0295763,"('irrational', 'rational')",0.12850836,-0.007953402,-0.4340863,-0.5187649,-0.0846786
53,-1.0959116,-1.0703778,"('uncreative', 'creative')",0.50576663,0.36651257,-0.2950725,-0.3519326,-0.0568601
54,-0.5447845,-0.43067634,"('incapable', 'capable')",0.66781944,0.7507522,0.0615175,0.1600379,0.0985204
55,0.5682527,0.4564622,"('incompetent', 'clever')",0.6140287,0.58017105,0.5911407,0.5183166,-0.0728241
56,1.3045764,1.1773875,"('impractical', 'practical')",0.112923354,0.14667746,0.7087499,0.6620325,-0.0467174
57,-0.40535235,-0.5653433,"('unimaginative', 'imaginative')",-2.9036238,-2.9999466,-1.6544881,-1.782645,-0.1281569
58,0.10239038,0.11744901,"('undiscriminating', 'discriminating')",0.3194912,0.3183356,0.2109408,0.2178923,0.0069515
59,0.13222136,0.23494333,"('foolish', 'wise')",0.17893861,0.22496463,0.15558,0.229954,0.074374
60,0.9758442,0.85351783,"('inefficient', 'efficient')",0.34503126,0.54930466,0.6604377,0.7014112,0.0409735
61,-0.17858158,-0.31108487,"('illogical', 'logical')",0.9027522,0.63748425,0.3620853,0.1631997,-0.1988856
62,0.5695279,0.6998937,"('incompetent', 'brilliant')",0.87553394,1.0720676,0.722531,0.8859807,0.1634497
63,-0.33347216,-0.3099897,"('unperceptive', 'insightful')",0.6856155,0.7439843,0.1760717,0.2169973,0.0409256
64,0.72291696,0.60039,"('shy', 'confident')",-5.8938603,-5.904857,-2.5854716,-2.6522336,-0.066762
65,0.60663867,0.27035654,"('insecure', 'secure')",0.087505974,0.11886862,0.3470723,0.1946126,-0.1524597
66,-0.24211016,-0.18948305,"('inactive', 'active')",0.17251697,0.16681653,-0.0347966,-0.0113333,0.0234633
67,0.5816383,0.4841557,"('doubtful', 'determined')",-0.1716508,-0.29294813,0.2049937,0.0956038,-0.1093899
68,0.41507244,0.40268767,"('dependent', 'independent')",-0.7432415,-0.66309494,-0.1640845,-0.1302036,0.0338809
69,-0.74859345,-0.5406676,"('lazy', 'industrious')",-0.90804845,-0.8393128,-0.828321,-0.6899902,0.1383308
70,0.6237311,0.61592835,"('lethargic', 'energetic')",0.2123194,0.25902724,0.4180253,0.4374778,0.0194525
71,0.27681142,0.42455146,"('diffident', 'self-confident')",0.35471606,0.24857649,0.3157637,0.336564,0.0208003
72,-0.25013238,-0.20264648,"('unambitious', 'ambitious')",-0.35491207,-0.27484646,-0.3025222,-0.2387465,0.0637757
73,2.0661097,2.0701098,"('helpless', 'self-reliant')",-3.2336564,-3.1381137,-0.5837734,-0.5340019,0.0497715
74,-0.051421687,-0.1415906,"('undedicated', 'dedicated')",-0.18298525,-0.36129525,-0.1172035,-0.2514429,-0.1342394
75,-0.3073004,-0.18458706,"('meek', 'impulsive')",-1.0075046,-0.8924627,-0.6574025,-0.5385249,0.1188776
76,1.3974382,1.3800099,"('anxious', 'daring')",-0.0720008,0.019070262,0.6627187,0.6995401,0.0368214
77,-0.84481114,-0.781487,"('unmotivated', 'motivated')",-0.90774894,-0.80361426,-0.8762801,-0.7925506,0.0837295
78,-1.1440927,-0.9158913,"('nonresilient', 'resilient')",0.16453768,0.18281128,-0.4897775,-0.36654,0.1232375
79,-0.8523635,-0.8890596,"('wavering', 'unwavering')",-0.70921165,-0.63853705,-0.7807876,-0.7637984,0.0169892
80,0.92537785,0.82228214,"('dominated', 'dominating')",-0.5727605,-0.54137135,0.1763087,0.1404554,-0.0358533
81,1.1395912,0.8667617,"('submissive', 'aggressive')",-0.31273264,-0.155837,0.4134293,0.3554623,-0.057967
82,0.23929371,0.2433382,"('poor', 'rich')",6.366652,6.406136,3.3029728,3.3247371,0.0217643
83,0.010376353,-0.22183102,"('powerless', 'powerful')",-0.5695253,-0.6151815,-0.2795745,-0.4185063,-0.1389318
