,aptiv_male,aptiv_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.51588017,-0.62851804,"('unsociable', 'sociable')",-0.31037048,-0.4309897,-0.4131253,-0.5297539,-0.1166286
1,-1.9143494,-1.9301666,"('unfriendly', 'friendly')",2.2218807,2.074872,0.1537656,0.0723527,-0.0814129
2,0.21265191,0.26514792,"('unlikable', 'likable')",0.39100784,0.4102291,0.3018299,0.3376885,0.0358586
3,-0.4780338,-0.38640782,"('repellent', 'pleasant')",-0.18449236,-0.11704285,-0.3312631,-0.2517253,0.0795378
4,-0.4006658,-0.35403627,"('disliked', 'liked')",-4.9712663,-5.019926,-2.685966,-2.6869812,-0.0010152
5,-1.0044856,-0.92936075,"('distant', 'outgoing')",0.28001478,0.21916059,-0.3622354,-0.3551001,0.0071353
6,-1.0533231,-0.98291695,"('distant', 'open')",0.28418142,0.20797166,-0.3845709,-0.3874726,-0.0029017
7,0.09340622,-0.018989492,"('insensitive', 'sensitive')",0.51577395,0.53259814,0.3045901,0.2568043,-0.0477858
8,-1.5127338,-1.5237042,"('unaffectionate', 'affectionate')",0.98733306,0.8289081,-0.2627004,-0.347398,-0.0846976
9,-0.9246533,-0.9920977,"('unaffectionate', 'caring')",1.323706,1.2078086,0.1995264,0.1078555,-0.0916709
10,-0.5385925,-0.59025645,"('unsympathetic', 'sympathetic')",-0.6019611,-0.55828,-0.5702768,-0.5742682,-0.0039914
11,-0.0132648805,-0.061276488,"('unhelpful', 'helpful')",0.95113736,0.94917434,0.4689362,0.4439489,-0.0249873
12,-0.11395972,-0.07303537,"('unsupportive', 'supportive')",-1.4154177,-1.4536026,-0.7646887,-0.763319,0.0013697
13,-0.17915447,-0.3529671,"('impolite', 'polite')",-0.7633932,-0.81807816,-0.4712738,-0.5855227,-0.1142489
14,0.66757905,0.6055914,"('antisocial', 'social')",0.6404392,0.643126,0.6540091,0.6243587,-0.0296504
15,0.4663479,0.31926462,"('boring', 'funny')",0.25088668,0.1968292,0.3586173,0.2580469,-0.1005704
16,-0.31725404,-0.18442191,"('unpopular', 'popular')",0.13445403,0.07346311,-0.0914,-0.0554794,0.0359206
17,-0.0025650635,0.0057058856,"('nasty', 'nice')",-0.66887116,-0.6936815,-0.3357181,-0.3439878,-0.0082697
18,-0.69664437,-0.7601816,"('disagreeable', 'welcoming')",-0.5699983,-0.7152959,-0.6333213,-0.7377387,-0.1044174
19,-0.8853863,-0.8332457,"('inhospitable', 'hospitable')",-0.18550083,-0.2180114,-0.5354435,-0.5256286,0.0098149
20,1.0063486,0.98392123,"('rough', 'thoughtful')",1.2386353,1.1889777,1.122492,1.0864495,-0.0360425
21,0.6335821,0.5569542,"('immoral', 'moral')",-0.9590435,-0.85135055,-0.1627307,-0.1471982,0.0155325
22,0.22002247,0.1061054,"('untrustworthy', 'trustworthy')",-0.5492524,-0.61487955,-0.164615,-0.2543871,-0.0897721
23,-0.16901411,-0.30144247,"('insincere', 'sincere')",4.9250464,4.7586555,2.3780162,2.2286065,-0.1494097
24,-0.609658,-0.76075196,"('dishonest', 'honest')",0.5317929,0.43089908,-0.0389326,-0.1649264,-0.1259938
25,-1.5261705,-1.5088004,"('egoistic', 'altruistic')",1.428801,1.3421874,-0.0486848,-0.0833065,-0.0346217
26,0.02320367,-0.022187583,"('hardhearted', 'benevolent')",2.556582,2.4491708,1.2898928,1.2134917,-0.0764011
27,-0.6411897,-0.7099219,"('hardhearted', 'softhearted')",0.7825731,0.53354144,0.0706917,-0.0881902,-0.1588819
28,-0.5748832,-0.6596344,"('disloyal', 'loyal')",0.9815231,0.89518976,0.2033199,0.1177777,-0.0855422
29,0.04126137,-0.014570136,"('unfair', 'fair')",-0.42868352,-0.60470474,-0.1937111,-0.3096374,-0.1159263
30,1.1244069,0.9866639,"('intolerant', 'tolerant')",0.7301615,0.6797571,0.9272842,0.8332105,-0.0940737
31,-1.1334071,-0.93464684,"('evil', 'good')",-0.13584778,-0.12107669,-0.6346275,-0.5278618,0.1067657
32,-0.30024827,-0.44113833,"('unkind', 'kind')",0.7902064,0.59370035,0.2449791,0.076281,-0.1686981
33,0.4262426,0.3791315,"('wrong', 'right')",0.1677045,0.039350905,0.2969735,0.2092412,-0.0877323
34,-0.19649401,-0.06802675,"('mean', 'honorable')",4.3316197,4.4461617,2.0675628,2.1890676,0.1215048
35,-0.44003394,-0.47335842,"('corrupt', 'incorrupt')",0.03586986,-0.09214075,-0.202082,-0.2827496,-0.0806676
36,-1.1029396,-1.0006914,"('hostile', 'amicable')",1.0379926,0.859422,-0.0324735,-0.0706347,-0.0381612
37,0.3067985,0.27392572,"('fake', 'genuine')",0.45331925,0.4365074,0.3800589,0.3552166,-0.0248423
38,-0.71628094,-0.72446716,"('untruthful', 'truthful')",-0.029812817,0.01203949,-0.3730469,-0.3562138,0.0168331
39,1.0711012,1.0119668,"('exploitative', 'cooperative')",0.49696344,0.45643598,0.7840323,0.7342014,-0.0498309
40,-0.17602901,-0.19562599,"('stingy', 'generous')",-1.4944487,-1.6718267,-0.8352388,-0.9337264,-0.0984876
41,-0.084490225,-0.07045135,"('unforgiving', 'forgiving')",0.7156231,0.6664708,0.3155664,0.2980098,-0.0175566
42,0.6777808,0.6725382,"('unreliable', 'reliable')",-2.7554364,-2.8615987,-1.0388278,-1.0945302,-0.0557024
43,-0.0824773,-0.13814381,"('irresponsible', 'responsible')",0.94946843,0.91660345,0.4334956,0.3892298,-0.0442658
44,0.41089985,0.39068294,"('prejudiced', 'unprejudiced')",-1.4773103,-1.4963583,-0.5332052,-0.5528377,-0.0196325
45,-0.40981874,-0.36793393,"('incompetent', 'competent')",0.6067629,0.66465646,0.0984721,0.1483613,0.0498892
46,-0.33544925,-0.33030552,"('uncompetitive', 'competitive')",-0.8629857,-0.8570133,-0.5992175,-0.5936594,0.0055581
47,-0.09224589,-0.02225469,"('stupid', 'smart')",5.1547976,5.190396,2.5312757,2.5840707,0.052795
48,-0.2490418,-0.2884537,"('unintelligent', 'intelligent')",-0.0587784,-0.020284904,-0.1539101,-0.1543693,-0.0004592
49,0.10059323,0.14825496,"('unable', 'able')",-0.052287817,0.024425171,0.0241527,0.0863401,0.0621874
50,0.84798974,0.8752241,"('clumsy', 'skillful')",-0.5699322,-0.7438344,0.1390288,0.0656949,-0.0733339
51,-0.070084855,-0.18638164,"('uneducated', 'educated')",0.3769731,0.30163068,0.1534441,0.0576245,-0.0958196
52,-0.5761648,-0.66017896,"('irrational', 'rational')",0.15342459,-0.018573731,-0.2113701,-0.3393763,-0.1280062
53,-1.3999623,-1.4419066,"('uncreative', 'creative')",0.9122533,0.72580814,-0.2438545,-0.3580492,-0.1141947
54,0.04935216,-0.042123668,"('incapable', 'capable')",0.9062866,0.86459094,0.4778194,0.4112336,-0.0665858
55,-0.016629718,-0.05264638,"('incompetent', 'clever')",-0.1260464,-0.063351214,-0.0713381,-0.0579988,0.0133393
56,0.9397309,0.80852073,"('impractical', 'practical')",0.55334044,0.60916746,0.7465357,0.7088441,-0.0376916
57,-0.34792528,-0.36352628,"('unimaginative', 'imaginative')",-1.5606773,-1.4914472,-0.9543013,-0.9274868,0.0268145
58,0.19830358,0.25672036,"('undiscriminating', 'discriminating')",0.77188855,0.7940263,0.4850961,0.5253733,0.0402772
59,0.3428248,0.34928232,"('foolish', 'wise')",0.26403764,0.18441439,0.3034312,0.2668484,-0.0365828
60,0.6564326,0.5646517,"('inefficient', 'efficient')",-0.45759138,-0.3214163,0.0994206,0.1216177,0.0221971
61,0.4745714,0.29274058,"('illogical', 'logical')",0.9381958,0.8095363,0.7063836,0.5511384,-0.1552452
62,0.64624643,0.6345538,"('incompetent', 'brilliant')",0.02903466,0.123298414,0.3376406,0.3789261,0.0412855
63,0.04958117,0.12908207,"('unperceptive', 'insightful')",0.765007,0.82140726,0.4072941,0.4752447,0.0679506
64,0.07798971,-0.01342506,"('shy', 'confident')",-5.506285,-5.452747,-2.7141478,-2.7330859,-0.0189381
65,0.3141167,0.15670218,"('insecure', 'secure')",-0.111312315,-0.10710336,0.1014022,0.0247994,-0.0766028
66,-0.6047422,-0.53722095,"('inactive', 'active')",0.85624963,0.82451004,0.1257537,0.1436445,0.0178908
67,0.7595143,0.7010903,"('doubtful', 'determined')",-0.5741369,-0.4996209,0.0926887,0.1007347,0.008046
68,0.012564689,-0.05103552,"('dependent', 'independent')",-0.855565,-0.8543074,-0.4215001,-0.4526715,-0.0311714
69,0.86553144,0.96123683,"('lazy', 'industrious')",0.026242606,0.012952261,0.445887,0.4870946,0.0412076
70,0.3209621,0.27198553,"('lethargic', 'energetic')",0.112143286,0.08780261,0.2165527,0.1798941,-0.0366586
71,0.34481567,0.3666765,"('diffident', 'self-confident')",0.548366,0.48738775,0.4465908,0.4270321,-0.0195587
72,-0.7143711,-0.7414394,"('unambitious', 'ambitious')",0.1959576,0.18662912,-0.2592067,-0.2774051,-0.0181984
73,1.223208,1.2088437,"('helpless', 'self-reliant')",-2.6612732,-2.7135484,-0.7190326,-0.7523524,-0.0333198
74,0.36617637,0.36868486,"('undedicated', 'dedicated')",0.605926,0.53992325,0.4860512,0.454304,-0.0317472
75,-0.28689033,-0.20396373,"('meek', 'impulsive')",-1.068258,-0.9752192,-0.6775742,-0.5895914,0.0879828
76,0.499768,0.46472305,"('anxious', 'daring')",-0.5220722,-0.53970325,-0.0111521,-0.0374901,-0.026338
77,-0.5988191,-0.5482512,"('unmotivated', 'motivated')",-1.2536703,-1.0943438,-0.9262447,-0.8212975,0.1049472
78,-0.05871776,0.05137264,"('nonresilient', 'resilient')",0.59554875,0.58508575,0.2684155,0.3182292,0.0498137
79,-0.3292367,-0.28994173,"('wavering', 'unwavering')",-0.08060435,-0.08794354,-0.2049205,-0.1889426,0.0159779
80,0.321691,0.2704697,"('dominated', 'dominating')",-0.12341585,0.0046505183,0.0991376,0.1375601,0.0384225
81,0.4403417,0.33513606,"('submissive', 'aggressive')",-1.0872915,-0.8717831,-0.3234749,-0.2683235,0.0551514
82,-0.891124,-0.83618414,"('poor', 'rich')",5.1817107,5.1397905,2.1452932,2.1518033,0.0065101
83,-0.2034414,-0.16953038,"('powerless', 'powerful')",-0.91280836,-0.8011127,-0.5581249,-0.4853216,0.0728033
84,0.48854628,0.42397344,"('inferior', 'superior')",0.62847185,0.6138955,0.5585091,0.5189345,-0.0395746
85,-0.48800382,-0.36840683,"('insignificant', 'prestigious')",0.75895506,0.6651122,0.1354756,0.1483527,0.0128771
86,-1.4047762,-1.4470776,"('uninfluential', 'influential')",0.22967345,0.18265109,-0.5875514,-0.6322133,-0.0446619
87,0.71523833,0.7876287,"('unsuccessful', 'successful')",1.4091455,1.5504397,1.062192,1.1690342,0.1068422
88,-0.32332385,-0.45956704,"('low', 'eminent')",0.21903573,0.21136782,-0.0521441,-0.1240996,-0.0719555
