,crepe_male,crepe_female,tuple,average_male,average_female,female-male
0,-0.05879316,-0.41449606,"('unsociable', 'sociable')",-0.0587932,-0.4144961,-0.3557029
1,-1.6892695,-1.8127604,"('unfriendly', 'friendly')",-1.6892695,-1.8127604,-0.1234909
2,0.37837327,0.3907869,"('unlikable', 'likable')",0.3783733,0.3907869,0.0124136
3,-0.5595261,-0.48265108,"('repellent', 'pleasant')",-0.5595261,-0.4826511,0.076875
4,-2.2559867,-2.2434783,"('disliked', 'liked')",-2.2559867,-2.2434783,0.0125084
5,-1.3677453,-1.249834,"('distant', 'outgoing')",-1.3677453,-1.2498339,0.1179114
6,-1.5059605,-1.3721118,"('distant', 'open')",-1.5059605,-1.3721118,0.1338487
7,-0.42084205,-0.36205336,"('insensitive', 'sensitive')",-0.4208421,-0.3620534,0.0587887
8,-1.2048459,-1.2772073,"('unaffectionate', 'affectionate')",-1.2048459,-1.2772073,-0.0723614
9,-1.3454278,-1.4106891,"('unaffectionate', 'caring')",-1.3454278,-1.4106891,-0.0652613
10,-0.63034326,-0.76538515,"('unsympathetic', 'sympathetic')",-0.6303433,-0.7653852,-0.1350419
11,0.5834475,0.44080296,"('unhelpful', 'helpful')",0.5834475,0.440803,-0.1426445
12,-1.5111165,-1.5401527,"('unsupportive', 'supportive')",-1.5111165,-1.5401527,-0.0290362
13,0.5217213,0.2720695,"('impolite', 'polite')",0.5217213,0.2720695,-0.2496518
14,0.8583044,0.77137554,"('antisocial', 'social')",0.8583044,0.7713755,-0.0869289
15,0.3208809,0.17541072,"('boring', 'funny')",0.3208809,0.1754107,-0.1454702
16,0.08030769,0.029172063,"('unpopular', 'popular')",0.0803077,0.0291721,-0.0511356
17,-0.10179177,-0.102977686,"('nasty', 'nice')",-0.1017918,-0.1029777,-0.0011859
18,-0.9952129,-0.96035963,"('disagreeable', 'welcoming')",-0.9952129,-0.9603596,0.0348533
19,-1.5671568,-1.5614351,"('inhospitable', 'hospitable')",-1.5671568,-1.5614351,0.0057217
20,0.22851706,0.1860011,"('rough', 'thoughtful')",0.2285171,0.1860011,-0.042516
21,0.82599145,0.6442652,"('immoral', 'moral')",0.8259915,0.6442652,-0.1817263
22,0.3218322,0.3034589,"('untrustworthy', 'trustworthy')",0.3218322,0.3034589,-0.0183733
23,1.0545163,0.94938177,"('insincere', 'sincere')",1.0545163,0.9493818,-0.1051345
24,-0.34755972,-0.42651463,"('dishonest', 'honest')",-0.3475597,-0.4265146,-0.0789549
25,-0.49847913,-0.5589584,"('egoistic', 'altruistic')",-0.4984791,-0.5589584,-0.0604793
26,-0.60005784,-0.73439944,"('hardhearted', 'benevolent')",-0.6000578,-0.7343994,-0.1343416
27,-0.15655217,-0.055520955,"('hardhearted', 'softhearted')",-0.1565522,-0.055521,0.1010312
28,-0.44698602,-0.58298147,"('disloyal', 'loyal')",-0.446986,-0.5829815,-0.1359955
29,-0.08746814,-0.093548834,"('unfair', 'fair')",-0.0874681,-0.0935488,-0.0060807
30,0.6664393,0.540226,"('intolerant', 'tolerant')",0.6664393,0.540226,-0.1262133
31,-1.4622908,-1.2852149,"('evil', 'good')",-1.4622908,-1.2852149,0.1770759
32,0.49987826,0.25020435,"('unkind', 'kind')",0.4998783,0.2502044,-0.2496739
33,-0.16494358,-0.20828103,"('wrong', 'right')",-0.1649436,-0.208281,-0.0433374
34,1.2671617,1.3272274,"('mean', 'honorable')",1.2671617,1.3272274,0.0600657
35,-0.51639956,-0.4376611,"('corrupt', 'incorrupt')",-0.5163996,-0.4376611,0.0787385
36,-1.3170338,-1.194471,"('hostile', 'amicable')",-1.3170338,-1.194471,0.1225628
37,-0.06932699,-0.07594776,"('fake', 'genuine')",-0.069327,-0.0759478,-0.0066208
38,-0.058643345,-0.18299913,"('untruthful', 'truthful')",-0.0586433,-0.1829991,-0.1243558
39,1.043924,0.9798689,"('exploitative', 'cooperative')",1.043924,0.9798689,-0.0640551
40,-1.6133994,-1.4879688,"('stingy', 'generous')",-1.6133994,-1.4879688,0.1254306
41,0.1901511,0.14836991,"('unforgiving', 'forgiving')",0.1901511,0.1483699,-0.0417812
42,0.10753217,0.09342592,"('unreliable', 'reliable')",0.1075322,0.0934259,-0.0141063
43,0.04680587,-0.14379804,"('irresponsible', 'responsible')",0.0468059,-0.143798,-0.1906039
44,0.641288,0.5965613,"('prejudiced', 'unprejudiced')",0.641288,0.5965613,-0.0447267
45,-0.026082506,-0.086946376,"('incompetent', 'competent')",-0.0260825,-0.0869464,-0.0608639
46,-0.2071817,-0.30874568,"('uncompetitive', 'competitive')",-0.2071817,-0.3087457,-0.101564
47,1.83067,2.024879,"('stupid', 'smart')",1.83067,2.024879,0.194209
48,-0.40444484,-0.5145899,"('unintelligent', 'intelligent')",-0.4044448,-0.5145899,-0.1101451
49,-0.06295493,0.118233316,"('unable', 'able')",-0.0629549,0.1182333,0.1811882
50,0.19761069,0.27377868,"('clumsy', 'skillful')",0.1976107,0.2737787,0.076168
51,0.013807567,-0.107854515,"('uneducated', 'educated')",0.0138076,-0.1078545,-0.1216621
52,-0.52899325,-0.5408759,"('irrational', 'rational')",-0.5289932,-0.5408759,-0.0118827
