,take_male,take_female,tuple,two_male,two_female,interactive_male,interactive_female,softwr_male,softwr_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.19832267,-0.120440245,"('unsociable', 'sociable')",-0.1287019,-0.0659354,-0.26054016,-0.34537813,0.9544104,0.94232494,-0.057244536,-0.22305772,0.0619202,0.0375027,-0.0244175
1,-1.2006416,-1.1779447,"('unfriendly', 'friendly')",-2.2995815,-2.45945,-0.3336562,-0.511126,-0.45739353,-0.47740045,2.216643,1.9938192,-0.414926,-0.5264203,-0.1114943
2,0.74785256,0.8608303,"('unlikable', 'likable')",-0.51489604,-0.38844752,-0.42566174,-0.3782997,-0.02399398,0.07386922,0.13491614,0.2713795,-0.0163566,0.0878664,0.104223
3,-0.3006857,-0.12569892,"('repellent', 'pleasant')",-0.2144129,-0.09824749,-1.4352005,-1.3492507,0.389261,0.48891744,-0.2799479,-0.22952986,-0.3681972,-0.2627619,0.1054353
4,-1.2096612,-1.2834166,"('disliked', 'liked')",-0.6693917,-0.68254185,-0.76763445,-0.7660724,-2.2436478,-2.2244911,-5.935194,-6.1663375,-2.1651058,-2.224572,-0.0594662
5,-1.4655108,-1.5500516,"('distant', 'outgoing')",-1.1492281,-1.2708005,0.1521686,0.14883527,-1.5287349,-1.4659402,-0.08022604,-0.09295529,-0.8143063,-0.8461824,-0.0318761
6,-1.4044969,-1.4514064,"('distant', 'open')",-0.9749531,-1.049988,-0.0004882887,0.023239903,-1.2707826,-1.1725832,0.61630774,0.5916458,-0.6068827,-0.6118184,-0.0049357
7,1.1536087,1.3068912,"('insensitive', 'sensitive')",-0.2689359,-0.14249565,-0.21878639,-0.123969525,0.95808667,1.0489839,0.18092723,0.22606578,0.3609801,0.4630951,0.102115
8,-0.7172502,-0.7327126,"('unaffectionate', 'affectionate')",-1.4109011,-1.4417155,0.80095434,0.6955434,-1.1301494,-1.1651009,1.0258824,0.92765355,-0.2862928,-0.3432664,-0.0569736
9,-0.99849117,-0.9326024,"('unaffectionate', 'caring')",-1.8215654,-1.8100929,0.22325966,0.13171631,-0.3062126,-0.31140667,1.2664287,1.1826258,-0.3273161,-0.347952,-0.0206359
10,0.61774397,0.8785012,"('unsympathetic', 'sympathetic')",0.14240049,0.43480462,-0.94517726,-0.78073514,0.5962019,0.7452532,-0.77579176,-0.7961157,-0.0729245,0.0963416,0.1692661
11,0.71086395,0.8510405,"('unhelpful', 'helpful')",0.7022704,0.7828315,1.21627,1.3407373,0.8010651,0.9243488,1.3980829,1.4257915,0.9657104,1.06495,0.0992396
12,0.3960409,0.61568755,"('unsupportive', 'supportive')",-0.7033773,-0.48713905,0.7228587,0.84470844,-0.07546608,0.08173662,-1.8963263,-1.9634122,-0.311254,-0.1816837,0.1295703
13,1.2308347,1.3361249,"('impolite', 'polite')",0.9290039,1.0103545,0.29512578,0.37926915,1.4867333,1.544165,-0.74864155,-0.69375944,0.6386112,0.7152308,0.0766196
14,0.48051906,0.53230405,"('antisocial', 'social')",0.41209412,0.49383602,0.1379719,0.15489158,1.4600778,1.5298086,-0.94244796,-0.89636195,0.309643,0.3628957,0.0532527
15,-0.13889211,-0.23293965,"('boring', 'funny')",0.37472585,0.29342175,1.545144,1.5737233,0.5613546,0.48686203,0.9165791,0.8805895,0.6517823,0.6003314,-0.0514509
16,-1.8270125,-1.7827601,"('unpopular', 'popular')",-1.58451,-1.606309,-0.36561102,-0.33568928,-0.915427,-0.9178136,0.572142,0.5827894,-0.8240837,-0.8119565,0.0121272
17,-0.35535067,-0.25281876,"('nasty', 'nice')",1.025288,1.1220031,-0.8696601,-0.727552,-0.62438786,-0.53531104,-0.6948797,-0.6130585,-0.3037981,-0.2013474,0.1024507
18,-0.5578862,-0.46705347,"('disagreeable', 'welcoming')",-1.0038214,-0.92035127,-0.31208912,-0.2682634,-0.28408176,-0.18674575,-0.0912243,-0.19090243,-0.4498205,-0.4066632,0.0431573
