,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4107503,0.37434882,"('unsociable', 'sociable')",0.0077165198,-0.08502996,-0.48770204,-0.61074144,-0.8294575,-0.9284836,-0.2246732,-0.3124765,-0.0878033
1,1.6138493,1.4507036,"('unfriendly', 'friendly')",0.98371065,0.8748131,0.13138238,-0.089066595,2.751046,2.6160393,1.369997,1.2131224,-0.1568746
2,0.1530892,0.18740276,"('unlikable', 'likable')",0.71499074,0.8418749,0.55407125,0.62134826,0.3323992,0.39837614,0.4386376,0.5122505,0.0736129
3,-1.5833818,-1.555926,"('repellent', 'pleasant')",-0.9040577,-0.9199726,0.12379325,0.10292984,-0.28152356,-0.29906818,-0.6612924,-0.6680092,-0.0067168
4,0.9740555,0.86630577,"('disliked', 'liked')",0.34176555,0.23328127,0.024836516,-0.048723973,-6.1792774,-6.344291,-1.2096549,-1.323357,-0.1137021
5,2.408093,2.3230286,"('distant', 'outgoing')",1.258353,1.2905127,1.3453685,1.3008236,0.9134242,0.9422734,1.4813097,1.4641595,-0.0171502
6,2.3074427,2.2201853,"('distant', 'open')",1.4590173,1.5114096,0.91787463,0.8285518,1.4269047,1.4438795,1.5278099,1.5010066,-0.0268033
7,0.31143406,0.3323783,"('insensitive', 'sensitive')",-0.5757257,-0.5601625,-1.2794411,-1.3166248,0.85634977,0.77877593,-0.1718457,-0.1914082,-0.0195625
8,1.7345897,1.6337336,"('unaffectionate', 'affectionate')",1.1142757,1.0828017,0.49618083,0.3534652,1.9722427,1.8626708,1.3293222,1.2331679,-0.0961543
9,1.9294846,1.8701026,"('unaffectionate', 'caring')",1.0033342,0.86890185,0.5036488,0.33380616,2.2560875,2.160672,1.4231389,1.3083706,-0.1147683
10,-1.0471525,-0.96364605,"('unsympathetic', 'sympathetic')",-0.815186,-0.88492835,-1.5562077,-1.6637834,-0.73647314,-0.77594924,-1.0387548,-1.0720768,-0.033322
11,-1.1914846,-1.1512499,"('unhelpful', 'helpful')",-1.6364976,-1.6717051,-1.6106035,-1.6413708,1.4232974,1.4995854,-0.7538221,-0.7411851,0.012637
12,1.8688908,1.8971522,"('unsupportive', 'supportive')",0.5435922,0.5742062,-0.65558416,-0.75058144,-1.4004033,-1.4919823,0.0891239,0.0571986,-0.0319253
13,-0.4123624,-0.34529856,"('impolite', 'polite')",-1.2854466,-1.2673068,-1.1845825,-1.0984958,-1.0419544,-0.97659063,-0.9810865,-0.9219229,0.0591636
