,spatula_male,spatula_female,tuple,average_male,average_female,female-male
0,-0.07334338,-0.1915522,"('unsociable', 'sociable')",-0.0733434,-0.1915522,-0.1182088
1,-0.6843299,-1.0669782,"('unfriendly', 'friendly')",-0.6843299,-1.0669782,-0.3826483
2,-0.23327821,-0.42287228,"('unlikable', 'likable')",-0.2332782,-0.4228723,-0.1895941
3,-1.1202499,-0.97168577,"('repellent', 'pleasant')",-1.1202499,-0.9716858,0.1485641
4,-2.6199684,-2.5344355,"('disliked', 'liked')",-2.6199684,-2.5344355,0.0855329
5,-0.5785633,-0.64710814,"('distant', 'outgoing')",-0.5785633,-0.6471081,-0.0685448
6,-1.0499828,-1.0791141,"('distant', 'open')",-1.0499828,-1.0791141,-0.0291313
7,-0.50253665,-0.22939426,"('insensitive', 'sensitive')",-0.5025367,-0.2293943,0.2731424
8,-0.7654689,-1.1837784,"('unaffectionate', 'affectionate')",-0.7654689,-1.1837784,-0.4183095
9,-0.9091133,-1.1886556,"('unaffectionate', 'caring')",-0.9091133,-1.1886556,-0.2795423
10,-0.5922521,-0.71289057,"('unsympathetic', 'sympathetic')",-0.5922521,-0.7128906,-0.1206385
11,0.3106334,0.22138563,"('unhelpful', 'helpful')",0.3106334,0.2213856,-0.0892478
12,-1.2376631,-1.133631,"('unsupportive', 'supportive')",-1.2376631,-1.133631,0.1040321
13,0.24214205,0.07903504,"('impolite', 'polite')",0.2421421,0.079035,-0.1631071
14,0.50609434,0.46933216,"('antisocial', 'social')",0.5060943,0.4693322,-0.0367621
15,0.34267154,0.31591728,"('boring', 'funny')",0.3426715,0.3159173,-0.0267542
16,-0.6815103,-0.8386183,"('unpopular', 'popular')",-0.6815103,-0.8386183,-0.157108
17,-0.64976114,-0.77240205,"('nasty', 'nice')",-0.6497611,-0.772402,-0.1226409
18,-0.7055735,-0.8094479,"('disagreeable', 'welcoming')",-0.7055735,-0.8094479,-0.1038744
19,-1.5741967,-1.5732366,"('inhospitable', 'hospitable')",-1.5741967,-1.5732366,0.0009601
20,0.6218287,0.5062288,"('rough', 'thoughtful')",0.6218287,0.5062288,-0.1155999
21,0.5399055,0.48153764,"('immoral', 'moral')",0.5399055,0.4815376,-0.0583679
