,revascularization_male,revascularization_female,tuple,average_male,average_female,female-male
0,-0.9814911,-1.157464,"('unsociable', 'sociable')",-0.9814911,-1.157464,-0.1759729
1,-0.37178764,-0.6379004,"('unfriendly', 'friendly')",-0.3717876,-0.6379004,-0.2661128
2,0.9221383,0.92073196,"('unlikable', 'likable')",0.9221383,0.920732,-0.0014063
3,-0.4593412,-0.40467203,"('repellent', 'pleasant')",-0.4593412,-0.404672,0.0546692
4,-0.9968146,-1.0553758,"('disliked', 'liked')",-0.9968146,-1.0553758,-0.0585612
5,0.15486465,0.2419088,"('distant', 'outgoing')",0.1548647,0.2419088,0.0870441
6,-0.005846414,0.025691466,"('distant', 'open')",-0.0058464,0.0256915,0.0315379
7,-0.7467444,-0.75530654,"('insensitive', 'sensitive')",-0.7467444,-0.7553065,-0.0085621
8,-1.032516,-1.2874858,"('unaffectionate', 'affectionate')",-1.032516,-1.2874858,-0.2549698
9,-0.7508501,-0.9689794,"('unaffectionate', 'caring')",-0.7508501,-0.9689794,-0.2181293
10,-1.1806003,-1.2728939,"('unsympathetic', 'sympathetic')",-1.1806003,-1.2728939,-0.0922936
11,0.36256477,0.2559124,"('unhelpful', 'helpful')",0.3625648,0.2559124,-0.1066524
12,-0.93004495,-0.9260387,"('unsupportive', 'supportive')",-0.9300449,-0.9260387,0.0040062
13,-0.37084973,-0.39180484,"('impolite', 'polite')",-0.3708497,-0.3918048,-0.0209551
14,-0.4563203,-0.44299394,"('antisocial', 'social')",-0.4563203,-0.4429939,0.0133264
15,0.73627424,0.66765016,"('boring', 'funny')",0.7362742,0.6676502,-0.068624
16,0.053560153,-0.0816145,"('unpopular', 'popular')",0.0535602,-0.0816145,-0.1351747
17,-0.22163484,-0.11315184,"('nasty', 'nice')",-0.2216348,-0.1131518,0.108483
18,0.4620356,0.49943635,"('disagreeable', 'welcoming')",0.4620356,0.4994363,0.0374007
19,-0.4983705,-0.50491434,"('inhospitable', 'hospitable')",-0.4983705,-0.5049143,-0.0065438
20,0.20266293,0.24421018,"('rough', 'thoughtful')",0.2026629,0.2442102,0.0415473
21,0.15955302,0.12769543,"('immoral', 'moral')",0.159553,0.1276954,-0.0318576
22,0.17373306,0.15514006,"('untrustworthy', 'trustworthy')",0.1737331,0.1551401,-0.018593
23,0.84100515,0.67910975,"('insincere', 'sincere')",0.8410051,0.6791098,-0.1618953
24,-0.2027809,-0.24348986,"('dishonest', 'honest')",-0.2027809,-0.2434899,-0.040709
25,0.13319853,0.16244303,"('egoistic', 'altruistic')",0.1331985,0.162443,0.0292445
26,0.60306597,0.40600795,"('hardhearted', 'benevolent')",0.603066,0.4060079,-0.1970581
27,0.031579133,0.045483742,"('hardhearted', 'softhearted')",0.0315791,0.0454837,0.0139046
28,-0.67621356,-0.9747563,"('disloyal', 'loyal')",-0.6762136,-0.9747563,-0.2985427
29,-0.5178989,-0.56566715,"('unfair', 'fair')",-0.5178989,-0.5656672,-0.0477683
30,0.32232767,0.3206897,"('intolerant', 'tolerant')",0.3223277,0.3206897,-0.001638
31,-0.1909684,-0.14213705,"('evil', 'good')",-0.1909684,-0.1421371,0.0488313
32,0.8313953,0.57044417,"('unkind', 'kind')",0.8313953,0.5704442,-0.2609511
33,0.011397427,-0.057906587,"('wrong', 'right')",0.0113974,-0.0579066,-0.069304
34,1.3770494,1.4718301,"('mean', 'honorable')",1.3770494,1.4718301,0.0947807
35,0.8514243,0.794359,"('corrupt', 'incorrupt')",0.8514243,0.794359,-0.0570653
36,-0.16842924,-0.35756138,"('hostile', 'amicable')",-0.1684292,-0.3575614,-0.1891322
37,-0.08805308,-0.14841223,"('fake', 'genuine')",-0.0880531,-0.1484122,-0.0603591
38,0.12918779,0.008553772,"('untruthful', 'truthful')",0.1291878,0.0085538,-0.120634
39,0.27592692,0.29480132,"('exploitative', 'cooperative')",0.2759269,0.2948013,0.0188744
40,0.06427309,0.05494649,"('stingy', 'generous')",0.0642731,0.0549465,-0.0093266
41,0.45235968,0.37216005,"('unforgiving', 'forgiving')",0.4523597,0.37216,-0.0801997
42,-0.733257,-0.61662865,"('unreliable', 'reliable')",-0.733257,-0.6166286,0.1166284
43,-0.94347245,-0.9629005,"('irresponsible', 'responsible')",-0.9434724,-0.9629005,-0.0194281
44,0.6883766,0.8391328,"('prejudiced', 'unprejudiced')",0.6883766,0.8391328,0.1507562
45,-0.64440614,-0.6976211,"('incompetent', 'competent')",-0.6444061,-0.6976211,-0.053215
46,-0.94372004,-1.0584128,"('uncompetitive', 'competitive')",-0.94372,-1.0584128,-0.1146928
47,1.0884994,1.1649195,"('stupid', 'smart')",1.0884994,1.1649195,0.0764201
48,0.19521503,0.11838185,"('unintelligent', 'intelligent')",0.195215,0.1183819,-0.0768331
49,0.6502956,0.71256757,"('unable', 'able')",0.6502956,0.7125676,0.062272
50,0.7389928,0.60135955,"('clumsy', 'skillful')",0.7389928,0.6013595,-0.1376333
51,0.0511022,-0.124569654,"('uneducated', 'educated')",0.0511022,-0.1245697,-0.1756719
