,sprat_male,sprat_female,tuple,average_male,average_female,female-male
77,-0.8578539,-0.74323195,"('unmotivated', 'motivated')",-0.8578539,-0.743232,0.1146219
78,-0.48158604,-0.46087986,"('nonresilient', 'resilient')",-0.481586,-0.4608799,0.0207061
79,-0.7842975,-0.7677864,"('wavering', 'unwavering')",-0.7842975,-0.7677864,0.0165111
80,-0.39715803,-0.3669767,"('dominated', 'dominating')",-0.397158,-0.3669767,0.0301813
81,-0.047811083,0.042711765,"('submissive', 'aggressive')",-0.0478111,0.0427118,0.0905229
82,2.4020274,2.3521152,"('poor', 'rich')",2.4020274,2.3521152,-0.0499122
83,0.12688325,0.13496935,"('powerless', 'powerful')",0.1268833,0.1349694,0.0080861
84,0.29716033,0.24473068,"('inferior', 'superior')",0.2971603,0.2447307,-0.0524296
85,0.2786914,0.18596075,"('insignificant', 'prestigious')",0.2786914,0.1859608,-0.0927306
86,-0.73124933,-0.9114948,"('uninfluential', 'influential')",-0.7312493,-0.9114948,-0.1802455
87,-0.057637647,-0.047827102,"('unsuccessful', 'successful')",-0.0576376,-0.0478271,0.0098105
88,0.1580676,0.038857404,"('low', 'eminent')",0.1580676,0.0388574,-0.1192102
