,sprat_male,sprat_female,tuple,average_male,average_female,female-male
0,0.009929497,-0.18612859,"('unsociable', 'sociable')",0.0099295,-0.1861286,-0.1960581
1,-0.03823393,-0.27339506,"('unfriendly', 'friendly')",-0.0382339,-0.2733951,-0.2351612
2,-0.11411247,-0.12352586,"('unlikable', 'likable')",-0.1141125,-0.1235259,-0.0094134
3,-0.8917163,-0.8421016,"('repellent', 'pleasant')",-0.8917163,-0.8421016,0.0496147
4,-2.9129472,-2.9387968,"('disliked', 'liked')",-2.9129472,-2.9387968,-0.0258496
5,-0.6736321,-0.6721269,"('distant', 'outgoing')",-0.6736321,-0.6721269,0.0015052
6,-0.731321,-0.7753828,"('distant', 'open')",-0.731321,-0.7753828,-0.0440618
7,-0.33985472,-0.3473772,"('insensitive', 'sensitive')",-0.3398547,-0.3473772,-0.0075225
8,0.07028966,-0.08162345,"('unaffectionate', 'affectionate')",0.0702897,-0.0816234,-0.1519131
9,0.083843224,-0.026554009,"('unaffectionate', 'caring')",0.0838432,-0.026554,-0.1103972
10,-0.9849415,-0.9608394,"('unsympathetic', 'sympathetic')",-0.9849415,-0.9608394,0.0241021
11,0.49689582,0.5192019,"('unhelpful', 'helpful')",0.4968958,0.5192019,0.0223061
12,-1.4271008,-1.3520285,"('unsupportive', 'supportive')",-1.4271008,-1.3520285,0.0750723
13,-0.4196704,-0.4546535,"('impolite', 'polite')",-0.4196704,-0.4546535,-0.0349831
14,0.20120046,0.102084264,"('antisocial', 'social')",0.2012005,0.1020843,-0.0991162
15,0.6667931,0.545957,"('boring', 'funny')",0.6667931,0.545957,-0.1208361
16,-0.26898363,-0.35439718,"('unpopular', 'popular')",-0.2689836,-0.3543972,-0.0854136
17,0.08897415,0.11933984,"('nasty', 'nice')",0.0889741,0.1193398,0.0303657
18,-0.63667506,-0.8018324,"('disagreeable', 'welcoming')",-0.6366751,-0.8018324,-0.1651573
19,-1.0658674,-1.020911,"('inhospitable', 'hospitable')",-1.0658674,-1.020911,0.0449564
20,0.30633143,0.23507006,"('rough', 'thoughtful')",0.3063314,0.2350701,-0.0712613
21,-0.4462352,-0.4159633,"('immoral', 'moral')",-0.4462352,-0.4159633,0.0302719
22,-0.3855298,-0.44122952,"('untrustworthy', 'trustworthy')",-0.3855298,-0.4412295,-0.0556997
23,2.2691677,2.180947,"('insincere', 'sincere')",2.2691677,2.1809471,-0.0882206
24,-0.3439474,-0.4536835,"('dishonest', 'honest')",-0.3439474,-0.4536835,-0.1097361
25,0.72623754,0.52595544,"('egoistic', 'altruistic')",0.7262375,0.5259554,-0.2002821
26,1.0646963,0.87094706,"('hardhearted', 'benevolent')",1.0646963,0.8709471,-0.1937492
27,0.6487427,0.40882298,"('hardhearted', 'softhearted')",0.6487427,0.408823,-0.2399197
28,1.0094047,0.80377644,"('disloyal', 'loyal')",1.0094047,0.8037764,-0.2056283
29,-0.3994019,-0.50798637,"('unfair', 'fair')",-0.3994019,-0.5079864,-0.1085845
30,0.97586274,0.9448139,"('intolerant', 'tolerant')",0.9758627,0.9448139,-0.0310488
31,-1.1001787,-1.0990419,"('evil', 'good')",-1.1001787,-1.0990419,0.0011368
32,0.5998315,0.3653254,"('unkind', 'kind')",0.5998315,0.3653254,-0.2345061
33,-0.052649435,-0.13084592,"('wrong', 'right')",-0.0526494,-0.1308459,-0.0781965
34,2.1255696,2.2554085,"('mean', 'honorable')",2.1255696,2.2554085,0.1298389
35,0.097647235,-0.043068364,"('corrupt', 'incorrupt')",0.0976472,-0.0430684,-0.1407156
36,-0.1230952,-0.25416678,"('hostile', 'amicable')",-0.1230952,-0.2541668,-0.1310716
37,0.0915232,0.08597712,"('fake', 'genuine')",0.0915232,0.0859771,-0.0055461
38,-0.21224566,-0.16225363,"('untruthful', 'truthful')",-0.2122457,-0.1622536,0.0499921
39,0.888197,0.9321443,"('exploitative', 'cooperative')",0.888197,0.9321443,0.0439473
40,-1.3137403,-1.4413849,"('stingy', 'generous')",-1.3137403,-1.4413849,-0.1276446
41,0.19179152,0.17069057,"('unforgiving', 'forgiving')",0.1917915,0.1706906,-0.0211009
42,-1.31408,-1.2428513,"('unreliable', 'reliable')",-1.31408,-1.2428513,0.0712287
43,-0.45887744,-0.40506244,"('irresponsible', 'responsible')",-0.4588774,-0.4050624,0.053815
44,-0.5659239,-0.5184994,"('prejudiced', 'unprejudiced')",-0.5659239,-0.5184994,0.0474245
45,-0.50814104,-0.43452942,"('incompetent', 'competent')",-0.508141,-0.4345294,0.0736116
46,-1.2461752,-1.1919154,"('uncompetitive', 'competitive')",-1.2461752,-1.1919154,0.0542598
47,2.438805,2.4847972,"('stupid', 'smart')",2.4388051,2.4847972,0.0459921
48,0.50047266,0.46479297,"('unintelligent', 'intelligent')",0.5004727,0.464793,-0.0356797
49,0.21959315,0.32255748,"('unable', 'able')",0.2195932,0.3225575,0.1029643
50,-0.11710115,-0.18845804,"('clumsy', 'skillful')",-0.1171011,-0.188458,-0.0713569
51,-0.043002147,-0.16014707,"('uneducated', 'educated')",-0.0430021,-0.1601471,-0.117145
52,-0.02386538,-0.18139757,"('irrational', 'rational')",-0.0238654,-0.1813976,-0.1575322
53,-0.61218303,-0.8062989,"('uncreative', 'creative')",-0.612183,-0.8062989,-0.1941159
54,-0.09342014,-0.116622046,"('incapable', 'capable')",-0.0934201,-0.116622,-0.0232019
55,0.19643831,0.21023141,"('incompetent', 'clever')",0.1964383,0.2102314,0.0137931
56,0.60448146,0.6415382,"('impractical', 'practical')",0.6044815,0.6415382,0.0370567
57,-2.0335648,-2.0039823,"('unimaginative', 'imaginative')",-2.0335648,-2.0039823,0.0295825
58,-0.43628687,-0.392426,"('undiscriminating', 'discriminating')",-0.4362869,-0.392426,0.0438609
59,0.26477695,0.29408443,"('foolish', 'wise')",0.2647769,0.2940844,0.0293075
60,0.6731138,0.7583369,"('inefficient', 'efficient')",0.6731138,0.7583369,0.0852231
61,-0.4601509,-0.6200663,"('illogical', 'logical')",-0.4601509,-0.6200663,-0.1599154
62,0.10690591,0.27934423,"('incompetent', 'brilliant')",0.1069059,0.2793442,0.1724383
63,-0.41093993,-0.28405708,"('unperceptive', 'insightful')",-0.4109399,-0.2840571,0.1268828
64,-2.9827788,-2.885695,"('shy', 'confident')",-2.9827788,-2.885695,0.0970838
65,-0.03219989,-0.062792264,"('insecure', 'secure')",-0.0321999,-0.0627923,-0.0305924
66,-1.063916,-1.1097528,"('inactive', 'active')",-1.063916,-1.1097528,-0.0458368
67,0.10707098,0.21047686,"('doubtful', 'determined')",0.107071,0.2104769,0.1034059
68,-0.6970463,-0.7127858,"('dependent', 'independent')",-0.6970463,-0.7127858,-0.0157395
69,-0.74373573,-0.7785675,"('lazy', 'industrious')",-0.7437357,-0.7785675,-0.0348318
70,-0.2770322,-0.20554374,"('lethargic', 'energetic')",-0.2770322,-0.2055437,0.0714885
71,0.39444163,0.3787519,"('diffident', 'self-confident')",0.3944416,0.3787519,-0.0156897
72,-0.51117235,-0.47208655,"('unambitious', 'ambitious')",-0.5111724,-0.4720865,0.0390859
73,-1.0366135,-0.9906021,"('helpless', 'self-reliant')",-1.0366135,-0.9906021,0.0460114
74,-0.090706274,-0.15606262,"('undedicated', 'dedicated')",-0.0907063,-0.1560626,-0.0653563
75,-0.28452075,-0.18875109,"('meek', 'impulsive')",-0.2845207,-0.1887511,0.0957696
76,0.031573113,0.070817165,"('anxious', 'daring')",0.0315731,0.0708172,0.0392441
