,strudel_male,strudel_female,tuple,average_male,average_female,female-male
0,-0.3283516,-0.6366446,"('unsociable', 'sociable')",-0.3283516,-0.6366446,-0.308293
1,-2.1327834,-2.1141922,"('unfriendly', 'friendly')",-2.1327834,-2.1141922,0.0185912
2,-0.3955441,-0.2816717,"('unlikable', 'likable')",-0.3955441,-0.2816717,0.1138724
3,-0.67115146,-0.55899847,"('repellent', 'pleasant')",-0.6711515,-0.5589985,0.112153
4,-1.9966453,-2.0698583,"('disliked', 'liked')",-1.9966453,-2.0698583,-0.073213
5,-1.6406718,-1.5971787,"('distant', 'outgoing')",-1.6406718,-1.5971787,0.0434931
6,-1.7480857,-1.7216233,"('distant', 'open')",-1.7480857,-1.7216233,0.0264624
7,0.262915,0.2633487,"('insensitive', 'sensitive')",0.262915,0.2633487,0.0004337
8,-1.2078098,-1.1554309,"('unaffectionate', 'affectionate')",-1.2078098,-1.1554309,0.0523789
9,-1.510654,-1.4191314,"('unaffectionate', 'caring')",-1.510654,-1.4191314,0.0915226
10,-0.30001643,-0.46472272,"('unsympathetic', 'sympathetic')",-0.3000164,-0.4647227,-0.1647063
11,0.33408403,0.41858244,"('unhelpful', 'helpful')",0.334084,0.4185824,0.0844984
12,-1.606022,-1.5592756,"('unsupportive', 'supportive')",-1.606022,-1.5592756,0.0467464
13,0.32735017,0.27665678,"('impolite', 'polite')",0.3273502,0.2766568,-0.0506934
14,0.88133657,0.7199504,"('antisocial', 'social')",0.8813366,0.7199504,-0.1613862
15,0.2269808,0.19140771,"('boring', 'funny')",0.2269808,0.1914077,-0.0355731
16,-0.6232213,-0.42091373,"('unpopular', 'popular')",-0.6232213,-0.4209137,0.2023076
17,-0.5654333,-0.566724,"('nasty', 'nice')",-0.5654333,-0.566724,-0.0012907
18,-1.2875082,-1.1278709,"('disagreeable', 'welcoming')",-1.2875082,-1.1278709,0.1596373
19,-0.57335776,-0.5141531,"('inhospitable', 'hospitable')",-0.5733578,-0.5141531,0.0592047
20,0.22131304,0.20531309,"('rough', 'thoughtful')",0.221313,0.2053131,-0.0159999
21,-0.061941296,0.076237306,"('immoral', 'moral')",-0.0619413,0.0762373,0.1381786
22,0.45217216,0.28641564,"('untrustworthy', 'trustworthy')",0.4521722,0.2864156,-0.1657566
23,1.1899115,1.1595552,"('insincere', 'sincere')",1.1899115,1.1595552,-0.0303563
24,-0.6356686,-0.70777816,"('dishonest', 'honest')",-0.6356686,-0.7077782,-0.0721096
25,-0.9375124,-0.8645474,"('egoistic', 'altruistic')",-0.9375124,-0.8645474,0.072965
26,-0.41318488,-0.6968572,"('hardhearted', 'benevolent')",-0.4131849,-0.6968572,-0.2836723
27,-0.41469064,-0.41051084,"('hardhearted', 'softhearted')",-0.4146906,-0.4105108,0.0041798
