,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,female-male
0,0.38994998,0.3003193,"('unsociable', 'sociable')",0.5010351,0.43350583,0.18785153,0.036429536,0.3596122,0.2567516,-0.1028606
1,-0.90988064,-0.9007249,"('unfriendly', 'friendly')",-0.63249344,-0.65660775,1.367459,1.199676,-0.058305,-0.1192189,-0.0609139
2,0.6776315,0.73735285,"('unlikable', 'likable')",2.1725388,2.2094438,0.82623434,0.88662,1.2254682,1.2778056,0.0523374
3,0.47266072,0.60767305,"('repellent', 'pleasant')",0.69086623,0.87505233,0.9120511,0.91637665,0.6918594,0.7997007,0.1078413
4,-0.9278683,-1.0016876,"('disliked', 'liked')",-0.46016508,-0.47550923,-7.0883336,-7.2599425,-2.8254557,-2.9123799,-0.0869242
5,-1.621122,-1.6068608,"('distant', 'outgoing')",-0.9172973,-0.9105474,-0.52923584,-0.5068202,-1.0225517,-1.0080761,0.0144756
6,-1.8491907,-1.7551943,"('distant', 'open')",-1.0419042,-1.0318402,-0.6348583,-0.6189757,-1.1753178,-1.1353367,0.0399811
7,1.0171101,1.0581784,"('insensitive', 'sensitive')",1.2770085,1.33873,0.5779216,0.5483374,0.9573468,0.9817486,0.0244018
8,-0.40750802,-0.3771484,"('unaffectionate', 'affectionate')",-0.6644456,-0.70461005,0.3448521,0.2750977,-0.2423671,-0.2688869,-0.0265198
9,-0.022837983,0.031504806,"('unaffectionate', 'caring')",0.29284167,0.27231264,1.2078872,1.1973758,0.4926303,0.5003978,0.0077675
10,1.302675,1.4020078,"('unsympathetic', 'sympathetic')",0.37602264,0.4085206,-0.164411,-0.16019328,0.5047622,0.5501117,0.0453495
11,0.834573,0.84485906,"('unhelpful', 'helpful')",1.5066801,1.4401615,2.4978077,2.532615,1.6130203,1.6058785,-0.0071418
12,1.3126107,1.4836301,"('unsupportive', 'supportive')",0.90575063,1.1175267,-2.0229633,-2.037588,0.0651327,0.1878563,0.1227236
13,0.43054035,0.39642406,"('impolite', 'polite')",1.2078376,1.1692841,-0.23836993,-0.21885008,0.4666693,0.4489527,-0.0177166
14,1.7586392,1.7437456,"('antisocial', 'social')",2.629894,2.6653001,0.24669473,0.13779885,1.5450759,1.5156148,-0.0294611
15,0.3199668,0.101184666,"('boring', 'funny')",0.47947702,0.26144144,0.11453941,0.041871175,0.3046611,0.1348324,-0.1698287
16,-1.102319,-1.1970274,"('unpopular', 'popular')",-1.3368022,-1.2563119,0.26341105,0.16968364,-0.7252367,-0.7612185,-0.0359818
17,-0.18138179,-0.16048618,"('nasty', 'nice')",0.5838406,0.67140716,-0.31334075,-0.3106675,0.029706,0.0667512,0.0370452
18,0.79675233,0.95982176,"('disagreeable', 'welcoming')",-0.5700519,-0.38607278,-0.73034847,-0.75536215,-0.1678827,-0.0605377,0.107345
19,-1.3996698,-1.3530744,"('inhospitable', 'hospitable')",-1.4253153,-1.4517863,-0.97752583,-0.9163831,-1.2675036,-1.2404145,0.0270891
