,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,female-male
0,1.4841138,1.1766613,"('unsociable', 'sociable')",0.22938763,-0.098796844,-0.02870764,-0.18371236,0.5615979,0.2980507,-0.2635472
1,-0.25761423,-0.39822927,"('unfriendly', 'friendly')",-0.7567031,-0.8668761,1.1056617,0.8119355,0.0304482,-0.1510566,-0.1815048
2,0.5232439,0.51588595,"('unlikable', 'likable')",0.75357026,0.76726943,0.52503157,0.57926345,0.6006153,0.6208063,0.020191
3,-0.6826305,-0.66853786,"('repellent', 'pleasant')",-0.49147728,-0.41464785,0.33896014,0.42080972,-0.2783825,-0.220792,0.0575905
4,-0.9245581,-1.020485,"('disliked', 'liked')",0.07866266,0.1337228,-5.9843974,-6.03246,-2.2767642,-2.3064075,-0.0296433
5,-0.6380342,-0.5951096,"('distant', 'outgoing')",-0.16481727,-0.005223046,-0.39009905,-0.37286958,-0.3976502,-0.3244007,0.0732495
6,-1.014668,-0.9433515,"('distant', 'open')",-0.61286944,-0.41114298,-0.38517177,-0.4760403,-0.670903,-0.6101782,0.0607248
7,0.7190761,0.6580767,"('insensitive', 'sensitive')",0.08807891,0.007683754,0.43786094,0.45746422,0.4150053,0.3744082,-0.0405971
8,-0.57535666,-0.74700177,"('unaffectionate', 'affectionate')",-0.47068748,-0.49645877,0.79443234,0.61685383,-0.0838706,-0.2088689,-0.1249983
9,0.45730668,0.48866868,"('unaffectionate', 'caring')",-0.40812647,-0.38159811,1.3885725,1.2717489,0.4792509,0.4596065,-0.0196444
10,0.23467034,-0.09440055,"('unsympathetic', 'sympathetic')",-0.7450166,-0.9848262,-0.046783864,-0.22044587,-0.18571,-0.4332242,-0.2475142
11,0.40929198,0.37090662,"('unhelpful', 'helpful')",-0.18235257,-0.3005009,2.1554976,2.1294398,0.7941457,0.7332819,-0.0608638
12,0.94632787,0.9518481,"('unsupportive', 'supportive')",0.32597002,0.23567425,-1.3672438,-1.3575928,-0.0316486,-0.0566902,-0.0250416
13,2.1905332,2.1244395,"('impolite', 'polite')",0.3189944,0.10106295,-0.41234565,-0.3881756,0.6990607,0.6124423,-0.0866184
14,1.2602757,1.093365,"('antisocial', 'social')",0.15254095,-0.04717336,0.038989913,0.056148417,0.4839355,0.3674467,-0.1164888
15,0.12774487,-0.01472941,"('boring', 'funny')",-0.18029621,-0.2854586,-0.24476685,-0.3305891,-0.0991061,-0.210259,-0.1111529
16,-1.8079042,-1.6456462,"('unpopular', 'popular')",-0.60590035,-0.41339993,0.20831579,0.18366766,-0.7351629,-0.6251262,0.1100367
17,-0.982274,-1.0762652,"('nasty', 'nice')",-0.5888324,-0.66473585,-0.88466454,-0.8827942,-0.8185903,-0.8745984,-0.0560081
18,-0.82067394,-0.95627487,"('disagreeable', 'welcoming')",-0.33108267,-0.30969614,-0.65581363,-0.75467163,-0.6025234,-0.6735475,-0.0710241
19,-1.0776862,-1.0373342,"('inhospitable', 'hospitable')",-0.5053179,-0.4881742,-0.73974216,-0.7840836,-0.7742488,-0.769864,0.0043848
20,0.3855729,0.42556012,"('rough', 'thoughtful')",0.15891372,0.16728187,0.76660734,0.73915654,0.4370313,0.4439995,0.0069682
21,1.1225526,1.0510435,"('immoral', 'moral')",-0.28437966,-0.5282559,-0.7399197,-0.7243172,0.0327511,-0.0671765,-0.0999276
22,0.27670562,0.19191854,"('untrustworthy', 'trustworthy')",-0.03839533,-0.11836028,-0.9820079,-0.9036636,-0.2478992,-0.2767018,-0.0288026
23,-0.09076186,-0.220954,"('insincere', 'sincere')",-1.0783081,-1.2872536,4.8979063,4.882058,1.2429454,1.1246169,-0.1183285
24,0.71249866,0.6681551,"('dishonest', 'honest')",-1.4765859,-1.6187531,0.559181,0.5492329,-0.0683021,-0.1337884,-0.0654863
25,-0.44319487,-0.2960036,"('egoistic', 'altruistic')",-0.108649895,-0.080161564,0.9874769,0.95164436,0.1452107,0.1918264,0.0466157
26,0.35301375,0.07689539,"('hardhearted', 'benevolent')",0.29559514,0.12833863,1.7432822,1.5017682,0.797297,0.5690008,-0.2282962
27,0.37187105,0.346343,"('hardhearted', 'softhearted')",-0.35446012,-0.30221155,1.0052829,0.84921724,0.340898,0.2977829,-0.0431151
28,-0.17797178,-0.31826103,"('disloyal', 'loyal')",-1.1100279,-1.2646246,1.0042202,0.87776065,-0.0945931,-0.2350417,-0.1404486
