,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.5606479,-0.7354765,"('unsociable', 'sociable')",0.49386126,0.3170524,-0.06968324,-0.20426866,-0.098416835,-0.21952486,-0.0587217,-0.2105544,-0.1518327
1,0.8796834,0.7522196,"('unfriendly', 'friendly')",0.47248468,0.33537075,-0.215368,-0.32764396,2.5727627,2.3958,0.9273907,0.7889366,-0.1384541
2,1.4457625,1.4621435,"('unlikable', 'likable')",1.6853218,1.6441537,1.6059574,1.634379,0.96542114,0.98423314,1.4256158,1.4312274,0.0056116
3,-1.7421436,-1.6502713,"('repellent', 'pleasant')",-0.5984725,-0.57888883,0.25079036,0.27608585,-0.12193219,-0.04819148,-0.5529395,-0.5003164,0.0526231
4,0.58287746,0.5359941,"('disliked', 'liked')",-0.18277943,-0.24626166,-0.23814422,-0.3239347,-6.1505256,-6.2187333,-1.4971429,-1.5632339,-0.066091
5,1.4849459,1.5254383,"('distant', 'outgoing')",-0.026371382,0.011854701,0.37673247,0.42446977,0.3094753,0.2277521,0.5361956,0.5473787,0.0111831
6,1.5800062,1.6451782,"('distant', 'open')",0.16352393,0.20520833,-0.010192223,0.012718312,0.8273946,0.7084216,0.6401831,0.6428816,0.0026985
7,-0.54805315,-0.55956197,"('insensitive', 'sensitive')",-0.3789015,-0.36564776,-1.5183969,-1.4749824,0.6169186,0.631715,-0.4571083,-0.4421193,0.014989
8,0.20692518,0.14911072,"('unaffectionate', 'affectionate')",0.70863116,0.66286254,-0.06563145,-0.14477208,1.2575134,1.1073382,0.5268596,0.4436348,-0.0832248
9,0.21190783,0.15177026,"('unaffectionate', 'caring')",0.41631964,0.29660377,-0.02677217,-0.092258245,1.8736739,1.763036,0.6187823,0.529788,-0.0889943
10,-1.1964763,-1.2172939,"('unsympathetic', 'sympathetic')",-0.08697194,-0.16158247,-1.431637,-1.4238458,-0.43039885,-0.42747718,-0.7863711,-0.8075498,-0.0211787
11,-1.1423823,-1.2041562,"('unhelpful', 'helpful')",-0.8071698,-0.9633833,-1.0704684,-1.1040899,1.7002393,1.6967614,-0.3299453,-0.393717,-0.0637717
12,0.21708345,0.18976763,"('unsupportive', 'supportive')",0.6379201,0.6325634,-0.7676812,-0.7154188,-1.5051507,-1.533301,-0.3544571,-0.3565972,-0.0021401
13,-0.90462714,-0.94980997,"('impolite', 'polite')",-0.36761004,-0.39861453,-0.5591481,-0.53222126,-0.27578154,-0.25117904,-0.5267917,-0.5329562,-0.0061645
14,-0.46497142,-0.52218014,"('antisocial', 'social')",1.0312017,0.96811116,0.17034626,0.08615738,-0.62488157,-0.67157346,0.0279237,-0.0348713,-0.062795
15,1.2749875,1.248614,"('boring', 'funny')",0.38027203,0.3773166,-0.17564577,-0.079322584,0.8512023,0.8300322,0.582704,0.5941601,0.0114561
16,-0.0014954731,-0.0041990243,"('unpopular', 'popular')",0.68251634,0.7083894,0.57379586,0.5765542,1.0566468,0.9997936,0.5778659,0.5701345,-0.0077314
17,-0.39837295,-0.37503564,"('nasty', 'nice')",-0.13981834,-0.06386417,-0.19885737,-0.15428597,-0.6327751,-0.6143255,-0.342456,-0.3018778,0.0405782
18,0.12206867,0.05042126,"('disagreeable', 'welcoming')",0.7673832,0.7763841,-0.37894893,-0.49884212,-0.23453774,-0.4132089,0.0689913,-0.0213114,-0.0903027
19,1.1865085,1.2109066,"('inhospitable', 'hospitable')",-0.65386903,-0.63443744,-0.4295198,-0.43072182,0.12570933,0.06881036,0.0572073,0.0536394,-0.0035679
20,-0.3033128,-0.33577773,"('rough', 'thoughtful')",1.0337735,1.0836312,-0.22752713,-0.23849414,0.80799985,0.76806414,0.3277334,0.3193558,-0.0083776
21,-0.9828509,-1.0104115,"('immoral', 'moral')",0.28892475,0.18084493,-1.8290735,-1.8068305,-0.9165887,-0.9032924,-0.8598971,-0.8849224,-0.0250253
22,-0.98399633,-0.9809608,"('untrustworthy', 'trustworthy')",-0.46038747,-0.5755807,-1.2687714,-1.2538091,-1.2922873,-1.3616064,-1.0013607,-1.0429893,-0.0416286
23,-0.8352061,-0.9225621,"('insincere', 'sincere')",-0.3497371,-0.4435535,-1.7339766,-1.7512316,5.6087575,5.5116353,0.6724594,0.598572,-0.0738874
24,-0.6555711,-0.6315869,"('dishonest', 'honest')",-0.18943466,-0.23792398,-1.5774705,-1.5280789,0.8214268,0.762053,-0.4002624,-0.4088842,-0.0086218
25,0.723013,0.71015245,"('egoistic', 'altruistic')",0.77449554,0.80649215,1.068637,1.0854661,1.5459727,1.5499688,1.0280296,1.0380199,0.0099903
