,cirrhosis_male,cirrhosis_female,tuple,average_male,average_female,female-male
0,-0.37470806,-0.6165249,"('unsociable', 'sociable')",-0.3747081,-0.6165249,-0.2418168
1,-0.6728277,-0.9975278,"('unfriendly', 'friendly')",-0.6728277,-0.9975278,-0.3247001
2,0.44475955,0.44974384,"('unlikable', 'likable')",0.4447595,0.4497438,0.0049843
3,-0.8942109,-0.73054093,"('repellent', 'pleasant')",-0.8942109,-0.7305409,0.16367
4,-2.4550629,-2.4677794,"('disliked', 'liked')",-2.4550629,-2.4677794,-0.0127165
5,-0.57657695,-0.77269924,"('distant', 'outgoing')",-0.5765769,-0.7726992,-0.1961223
6,-0.67751455,-0.8843458,"('distant', 'open')",-0.6775146,-0.8843458,-0.2068312
7,-0.45324853,-0.5108664,"('insensitive', 'sensitive')",-0.4532485,-0.5108664,-0.0576179
8,-0.59638715,-0.7768044,"('unaffectionate', 'affectionate')",-0.5963871,-0.7768044,-0.1804173
9,-0.47995758,-0.650733,"('unaffectionate', 'caring')",-0.4799576,-0.650733,-0.1707754
10,-1.0805856,-1.175616,"('unsympathetic', 'sympathetic')",-1.0805856,-1.175616,-0.0950304
11,0.014792217,0.044244956,"('unhelpful', 'helpful')",0.0147922,0.044245,0.0294528
12,-1.4218966,-1.4880382,"('unsupportive', 'supportive')",-1.4218966,-1.4880382,-0.0661416
13,-0.61546576,-0.69126385,"('impolite', 'polite')",-0.6154658,-0.6912639,-0.0757981
14,0.2141096,0.08784579,"('antisocial', 'social')",0.2141096,0.0878458,-0.1262638
15,0.5343473,0.33081037,"('boring', 'funny')",0.5343473,0.3308104,-0.2035369
16,-0.37990212,-0.22346649,"('unpopular', 'popular')",-0.3799021,-0.2234665,0.1564356
17,-0.41369507,-0.39032102,"('nasty', 'nice')",-0.4136951,-0.390321,0.0233741
18,-0.58704937,-0.5647587,"('disagreeable', 'welcoming')",-0.5870494,-0.5647587,0.0222907
19,-1.3146139,-1.4014395,"('inhospitable', 'hospitable')",-1.3146139,-1.4014395,-0.0868256
20,0.19726214,0.26741716,"('rough', 'thoughtful')",0.1972621,0.2674172,0.0701551
21,-0.9011861,-0.73632085,"('immoral', 'moral')",-0.9011861,-0.7363209,0.1648652
22,0.08572727,-0.007824535,"('untrustworthy', 'trustworthy')",0.0857273,-0.0078245,-0.0935518
23,1.4139369,1.351627,"('insincere', 'sincere')",1.4139369,1.351627,-0.0623099
24,0.04172483,-0.18652941,"('dishonest', 'honest')",0.0417248,-0.1865294,-0.2282542
25,0.12214567,0.08841099,"('egoistic', 'altruistic')",0.1221457,0.088411,-0.0337347
26,1.0104529,0.61053365,"('hardhearted', 'benevolent')",1.0104529,0.6105337,-0.3999192
27,0.70980495,0.6373888,"('hardhearted', 'softhearted')",0.709805,0.6373888,-0.0724162
28,-0.33598948,-0.5035028,"('disloyal', 'loyal')",-0.3359895,-0.5035028,-0.1675133
29,-0.02961623,-0.14546543,"('unfair', 'fair')",-0.0296162,-0.1454654,-0.1158492
30,0.45100853,0.28750774,"('intolerant', 'tolerant')",0.4510085,0.2875077,-0.1635008
31,-0.89309144,-1.0202868,"('evil', 'good')",-0.8930914,-1.0202868,-0.1271954
32,0.23644325,0.015590925,"('unkind', 'kind')",0.2364433,0.0155909,-0.2208524
33,0.14500102,0.023601674,"('wrong', 'right')",0.145001,0.0236017,-0.1213993
34,1.5250694,1.622548,"('mean', 'honorable')",1.5250694,1.622548,0.0974786
35,0.46625558,0.36495823,"('corrupt', 'incorrupt')",0.4662556,0.3649582,-0.1012974
36,-0.49000573,-0.65249527,"('hostile', 'amicable')",-0.4900057,-0.6524953,-0.1624896
37,-0.03449965,-0.10307047,"('fake', 'genuine')",-0.0344996,-0.1030705,-0.0685709
38,-0.5328299,-0.62543464,"('untruthful', 'truthful')",-0.5328299,-0.6254346,-0.0926047
39,0.31917125,0.3732454,"('exploitative', 'cooperative')",0.3191712,0.3732454,0.0540742
40,-0.40228903,-0.5642719,"('stingy', 'generous')",-0.402289,-0.5642719,-0.1619829
41,0.4943691,0.26254684,"('unforgiving', 'forgiving')",0.4943691,0.2625468,-0.2318223
42,-0.5239283,-0.57266265,"('unreliable', 'reliable')",-0.5239283,-0.5726627,-0.0487344
43,-0.37481508,-0.47771916,"('irresponsible', 'responsible')",-0.3748151,-0.4777192,-0.1029041
44,-0.19277462,-0.072754405,"('prejudiced', 'unprejudiced')",-0.1927746,-0.0727544,0.1200202
45,-0.43714127,-0.5886038,"('incompetent', 'competent')",-0.4371413,-0.5886038,-0.1514625
46,-1.1356002,-0.9852446,"('uncompetitive', 'competitive')",-1.1356002,-0.9852446,0.1503556
47,1.977272,1.9558245,"('stupid', 'smart')",1.977272,1.9558245,-0.0214475
48,-0.006209003,0.06782149,"('unintelligent', 'intelligent')",-0.006209,0.0678215,0.0740305
49,-0.4498369,-0.1436578,"('unable', 'able')",-0.4498369,-0.1436578,0.3061791
50,-0.09623358,-0.004534155,"('clumsy', 'skillful')",-0.0962336,-0.0045342,0.0916994
51,-0.75598943,-0.76879233,"('uneducated', 'educated')",-0.7559894,-0.7687923,-0.0128029
52,-0.3560316,-0.47772437,"('irrational', 'rational')",-0.3560316,-0.4777244,-0.1216928
53,-1.3101202,-1.3409089,"('uncreative', 'creative')",-1.3101202,-1.3409089,-0.0307887
54,-0.64672333,-0.7371939,"('incapable', 'capable')",-0.6467233,-0.7371939,-0.0904706
55,-0.30054578,-0.21624635,"('incompetent', 'clever')",-0.3005458,-0.2162464,0.0842994
56,-0.15636815,-0.26038772,"('impractical', 'practical')",-0.1563682,-0.2603877,-0.1040195
57,-1.7448466,-1.8833535,"('unimaginative', 'imaginative')",-1.7448466,-1.8833535,-0.1385069
58,0.23814091,0.088103026,"('undiscriminating', 'discriminating')",0.2381409,0.088103,-0.1500379
59,0.32296124,0.2575449,"('foolish', 'wise')",0.3229612,0.2575449,-0.0654163
60,0.22325967,0.3642004,"('inefficient', 'efficient')",0.2232597,0.3642004,0.1409407
61,-0.27471635,-0.45235294,"('illogical', 'logical')",-0.2747163,-0.4523529,-0.1776366
62,0.013359014,0.14185475,"('incompetent', 'brilliant')",0.013359,0.1418547,0.1284957
63,-0.24475592,-0.21535158,"('unperceptive', 'insightful')",-0.2447559,-0.2153516,0.0294043
64,-2.3979356,-2.4245112,"('shy', 'confident')",-2.3979356,-2.4245112,-0.0265756
65,0.088818386,0.059385322,"('insecure', 'secure')",0.0888184,0.0593853,-0.0294331
66,-0.42982388,-0.6651766,"('inactive', 'active')",-0.4298239,-0.6651766,-0.2353527
67,-0.06732735,-0.12964578,"('doubtful', 'determined')",-0.0673274,-0.1296458,-0.0623184
68,-0.29872784,-0.18265754,"('dependent', 'independent')",-0.2987278,-0.1826575,0.1160703
69,0.0821125,-0.017258644,"('lazy', 'industrious')",0.0821125,-0.0172586,-0.0993711
70,-0.15350471,-0.22762996,"('lethargic', 'energetic')",-0.1535047,-0.22763,-0.0741253
71,-0.09141235,-0.13942851,"('diffident', 'self-confident')",-0.0914124,-0.1394285,-0.0480161
72,0.20006505,0.087663636,"('unambitious', 'ambitious')",0.200065,0.0876636,-0.1124014
73,-0.6236169,-0.6150829,"('helpless', 'self-reliant')",-0.6236169,-0.6150829,0.008534
74,-0.2268817,-0.30259702,"('undedicated', 'dedicated')",-0.2268817,-0.302597,-0.0757153
75,0.39713016,0.37937045,"('meek', 'impulsive')",0.3971302,0.3793705,-0.0177597
76,0.14523308,0.3298187,"('anxious', 'daring')",0.1452331,0.3298187,0.1845856
77,-1.3255095,-1.1086307,"('unmotivated', 'motivated')",-1.3255095,-1.1086307,0.2168788
78,-0.7077612,-0.48616776,"('nonresilient', 'resilient')",-0.7077612,-0.4861678,0.2215934
79,-0.5863469,-0.7204009,"('wavering', 'unwavering')",-0.5863469,-0.7204009,-0.134054
80,-0.077280566,-0.042120855,"('dominated', 'dominating')",-0.0772806,-0.0421209,0.0351597
81,-0.46570972,-0.5136201,"('submissive', 'aggressive')",-0.4657097,-0.5136201,-0.0479104
82,1.4730012,1.449602,"('poor', 'rich')",1.4730012,1.449602,-0.0233992
83,-0.30309176,-0.35973242,"('powerless', 'powerful')",-0.3030918,-0.3597324,-0.0566406
84,0.2992196,0.26750493,"('inferior', 'superior')",0.2992196,0.2675049,-0.0317147
85,-0.031031208,-0.0804659,"('insignificant', 'prestigious')",-0.0310312,-0.0804659,-0.0494347
86,-1.3335651,-1.5849886,"('uninfluential', 'influential')",-1.3335651,-1.5849886,-0.2514235
87,-0.046492346,-0.08632315,"('unsuccessful', 'successful')",-0.0464923,-0.0863231,-0.0398308
88,-0.56642646,-0.6290546,"('low', 'eminent')",-0.5664265,-0.6290546,-0.0626281
