,orion_male,orion_female,tuple,office_male,office_female,reit_male,reit_female,inc_male,inc_female,average_male,average_female,female-male
0,0.050666697,-0.06505866,"('unsociable', 'sociable')",1.6851509,1.5838035,0.6382246,0.5237069,0.28515217,0.16071954,0.6647986,0.5507929,-0.1140057
1,-1.1986958,-1.2201487,"('unfriendly', 'friendly')",-1.9846596,-2.0550904,-1.1733814,-1.1708591,1.5153786,1.4267918,-0.7103395,-0.7548267,-0.0444872
2,0.7583217,0.8226693,"('unlikable', 'likable')",0.7972445,0.87389106,0.96569115,1.0606365,0.49052474,0.56121314,0.7529455,0.8296025,0.076657
3,1.1667823,1.234641,"('repellent', 'pleasant')",0.99469787,1.0194814,0.4658297,0.551163,0.56032395,0.6206146,0.7969084,0.8564749,0.0595665
4,-0.91085315,-0.93666303,"('disliked', 'liked')",-2.0971289,-2.0923538,-0.77629334,-0.7489499,-6.584819,-6.7234144,-2.5922735,-2.6253452,-0.0330717
5,-2.0755882,-2.0415685,"('distant', 'outgoing')",-3.1082191,-3.0084412,-1.7745118,-1.7027402,-1.0496415,-1.05275,-2.0019901,-1.951375,0.0506151
6,-1.7811192,-1.7182525,"('distant', 'open')",-3.0238404,-2.963452,-2.1306987,-2.0191355,-0.42271826,-0.4160648,-1.8395941,-1.7792262,0.0603679
7,1.3126447,1.3275629,"('insensitive', 'sensitive')",1.6112647,1.5824709,1.055271,1.1338098,1.2243485,1.3075097,1.3008822,1.3378382,0.036956
8,-0.22880524,-0.22023934,"('unaffectionate', 'affectionate')",-1.9269147,-1.9558024,-1.8017597,-1.8070614,0.57442105,0.5079115,-0.8457646,-0.868798,-0.0230334
9,0.59403074,0.5662136,"('unaffectionate', 'caring')",-0.8239622,-0.8382998,-1.2377781,-1.177572,1.047912,1.0678406,-0.1049494,-0.0954544,0.009495
10,0.85853076,0.84666264,"('unsympathetic', 'sympathetic')",1.4182274,1.3793569,0.16064605,0.20180506,0.2976553,0.34418046,0.6837649,0.6930013,0.0092364
11,0.26927403,0.28382796,"('unhelpful', 'helpful')",1.2948872,1.3496313,0.24334973,0.33614475,2.0528605,2.1481202,0.9650928,1.0294311,0.0643383
12,0.31900692,0.41761395,"('unsupportive', 'supportive')",0.99928504,1.1359353,-0.6083845,-0.40273264,-1.7753185,-1.7168351,-0.2663528,-0.1415046,0.1248482
13,0.51234055,0.42992142,"('impolite', 'polite')",2.6035008,2.6047864,1.1387719,1.0825261,0.037250403,0.018777877,1.072966,1.0340029,-0.0389631
