,siding_male,siding_female,tuple,average_male,average_female,female-male
0,-0.16321266,-0.18702427,"('unsociable', 'sociable')",-0.1632127,-0.1870243,-0.0238116
1,1.5171819,1.5818689,"('unfriendly', 'friendly')",1.5171819,1.5818689,0.064687
2,0.007939709,0.04503022,"('unlikable', 'likable')",0.0079397,0.0450302,0.0370905
3,0.60861707,0.6288835,"('repellent', 'pleasant')",0.6086171,0.6288835,0.0202664
4,-7.4681754,-7.583304,"('disliked', 'liked')",-7.4681754,-7.5833039,-0.1151285
5,-0.5305112,-0.4761846,"('distant', 'outgoing')",-0.5305112,-0.4761846,0.0543266
6,0.106518984,0.06393844,"('distant', 'open')",0.106519,0.0639384,-0.0425806
7,1.0771468,1.1206193,"('insensitive', 'sensitive')",1.0771468,1.1206193,0.0434725
8,1.5116878,1.3905092,"('unaffectionate', 'affectionate')",1.5116878,1.3905092,-0.1211786
9,1.538188,1.5463368,"('unaffectionate', 'caring')",1.538188,1.5463368,0.0081488
10,0.603256,0.6668069,"('unsympathetic', 'sympathetic')",0.603256,0.6668069,0.0635509
11,1.1671134,1.3074331,"('unhelpful', 'helpful')",1.1671134,1.3074331,0.1403197
12,-1.9426197,-1.9532018,"('unsupportive', 'supportive')",-1.9426197,-1.9532018,-0.0105821
13,-0.5749328,-0.51491946,"('impolite', 'polite')",-0.5749328,-0.5149195,0.0600133
14,0.13500783,0.109384716,"('antisocial', 'social')",0.1350078,0.1093847,-0.0256231
15,0.40342143,0.3411392,"('boring', 'funny')",0.4034214,0.3411392,-0.0622822
16,-0.3066372,-0.35801828,"('unpopular', 'popular')",-0.3066372,-0.3580183,-0.0513811
17,-0.31271502,-0.26092756,"('nasty', 'nice')",-0.312715,-0.2609276,0.0517874
18,-0.27023607,-0.29689133,"('disagreeable', 'welcoming')",-0.2702361,-0.2968913,-0.0266552
19,-0.46868873,-0.4605842,"('inhospitable', 'hospitable')",-0.4686887,-0.4605842,0.0081045
20,0.78275764,0.70758706,"('rough', 'thoughtful')",0.7827576,0.7075871,-0.0751705
21,-0.68533957,-0.5891995,"('immoral', 'moral')",-0.6853396,-0.5891995,0.0961401
22,-0.5112121,-0.4478302,"('untrustworthy', 'trustworthy')",-0.5112121,-0.4478302,0.0633819
23,6.296699,6.420462,"('insincere', 'sincere')",6.296699,6.4204621,0.1237631
24,1.4935662,1.391373,"('dishonest', 'honest')",1.4935662,1.391373,-0.1021932
25,1.103807,0.9920314,"('egoistic', 'altruistic')",1.103807,0.9920314,-0.1117756
26,1.2587584,1.175505,"('hardhearted', 'benevolent')",1.2587584,1.175505,-0.0832534
27,1.5539623,1.3859183,"('hardhearted', 'softhearted')",1.5539623,1.3859183,-0.168044
28,1.0240718,0.9735749,"('disloyal', 'loyal')",1.0240718,0.9735749,-0.0504969
29,-0.22401257,-0.36927146,"('unfair', 'fair')",-0.2240126,-0.3692715,-0.1452589
30,0.7952585,0.80731446,"('intolerant', 'tolerant')",0.7952585,0.8073145,0.012056
31,-0.8193005,-0.878395,"('evil', 'good')",-0.8193005,-0.878395,-0.0590945
32,0.9420481,0.87394077,"('unkind', 'kind')",0.9420481,0.8739408,-0.0681073
33,-0.49662104,-0.5380391,"('wrong', 'right')",-0.496621,-0.5380391,-0.0414181
34,4.7565064,4.9072485,"('mean', 'honorable')",4.7565064,4.9072485,0.1507421
35,-0.3298794,-0.57842135,"('corrupt', 'incorrupt')",-0.3298794,-0.5784214,-0.248542
36,-0.56759006,-0.6469652,"('hostile', 'amicable')",-0.5675901,-0.6469652,-0.0793751
37,0.97893286,0.940176,"('fake', 'genuine')",0.9789329,0.940176,-0.0387569
38,-0.44631717,-0.35279506,"('untruthful', 'truthful')",-0.4463172,-0.3527951,0.0935221
39,0.34237513,0.37618014,"('exploitative', 'cooperative')",0.3423751,0.3761801,0.033805
40,-1.4344851,-1.591872,"('stingy', 'generous')",-1.4344851,-1.591872,-0.1573869
41,-0.21660852,-0.19603172,"('unforgiving', 'forgiving')",-0.2166085,-0.1960317,0.0205768
42,-2.627955,-2.6328592,"('unreliable', 'reliable')",-2.627955,-2.6328592,-0.0049042
43,0.67686296,0.80078983,"('irresponsible', 'responsible')",0.676863,0.8007898,0.1239268
44,-0.9785544,-0.9841859,"('prejudiced', 'unprejudiced')",-0.9785544,-0.9841859,-0.0056315
45,-0.07208165,-0.16439503,"('incompetent', 'competent')",-0.0720816,-0.164395,-0.0923134
46,-0.78547084,-0.7584722,"('uncompetitive', 'competitive')",-0.7854708,-0.7584722,0.0269986
