,stericycle_male,stericycle_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0246468,-1.0861487,"('unsociable', 'sociable')",-0.07186518,-0.24041733,-0.548256,-0.6632831,-0.1150271
1,-1.0534956,-1.0746099,"('unfriendly', 'friendly')",1.8245012,1.7368301,0.3855028,0.3311101,-0.0543927
2,0.7564816,0.7990665,"('unlikable', 'likable')",0.93160987,0.97635174,0.8440458,0.8877091,0.0436633
3,-0.9508548,-0.82640535,"('repellent', 'pleasant')",0.10929033,0.1217864,-0.4207822,-0.3523095,0.0684727
4,-0.019333865,-0.02241448,"('disliked', 'liked')",-5.8333545,-5.9076405,-2.9263442,-2.9650276,-0.0386834
5,-0.24890283,-0.16865835,"('distant', 'outgoing')",0.0036677085,0.055360407,-0.1226176,-0.056649,0.0659686
6,-0.37605602,-0.3033288,"('distant', 'open')",0.19858195,0.25003883,-0.088737,-0.026645,0.062092
7,-0.9474032,-0.9021967,"('insensitive', 'sensitive')",0.0647769,0.13170183,-0.4413131,-0.3852474,0.0560657
8,-0.82065207,-0.84595454,"('unaffectionate', 'affectionate')",0.790941,0.79589784,-0.0148555,-0.0250283,-0.0101728
9,-1.0867751,-1.0827925,"('unaffectionate', 'caring')",1.0768971,1.1463897,-0.004939,0.0317986,0.0367376
10,-1.50896,-1.4532751,"('unsympathetic', 'sympathetic')",-0.61236674,-0.63219744,-1.0606633,-1.0427363,0.017927
11,-0.3662031,-0.37129346,"('unhelpful', 'helpful')",1.7186522,1.8108313,0.6762246,0.7197689,0.0435443
12,-0.6053132,-0.46554652,"('unsupportive', 'supportive')",-1.782043,-1.7001002,-1.1936781,-1.0828234,0.1108547
13,-0.6236643,-0.6432456,"('impolite', 'polite')",-0.69900644,-0.7051489,-0.6613353,-0.6741972,-0.0128619
14,-0.21698906,-0.24414082,"('antisocial', 'social')",-0.38532472,-0.52726185,-0.3011569,-0.3857013,-0.0845444
15,0.68687445,0.5903223,"('boring', 'funny')",0.7063504,0.646568,0.6966124,0.6184452,-0.0781672
16,0.067735665,0.102007896,"('unpopular', 'popular')",0.91289324,0.88639724,0.4903145,0.4942026,0.0038881
17,0.47716033,0.52839386,"('nasty', 'nice')",-0.18996507,-0.17155068,0.1435976,0.1784216,0.034824
18,-0.21726838,-0.15185893,"('disagreeable', 'welcoming')",-0.31320772,-0.3621004,-0.265238,-0.2569796,0.0082584
19,-0.9769565,-0.96057004,"('inhospitable', 'hospitable')",-0.090834156,0.01263045,-0.5338953,-0.4739698,0.0599255
20,0.061717734,0.07847212,"('rough', 'thoughtful')",1.2522972,1.2105343,0.6570075,0.6445032,-0.0125043
21,0.19203857,0.117553465,"('immoral', 'moral')",-0.1840748,-0.24048974,0.0039819,-0.0614681,-0.06545
22,-0.45947087,-0.42557925,"('untrustworthy', 'trustworthy')",-0.81508887,-0.8931775,-0.6372799,-0.6593784,-0.0220985
23,-1.2056342,-1.2073103,"('insincere', 'sincere')",5.3952813,5.384525,2.0948236,2.0886073,-0.0062163
24,-0.54962516,-0.5344937,"('dishonest', 'honest')",0.69603884,0.6813255,0.0732068,0.0734159,0.0002091
25,-0.21510506,-0.2024166,"('egoistic', 'altruistic')",1.5365051,1.4857371,0.6607,0.6416602,-0.0190398
26,0.1777061,0.089855626,"('hardhearted', 'benevolent')",2.0188468,1.8917242,1.0982764,0.9907899,-0.1074865
27,0.41365305,0.52710694,"('hardhearted', 'softhearted')",1.2618213,1.2273582,0.8377371,0.8772326,0.0394955
28,-0.7336567,-0.8637327,"('disloyal', 'loyal')",0.9393827,0.8213562,0.102863,-0.0211883,-0.1240513
29,-0.08964263,-0.11150835,"('unfair', 'fair')",-0.4402634,-0.56293464,-0.264953,-0.3372215,-0.0722685
30,0.02074549,-0.009328228,"('intolerant', 'tolerant')",1.3366593,1.2184373,0.6787024,0.6045545,-0.0741479
31,-0.20590106,-0.10216979,"('evil', 'good')",-0.8018863,-0.8701933,-0.5038937,-0.4861816,0.0177121
32,0.10208349,0.06892523,"('unkind', 'kind')",1.0231484,0.9225713,0.5626159,0.4957483,-0.0668676
33,0.036096565,0.0010115504,"('wrong', 'right')",-0.5662851,-0.63429314,-0.2650943,-0.3166408,-0.0515465
34,0.57249206,0.72390574,"('mean', 'honorable')",5.7354136,5.903865,3.1539528,3.3138852,0.1599324
35,0.87885284,0.8142765,"('corrupt', 'incorrupt')",0.009952968,-0.11303002,0.4444029,0.3506233,-0.0937796
36,-0.34719855,-0.37062415,"('hostile', 'amicable')",0.19875471,-0.027001001,-0.0742219,-0.1988126,-0.1245907
37,0.17784677,0.20806183,"('fake', 'genuine')",-0.030702809,-0.010564886,0.073572,0.0987485,0.0251765
38,-0.7230278,-0.6809814,"('untruthful', 'truthful')",-0.046073608,0.028424975,-0.3845507,-0.3262782,0.0582725
39,0.992577,0.9217924,"('exploitative', 'cooperative')",0.15618272,0.14198658,0.5743799,0.5318895,-0.0424904
40,0.38678414,0.4697363,"('stingy', 'generous')",-1.681963,-1.7824436,-0.6475894,-0.6563537,-0.0087643
41,-0.1859546,-0.1223795,"('unforgiving', 'forgiving')",0.20341426,0.06635463,0.0087298,-0.0280124,-0.0367422
42,0.6518421,0.7433308,"('unreliable', 'reliable')",-3.3096125,-3.2172081,-1.3288852,-1.2369387,0.0919465
43,-0.6652346,-0.5773053,"('irresponsible', 'responsible')",0.489632,0.5361111,-0.0878013,-0.0205971,0.0672042
44,1.1560054,1.1551465,"('prejudiced', 'unprejudiced')",-1.4997436,-1.4985358,-0.1718691,-0.1716946,0.0001745
45,-1.0974188,-0.951159,"('incompetent', 'competent')",0.11618213,0.09925865,-0.4906183,-0.4259502,0.0646681
46,-0.8290199,-0.7475885,"('uncompetitive', 'competitive')",-0.5686978,-0.6174839,-0.6988589,-0.6825362,0.0163227
47,0.31636313,0.37715608,"('stupid', 'smart')",5.4423127,5.5898733,2.879338,2.9835148,0.1041768
