,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.5528392,-0.8065559,"('unsociable', 'sociable')",-0.28789857,-0.4502375,-0.4203689,-0.6283967,-0.2080278
1,-1.9489102,-2.1105123,"('unfriendly', 'friendly')",1.9474264,1.7705853,-0.0007419,-0.1699635,-0.1692216
2,0.07890688,0.14805765,"('unlikable', 'likable')",0.6830198,0.735482,0.3809634,0.4417698,0.0608064
3,-0.18112972,-0.11407604,"('repellent', 'pleasant')",-0.21649048,-0.11307968,-0.1988101,-0.1135779,0.0852322
4,-0.46755698,-0.4708857,"('disliked', 'liked')",-5.734438,-5.7909055,-3.1009974,-3.1308956,-0.0298982
5,-1.2529202,-1.1748676,"('distant', 'outgoing')",0.07534409,0.035995938,-0.588788,-0.5694358,0.0193522
6,-1.7519152,-1.6600968,"('distant', 'open')",0.3978396,0.33192223,-0.6770378,-0.6640873,0.0129505
7,-0.55232763,-0.5532374,"('insensitive', 'sensitive')",0.2778803,0.35850245,-0.1372237,-0.0973675,0.0398562
8,-1.5568179,-1.5919867,"('unaffectionate', 'affectionate')",0.5470055,0.45031387,-0.5049062,-0.5708364,-0.0659302
9,-1.6280649,-1.6655982,"('unaffectionate', 'caring')",1.0650367,1.0624195,-0.2815141,-0.3015893,-0.0200752
10,-0.82875127,-0.89499027,"('unsympathetic', 'sympathetic')",-0.60960793,-0.6343447,-0.7191796,-0.7646675,-0.0454879
11,0.05307964,-0.042419434,"('unhelpful', 'helpful')",1.6061566,1.6301825,0.8296181,0.7938815,-0.0357366
12,-0.64497966,-0.5988899,"('unsupportive', 'supportive')",-1.7997745,-1.7451602,-1.2223771,-1.1720251,0.050352
13,-0.3467372,-0.5458504,"('impolite', 'polite')",-0.3248083,-0.31906033,-0.3357728,-0.4324554,-0.0966826
14,0.6538948,0.56874436,"('antisocial', 'social')",-0.48198974,-0.5152322,0.0859525,0.0267561,-0.0591964
15,-0.11289172,-0.19827642,"('boring', 'funny')",0.824556,0.7577757,0.3558321,0.2797497,-0.0760824
16,-0.8437125,-0.7846056,"('unpopular', 'popular')",0.75522816,0.72763556,-0.0442422,-0.028485,0.0157572
17,-0.43289673,-0.40940154,"('nasty', 'nice')",-0.1527114,-0.1421353,-0.2928041,-0.2757684,0.0170357
18,-0.4938361,-0.46014714,"('disagreeable', 'welcoming')",-0.12980127,-0.15954255,-0.3118187,-0.3098449,0.0019738
19,-1.610963,-1.5936702,"('inhospitable', 'hospitable')",-0.014255445,-0.03662997,-0.8126092,-0.8151501,-0.0025409
20,0.4748798,0.49265105,"('rough', 'thoughtful')",1.058488,1.0338521,0.7666839,0.7632515,-0.0034324
