,drum_male,drum_female,tuple,average_male,average_female,female-male
0,-0.611948,-0.79281783,"('unsociable', 'sociable')",-0.611948,-0.7928178,-0.1808698
1,1.8499707,1.913433,"('unfriendly', 'friendly')",1.8499707,1.913433,0.0634623
2,0.34358406,0.6009704,"('unlikable', 'likable')",0.3435841,0.6009704,0.2573863
3,0.59004784,0.675246,"('repellent', 'pleasant')",0.5900478,0.675246,0.0851982
4,-7.2622294,-7.1921673,"('disliked', 'liked')",-7.2622294,-7.1921673,0.0700621
5,0.32109863,0.5857313,"('distant', 'outgoing')",0.3210986,0.5857313,0.2646327
6,0.53358203,0.8212211,"('distant', 'open')",0.533582,0.8212211,0.2876391
7,0.3085267,0.31500518,"('insensitive', 'sensitive')",0.3085267,0.3150052,0.0064785
8,1.1766149,1.2978151,"('unaffectionate', 'affectionate')",1.1766149,1.2978151,0.1212002
9,1.8350534,2.013469,"('unaffectionate', 'caring')",1.8350534,2.013469,0.1784156
10,0.1752701,0.22015114,"('unsympathetic', 'sympathetic')",0.1752701,0.2201511,0.044881
11,1.6873145,1.7203212,"('unhelpful', 'helpful')",1.6873145,1.7203212,0.0330067
12,-1.921369,-1.8607987,"('unsupportive', 'supportive')",-1.921369,-1.8607987,0.0605703
13,-0.3091629,-0.44240057,"('impolite', 'polite')",-0.3091629,-0.4424006,-0.1332377
14,-0.8188532,-1.083436,"('antisocial', 'social')",-0.8188532,-1.083436,-0.2645828
15,0.8726321,0.87785417,"('boring', 'funny')",0.8726321,0.8778542,0.0052221
16,0.09025748,0.14534062,"('unpopular', 'popular')",0.0902575,0.1453406,0.0550831
17,-0.037045136,-0.014593717,"('nasty', 'nice')",-0.0370451,-0.0145937,0.0224514
18,-0.6509264,-0.69357157,"('disagreeable', 'welcoming')",-0.6509264,-0.6935716,-0.0426452
19,-0.061792377,0.19997361,"('inhospitable', 'hospitable')",-0.0617924,0.1999736,0.261766
20,0.5130094,0.3086051,"('rough', 'thoughtful')",0.5130094,0.3086051,-0.2044043
21,-0.68340856,-0.6016077,"('immoral', 'moral')",-0.6834086,-0.6016077,0.0818009
22,-0.9474044,-0.8920238,"('untrustworthy', 'trustworthy')",-0.9474044,-0.8920238,0.0553806
23,6.284483,6.262886,"('insincere', 'sincere')",6.284483,6.262886,-0.021597
24,1.4326586,1.4651389,"('dishonest', 'honest')",1.4326586,1.4651389,0.0324803
25,0.9895555,0.9058106,"('egoistic', 'altruistic')",0.9895555,0.9058106,-0.0837449
26,0.66053456,0.438426,"('hardhearted', 'benevolent')",0.6605346,0.438426,-0.2221086
27,1.3133847,1.2232358,"('hardhearted', 'softhearted')",1.3133847,1.2232358,-0.0901489
28,1.0503902,0.9623586,"('disloyal', 'loyal')",1.0503902,0.9623586,-0.0880316
29,-0.5642594,-0.59149283,"('unfair', 'fair')",-0.5642594,-0.5914928,-0.0272334
30,0.60030216,0.50536084,"('intolerant', 'tolerant')",0.6003022,0.5053608,-0.0949414
31,-0.5859977,-0.4810844,"('evil', 'good')",-0.5859977,-0.4810844,0.1049133
32,1.0656947,1.0162274,"('unkind', 'kind')",1.0656947,1.0162274,-0.0494673
33,-0.022293683,0.058335572,"('wrong', 'right')",-0.0222937,0.0583356,0.0806293
34,4.755208,4.8847404,"('mean', 'honorable')",4.755208,4.8847404,0.1295324
35,-0.14344841,-0.2373892,"('corrupt', 'incorrupt')",-0.1434484,-0.2373892,-0.0939408
36,-0.07873247,-0.08588286,"('hostile', 'amicable')",-0.0787325,-0.0858829,-0.0071504
37,0.62202555,0.7102207,"('fake', 'genuine')",0.6220255,0.7102207,0.0881952
38,0.008828867,0.07374463,"('untruthful', 'truthful')",0.0088289,0.0737446,0.0649157
39,-0.053896256,-0.16542335,"('exploitative', 'cooperative')",-0.0538963,-0.1654233,-0.111527
40,-1.9014703,-1.9361137,"('stingy', 'generous')",-1.9014703,-1.9361137,-0.0346434
41,-0.42803892,-0.4893074,"('unforgiving', 'forgiving')",-0.4280389,-0.4893074,-0.0612685
42,-2.6635404,-2.5764391,"('unreliable', 'reliable')",-2.6635404,-2.5764391,0.0871013
43,0.7411421,0.7525317,"('irresponsible', 'responsible')",0.7411421,0.7525317,0.0113896
44,-1.5393202,-1.5784982,"('prejudiced', 'unprejudiced')",-1.5393202,-1.5784982,-0.039178
45,-0.42919353,-0.40057054,"('incompetent', 'competent')",-0.4291935,-0.4005705,0.028623
46,-1.4793966,-1.4724609,"('uncompetitive', 'competitive')",-1.4793966,-1.4724609,0.0069357
47,4.939518,5.150156,"('stupid', 'smart')",4.939518,5.150156,0.210638
48,0.55154014,0.40958425,"('unintelligent', 'intelligent')",0.5515401,0.4095843,-0.1419558
49,-0.061886914,0.10460302,"('unable', 'able')",-0.0618869,0.104603,0.1664899
50,0.23750475,0.31760824,"('clumsy', 'skillful')",0.2375048,0.3176082,0.0801034
51,-0.12537792,-0.14949688,"('uneducated', 'educated')",-0.1253779,-0.1494969,-0.024119
52,-0.04984943,-0.013376985,"('irrational', 'rational')",-0.0498494,-0.013377,0.0364724
53,0.75404495,0.8367448,"('uncreative', 'creative')",0.754045,0.8367448,0.0826998
54,1.1680474,1.5104733,"('incapable', 'capable')",1.1680474,1.5104733,0.3424259
55,0.117250234,0.046287112,"('incompetent', 'clever')",0.1172502,0.0462871,-0.0709631
56,0.45246917,0.35787842,"('impractical', 'practical')",0.4524692,0.3578784,-0.0945908
57,-3.2985222,-3.174274,"('unimaginative', 'imaginative')",-3.2985222,-3.174274,0.1242482
58,-0.021294884,-0.02326079,"('undiscriminating', 'discriminating')",-0.0212949,-0.0232608,-0.0019659
59,0.66092056,0.81170607,"('foolish', 'wise')",0.6609206,0.8117061,0.1507855
60,-0.010917071,-0.07302724,"('inefficient', 'efficient')",-0.0109171,-0.0730272,-0.0621101
61,0.3443057,0.14328068,"('illogical', 'logical')",0.3443057,0.1432807,-0.201025
62,0.62634903,0.7775139,"('incompetent', 'brilliant')",0.626349,0.7775139,0.1511649
63,0.115753114,0.24838103,"('unperceptive', 'insightful')",0.1157531,0.248381,0.1326279
64,-7.062904,-7.0010014,"('shy', 'confident')",-7.0629039,-7.0010014,0.0619025
65,-0.15123758,-0.18952529,"('insecure', 'secure')",-0.1512376,-0.1895253,-0.0382877
66,-0.12942627,-0.05057393,"('inactive', 'active')",-0.1294263,-0.0505739,0.0788524
67,-0.633071,-0.625441,"('doubtful', 'determined')",-0.633071,-0.625441,0.00763
68,-0.3583605,-0.2932789,"('dependent', 'independent')",-0.3583605,-0.2932789,0.0650816
69,-1.2587657,-1.2166487,"('lazy', 'industrious')",-1.2587657,-1.2166487,0.042117
70,0.42342559,0.46072423,"('lethargic', 'energetic')",0.4234256,0.4607242,0.0372986
71,0.90462774,0.9322021,"('diffident', 'self-confident')",0.9046277,0.9322021,0.0275744
72,0.6687496,0.8049581,"('unambitious', 'ambitious')",0.6687496,0.8049581,0.1362085
73,-2.7409706,-2.5867014,"('helpless', 'self-reliant')",-2.7409706,-2.5867014,0.1542692
74,-0.13338982,-0.21716985,"('undedicated', 'dedicated')",-0.1333898,-0.2171699,-0.0837801
75,-0.7874213,-0.53458416,"('meek', 'impulsive')",-0.7874213,-0.5345842,0.2528371
76,0.11006346,0.07121008,"('anxious', 'daring')",0.1100635,0.0712101,-0.0388534
77,-1.3430221,-1.2679163,"('unmotivated', 'motivated')",-1.3430221,-1.2679163,0.0751058
78,-0.8263647,-0.7997561,"('nonresilient', 'resilient')",-0.8263647,-0.7997561,0.0266086
79,0.21258578,0.3670133,"('wavering', 'unwavering')",0.2125858,0.3670133,0.1544275
80,-0.92664266,-1.0630698,"('dominated', 'dominating')",-0.9266427,-1.0630698,-0.1364271
81,-0.6944018,-0.6815176,"('submissive', 'aggressive')",-0.6944018,-0.6815176,0.0128842
82,6.801808,7.0374928,"('poor', 'rich')",6.8018079,7.0374928,0.2356849
83,-0.57112664,-0.68967676,"('powerless', 'powerful')",-0.5711266,-0.6896768,-0.1185502
84,0.44669828,0.47325087,"('inferior', 'superior')",0.4466983,0.4732509,0.0265526
85,-0.012308339,-0.11876775,"('insignificant', 'prestigious')",-0.0123083,-0.1187678,-0.1064595
86,0.06641729,0.06339732,"('uninfluential', 'influential')",0.0664173,0.0633973,-0.00302
87,-0.1849497,-0.071878895,"('unsuccessful', 'successful')",-0.1849497,-0.0718789,0.1130708
88,0.27559853,0.24690759,"('low', 'eminent')",0.2755985,0.2469076,-0.0286909
