,construction_male,construction_female,tuple,average_male,average_female,female-male
0,0.09704666,-0.054225523,"('unsociable', 'sociable')",0.0970467,-0.0542255,-0.1512722
1,0.9031639,0.87292856,"('unfriendly', 'friendly')",0.9031639,0.8729286,-0.0302353
2,0.53568166,0.5591614,"('unlikable', 'likable')",0.5356817,0.5591614,0.0234797
3,0.04291856,0.08988994,"('repellent', 'pleasant')",0.0429186,0.0898899,0.0469713
4,-7.0373573,-7.0782495,"('disliked', 'liked')",-7.0373573,-7.0782495,-0.0408922
5,-0.82357603,-0.7752547,"('distant', 'outgoing')",-0.823576,-0.7752547,0.0483213
6,-1.0068656,-0.9275295,"('distant', 'open')",-1.0068656,-0.9275295,0.0793361
7,0.95018786,0.95853806,"('insensitive', 'sensitive')",0.9501879,0.9585381,0.0083502
8,0.5628044,0.527426,"('unaffectionate', 'affectionate')",0.5628044,0.527426,-0.0353784
9,1.341754,1.3270962,"('unaffectionate', 'caring')",1.341754,1.3270962,-0.0146578
10,0.8191427,0.77027464,"('unsympathetic', 'sympathetic')",0.8191427,0.7702746,-0.0488681
11,2.5028183,2.410353,"('unhelpful', 'helpful')",2.5028183,2.4103529,-0.0924654
12,-1.0807692,-1.0652968,"('unsupportive', 'supportive')",-1.0807692,-1.0652968,0.0154724
13,0.41144234,0.23760828,"('impolite', 'polite')",0.4114423,0.2376083,-0.173834
14,1.2829666,1.2013991,"('antisocial', 'social')",1.2829666,1.2013991,-0.0815675
15,-0.2710747,-0.32434353,"('boring', 'funny')",-0.2710747,-0.3243435,-0.0532688
16,-0.4504805,-0.4702688,"('unpopular', 'popular')",-0.4504805,-0.4702688,-0.0197883
17,-0.21492891,-0.19048516,"('nasty', 'nice')",-0.2149289,-0.1904852,0.0244437
18,-0.78590715,-0.8225073,"('disagreeable', 'welcoming')",-0.7859071,-0.8225073,-0.0366002
19,-1.1474648,-1.0969685,"('inhospitable', 'hospitable')",-1.1474648,-1.0969685,0.0504963
20,0.6056051,0.6466454,"('rough', 'thoughtful')",0.6056051,0.6466454,0.0410403
21,0.55829996,0.51562935,"('immoral', 'moral')",0.5583,0.5156294,-0.0426706
22,-0.61703324,-0.65397024,"('untrustworthy', 'trustworthy')",-0.6170332,-0.6539702,-0.036937
23,6.8519926,6.786243,"('insincere', 'sincere')",6.8519926,6.786243,-0.0657496
24,1.6154864,1.5408431,"('dishonest', 'honest')",1.6154864,1.5408431,-0.0746433
25,0.6557692,0.6753193,"('egoistic', 'altruistic')",0.6557692,0.6753193,0.0195501
26,1.3896675,1.3237209,"('hardhearted', 'benevolent')",1.3896675,1.3237209,-0.0659466
27,0.60511285,0.59804475,"('hardhearted', 'softhearted')",0.6051129,0.5980448,-0.0070681
28,1.3618858,1.2261027,"('disloyal', 'loyal')",1.3618858,1.2261027,-0.1357831
29,-1.1553773,-1.2475126,"('unfair', 'fair')",-1.1553773,-1.2475126,-0.0921353
30,1.3724036,1.2724721,"('intolerant', 'tolerant')",1.3724036,1.2724721,-0.0999315
31,-2.4932642,-2.3693488,"('evil', 'good')",-2.4932642,-2.3693488,0.1239154
32,1.500671,1.3650815,"('unkind', 'kind')",1.500671,1.3650815,-0.1355895
33,-0.03777241,-0.1446117,"('wrong', 'right')",-0.0377724,-0.1446117,-0.1068393
34,5.0615444,5.230428,"('mean', 'honorable')",5.0615444,5.2304282,0.1688838
35,-1.4958358,-1.5932784,"('corrupt', 'incorrupt')",-1.4958358,-1.5932784,-0.0974426
36,-1.0796256,-1.1283028,"('hostile', 'amicable')",-1.0796256,-1.1283028,-0.0486772
37,0.49855784,0.45569137,"('fake', 'genuine')",0.4985578,0.4556914,-0.0428664
38,0.69815576,0.63375694,"('untruthful', 'truthful')",0.6981558,0.6337569,-0.0643989
39,-0.016725913,-0.014147866,"('exploitative', 'cooperative')",-0.0167259,-0.0141479,0.002578
40,-1.9386052,-1.9370455,"('stingy', 'generous')",-1.9386052,-1.9370455,0.0015597
41,0.31071976,0.24660116,"('unforgiving', 'forgiving')",0.3107198,0.2466012,-0.0641186
42,-2.897459,-2.8738098,"('unreliable', 'reliable')",-2.897459,-2.8738098,0.0236492
43,1.2965264,1.2905045,"('irresponsible', 'responsible')",1.2965264,1.2905045,-0.0060219
44,-1.0508889,-1.0363485,"('prejudiced', 'unprejudiced')",-1.0508889,-1.0363485,0.0145404
45,0.1979626,0.1876751,"('incompetent', 'competent')",0.1979626,0.1876751,-0.0102875
46,-0.5898489,-0.6338121,"('uncompetitive', 'competitive')",-0.5898489,-0.6338121,-0.0439632
47,5.473692,5.520051,"('stupid', 'smart')",5.4736919,5.520051,0.0463591
48,0.79614615,0.7545656,"('unintelligent', 'intelligent')",0.7961462,0.7545656,-0.0415806
49,-0.7257104,-0.6437175,"('unable', 'able')",-0.7257104,-0.6437175,0.0819929
50,-0.52008915,-0.6115005,"('clumsy', 'skillful')",-0.5200891,-0.6115005,-0.0914114
51,0.11053047,-0.042521387,"('uneducated', 'educated')",0.1105305,-0.0425214,-0.1530519
52,-0.5458147,-0.63655245,"('irrational', 'rational')",-0.5458147,-0.6365525,-0.0907378
53,0.43197653,0.44699875,"('uncreative', 'creative')",0.4319765,0.4469987,0.0150222
54,0.6609754,0.6660465,"('incapable', 'capable')",0.6609754,0.6660465,0.0050711
55,0.4761561,0.47001326,"('incompetent', 'clever')",0.4761561,0.4700133,-0.0061428
56,1.405872,1.3641223,"('impractical', 'practical')",1.405872,1.3641223,-0.0417497
57,-2.4423163,-2.4218564,"('unimaginative', 'imaginative')",-2.4423163,-2.4218564,0.0204599
58,-0.091472864,-0.06569664,"('undiscriminating', 'discriminating')",-0.0914729,-0.0656966,0.0257763
59,-0.16890357,-0.24668884,"('foolish', 'wise')",-0.1689036,-0.2466888,-0.0777852
60,1.3694425,1.3802354,"('inefficient', 'efficient')",1.3694425,1.3802354,0.0107929
61,0.37468696,0.24973665,"('illogical', 'logical')",0.374687,0.2497367,-0.1249503
62,0.628192,0.71753085,"('incompetent', 'brilliant')",0.628192,0.7175308,0.0893388
63,0.6687841,0.7176033,"('unperceptive', 'insightful')",0.6687841,0.7176033,0.0488192
64,-5.4104533,-5.516122,"('shy', 'confident')",-5.4104533,-5.5161219,-0.1056686
65,0.2701831,0.23612669,"('insecure', 'secure')",0.2701831,0.2361267,-0.0340564
66,-0.839737,-0.85051125,"('inactive', 'active')",-0.839737,-0.8505113,-0.0107743
67,0.21005018,0.20419428,"('doubtful', 'determined')",0.2100502,0.2041943,-0.0058559
68,-1.4251052,-1.463323,"('dependent', 'independent')",-1.4251052,-1.463323,-0.0382178
