,pony_male,pony_female,tuple,average_male,average_female,female-male
0,0.034649946,0.015144128,"('unsociable', 'sociable')",0.0346499,0.0151441,-0.0195058
1,1.0458606,1.0702785,"('unfriendly', 'friendly')",1.0458606,1.0702785,0.0244179
2,0.12511566,0.2779994,"('unlikable', 'likable')",0.1251157,0.2779994,0.1528837
3,0.8178871,0.9406312,"('repellent', 'pleasant')",0.8178871,0.9406312,0.1227441
4,-7.4587746,-7.367083,"('disliked', 'liked')",-7.4587746,-7.3670831,0.0916915
5,-0.5430548,-0.4490554,"('distant', 'outgoing')",-0.5430548,-0.4490554,0.0939994
6,-0.023911573,-0.01343729,"('distant', 'open')",-0.0239116,-0.0134373,0.0104743
7,1.3209164,1.340354,"('insensitive', 'sensitive')",1.3209164,1.340354,0.0194376
8,1.0850683,0.964273,"('unaffectionate', 'affectionate')",1.0850683,0.964273,-0.1207953
9,1.2294908,1.2287531,"('unaffectionate', 'caring')",1.2294908,1.2287531,-0.0007377
10,1.59699,1.4378136,"('unsympathetic', 'sympathetic')",1.59699,1.4378136,-0.1591764
11,1.7390792,1.7315767,"('unhelpful', 'helpful')",1.7390792,1.7315767,-0.0075025
12,-1.4516308,-1.3430505,"('unsupportive', 'supportive')",-1.4516308,-1.3430505,0.1085803
13,-0.11438997,-0.066227645,"('impolite', 'polite')",-0.11439,-0.0662276,0.0481624
14,0.06670532,0.1409724,"('antisocial', 'social')",0.0667053,0.1409724,0.0742671
15,0.28912693,0.2783175,"('boring', 'funny')",0.2891269,0.2783175,-0.0108094
16,-0.8681135,-0.7227924,"('unpopular', 'popular')",-0.8681135,-0.7227924,0.1453211
17,0.20611748,0.09848243,"('nasty', 'nice')",0.2061175,0.0984824,-0.1076351
18,-0.7582254,-0.6273858,"('disagreeable', 'welcoming')",-0.7582254,-0.6273858,0.1308396
19,-0.40436694,-0.41769794,"('inhospitable', 'hospitable')",-0.4043669,-0.4176979,-0.013331
20,0.8140105,0.6860359,"('rough', 'thoughtful')",0.8140105,0.6860359,-0.1279746
21,-0.14603022,0.01623919,"('immoral', 'moral')",-0.1460302,0.0162392,0.1622694
22,-0.0014362307,0.0072884876,"('untrustworthy', 'trustworthy')",-0.0014362,0.0072885,0.0087247
23,6.2150817,6.3015366,"('insincere', 'sincere')",6.2150817,6.3015366,0.0864549
24,1.488329,1.5573038,"('dishonest', 'honest')",1.4883291,1.5573038,0.0689747
25,0.27614596,0.30620316,"('egoistic', 'altruistic')",0.276146,0.3062032,0.0300572
26,0.59040445,0.33856136,"('hardhearted', 'benevolent')",0.5904045,0.3385614,-0.2518431
27,1.7627823,1.5533899,"('hardhearted', 'softhearted')",1.7627823,1.5533899,-0.2093924
28,1.2232782,1.0685068,"('disloyal', 'loyal')",1.2232782,1.0685068,-0.1547714
29,-0.14407797,-0.33277678,"('unfair', 'fair')",-0.144078,-0.3327768,-0.1886988
30,1.1324002,1.1330625,"('intolerant', 'tolerant')",1.1324002,1.1330625,0.0006623
31,-1.0763324,-1.068901,"('evil', 'good')",-1.0763324,-1.0689009,0.0074315
32,1.0810457,0.97231394,"('unkind', 'kind')",1.0810457,0.9723139,-0.1087318
33,-0.9732768,-0.8294261,"('wrong', 'right')",-0.9732768,-0.8294261,0.1438507
34,4.109684,4.350922,"('mean', 'honorable')",4.109684,4.3509221,0.2412381
35,-0.8752679,-1.1120296,"('corrupt', 'incorrupt')",-0.8752679,-1.1120296,-0.2367617
36,-0.68748456,-0.8590669,"('hostile', 'amicable')",-0.6874846,-0.8590669,-0.1715823
37,0.8704464,0.8304914,"('fake', 'genuine')",0.8704464,0.8304914,-0.039955
38,-0.47023684,-0.40644073,"('untruthful', 'truthful')",-0.4702368,-0.4064407,0.0637961
39,-0.009814262,0.013998622,"('exploitative', 'cooperative')",-0.0098143,0.0139986,0.0238129
40,-1.0117947,-1.0361341,"('stingy', 'generous')",-1.0117947,-1.0361341,-0.0243394
41,0.16108303,-0.020616384,"('unforgiving', 'forgiving')",0.161083,-0.0206164,-0.1816994
42,-1.5208281,-1.5473094,"('unreliable', 'reliable')",-1.5208281,-1.5473094,-0.0264813
43,1.373698,1.3880564,"('irresponsible', 'responsible')",1.373698,1.3880564,0.0143584
44,-1.0088422,-1.1209984,"('prejudiced', 'unprejudiced')",-1.0088422,-1.1209984,-0.1121562
45,0.3554957,0.244677,"('incompetent', 'competent')",0.3554957,0.244677,-0.1108187
46,-0.44297987,-0.4969784,"('uncompetitive', 'competitive')",-0.4429799,-0.4969784,-0.0539985
47,5.2712307,5.463558,"('stupid', 'smart')",5.2712307,5.4635582,0.1923275
48,0.7727974,0.7327827,"('unintelligent', 'intelligent')",0.7727974,0.7327827,-0.0400147
49,-0.32146105,-0.17375596,"('unable', 'able')",-0.3214611,-0.173756,0.1477051
50,-0.15311013,-0.16578168,"('clumsy', 'skillful')",-0.1531101,-0.1657817,-0.0126716
51,0.26984894,0.30106923,"('uneducated', 'educated')",0.2698489,0.3010692,0.0312203
52,-0.44767138,-0.51474255,"('irrational', 'rational')",-0.4476714,-0.5147426,-0.0670712
53,0.45447454,0.39485592,"('uncreative', 'creative')",0.4544745,0.3948559,-0.0596186
54,0.8701936,0.9786978,"('incapable', 'capable')",0.8701936,0.9786978,0.1085042
55,0.75546616,0.84568655,"('incompetent', 'clever')",0.7554662,0.8456866,0.0902204
56,0.5474186,0.66696054,"('impractical', 'practical')",0.5474186,0.6669605,0.1195419
57,-2.2418778,-2.2925386,"('unimaginative', 'imaginative')",-2.2418778,-2.2925386,-0.0506608
58,0.018384703,-0.09980938,"('undiscriminating', 'discriminating')",0.0183847,-0.0998094,-0.1181941
59,-0.14119324,-0.037330665,"('foolish', 'wise')",-0.1411932,-0.0373307,0.1038625
60,0.105911545,0.32634792,"('inefficient', 'efficient')",0.1059115,0.3263479,0.2204364
61,0.3713075,0.19495481,"('illogical', 'logical')",0.3713075,0.1949548,-0.1763527
62,0.9428085,1.164937,"('incompetent', 'brilliant')",0.9428085,1.164937,0.2221285
63,0.48237428,0.5837052,"('unperceptive', 'insightful')",0.4823743,0.5837052,0.1013309
64,-5.9224267,-5.7504907,"('shy', 'confident')",-5.9224267,-5.7504907,0.171936
65,1.1972934,1.1522479,"('insecure', 'secure')",1.1972934,1.1522479,-0.0450455
66,0.24621934,0.13223791,"('inactive', 'active')",0.2462193,0.1322379,-0.1139814
67,-0.8925129,-0.7894844,"('doubtful', 'determined')",-0.8925129,-0.7894844,0.1030285
68,-0.6295195,-0.5278036,"('dependent', 'independent')",-0.6295195,-0.5278036,0.1017159
69,-1.8544178,-1.7755961,"('lazy', 'industrious')",-1.8544178,-1.7755961,0.0788217
70,1.7051549,1.6873387,"('lethargic', 'energetic')",1.7051549,1.6873387,-0.0178162
71,0.15835868,0.33055833,"('diffident', 'self-confident')",0.1583587,0.3305583,0.1721996
72,0.73434746,0.9240927,"('unambitious', 'ambitious')",0.7343475,0.9240927,0.1897452
73,-3.0307481,-2.8502164,"('helpless', 'self-reliant')",-3.0307481,-2.8502164,0.1805317
74,0.027920295,-0.021244902,"('undedicated', 'dedicated')",0.0279203,-0.0212449,-0.0491652
75,-0.8300285,-0.7755404,"('meek', 'impulsive')",-0.8300285,-0.7755404,0.0544881
76,1.0354393,0.9934993,"('anxious', 'daring')",1.0354393,0.9934993,-0.04194
77,-1.3015181,-1.2063951,"('unmotivated', 'motivated')",-1.3015181,-1.2063951,0.095123
78,-0.43984514,-0.47312942,"('nonresilient', 'resilient')",-0.4398451,-0.4731294,-0.0332843
79,0.21047468,0.058024824,"('wavering', 'unwavering')",0.2104747,0.0580248,-0.1524499
80,0.12595773,0.057855997,"('dominated', 'dominating')",0.1259577,0.057856,-0.0681017
81,0.3208447,0.34722048,"('submissive', 'aggressive')",0.3208447,0.3472205,0.0263758
82,6.198615,6.348067,"('poor', 'rich')",6.1986151,6.3480668,0.1494517
83,-0.7819606,-0.7187089,"('powerless', 'powerful')",-0.7819606,-0.7187089,0.0632517
84,0.2734493,0.22824685,"('inferior', 'superior')",0.2734493,0.2282469,-0.0452024
85,-1.4501201,-1.4769279,"('insignificant', 'prestigious')",-1.4501201,-1.4769279,-0.0268078
86,0.17039722,0.18677793,"('uninfluential', 'influential')",0.1703972,0.1867779,0.0163807
87,-0.2633357,-0.05636057,"('unsuccessful', 'successful')",-0.2633357,-0.0563606,0.2069751
88,-0.35403875,-0.25242564,"('low', 'eminent')",-0.3540387,-0.2524256,0.1016131
