,beam_male,beam_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.7462885,0.4374218,"('unsociable', 'sociable')",0.08063849,-0.090265706,0.4134635,0.1735781,-0.2398854
1,-0.3267852,-0.4323561,"('unfriendly', 'friendly')",1.336061,1.1672361,0.5046379,0.36744,-0.1371979
2,-0.2601262,-0.24811587,"('unlikable', 'likable')",0.16515103,0.26361325,-0.0474876,0.0077487,0.0552363
3,0.6076389,0.6816962,"('repellent', 'pleasant')",-0.019011965,0.12943603,0.2943135,0.4055661,0.1112526
4,-1.3379531,-1.3267541,"('disliked', 'liked')",-6.153366,-6.1059966,-3.7456596,-3.7163754,0.0292842
5,-2.0658937,-2.1874146,"('distant', 'outgoing')",-0.33582884,-0.32386258,-1.2008612,-1.2556386,-0.0547774
6,-2.8191254,-2.937701,"('distant', 'open')",-0.3378825,-0.36882254,-1.578504,-1.6532618,-0.0747578
7,1.568028,1.5700855,"('insensitive', 'sensitive')",0.8514377,0.87779063,1.2097328,1.2239381,0.0142053
8,-0.5866076,-0.6658192,"('unaffectionate', 'affectionate')",0.44964796,0.32456687,-0.0684798,-0.1706262,-0.1021464
9,0.44878346,0.42119938,"('unaffectionate', 'caring')",0.94591826,0.94016325,0.6973509,0.6806813,-0.0166696
10,1.8138176,1.6532732,"('unsympathetic', 'sympathetic')",-0.23985438,-0.34725317,0.7869816,0.65301,-0.1339716
11,1.2870198,1.363278,"('unhelpful', 'helpful')",2.2756405,2.2931316,1.7813301,1.8282049,0.0468748
12,1.5708,1.4793677,"('unsupportive', 'supportive')",-1.4022149,-1.4442403,0.0842925,0.0175637,-0.0667288
13,0.94073343,0.6594561,"('impolite', 'polite')",-0.10173488,-0.1298205,0.4194993,0.2648178,-0.1546815
14,1.5689453,1.2994832,"('antisocial', 'social')",-0.0561885,-0.018785844,0.7563784,0.6403487,-0.1160297
15,-0.20517743,-0.23197186,"('boring', 'funny')",0.40633377,0.39158475,0.1005782,0.0798064,-0.0207718
16,-1.6987615,-1.6240329,"('unpopular', 'popular')",0.40438688,0.45854503,-0.6471873,-0.5827439,0.0644434
17,-0.37155795,-0.32114127,"('nasty', 'nice')",-0.42441,-0.4016233,-0.397984,-0.3613823,0.0366017
18,-0.31496277,-0.43894204,"('disagreeable', 'welcoming')",-0.197773,-0.31139493,-0.2563679,-0.3751685,-0.1188006
19,-1.7377027,-1.8053101,"('inhospitable', 'hospitable')",-0.39569354,-0.43423447,-1.0666981,-1.1197723,-0.0530742
20,0.8607463,0.8273048,"('rough', 'thoughtful')",1.0604631,0.953487,0.9606047,0.8903959,-0.0702088
21,1.1770554,0.99850357,"('immoral', 'moral')",-0.13757876,-0.12880021,0.5197383,0.4348517,-0.0848866
22,0.3882718,0.19639528,"('untrustworthy', 'trustworthy')",-0.6625249,-0.64339805,-0.1371265,-0.2235014,-0.0863749
23,2.1419294,2.1072814,"('insincere', 'sincere')",6.2351694,6.285231,4.1885495,4.1962562,0.0077067
24,0.9057397,0.7324408,"('dishonest', 'honest')",0.8021598,0.76429087,0.8539498,0.7483659,-0.1055839
25,-0.6333245,-0.61995757,"('egoistic', 'altruistic')",0.96922004,0.8901045,0.1679478,0.1350735,-0.0328743
26,0.2074353,0.024608891,"('hardhearted', 'benevolent')",1.316235,1.1653781,0.7618351,0.5949935,-0.1668416
27,0.2975437,0.23775631,"('hardhearted', 'softhearted')",1.0902725,0.95352864,0.6939081,0.5956424,-0.0982657
28,0.4891767,0.4792923,"('disloyal', 'loyal')",1.3113219,1.2584058,0.9002492,0.868849,-0.0314002
29,-0.37644258,-0.46357775,"('unfair', 'fair')",-0.5942977,-0.80502445,-0.4853702,-0.6343011,-0.1489309
30,1.75724,1.6681819,"('intolerant', 'tolerant')",1.6712304,1.6187404,1.7142353,1.6434612,-0.0707741
31,-2.7952492,-2.7331424,"('evil', 'good')",-1.3764712,-1.4732945,-2.0858603,-2.1032186,-0.0173583
32,0.88809735,0.7501207,"('unkind', 'kind')",0.9347178,0.77554554,0.9114076,0.7628331,-0.1485745
33,-0.49523476,-0.6990213,"('wrong', 'right')",-0.5817972,-0.60501254,-0.538516,-0.6520169,-0.1135009
34,-0.30617863,-0.23887038,"('mean', 'honorable')",5.766278,5.817892,2.7300496,2.7895107,0.0594611
35,-1.481874,-1.4405533,"('corrupt', 'incorrupt')",-0.5639447,-0.6546252,-1.0229094,-1.0475893,-0.0246799
36,-2.240267,-2.2146676,"('hostile', 'amicable')",-0.43610394,-0.56012464,-1.3381855,-1.3873961,-0.0492106
37,-0.45351416,-0.563059,"('fake', 'genuine')",0.37595075,0.28897426,-0.0387817,-0.1370424,-0.0982607
38,0.19668297,0.18090284,"('untruthful', 'truthful')",0.19709685,0.3080958,0.1968899,0.2444993,0.0476094
39,2.1147766,2.118043,"('exploitative', 'cooperative')",0.05195052,0.07516534,1.0833635,1.0966041,0.0132406
40,-0.041321285,-0.05622132,"('stingy', 'generous')",-1.5322953,-1.5910518,-0.7868083,-0.8236366,-0.0368283
41,1.1317242,0.92430747,"('unforgiving', 'forgiving')",0.11098247,-0.016864741,0.6213533,0.4537214,-0.1676319
42,-0.20917249,-0.30028564,"('unreliable', 'reliable')",-3.127846,-3.048569,-1.6685092,-1.6744273,-0.0059181
43,1.5932109,1.3730646,"('irresponsible', 'responsible')",0.86769646,0.7992003,1.2304537,1.0861325,-0.1443212
44,-1.8735042,-1.897465,"('prejudiced', 'unprejudiced')",-1.6244065,-1.6809961,-1.7489552,-1.7892306,-0.0402754
45,0.8536757,0.73145914,"('incompetent', 'competent')",0.23575546,0.21739614,0.5447156,0.4744276,-0.070288
46,0.8852533,0.83589214,"('uncompetitive', 'competitive')",-0.31335878,-0.34728867,0.2859473,0.2443017,-0.0416456
47,0.50880724,0.47616524,"('stupid', 'smart')",5.4042816,5.5794697,2.9565444,3.0278175,0.0712731
48,2.3864887,2.4692929,"('unintelligent', 'intelligent')",1.2918841,1.2296954,1.8391864,1.8494942,0.0103078
49,0.37618762,0.44259977,"('unable', 'able')",0.18012151,0.33112708,0.2781546,0.3868634,0.1087088
50,-0.48044068,-0.4013385,"('clumsy', 'skillful')",0.2292882,0.2788636,-0.1255762,-0.0612374,0.0643388
51,0.21557844,0.05830547,"('uneducated', 'educated')",0.72220564,0.6652909,0.468892,0.3617982,-0.1070938
52,-1.2957134,-1.2902708,"('irrational', 'rational')",-0.48574668,-0.5658864,-0.89073,-0.9280786,-0.0373486
