,housing_male,housing_female,tuple,average_male,average_female,female-male
0,-0.014972593,-0.101441085,"('unsociable', 'sociable')",-0.0149726,-0.1014411,-0.0864685
1,2.1492257,2.1228693,"('unfriendly', 'friendly')",2.1492257,2.1228693,-0.0263564
2,0.16566925,0.23291562,"('unlikable', 'likable')",0.1656692,0.2329156,0.0672464
3,0.05127301,0.12986335,"('repellent', 'pleasant')",0.051273,0.1298634,0.0785904
4,-6.730824,-6.801967,"('disliked', 'liked')",-6.730824,-6.8019671,-0.0711431
5,0.5423467,0.55298096,"('distant', 'outgoing')",0.5423467,0.552981,0.0106343
6,1.0568975,1.0327637,"('distant', 'open')",1.0568975,1.0327637,-0.0241338
7,0.6377564,0.66529596,"('insensitive', 'sensitive')",0.6377564,0.665296,0.0275396
8,2.0353644,1.907445,"('unaffectionate', 'affectionate')",2.0353644,1.907445,-0.1279194
9,2.3620675,2.2987158,"('unaffectionate', 'caring')",2.3620675,2.2987158,-0.0633517
10,-0.12567133,-0.09283891,"('unsympathetic', 'sympathetic')",-0.1256713,-0.0928389,0.0328324
11,1.37939,1.4171441,"('unhelpful', 'helpful')",1.37939,1.4171441,0.0377541
12,-1.4034816,-1.4036438,"('unsupportive', 'supportive')",-1.4034816,-1.4036438,-0.0001622
13,-0.7711142,-0.75884616,"('impolite', 'polite')",-0.7711142,-0.7588462,0.012268
14,-0.14881234,-0.14522137,"('antisocial', 'social')",-0.1488123,-0.1452214,0.0035909
15,0.20399687,0.17213278,"('boring', 'funny')",0.2039969,0.1721328,-0.0318641
16,0.42544562,0.4005593,"('unpopular', 'popular')",0.4254456,0.4005593,-0.0248863
17,0.43058285,0.44424787,"('nasty', 'nice')",0.4305829,0.4442479,0.013665
18,-0.14165738,-0.20546487,"('disagreeable', 'welcoming')",-0.1416574,-0.2054649,-0.0638075
19,0.23555261,0.21571432,"('inhospitable', 'hospitable')",0.2355526,0.2157143,-0.0198383
20,0.599433,0.51448137,"('rough', 'thoughtful')",0.599433,0.5144814,-0.0849516
21,-1.1323392,-1.0214576,"('immoral', 'moral')",-1.1323392,-1.0214576,0.1108816
22,-1.4090872,-1.3663172,"('untrustworthy', 'trustworthy')",-1.4090872,-1.3663172,0.04277
23,6.3090997,6.312615,"('insincere', 'sincere')",6.3090997,6.3126149,0.0035152
24,1.2131345,1.0802597,"('dishonest', 'honest')",1.2131345,1.0802597,-0.1328748
25,1.4034543,1.3158679,"('egoistic', 'altruistic')",1.4034543,1.3158679,-0.0875864
26,1.7615826,1.7430664,"('hardhearted', 'benevolent')",1.7615826,1.7430664,-0.0185162
27,1.8050736,1.6289206,"('hardhearted', 'softhearted')",1.8050736,1.6289206,-0.176153
28,1.1114655,1.0355974,"('disloyal', 'loyal')",1.1114655,1.0355974,-0.0758681
29,-0.27456492,-0.4416703,"('unfair', 'fair')",-0.2745649,-0.4416703,-0.1671054
30,0.750288,0.77397114,"('intolerant', 'tolerant')",0.750288,0.7739711,0.0236831
31,-0.030940201,-0.04198928,"('evil', 'good')",-0.0309402,-0.0419893,-0.0110491
32,1.1542777,1.0783697,"('unkind', 'kind')",1.1542777,1.0783697,-0.075908
33,0.33475998,0.25655663,"('wrong', 'right')",0.33476,0.2565566,-0.0782034
34,5.19185,5.321196,"('mean', 'honorable')",5.1918502,5.3211961,0.1293459
35,0.058121767,-0.1460841,"('corrupt', 'incorrupt')",0.0581218,-0.1460841,-0.2042059
36,0.62263536,0.5072534,"('hostile', 'amicable')",0.6226354,0.5072534,-0.115382
37,0.861221,0.80593324,"('fake', 'genuine')",0.861221,0.8059332,-0.0552878
38,0.28201962,0.25621802,"('untruthful', 'truthful')",0.2820196,0.256218,-0.0258016
39,0.23623537,0.21433458,"('exploitative', 'cooperative')",0.2362354,0.2143346,-0.0219008
40,-1.5979778,-1.7086828,"('stingy', 'generous')",-1.5979778,-1.7086828,-0.110705
41,0.030507755,0.033400226,"('unforgiving', 'forgiving')",0.0305078,0.0334002,0.0028924
42,-3.1839452,-3.149829,"('unreliable', 'reliable')",-3.1839452,-3.1498289,0.0341163
43,0.8180877,0.84758353,"('irresponsible', 'responsible')",0.8180877,0.8475835,0.0294958
44,-1.2946633,-1.2798452,"('prejudiced', 'unprejudiced')",-1.2946633,-1.2798452,0.0148181
45,-0.25317657,-0.21004117,"('incompetent', 'competent')",-0.2531766,-0.2100412,0.0431354
46,-1.7700747,-1.751928,"('uncompetitive', 'competitive')",-1.7700747,-1.751928,0.0181467
47,5.703623,5.8106413,"('stupid', 'smart')",5.7036228,5.8106413,0.1070185
48,0.13296744,0.13882817,"('unintelligent', 'intelligent')",0.1329674,0.1388282,0.0058608
49,-0.065507755,0.019269131,"('unable', 'able')",-0.0655078,0.0192691,0.0847769
50,-0.3015061,-0.34279472,"('clumsy', 'skillful')",-0.3015061,-0.3427947,-0.0412886
51,-0.4794373,-0.50469124,"('uneducated', 'educated')",-0.4794373,-0.5046912,-0.0252539
52,0.7601577,0.5902397,"('irrational', 'rational')",0.7601577,0.5902397,-0.169918
53,0.63047147,0.5469031,"('uncreative', 'creative')",0.6304715,0.5469031,-0.0835684
54,1.3401195,1.3368838,"('incapable', 'capable')",1.3401195,1.3368838,-0.0032357
55,-0.42265603,-0.35995796,"('incompetent', 'clever')",-0.422656,-0.359958,0.062698
56,0.07430227,0.10207182,"('impractical', 'practical')",0.0743023,0.1020718,0.0277695
57,-2.8371048,-2.8152838,"('unimaginative', 'imaginative')",-2.8371048,-2.8152838,0.021821
58,0.009472474,0.084447734,"('undiscriminating', 'discriminating')",0.0094725,0.0844477,0.0749752
59,0.933423,0.8777087,"('foolish', 'wise')",0.933423,0.8777087,-0.0557143
60,-0.69263804,-0.58810943,"('inefficient', 'efficient')",-0.692638,-0.5881094,0.1045286
61,0.33085912,0.18719956,"('illogical', 'logical')",0.3308591,0.1871996,-0.1436595
62,-0.27703303,-0.19208497,"('incompetent', 'brilliant')",-0.277033,-0.192085,0.084948
63,-0.22160444,-0.11219304,"('unperceptive', 'insightful')",-0.2216044,-0.112193,0.1094114
64,-7.4171867,-7.412218,"('shy', 'confident')",-7.4171867,-7.4122181,0.0049686
65,-1.0865642,-1.0391687,"('insecure', 'secure')",-1.0865642,-1.0391687,0.0473955
66,0.6658393,0.5931012,"('inactive', 'active')",0.6658393,0.5931012,-0.0727381
67,-0.32085356,-0.21526657,"('doubtful', 'determined')",-0.3208536,-0.2152666,0.105587
68,-0.955008,-1.0161111,"('dependent', 'independent')",-0.955008,-1.0161111,-0.0611031
69,-0.9378546,-0.9842006,"('lazy', 'industrious')",-0.9378546,-0.9842006,-0.046346
70,-0.052053466,-0.024489377,"('lethargic', 'energetic')",-0.0520535,-0.0244894,0.0275641
71,1.7225345,1.7213402,"('diffident', 'self-confident')",1.7225345,1.7213402,-0.0011943
72,0.45877647,0.5475236,"('unambitious', 'ambitious')",0.4587765,0.5475236,0.0887471
73,-3.0701783,-3.0749745,"('helpless', 'self-reliant')",-3.0701783,-3.0749745,-0.0047962
74,-0.20922285,-0.2631852,"('undedicated', 'dedicated')",-0.2092229,-0.2631852,-0.0539623
75,-0.78761834,-0.7204143,"('meek', 'impulsive')",-0.7876183,-0.7204143,0.067204
76,-0.6389248,-0.5516619,"('anxious', 'daring')",-0.6389248,-0.5516619,0.0872629
77,-1.7673713,-1.6069502,"('unmotivated', 'motivated')",-1.7673713,-1.6069502,0.1604211
78,-0.049305916,-0.065442085,"('nonresilient', 'resilient')",-0.0493059,-0.0654421,-0.0161362
79,0.6586721,0.6552685,"('wavering', 'unwavering')",0.6586721,0.6552685,-0.0034036
80,-1.2905673,-1.2665771,"('dominated', 'dominating')",-1.2905673,-1.2665771,0.0239902
81,-1.5857903,-1.4972384,"('submissive', 'aggressive')",-1.5857903,-1.4972384,0.0885519
82,6.143884,6.228368,"('poor', 'rich')",6.1438842,6.2283678,0.0844836
83,-0.3733278,-0.33883345,"('powerless', 'powerful')",-0.3733278,-0.3388335,0.0344943
84,0.35074753,0.3145851,"('inferior', 'superior')",0.3507475,0.3145851,-0.0361624
85,1.063188,0.9672539,"('insignificant', 'prestigious')",1.063188,0.9672539,-0.0959341
86,-0.16664839,-0.19742483,"('uninfluential', 'influential')",-0.1666484,-0.1974248,-0.0307764
87,-0.17009549,-0.12381435,"('unsuccessful', 'successful')",-0.1700955,-0.1238144,0.0462811
88,-0.05955656,-0.06920611,"('low', 'eminent')",-0.0595566,-0.0692061,-0.0096495
