,versum_male,versum_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.6155914,-1.6868969,"('unsociable', 'sociable')",1.0190667,0.93368995,-0.6269512,-0.7181545,-0.4078253,-0.4904538,-0.0826285
1,-1.8112255,-1.9304376,"('unfriendly', 'friendly')",0.2874667,0.029690742,1.999443,1.8758715,0.1585614,-0.0082918,-0.1668532
2,0.17971918,0.28910455,"('unlikable', 'likable')",0.4193443,0.4151381,0.37788284,0.4393586,0.3256488,0.3812004,0.0555516
3,-1.0475185,-0.994186,"('repellent', 'pleasant')",0.3145166,0.4309731,0.037277173,0.09820462,-0.2319082,-0.1550028,0.0769054
4,-0.12337142,-0.17855234,"('disliked', 'liked')",-0.8259903,-0.93911254,-5.966436,-6.1043243,-2.3052659,-2.4073297,-0.1020638
5,-1.1504661,-1.0942833,"('distant', 'outgoing')",-1.296812,-1.4007465,0.06688683,-0.028933955,-0.7934637,-0.8413213,-0.0478576
6,-1.5387691,-1.4529837,"('distant', 'open')",-1.8221507,-1.9099464,0.50347847,0.40797144,-0.9524805,-0.9849863,-0.0325058
7,-0.8121366,-0.8666283,"('insensitive', 'sensitive')",0.3526982,0.39602557,0.45395514,0.48509765,-0.0018277,0.0048316,0.0066593
8,-1.5514371,-1.5627395,"('unaffectionate', 'affectionate')",-0.7828932,-0.8519694,1.1790049,1.0751241,-0.3851085,-0.4465282,-0.0614197
9,-1.8192911,-1.8893911,"('unaffectionate', 'caring')",-0.22576936,-0.32401156,1.1670276,1.1158547,-0.2926776,-0.3658493,-0.0731717
10,-1.5660117,-1.6526347,"('unsympathetic', 'sympathetic')",0.45522365,0.4646875,-0.73209274,-0.7115753,-0.6142936,-0.6331742,-0.0188806
11,-0.99605876,-0.9807444,"('unhelpful', 'helpful')",0.35680923,0.40060562,1.3094845,1.4073751,0.2234116,0.2757454,0.0523338
12,-1.6678064,-1.6163104,"('unsupportive', 'supportive')",0.8138723,0.8678478,-1.8030928,-1.7928063,-0.8856757,-0.8470896,0.0385861
13,-0.51263016,-0.51807016,"('impolite', 'polite')",0.63141197,0.69583595,-0.78204596,-0.7857353,-0.2210881,-0.2026565,0.0184316
14,0.09198464,0.11430408,"('antisocial', 'social')",1.753209,1.8206612,-0.79994994,-0.8113835,0.3484146,0.3745273,0.0261127
15,0.33626407,0.24921618,"('boring', 'funny')",-0.8334502,-0.8880377,0.52910614,0.4554025,0.01064,-0.0611397,-0.0717797
16,-0.7912697,-0.7931753,"('unpopular', 'popular')",-1.1008251,-1.1334493,0.6400712,0.6119496,-0.4173412,-0.438225,-0.0208838
17,0.13968267,0.18005764,"('nasty', 'nice')",-0.61275625,-0.5209473,-0.29302338,-0.29495832,-0.2553656,-0.2119493,0.0434163
18,-0.53148025,-0.47200927,"('disagreeable', 'welcoming')",-0.38150132,-0.38703758,-0.26374188,-0.3389148,-0.3922412,-0.3993205,-0.0070793
19,-1.3425763,-1.273935,"('inhospitable', 'hospitable')",-2.0971105,-2.1565068,-0.005351072,0.026771808,-1.1483459,-1.1345567,0.0137892
20,0.24870525,0.24041314,"('rough', 'thoughtful')",0.34368584,0.35969034,1.1051229,1.0754963,0.565838,0.5585333,-0.0073047
21,0.2551929,0.17759559,"('immoral', 'moral')",1.2160188,1.241283,-0.972742,-0.88316756,0.1661566,0.1785704,0.0124138
22,0.016144045,0.013618836,"('untrustworthy', 'trustworthy')",-0.0032740273,-0.0019234568,-1.0513479,-1.0816437,-0.3461593,-0.3566494,-0.0104901
23,-1.0626936,-1.1105119,"('insincere', 'sincere')",1.145052,1.1224108,5.0615144,5.0600452,1.7146242,1.6906481,-0.0239761
24,-0.73150206,-0.74898034,"('dishonest', 'honest')",0.37489113,0.38073733,0.60768783,0.591074,0.0836923,0.074277,-0.0094153
25,-0.032214105,-0.0142675,"('egoistic', 'altruistic')",1.0698668,1.0510086,1.7821872,1.7339863,0.9399467,0.9235758,-0.0163709
26,0.19095743,0.08471042,"('hardhearted', 'benevolent')",0.36941692,0.2755883,1.6761075,1.6568938,0.745494,0.6723975,-0.0730965
27,-0.26700482,-0.1924806,"('hardhearted', 'softhearted')",-0.13707295,-0.07674291,1.5232587,1.381908,0.3730603,0.3708948,-0.0021655
28,-0.6650456,-0.8455055,"('disloyal', 'loyal')",0.35125133,0.18092394,0.96077734,0.872632,0.215661,0.0693502,-0.1463108
29,-0.41046417,-0.46178544,"('unfair', 'fair')",-0.9605429,-1.0533738,-0.630194,-0.7597711,-0.6670671,-0.7583102,-0.0912431
30,0.48287848,0.44105542,"('intolerant', 'tolerant')",1.5165169,1.4784127,1.1487771,1.1195862,1.0493908,1.0130181,-0.0363727
31,-1.024519,-0.94350237,"('evil', 'good')",-1.2865973,-1.3207982,-0.35500902,-0.44755697,-0.8887084,-0.9039525,-0.0152441
32,-0.52313775,-0.52117735,"('unkind', 'kind')",0.59251595,0.5530485,0.2926996,0.21176106,0.1206926,0.0812107,-0.0394819
33,0.49737608,0.484606,"('wrong', 'right')",0.7317254,0.63523525,-0.030365687,-0.14534426,0.3995786,0.3248323,-0.0747463
34,-0.34487268,-0.26029837,"('mean', 'honorable')",-0.07985428,0.009588789,5.7146387,5.8772216,1.7633039,1.875504,0.1122001
35,1.3254938,1.259152,"('corrupt', 'incorrupt')",-1.4022027,-1.4774281,0.4509492,0.23002678,0.1247468,0.0039169,-0.1208299
36,-0.3087899,-0.44559622,"('hostile', 'amicable')",-1.9371811,-2.0789227,0.70972735,0.47975534,-0.5120812,-0.6815879,-0.1695067
37,0.18832836,0.21914959,"('fake', 'genuine')",0.012619711,0.0037188828,0.13751099,0.14804605,0.1128197,0.1236382,0.0108185
38,-1.2460544,-1.232512,"('untruthful', 'truthful')",-0.25960842,-0.30024946,-0.2041381,-0.18698443,-0.5699337,-0.5732486,-0.0033149
39,0.99563265,0.97287947,"('exploitative', 'cooperative')",0.4206234,0.49336952,0.30227962,0.3117321,0.5728452,0.5926603,0.0198151
40,0.118086666,0.08875508,"('stingy', 'generous')",1.2798848,1.2282037,-1.0153909,-1.1644931,0.1275269,0.0508219,-0.076705
41,-0.43554017,-0.4273266,"('unforgiving', 'forgiving')",0.67050004,0.6627734,0.0043223184,-0.09172936,0.0797607,0.0479058,-0.0318549
42,0.50056696,0.6313256,"('unreliable', 'reliable')",0.23793626,0.3363996,-3.4137352,-3.3403454,-0.891744,-0.7908734,0.1008706
43,-1.2652668,-1.1898301,"('irresponsible', 'responsible')",0.61028713,0.6764337,0.08133778,0.10549609,-0.191214,-0.1359668,0.0552472
44,1.3739666,1.4344395,"('prejudiced', 'unprejudiced')",-0.431759,-0.3261148,-1.158582,-1.1920148,-0.0721248,-0.0278967,0.0442281
45,-1.2787617,-1.3121458,"('incompetent', 'competent')",0.67141813,0.7245579,-0.23225117,-0.24609762,-0.2798649,-0.2778952,0.0019697
46,-1.0624557,-1.0778533,"('uncompetitive', 'competitive')",1.0120044,1.0517578,-0.9591878,-0.964712,-0.3365463,-0.3302692,0.0062771
47,0.080795296,0.19553131,"('stupid', 'smart')",1.2898384,1.3415259,5.3827047,5.522343,2.2511128,2.3531335,0.1020207
48,-0.3181942,-0.40684545,"('unintelligent', 'intelligent')",0.66512686,0.62877387,0.44038668,0.48746145,0.2624398,0.2364633,-0.0259765
49,-0.010493003,0.020810548,"('unable', 'able')",-0.8151707,-0.7628774,-0.19025113,-0.10528594,-0.3386383,-0.2824509,0.0561874
50,0.005101241,0.04281366,"('clumsy', 'skillful')",-0.3315767,-0.30464727,0.18117729,0.122693226,-0.0484327,-0.0463801,0.0020526
51,-0.9532127,-1.0389172,"('uneducated', 'educated')",-0.004766617,-0.11786866,-0.12243469,-0.14485916,-0.360138,-0.4338817,-0.0737437
52,0.03805801,-0.12653214,"('irrational', 'rational')",-0.6049565,-0.83790123,0.76527977,0.60347134,0.0661271,-0.1203207,-0.1864478
53,-1.3237419,-1.3265015,"('uncreative', 'creative')",0.14031446,-0.011155752,0.89444757,0.81756896,-0.0963266,-0.1733628,-0.0770362
54,-0.5958725,-0.659453,"('incapable', 'capable')",-1.067217,-1.1652076,1.0812073,1.132415,-0.1939607,-0.2307485,-0.0367878
55,-0.45279238,-0.4806184,"('incompetent', 'clever')",0.6483645,0.728771,-0.18202767,-0.12557784,0.0045148,0.0408582,0.0363434
56,-0.2861785,-0.27075228,"('impractical', 'practical')",1.7786992,1.8625689,-0.7007869,-0.63204414,0.2639113,0.3199241,0.0560128
57,-1.2209083,-1.3377115,"('unimaginative', 'imaginative')",0.21432582,0.16669632,-2.2362094,-2.2657635,-1.0809306,-1.1455928,-0.0646622
