,art_male,art_female,tuple,average_male,average_female,female-male
0,-0.63578504,-0.6917748,"('unsociable', 'sociable')",-0.635785,-0.6917748,-0.0559898
1,1.38051,1.3224542,"('unfriendly', 'friendly')",1.38051,1.3224542,-0.0580558
2,0.26580068,0.45149162,"('unlikable', 'likable')",0.2658007,0.4514916,0.1856909
3,0.20781551,0.31375915,"('repellent', 'pleasant')",0.2078155,0.3137591,0.1059436
4,-7.132081,-7.1055217,"('disliked', 'liked')",-7.132081,-7.1055217,0.0265593
5,-0.22994712,-0.13726352,"('distant', 'outgoing')",-0.2299471,-0.1372635,0.0926836
6,0.32391036,0.42289138,"('distant', 'open')",0.3239104,0.4228914,0.098981
7,0.5067298,0.53625554,"('insensitive', 'sensitive')",0.5067298,0.5362555,0.0295257
8,1.3440073,1.314836,"('unaffectionate', 'affectionate')",1.3440073,1.314836,-0.0291713
9,1.7871208,1.8701792,"('unaffectionate', 'caring')",1.7871208,1.8701792,0.0830584
10,0.22554007,0.34154695,"('unsympathetic', 'sympathetic')",0.2255401,0.341547,0.1160069
11,1.9172006,1.9429691,"('unhelpful', 'helpful')",1.9172006,1.9429691,0.0257685
12,-1.6569535,-1.5715145,"('unsupportive', 'supportive')",-1.6569535,-1.5715145,0.085439
13,-0.55383813,-0.5843725,"('impolite', 'polite')",-0.5538381,-0.5843725,-0.0305344
14,-0.23008552,-0.29879627,"('antisocial', 'social')",-0.2300855,-0.2987963,-0.0687108
15,0.3677251,0.3399229,"('boring', 'funny')",0.3677251,0.3399229,-0.0278022
16,-0.32155126,-0.28004736,"('unpopular', 'popular')",-0.3215513,-0.2800474,0.0415039
17,-0.0036460757,0.051218815,"('nasty', 'nice')",-0.0036461,0.0512188,0.0548649
18,-0.5983554,-0.59449637,"('disagreeable', 'welcoming')",-0.5983554,-0.5944964,0.003859
19,-0.257659,-0.17951715,"('inhospitable', 'hospitable')",-0.257659,-0.1795171,0.0781419
20,0.7166112,0.597513,"('rough', 'thoughtful')",0.7166112,0.597513,-0.1190982
21,-0.4229583,-0.24582405,"('immoral', 'moral')",-0.4229583,-0.2458241,0.1771342
22,-1.0240545,-0.980576,"('untrustworthy', 'trustworthy')",-1.0240545,-0.980576,0.0434785
23,6.321893,6.2682905,"('insincere', 'sincere')",6.3218932,6.2682905,-0.0536027
24,1.5233514,1.4979575,"('dishonest', 'honest')",1.5233514,1.4979575,-0.0253939
25,0.7152358,0.6494516,"('egoistic', 'altruistic')",0.7152358,0.6494516,-0.0657842
26,0.7224167,0.54166293,"('hardhearted', 'benevolent')",0.7224167,0.5416629,-0.1807538
27,1.2672486,1.2107592,"('hardhearted', 'softhearted')",1.2672486,1.2107592,-0.0564894
28,1.3567398,1.3304745,"('disloyal', 'loyal')",1.3567398,1.3304745,-0.0262653
29,-0.53775144,-0.69255215,"('unfair', 'fair')",-0.5377514,-0.6925521,-0.1548007
30,0.4687183,0.54077727,"('intolerant', 'tolerant')",0.4687183,0.5407773,0.072059
31,-1.2022637,-1.1735666,"('evil', 'good')",-1.2022637,-1.1735666,0.0286971
32,1.2336107,1.1451846,"('unkind', 'kind')",1.2336107,1.1451846,-0.0884261
33,-0.14658087,-0.14885601,"('wrong', 'right')",-0.1465809,-0.148856,-0.0022751
34,4.8575635,4.9733195,"('mean', 'honorable')",4.8575635,4.9733195,0.115756
35,-0.88487446,-1.0472889,"('corrupt', 'incorrupt')",-0.8848745,-1.0472889,-0.1624144
36,-0.3683868,-0.42774937,"('hostile', 'amicable')",-0.3683868,-0.4277494,-0.0593626
37,0.41259757,0.49730846,"('fake', 'genuine')",0.4125976,0.4973085,0.0847109
38,-0.039218687,0.0051608607,"('untruthful', 'truthful')",-0.0392187,0.0051609,0.0443796
39,-0.17505787,-0.19719793,"('exploitative', 'cooperative')",-0.1750579,-0.1971979,-0.02214
40,-1.8024869,-1.901532,"('stingy', 'generous')",-1.8024869,-1.9015321,-0.0990452
41,-0.065363,-0.026440527,"('unforgiving', 'forgiving')",-0.065363,-0.0264405,0.0389225
42,-2.5461385,-2.4167092,"('unreliable', 'reliable')",-2.5461385,-2.4167092,0.1294293
43,0.9140284,1.0484184,"('irresponsible', 'responsible')",0.9140284,1.0484184,0.13439
44,-1.2189307,-1.239489,"('prejudiced', 'unprejudiced')",-1.2189307,-1.239489,-0.0205583
45,-0.19596471,-0.1784205,"('incompetent', 'competent')",-0.1959647,-0.1784205,0.0175442
46,-1.3846512,-1.2808547,"('uncompetitive', 'competitive')",-1.3846512,-1.2808547,0.1037965
47,5.3398366,5.427056,"('stupid', 'smart')",5.3398366,5.4270558,0.0872192
48,0.5133463,0.4919111,"('unintelligent', 'intelligent')",0.5133463,0.4919111,-0.0214352
49,0.21731919,0.3724141,"('unable', 'able')",0.2173192,0.3724141,0.1550949
50,-0.05210542,-0.10020705,"('clumsy', 'skillful')",-0.0521054,-0.1002071,-0.0481017
51,0.31108055,0.22323947,"('uneducated', 'educated')",0.3110805,0.2232395,-0.087841
52,-0.17902045,-0.26323166,"('irrational', 'rational')",-0.1790204,-0.2632317,-0.0842113
53,0.74344856,0.7525349,"('uncreative', 'creative')",0.7434486,0.7525349,0.0090863
54,1.0397729,1.2024759,"('incapable', 'capable')",1.0397729,1.2024759,0.162703
55,0.36404535,0.44123226,"('incompetent', 'clever')",0.3640454,0.4412323,0.0771869
56,0.7236896,0.7451691,"('impractical', 'practical')",0.7236896,0.7451691,0.0214795
57,-2.7101767,-2.5737484,"('unimaginative', 'imaginative')",-2.7101767,-2.5737484,0.1364283
58,0.17978221,0.13645554,"('undiscriminating', 'discriminating')",0.1797822,0.1364555,-0.0433267
59,0.6370147,0.6599055,"('foolish', 'wise')",0.6370147,0.6599055,0.0228908
60,0.43916392,0.5522807,"('inefficient', 'efficient')",0.4391639,0.5522807,0.1131168
61,0.032995544,-0.085112005,"('illogical', 'logical')",0.0329955,-0.085112,-0.1181075
62,0.5582726,0.7425784,"('incompetent', 'brilliant')",0.5582726,0.7425784,0.1843058
63,0.108230636,0.18646017,"('unperceptive', 'insightful')",0.1082306,0.1864602,0.0782296
64,-6.3497577,-6.2443953,"('shy', 'confident')",-6.3497577,-6.2443953,0.1053624
65,-0.18174843,-0.21181926,"('insecure', 'secure')",-0.1817484,-0.2118193,-0.0300709
66,-0.038072735,-0.13201198,"('inactive', 'active')",-0.0380727,-0.132012,-0.0939393
67,-0.08179049,-0.06975275,"('doubtful', 'determined')",-0.0817905,-0.0697528,0.0120377
68,-0.7028018,-0.7045933,"('dependent', 'independent')",-0.7028018,-0.7045933,-0.0017915
69,-1.3981359,-1.3935533,"('lazy', 'industrious')",-1.3981359,-1.3935533,0.0045826
70,0.45936736,0.53094405,"('lethargic', 'energetic')",0.4593674,0.530944,0.0715766
71,0.6479752,0.6563175,"('diffident', 'self-confident')",0.6479752,0.6563175,0.0083423
72,0.76681894,0.8205276,"('unambitious', 'ambitious')",0.7668189,0.8205276,0.0537087
73,-2.759648,-2.6810539,"('helpless', 'self-reliant')",-2.7596481,-2.6810539,0.0785942
74,-0.12330422,-0.18532154,"('undedicated', 'dedicated')",-0.1233042,-0.1853215,-0.0620173
75,-0.61270356,-0.5129556,"('meek', 'impulsive')",-0.6127036,-0.5129556,0.099748
76,0.24802239,0.23085336,"('anxious', 'daring')",0.2480224,0.2308534,-0.017169
77,-1.335811,-1.1492612,"('unmotivated', 'motivated')",-1.335811,-1.1492612,0.1865498
78,-0.91138387,-0.9310397,"('nonresilient', 'resilient')",-0.9113839,-0.9310397,-0.0196558
79,0.103207335,0.11885153,"('wavering', 'unwavering')",0.1032073,0.1188515,0.0156442
80,-0.7227559,-0.8469814,"('dominated', 'dominating')",-0.7227559,-0.8469814,-0.1242255
81,-0.6152861,-0.51014787,"('submissive', 'aggressive')",-0.6152861,-0.5101479,0.1051382
82,6.236159,6.3775387,"('poor', 'rich')",6.2361588,6.3775387,0.1413799
83,-0.08857322,-0.10325907,"('powerless', 'powerful')",-0.0885732,-0.1032591,-0.0146859
84,0.4631879,0.42251462,"('inferior', 'superior')",0.4631879,0.4225146,-0.0406733
85,-0.07332918,-0.18538865,"('insignificant', 'prestigious')",-0.0733292,-0.1853887,-0.1120595
86,0.20937172,0.22011846,"('uninfluential', 'influential')",0.2093717,0.2201185,0.0107468
87,-0.36426336,-0.3368733,"('unsuccessful', 'successful')",-0.3642634,-0.3368733,0.0273901
88,0.16532913,0.17273177,"('low', 'eminent')",0.1653291,0.1727318,0.0074027
