,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.8357909,-0.9414194,"('unsociable', 'sociable')",-0.1880794,-0.37792224,-0.5119351,-0.6596708,-0.1477357
1,-0.86731505,-0.9615534,"('unfriendly', 'friendly')",1.6518438,1.4249915,0.3922644,0.231719,-0.1605454
2,0.3355709,0.35880685,"('unlikable', 'likable')",0.53289926,0.59480214,0.4342351,0.4768045,0.0425694
3,-0.38158858,-0.26527613,"('repellent', 'pleasant')",0.027750589,0.15185723,-0.176919,-0.0567095,0.1202095
4,0.12593104,0.11329751,"('disliked', 'liked')",-6.0029974,-5.9624543,-2.9385331,-2.9245784,0.0139547
5,-0.218533,-0.20198086,"('distant', 'outgoing')",-0.04249934,-0.080905125,-0.1305162,-0.141443,-0.0109268
6,-0.8072915,-0.81923133,"('distant', 'open')",-0.017137393,-0.10314674,-0.4122145,-0.461189,-0.0489745
7,-0.6319539,-0.54867667,"('insensitive', 'sensitive')",0.59116626,0.60923404,-0.0203938,0.0302787,0.0506725
8,-1.2704269,-1.2801483,"('unaffectionate', 'affectionate')",0.2864161,0.2026263,-0.4920054,-0.538761,-0.0467556
9,-1.0235045,-1.0426027,"('unaffectionate', 'caring')",0.9762487,0.91823626,-0.0236279,-0.0621832,-0.0385553
10,-1.6196727,-1.582675,"('unsympathetic', 'sympathetic')",-0.5399595,-0.6078391,-1.0798161,-1.095257,-0.0154409
11,-0.9680339,-0.91710514,"('unhelpful', 'helpful')",2.2152307,2.229052,0.6235984,0.6559734,0.032375
12,-0.98998237,-0.8448646,"('unsupportive', 'supportive')",-1.6674659,-1.5852094,-1.3287241,-1.215037,0.1136871
13,-0.34827766,-0.4436334,"('impolite', 'polite')",-0.0709133,-0.06801894,-0.2095955,-0.2558262,-0.0462307
14,-0.19549355,-0.18404841,"('antisocial', 'social')",-0.2093836,-0.22083141,-0.2024386,-0.2024399,-1.3e-06
15,0.09903895,-0.0069193784,"('boring', 'funny')",0.67785287,0.6017271,0.3884459,0.2974039,-0.091042
16,0.063882574,0.12878068,"('unpopular', 'popular')",0.73851174,0.7473062,0.4011972,0.4380434,0.0368462
17,0.1515952,0.14998344,"('nasty', 'nice')",-0.18841812,-0.12920189,-0.0184115,0.0103908,0.0288023
18,0.07418567,0.10802327,"('disagreeable', 'welcoming')",-0.19348007,-0.2520859,-0.0596472,-0.0720313,-0.0123841
19,-1.3461673,-1.3273911,"('inhospitable', 'hospitable')",-0.24738689,-0.24982229,-0.7967771,-0.7886067,0.0081704
20,0.16323698,0.14872205,"('rough', 'thoughtful')",1.0467296,0.98345846,0.6049833,0.5660902,-0.0388931
21,-0.18855006,-0.2464086,"('immoral', 'moral')",-0.2871865,-0.293712,-0.2378683,-0.2700603,-0.032192
22,-0.35627186,-0.37365955,"('untrustworthy', 'trustworthy')",-1.2424998,-1.3028742,-0.7993858,-0.8382668,-0.038881
23,-0.7286898,-0.72199684,"('insincere', 'sincere')",5.9868956,5.8271422,2.6291029,2.5525727,-0.0765302
