,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,female-male
0,-0.46428135,-0.628929,"('unsociable', 'sociable')",0.49065375,0.3270901,0.0131862,-0.1509195,-0.1641057
1,1.3437049,1.3543899,"('unfriendly', 'friendly')",1.0446509,0.9774764,1.1941779,1.1659331,-0.0282448
2,0.67913425,0.77717465,"('unlikable', 'likable')",1.5670898,1.5152658,1.123112,1.1462202,0.0231082
3,-1.0684055,-1.1905304,"('repellent', 'pleasant')",-0.7383815,-0.7421233,-0.9033935,-0.9663268,-0.0629333
4,0.58748376,0.62602127,"('disliked', 'liked')",0.22610661,0.26018998,0.4067952,0.4431056,0.0363104
5,1.384541,1.535757,"('distant', 'outgoing')",0.819848,0.9004946,1.1021945,1.2181258,0.1159313
6,1.9693831,2.127783,"('distant', 'open')",0.69742715,0.8409041,1.3334051,1.4843435,0.1509384
7,-0.39967966,-0.48229206,"('insensitive', 'sensitive')",-0.7321563,-0.77829576,-0.565918,-0.6302939,-0.0643759
8,0.7061247,0.7861644,"('unaffectionate', 'affectionate')",0.7916912,0.7764836,0.7489079,0.781324,0.0324161
9,0.60168487,0.6236695,"('unaffectionate', 'caring')",0.66129196,0.64503175,0.6314884,0.6343507,0.0028623
10,-1.5336447,-1.7112826,"('unsympathetic', 'sympathetic')",-0.90744877,-1.0757776,-1.2205467,-1.3935301,-0.1729834
11,-0.23302332,-0.3371141,"('unhelpful', 'helpful')",-1.0641527,-1.1854068,-0.648588,-0.7612604,-0.1126724
12,0.5094288,0.6297922,"('unsupportive', 'supportive')",0.36300293,0.41924277,0.4362159,0.5245175,0.0883016
13,-1.6409459,-1.6993598,"('impolite', 'polite')",-0.43389606,-0.58723927,-1.037421,-1.1432996,-0.1058786
14,-1.4266165,-1.5324591,"('antisocial', 'social')",0.6344859,0.38752308,-0.3960653,-0.572468,-0.1764027
15,1.0203644,1.0772089,"('boring', 'funny')",1.4384801,1.4370801,1.2294223,1.2571445,0.0277222
16,0.4708559,0.5211299,"('unpopular', 'popular')",0.2753402,0.44394976,0.373098,0.4825398,0.1094418
17,0.28983933,0.32865617,"('nasty', 'nice')",0.37454045,0.41980654,0.3321899,0.3742313,0.0420414
