,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,female-male
0,-0.13591954,-0.28752553,"('unsociable', 'sociable')",0.63856727,0.521881,0.2513239,0.1171777,-0.1341462
1,0.6933921,0.797514,"('unfriendly', 'friendly')",1.440229,1.4177711,1.0668106,1.1076425,0.0408319
2,1.9111469,2.023349,"('unlikable', 'likable')",0.69946593,0.81403947,1.3053064,1.4186943,0.1133879
3,-0.1417587,-0.06529826,"('repellent', 'pleasant')",-0.12015207,-0.070194125,-0.1309554,-0.0677462,0.0632092
4,0.37891075,0.3808568,"('disliked', 'liked')",-6.596748,-6.5764413,-3.1089187,-3.0977921,0.0111266
5,0.9489661,1.1053869,"('distant', 'outgoing')",-0.26897344,-0.28069535,0.3399963,0.4123458,0.0723495
6,0.8533196,1.0794203,"('distant', 'open')",-0.08654459,-0.04723396,0.3833875,0.5160932,0.1327057
7,0.37900636,0.30678222,"('insensitive', 'sensitive')",1.4182357,1.4902028,0.898621,0.8984925,-0.0001285
8,0.34886536,0.4199185,"('unaffectionate', 'affectionate')",0.5509439,0.51375794,0.4499046,0.4668382,0.0169336
9,1.565926,1.6283253,"('unaffectionate', 'caring')",2.1160953,2.116831,1.8410106,1.8725781,0.0315675
10,-0.038440853,-0.15571228,"('unsympathetic', 'sympathetic')",0.50400615,0.52422374,0.2327826,0.1842557,-0.0485269
11,0.2558609,0.17460458,"('unhelpful', 'helpful')",2.7870216,2.7689226,1.5214412,1.4717636,-0.0496776
12,1.6239476,1.7645503,"('unsupportive', 'supportive')",-0.60467976,-0.5348816,0.5096339,0.6148344,0.1052005
13,-0.20682418,-0.40800065,"('impolite', 'polite')",0.25055864,0.17372988,0.0218672,-0.1171354,-0.1390026
14,0.803227,0.6535587,"('antisocial', 'social')",0.49296203,0.42473844,0.6480945,0.5391486,-0.1089459
15,1.5701317,1.4148635,"('boring', 'funny')",0.47929758,0.45158914,1.0247146,0.9332263,-0.0914883
16,-1.0679877,-0.970462,"('unpopular', 'popular')",0.054602623,0.05157195,-0.5066925,-0.459445,0.0472475
17,0.70412123,0.7366372,"('nasty', 'nice')",0.2858821,0.25441486,0.4950017,0.495526,0.0005243
18,0.8276793,0.9690063,"('disagreeable', 'welcoming')",0.033407673,0.06099707,0.4305435,0.5150017,0.0844582
19,0.24934284,0.35735926,"('inhospitable', 'hospitable')",-0.09142591,-0.07767774,0.0789585,0.1398408,0.0608823
20,0.43983594,0.46800926,"('rough', 'thoughtful')",0.18752858,0.15487058,0.3136823,0.3114399,-0.0022424
21,0.5945227,0.56476265,"('immoral', 'moral')",-0.050769348,0.06817826,0.2718767,0.3164704,0.0445937
22,-0.855566,-0.83923936,"('untrustworthy', 'trustworthy')",-0.77729106,-0.7296015,-0.8164285,-0.7844204,0.0320081
23,0.8826884,0.8098894,"('insincere', 'sincere')",7.1256776,7.04663,4.0041828,3.9282596,-0.0759232
24,0.7470719,0.7412114,"('dishonest', 'honest')",1.3048593,1.2757401,1.0259656,1.0084758,-0.0174898
25,0.016254883,0.07282483,"('egoistic', 'altruistic')",0.4855557,0.4432734,0.2509053,0.2580491,0.0071438
26,2.473057,2.4960594,"('hardhearted', 'benevolent')",1.8541682,1.9111129,2.1636126,2.2035861,0.0399735
27,0.9262839,0.98320436,"('hardhearted', 'softhearted')",1.0959972,0.9938361,1.0111406,0.9885203,-0.0226203
28,0.13167706,-0.011636334,"('disloyal', 'loyal')",1.4443196,1.3540219,0.7879983,0.6711928,-0.1168055
29,-0.8597796,-0.81196064,"('unfair', 'fair')",-1.1262941,-1.1886029,-0.9930369,-1.0002818,-0.0072449
30,1.5146463,1.4567137,"('intolerant', 'tolerant')",1.7347405,1.6640388,1.6246934,1.5603762,-0.0643172
31,-0.8806042,-0.5496136,"('evil', 'good')",-1.5881734,-1.4932925,-1.2343888,-1.021453,0.2129358
32,0.506294,0.4167535,"('unkind', 'kind')",1.3992289,1.3664976,0.9527615,0.8916256,-0.0611359
33,1.2593691,1.2987082,"('wrong', 'right')",0.5148824,0.4690039,0.8871257,0.8838561,-0.0032696
34,1.3415071,1.5512468,"('mean', 'honorable')",5.0681167,5.122308,3.2048118,3.3367772,0.1319654
35,-0.06464567,-0.108196184,"('corrupt', 'incorrupt')",-0.8088089,-0.9065729,-0.4367273,-0.5073845,-0.0706572
36,1.1629229,1.298295,"('hostile', 'amicable')",-0.6576497,-0.6739202,0.2526366,0.3121874,0.0595508
