,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.5570431,0.34343737,"('unsociable', 'sociable')",0.027070992,-0.13447967,0.292057,0.1044789,-0.1875781
1,0.29172188,0.367245,"('unfriendly', 'friendly')",1.1863565,1.1308461,0.7390392,0.7490456,0.0100064
2,0.53589433,0.56000376,"('unlikable', 'likable')",0.4416741,0.37610546,0.4887842,0.4680546,-0.0207296
3,0.16507977,0.16437897,"('repellent', 'pleasant')",0.7702791,0.7166206,0.4676794,0.4404998,-0.0271796
4,-0.8792236,-0.7320897,"('disliked', 'liked')",-6.1824245,-6.188032,-3.5308242,-3.4600608,0.0707634
5,-1.1974257,-1.1649635,"('distant', 'outgoing')",-0.24195385,-0.18475656,-0.7196898,-0.67486,0.0448298
6,-1.7691506,-1.6110508,"('distant', 'open')",-0.5779987,-0.5061096,-1.1735747,-1.0585802,0.1149945
7,0.37145865,0.29417524,"('insensitive', 'sensitive')",0.39196202,0.26442587,0.3817104,0.2793006,-0.1024098
8,0.5747117,0.69283235,"('unaffectionate', 'affectionate')",0.37043098,0.38058513,0.4725713,0.5367087,0.0641374
9,1.231598,1.2631925,"('unaffectionate', 'caring')",1.1101687,1.1112847,1.1708834,1.1872387,0.0163553
10,0.47295272,0.20596658,"('unsympathetic', 'sympathetic')",-0.5269893,-0.71734685,-0.0270183,-0.2556901,-0.2286718
11,1.0638057,0.9267814,"('unhelpful', 'helpful')",2.1244833,2.0038245,1.5941446,1.4653029,-0.1288417
12,1.6242541,1.5489867,"('unsupportive', 'supportive')",-1.6743674,-1.6934516,-0.0250567,-0.0722325,-0.0471758
13,-0.22282258,-0.34020013,"('impolite', 'polite')",-0.890374,-0.9601286,-0.5565983,-0.6501644,-0.0935661
14,0.60581636,0.4662044,"('antisocial', 'social')",-0.01027859,-0.13682672,0.2977689,0.1646888,-0.1330801
15,0.054155804,-0.007882468,"('boring', 'funny')",-0.17187595,-0.1438524,-0.0588601,-0.0758674,-0.0170073
16,-1.5546929,-1.453348,"('unpopular', 'popular')",0.7439697,0.79488754,-0.4053616,-0.3292302,0.0761314
17,-1.3736383,-1.3503339,"('nasty', 'nice')",-0.64681643,-0.5311993,-1.0102273,-0.9407666,0.0694607
18,-0.052113324,-0.08855882,"('disagreeable', 'welcoming')",-0.47120196,-0.56091624,-0.2616577,-0.3247375,-0.0630798
19,-0.8243409,-0.7995084,"('inhospitable', 'hospitable')",-0.5348122,-0.4828309,-0.6795765,-0.6411697,0.0384068
20,-0.0071332008,-0.16890885,"('rough', 'thoughtful')",0.4834022,0.43600824,0.2381345,0.1335497,-0.1045848
21,0.8000675,0.53221905,"('immoral', 'moral')",-0.3032336,-0.47115898,0.2484169,0.03053,-0.2178869
22,0.531235,0.347271,"('untrustworthy', 'trustworthy')",-1.0552977,-1.129596,-0.2620314,-0.3911625,-0.1291311
23,1.3951423,1.1554164,"('insincere', 'sincere')",5.761336,5.671182,3.578239,3.4132993,-0.1649397
24,0.6426016,0.5763536,"('dishonest', 'honest')",0.5610851,0.5192281,0.6018434,0.5477909,-0.0540525
25,-0.038468063,0.03580531,"('egoistic', 'altruistic')",0.8117315,0.84544677,0.3866317,0.440626,0.0539943
26,0.72081196,0.733849,"('hardhearted', 'benevolent')",1.1728511,1.1021944,0.9468315,0.9180217,-0.0288098
27,-0.079463586,-0.1502169,"('hardhearted', 'softhearted')",0.43033457,0.39465892,0.1754355,0.122221,-0.0532145
28,1.5204592,1.3773007,"('disloyal', 'loyal')",1.5146801,1.3666452,1.5175697,1.371973,-0.1455967
29,-0.5161427,-0.53365535,"('unfair', 'fair')",-0.5464837,-0.6534377,-0.5313132,-0.5935465,-0.0622333
30,1.1510953,1.0331914,"('intolerant', 'tolerant')",0.8426125,0.7040413,0.9968539,0.8686163,-0.1282376
31,-1.6734068,-1.4917849,"('evil', 'good')",-0.97020507,-0.89645064,-1.321806,-1.1941178,0.1276882
