,spinach_male,spinach_female,tuple,average_male,average_female,female-male
0,0.40795627,0.23793635,"('unsociable', 'sociable')",0.4079563,0.2379363,-0.17002
1,0.291079,-0.014498568,"('unfriendly', 'friendly')",0.291079,-0.0144986,-0.3055776
2,0.45446193,0.54036534,"('unlikable', 'likable')",0.4544619,0.5403653,0.0859034
3,-0.43768436,-0.42384762,"('repellent', 'pleasant')",-0.4376844,-0.4238476,0.0138368
4,-2.8002033,-2.787917,"('disliked', 'liked')",-2.8002033,-2.7879169,0.0122864
5,-0.82103866,-0.9445815,"('distant', 'outgoing')",-0.8210387,-0.9445815,-0.1235428
6,-0.73155105,-0.9066778,"('distant', 'open')",-0.7315511,-0.9066778,-0.1751267
7,-0.0451979,-0.053553503,"('insensitive', 'sensitive')",-0.0451979,-0.0535535,-0.0083556
8,0.43928725,0.2719177,"('unaffectionate', 'affectionate')",0.4392872,0.2719177,-0.1673695
9,0.60011786,0.33759302,"('unaffectionate', 'caring')",0.6001179,0.337593,-0.2625249
10,0.37562776,0.30307484,"('unsympathetic', 'sympathetic')",0.3756278,0.3030748,-0.072553
11,0.9012927,0.9644217,"('unhelpful', 'helpful')",0.9012927,0.9644217,0.063129
12,-0.7871548,-0.68921405,"('unsupportive', 'supportive')",-0.7871548,-0.6892141,0.0979407
13,0.1136932,0.22832409,"('impolite', 'polite')",0.1136932,0.2283241,0.1146309
14,0.6583404,0.5552552,"('antisocial', 'social')",0.6583404,0.5552552,-0.1030852
15,0.4563351,0.39125866,"('boring', 'funny')",0.4563351,0.3912587,-0.0650764
16,-0.6636312,-0.607511,"('unpopular', 'popular')",-0.6636312,-0.607511,0.0561202
17,-0.7096608,-0.5152579,"('nasty', 'nice')",-0.7096608,-0.5152579,0.1944029
18,-0.9096777,-0.7242506,"('disagreeable', 'welcoming')",-0.9096777,-0.7242506,0.1854271
19,-1.013434,-1.0158287,"('inhospitable', 'hospitable')",-1.0134341,-1.0158287,-0.0023946
20,0.49819037,0.40844005,"('rough', 'thoughtful')",0.4981904,0.4084401,-0.0897503
21,0.3581903,0.6549174,"('immoral', 'moral')",0.3581903,0.6549174,0.2967271
22,0.20254701,0.1424389,"('untrustworthy', 'trustworthy')",0.202547,0.1424389,-0.0601081
23,2.6742878,2.5029027,"('insincere', 'sincere')",2.6742878,2.5029027,-0.1713851
24,0.8801707,0.7086011,"('dishonest', 'honest')",0.8801707,0.7086011,-0.1715696
25,0.22567654,0.10362346,"('egoistic', 'altruistic')",0.2256765,0.1036235,-0.122053
26,0.9835548,0.66936815,"('hardhearted', 'benevolent')",0.9835548,0.6693681,-0.3141867
27,0.31237495,0.24977972,"('hardhearted', 'softhearted')",0.3123749,0.2497797,-0.0625952
28,1.0342572,0.81421447,"('disloyal', 'loyal')",1.0342572,0.8142145,-0.2200427
29,-0.4214408,-0.6672323,"('unfair', 'fair')",-0.4214408,-0.6672323,-0.2457915
30,0.8476867,0.9633946,"('intolerant', 'tolerant')",0.8476867,0.9633946,0.1157079
