,xto_male,xto_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9105808,-1.0594988,"('unsociable', 'sociable')",0.2966945,0.15083432,-0.8484069,-1.0354369,-0.4874311,-0.6480338,-0.1606027
1,-1.3009197,-1.4540148,"('unfriendly', 'friendly')",0.40528563,0.13270602,1.8819607,1.7617197,0.3287756,0.1468037,-0.1819719
2,0.63742507,0.7558335,"('unlikable', 'likable')",1.1885475,1.1756747,0.63151157,0.73776764,0.8191614,0.8897586,0.0705972
3,-0.3065023,-0.22637193,"('repellent', 'pleasant')",-0.0113931,0.020845767,0.32887995,0.31056115,0.0036615,0.0350117,0.0313502
4,-0.68652403,-0.7725617,"('disliked', 'liked')",0.32141277,0.13626766,-6.2810364,-6.402159,-2.2153826,-2.346151,-0.1307684
5,-1.1159868,-1.0913141,"('distant', 'outgoing')",-0.4124648,-0.45734274,-0.06145926,-0.021099102,-0.5299703,-0.523252,0.0067183
6,-1.0228412,-0.94517946,"('distant', 'open')",-1.0540918,-1.1532617,0.34733155,0.41397807,-0.5765338,-0.5614877,0.0150461
7,-0.21162553,-0.23975074,"('insensitive', 'sensitive')",0.87686324,0.89225316,0.72932214,0.690522,0.4648533,0.4476748,-0.0171785
8,-1.2129666,-1.1596775,"('unaffectionate', 'affectionate')",-0.83116406,-0.9636524,1.0468136,0.97905713,-0.332439,-0.3814243,-0.0489853
9,-1.1456325,-1.1578081,"('unaffectionate', 'caring')",0.1706675,0.06890375,1.250564,1.20359,0.0918663,0.0382286,-0.0536377
10,-0.91115725,-0.95939493,"('unsympathetic', 'sympathetic')",-0.38691503,-0.4526904,-0.9087711,-0.9637542,-0.7356145,-0.7919465,-0.056332
11,0.04656169,0.068758555,"('unhelpful', 'helpful')",0.4780484,0.59609365,1.4006978,1.5289491,0.6417693,0.7312671,0.0894978
12,-0.3308,-0.3373897,"('unsupportive', 'supportive')",0.73228115,0.71278095,-1.8128129,-1.8569332,-0.4704439,-0.4938473,-0.0234034
13,-0.1485171,-0.21269904,"('impolite', 'polite')",0.1900633,0.27822262,-0.6465104,-0.63605654,-0.2016548,-0.1901777,0.0114771
14,-0.0022596307,-0.06876886,"('antisocial', 'social')",1.0594339,1.1003051,-0.65044576,-0.7885325,0.1355762,0.0810012,-0.054575
15,0.30059242,0.2347017,"('boring', 'funny')",-0.04642546,-0.12464899,0.54678917,0.53469115,0.2669854,0.2149146,-0.0520708
16,-0.88921493,-0.8013967,"('unpopular', 'popular')",-0.5603208,-0.62407357,0.39063758,0.44392774,-0.3529661,-0.3271809,0.0257852
17,-0.34490693,-0.2130831,"('nasty', 'nice')",-1.0064702,-0.9290951,-0.5208136,-0.44837266,-0.6240636,-0.5301836,0.09388
18,-0.25449878,-0.15384132,"('disagreeable', 'welcoming')",-0.8119108,-0.8612745,-0.5368571,-0.5307394,-0.5344222,-0.5152851,0.0191371
19,-1.7226498,-1.6097697,"('inhospitable', 'hospitable')",-1.3458577,-1.3856834,0.0063500404,0.119747795,-1.0207192,-0.9585684,0.0621508
20,-0.61910343,-0.5930317,"('rough', 'thoughtful')",-0.10331085,-0.053366322,0.69232,0.61152196,-0.0100314,-0.0116253,-0.0015939
21,-0.11933036,-0.24199653,"('immoral', 'moral')",1.3904979,1.3452042,-0.9342676,-0.9262639,0.1123,0.0589813,-0.0533187
22,0.2916634,0.2813009,"('untrustworthy', 'trustworthy')",-0.34728587,-0.47491443,-0.84848726,-0.91234547,-0.3013699,-0.368653,-0.0672831
23,-0.2859456,-0.31960356,"('insincere', 'sincere')",0.43968076,0.37249675,5.617198,5.6066847,1.9236444,1.8865259,-0.0371185
24,0.23123252,0.28908545,"('dishonest', 'honest')",0.59281176,0.588355,0.53196454,0.47142828,0.4520029,0.4496229,-0.00238
25,-0.99520147,-1.0055684,"('egoistic', 'altruistic')",0.62936723,0.5375351,1.896255,1.8109622,0.5101403,0.447643,-0.0624973
26,-0.16109684,-0.31299984,"('hardhearted', 'benevolent')",0.46595624,0.36810675,1.541611,1.4266427,0.6154901,0.4939165,-0.1215736
27,-0.031332806,0.03210741,"('hardhearted', 'softhearted')",0.2632696,0.32989872,1.4844173,1.3692092,0.572118,0.5770717,0.0049537
28,-0.7898292,-0.8825081,"('disloyal', 'loyal')",0.122804,-0.043931045,0.8429694,0.7278094,0.0586481,-0.0662099,-0.124858
