,frontier_male,frontier_female,tuple,communications_male,communications_female,print_male,print_female,average_male,average_female,female-male
0,-1.0618638,-1.1642078,"('unsociable', 'sociable')",-0.3218931,-0.49200007,-0.19609086,-0.25186384,-0.5266159,-0.6360239,-0.109408
1,1.6930635,1.6450409,"('unfriendly', 'friendly')",1.2227842,1.0916018,1.0535094,0.9449251,1.323119,1.2271893,-0.0959297
2,0.8847443,0.9945719,"('unlikable', 'likable')",1.1126173,1.1997118,0.16798759,0.24217905,0.721783,0.8121543,0.0903713
3,-1.4569798,-1.4766861,"('repellent', 'pleasant')",0.25586224,0.24291621,0.94955415,0.8908415,-0.0838545,-0.1143095,-0.030455
4,0.76593614,0.7278292,"('disliked', 'liked')",-0.567897,-0.60710216,-7.5326104,-7.6312222,-2.4448571,-2.5034984,-0.0586413
5,1.6424546,1.7613635,"('distant', 'outgoing')",-0.16718338,-0.105322585,-0.3693332,-0.34793895,0.368646,0.436034,0.067388
6,1.2552139,1.364783,"('distant', 'open')",-1.024429,-0.99036163,0.04541035,0.06511401,0.0920651,0.1465118,0.0544467
7,-0.35740283,-0.35455295,"('insensitive', 'sensitive')",0.19542208,0.23497424,0.5228832,0.6120719,0.1203008,0.1641644,0.0438636
8,1.928476,1.9534965,"('unaffectionate', 'affectionate')",-0.18671069,-0.23119523,0.5888312,0.58119506,0.7768655,0.7678321,-0.0090334
9,1.8822606,1.9144547,"('unaffectionate', 'caring')",0.18749318,0.14331579,1.3379353,1.33888,1.1358964,1.1322168,-0.0036796
10,-1.7041165,-1.7324185,"('unsympathetic', 'sympathetic')",-1.1050829,-1.1456634,0.25049993,0.32480764,-0.8528998,-0.8510914,0.0018084
11,-0.67110807,-0.6378643,"('unhelpful', 'helpful')",0.35222092,0.36076158,1.327481,1.4206313,0.336198,0.3811762,0.0449782
12,0.8109145,0.8487413,"('unsupportive', 'supportive')",0.06819553,0.1258145,-1.7390404,-1.6927309,-0.2866434,-0.2393917,0.0472517
13,-0.9875785,-1.0619755,"('impolite', 'polite')",-0.18533519,-0.2175019,0.07066251,0.068469614,-0.3674171,-0.4036692,-0.0362521
14,-0.7409416,-0.75965476,"('antisocial', 'social')",1.3551673,1.3871942,0.07427528,0.12462994,0.2295003,0.2507231,0.0212228
15,0.8720127,0.8776732,"('boring', 'funny')",0.27490446,0.27196056,0.15100537,0.17489657,0.4326408,0.4415101,0.0088693
16,-0.6446955,-0.6993232,"('unpopular', 'popular')",-0.63807714,-0.6406087,0.013331838,0.032069474,-0.4231469,-0.4359542,-0.0128073
17,-0.43834332,-0.44294626,"('nasty', 'nice')",-0.8604293,-0.77446693,0.009313885,0.09088148,-0.4298195,-0.3755106,0.0543089
18,0.59001607,0.6560091,"('disagreeable', 'welcoming')",0.6400584,0.6793297,-0.78766483,-0.76183295,0.1474699,0.1911686,0.0436987
19,0.5360403,0.5682443,"('inhospitable', 'hospitable')",-0.360286,-0.38788635,-0.2520497,-0.24688092,-0.0254318,-0.0221743,0.0032575
20,-1.0258406,-1.0406619,"('rough', 'thoughtful')",0.33024353,0.417731,0.30675235,0.23161249,-0.1296149,-0.1304395,-0.0008246
21,-1.2086773,-1.2761366,"('immoral', 'moral')",0.52785885,0.49070075,-0.22856484,-0.07122926,-0.3031278,-0.2855551,0.0175727
22,-0.07900111,-0.065457806,"('untrustworthy', 'trustworthy')",0.7076874,0.7084869,-0.86810666,-0.8084897,-0.0798068,-0.0551535,0.0246533
23,-0.35537997,-0.38591582,"('insincere', 'sincere')",0.8988518,0.7789621,6.2913413,6.353642,2.278271,2.2488961,-0.0293749
24,0.3760475,0.41386822,"('dishonest', 'honest')",0.19329219,0.22527558,1.1018199,1.1357285,0.5570532,0.5916241,0.0345709
25,2.0130153,2.0164428,"('egoistic', 'altruistic')",1.2754681,1.2973273,1.2498621,1.1961113,1.5127818,1.5032938,-0.009488
26,2.2918854,2.3484104,"('hardhearted', 'benevolent')",0.86192316,0.8331835,0.89526665,0.81177574,1.3496917,1.3311232,-0.0185685
27,0.19577229,0.15755501,"('hardhearted', 'softhearted')",-0.3775818,-0.37162566,1.1677138,1.0135353,0.3286347,0.2664882,-0.0621465
28,0.8741276,0.8028749,"('disloyal', 'loyal')",-0.2772468,-0.42576894,0.6995227,0.68566674,0.4321345,0.3542576,-0.0778769
