,goodrich_male,goodrich_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.062259667,-0.00034344848,"('unsociable', 'sociable')",-0.22745444,-0.30542704,-0.0825974,-0.1528852,-0.0702878
1,-0.9768739,-1.1697145,"('unfriendly', 'friendly')",1.4434856,1.2858219,0.2333059,0.0580537,-0.1752522
2,0.82019997,0.916357,"('unlikable', 'likable')",0.6619241,0.708405,0.741062,0.812381,0.071319
3,-0.76748043,-0.58972806,"('repellent', 'pleasant')",0.84828424,0.85973793,0.0404019,0.1350049,0.094603
4,0.4607385,0.43769968,"('disliked', 'liked')",-7.181153,-7.3933973,-3.3602071,-3.4778488,-0.1176417
5,-0.49143484,-0.54056823,"('distant', 'outgoing')",-0.32952425,-0.4098035,-0.4104795,-0.4751859,-0.0647064
6,-1.1874162,-1.1949474,"('distant', 'open')",-0.16372447,-0.2511053,-0.6755703,-0.7230263,-0.047456
7,-0.12060082,0.038056217,"('insensitive', 'sensitive')",0.14560235,0.22698326,0.0125008,0.1325197,0.1200189
8,-0.75919276,-0.9218612,"('unaffectionate', 'affectionate')",0.9825342,0.8948095,0.1116707,-0.0135258,-0.1251965
9,-0.19317609,-0.2683368,"('unaffectionate', 'caring')",1.301219,1.2999744,0.5540215,0.5158188,-0.0382027
10,-0.5952916,-0.4749293,"('unsympathetic', 'sympathetic')",-0.4273427,-0.40127993,-0.5113171,-0.4381046,0.0732125
11,-0.042563383,-0.007475557,"('unhelpful', 'helpful')",1.2070968,1.4335525,0.5822667,0.7130384,0.1307717
12,0.20986602,0.39246696,"('unsupportive', 'supportive')",-2.2047772,-2.192236,-0.9974556,-0.8998845,0.0975711
13,0.16915642,0.24164802,"('impolite', 'polite')",-1.0458837,-0.9135327,-0.4383636,-0.3359423,0.1024213
14,0.32063156,0.4454342,"('antisocial', 'social')",-0.23760928,-0.31321764,0.0415111,0.0661083,0.0245972
15,0.080679834,-0.08261615,"('boring', 'funny')",-0.09061043,-0.104032226,-0.0049653,-0.0933242,-0.0883589
16,-0.58618057,-0.6080916,"('unpopular', 'popular')",0.4603527,0.3483641,-0.0629139,-0.1298637,-0.0669498
17,0.3605292,0.3672212,"('nasty', 'nice')",-0.58079976,-0.5251442,-0.1101353,-0.0789615,0.0311738
