,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.94181067,-1.103336,"('unsociable', 'sociable')",-0.49608624,-0.7154199,-0.7189485,-0.9093779,-0.1904294
1,-0.93194175,-0.9880012,"('unfriendly', 'friendly')",1.4351448,1.2964604,0.2516015,0.1542296,-0.0973719
2,0.35718688,0.35236275,"('unlikable', 'likable')",0.68534607,0.6870835,0.5212665,0.5197231,-0.0015434
3,-0.4253509,-0.3148567,"('repellent', 'pleasant')",0.25491333,0.27320352,-0.0852188,-0.0208266,0.0643922
4,-0.32154882,-0.30279016,"('disliked', 'liked')",-6.1293573,-6.055909,-3.2254531,-3.1793497,0.0461034
5,-0.5946003,-0.6089496,"('distant', 'outgoing')",-0.014751747,0.027177688,-0.304676,-0.290886,0.01379
6,-0.90920556,-0.8499111,"('distant', 'open')",-0.24033283,-0.19945149,-0.5747692,-0.5246813,0.0500879
7,-0.63369036,-0.55879676,"('insensitive', 'sensitive')",0.004464379,-0.08909455,-0.314613,-0.3239456,-0.0093326
8,-0.8063631,-0.88042194,"('unaffectionate', 'affectionate')",0.6032476,0.49880633,-0.1015578,-0.1908078,-0.08925
9,-0.7781817,-0.7797303,"('unaffectionate', 'caring')",1.0662065,1.0329975,0.1440124,0.1266336,-0.0173788
10,-1.216022,-1.2034826,"('unsympathetic', 'sympathetic')",-0.95588785,-1.1225922,-1.0859549,-1.1630374,-0.0770825
11,-0.624676,-0.66605127,"('unhelpful', 'helpful')",1.6439725,1.602092,0.5096483,0.4680204,-0.0416279
12,-0.3926416,-0.36579365,"('unsupportive', 'supportive')",-2.0063553,-2.0023227,-1.1994984,-1.1840582,0.0154402
13,-1.1579653,-1.312944,"('impolite', 'polite')",-0.67542756,-0.772709,-0.9166964,-1.0428265,-0.1261301
14,0.37853906,0.28715166,"('antisocial', 'social')",-0.21503854,-0.3976691,0.0817503,-0.0552587,-0.137009
15,0.40758613,0.27942777,"('boring', 'funny')",0.24983808,0.20579596,0.3287121,0.2426119,-0.0861002
16,-0.010302059,-0.018562991,"('unpopular', 'popular')",0.57770294,0.56215566,0.2837004,0.2717963,-0.0119041
17,-0.7387629,-0.8034151,"('nasty', 'nice')",-0.48029318,-0.4467443,-0.6095281,-0.6250797,-0.0155516
18,0.07513152,0.03905675,"('disagreeable', 'welcoming')",-0.45358136,-0.54733205,-0.1892249,-0.2541376,-0.0649127
19,-1.4844441,-1.5078038,"('inhospitable', 'hospitable')",-0.4820506,-0.41338393,-0.9832474,-0.9605939,0.0226535
20,0.26817036,0.20369332,"('rough', 'thoughtful')",0.820169,0.756918,0.5441697,0.4803057,-0.063864
21,-0.6187735,-0.6900698,"('immoral', 'moral')",-0.568701,-0.65442646,-0.5937372,-0.6722481,-0.0785109
22,-0.48679078,-0.53141177,"('untrustworthy', 'trustworthy')",-1.1725036,-1.2255176,-0.8296472,-0.8784647,-0.0488175
23,-0.2695314,-0.30755246,"('insincere', 'sincere')",5.40433,5.2513328,2.5673993,2.4718902,-0.0955091
24,-0.63660955,-0.6661729,"('dishonest', 'honest')",0.4231124,0.3772943,-0.1067486,-0.1444393,-0.0376907
25,0.21525025,0.21029143,"('egoistic', 'altruistic')",0.8556136,0.8645047,0.5354319,0.537398,0.0019661
26,-0.35375008,-0.43034512,"('hardhearted', 'benevolent')",1.1012479,0.93454874,0.3737489,0.2521018,-0.1216471
27,-0.8555483,-0.73864853,"('hardhearted', 'softhearted')",0.6879607,0.574285,-0.0837938,-0.0821818,0.001612
28,-0.63688284,-0.71784914,"('disloyal', 'loyal')",0.9633187,0.8538535,0.1632179,0.0680022,-0.0952157
29,0.005628288,0.03409414,"('unfair', 'fair')",-0.26598138,-0.36706832,-0.1301765,-0.1664871,-0.0363106
30,0.37375823,0.2562961,"('intolerant', 'tolerant')",0.99938005,0.85248405,0.6865692,0.5543901,-0.1321791
31,-0.6003877,-0.6134406,"('evil', 'good')",-0.59100294,-0.55210537,-0.5956953,-0.582773,0.0129223
32,-1.2171174,-1.2182873,"('unkind', 'kind')",0.18092757,-0.08349939,-0.5180949,-0.6508934,-0.1327985
33,1.0547972,0.94364446,"('wrong', 'right')",-0.2926661,-0.20926736,0.3810655,0.3671885,-0.013877
34,-0.20685442,-0.17101961,"('mean', 'honorable')",5.5046077,5.5314684,2.6488767,2.6802244,0.0313477
35,-0.07453187,-0.043321893,"('corrupt', 'incorrupt')",-0.09022626,0.029210038,-0.0823791,-0.0070559,0.0753232
36,-0.42773145,-0.42193258,"('hostile', 'amicable')",0.07083476,0.10346638,-0.1784483,-0.1592331,0.0192152
37,-0.5447159,-0.49578586,"('fake', 'genuine')",-0.05682634,-0.004916968,-0.3007711,-0.2503514,0.0504197
38,-0.7350097,-0.73628634,"('untruthful', 'truthful')",0.27456617,0.41524202,-0.2302217,-0.1605222,0.0696995
39,0.4178897,0.32666883,"('exploitative', 'cooperative')",-0.1797753,-0.18214639,0.1190572,0.0722612,-0.046796
40,0.5850144,0.5798596,"('stingy', 'generous')",-1.7082902,-1.7465833,-0.5616379,-0.5833619,-0.021724
41,-0.27921236,-0.4126958,"('unforgiving', 'forgiving')",-0.06164951,-0.24320562,-0.1704309,-0.3279507,-0.1575198
42,-0.032651503,0.09622912,"('unreliable', 'reliable')",-3.3699439,-3.384399,-1.7012976,-1.6440849,0.0572127
43,-1.2608227,-1.2524179,"('irresponsible', 'responsible')",-0.13696493,-0.29424745,-0.6988938,-0.7733327,-0.0744389
44,-0.21738306,-0.20290712,"('prejudiced', 'unprejudiced')",-1.6365236,-1.6566584,-0.9269533,-0.9297827,-0.0028294
45,-0.7633729,-0.7494194,"('incompetent', 'competent')",-0.20913629,-0.40813437,-0.4862546,-0.5787769,-0.0925223
46,-0.35857847,-0.36861914,"('uncompetitive', 'competitive')",-1.1119123,-1.168589,-0.7352453,-0.768604,-0.0333587
47,-0.18069673,-0.19621938,"('stupid', 'smart')",5.203438,5.156307,2.5113707,2.4800439,-0.0313268
48,0.3198131,0.23704341,"('unintelligent', 'intelligent')",1.0007182,0.86541015,0.6602657,0.5512268,-0.1090389
49,0.14084485,0.15658846,"('unable', 'able')",0.11208759,0.17764641,0.1264662,0.1671174,0.0406512
50,-0.44304517,-0.3318904,"('clumsy', 'skillful')",0.07305512,-0.0014714673,-0.184995,-0.1666809,0.0183141
51,-0.7395933,-0.7983743,"('uneducated', 'educated')",0.33145463,0.13645294,-0.2040693,-0.3309607,-0.1268914
52,-0.07968208,-0.18454725,"('irrational', 'rational')",0.4746755,0.56868035,0.1974967,0.1920666,-0.0054301
53,-0.76207775,-0.8150626,"('uncreative', 'creative')",0.43908238,0.36973172,-0.1614977,-0.2226654,-0.0611677
54,-0.48350787,-0.46344003,"('incapable', 'capable')",0.9325528,0.9987839,0.2245225,0.2676719,0.0431494
55,-0.16494286,-0.26611608,"('incompetent', 'clever')",-0.051641613,-0.23614447,-0.1082922,-0.2511303,-0.1428381
56,-0.088947505,-0.14794059,"('impractical', 'practical')",-0.34946713,-0.45886225,-0.2192073,-0.3034014,-0.0841941
57,-1.2780228,-1.377576,"('unimaginative', 'imaginative')",-3.2938147,-3.4283683,-2.2859187,-2.4029722,-0.1170535
58,0.51308244,0.42011932,"('undiscriminating', 'discriminating')",0.35890046,0.24768984,0.4359915,0.3339046,-0.1020869
59,0.0073726214,0.051046394,"('foolish', 'wise')",0.3722652,0.5294332,0.1898189,0.2902398,0.1004209
60,0.0031874664,-0.0689617,"('inefficient', 'efficient')",-0.24586903,-0.33975327,-0.1213408,-0.2043575,-0.0830167
61,-0.3504001,-0.49080437,"('illogical', 'logical')",0.19257033,0.034821857,-0.0789149,-0.2279913,-0.1490764
62,0.3754328,0.41515005,"('incompetent', 'brilliant')",0.63244444,0.70039,0.5039386,0.55777,0.0538314
63,-0.5416163,-0.5544015,"('unperceptive', 'insightful')",0.57341063,0.52163357,0.0158972,-0.016384,-0.0322812
64,-0.38710514,-0.4331194,"('shy', 'confident')",-5.97033,-5.896104,-3.1787176,-3.1646116,0.014106
65,-0.60093486,-0.6705246,"('insecure', 'secure')",-0.6633717,-0.6956341,-0.6321533,-0.6830794,-0.0509261
66,-0.32574236,-0.29251355,"('inactive', 'active')",0.55627865,0.5384536,0.1152681,0.12297,0.0077019
67,0.9557112,0.8518784,"('doubtful', 'determined')",-0.27243215,-0.40699267,0.3416395,0.2224429,-0.1191966
68,0.027897589,0.01127784,"('dependent', 'independent')",-0.3681871,-0.39188305,-0.1701448,-0.1903026,-0.0201578
69,1.0907259,1.0958612,"('lazy', 'industrious')",-0.14692676,-0.035703823,0.4718996,0.5300787,0.0581791
70,-0.69757444,-0.6518242,"('lethargic', 'energetic')",-0.53101504,-0.6389011,-0.6142948,-0.6453626,-0.0310678
71,0.15342586,0.1737578,"('diffident', 'self-confident')",0.47816208,0.47094274,0.315794,0.3223503,0.0065563
72,-0.61824393,-0.65266484,"('unambitious', 'ambitious')",-0.51211804,-0.53002906,-0.565181,-0.591347,-0.026166
73,0.47854465,0.5463772,"('helpless', 'self-reliant')",-2.8567777,-2.7199345,-1.1891165,-1.0867786,0.1023379
74,-0.42110944,-0.3860648,"('undedicated', 'dedicated')",-0.7422012,-0.9633515,-0.5816553,-0.6747081,-0.0930528
75,-0.034523748,-0.022887673,"('meek', 'impulsive')",-0.32873425,-0.25276127,-0.181629,-0.1378245,0.0438045
