,whirlpool_male,whirlpool_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.816821,-1.9634544,"('unsociable', 'sociable')",-0.28091756,-0.43316218,-1.0488693,-1.1983082,-0.1494389
1,-0.87249255,-0.9164759,"('unfriendly', 'friendly')",2.0842962,1.923014,0.6059018,0.5032691,-0.1026327
2,-0.6385617,-0.60691124,"('unlikable', 'likable')",0.42736802,0.45652783,-0.1055969,-0.0751917,0.0304052
3,-1.3719091,-1.3327286,"('repellent', 'pleasant')",0.18231726,0.21026842,-0.5947959,-0.5612301,0.0335658
4,0.47619307,0.46006823,"('disliked', 'liked')",-6.59128,-6.6735516,-3.0575435,-3.1067417,-0.0491982
5,1.0927536,1.1584256,"('distant', 'outgoing')",0.21354258,0.1741005,0.6531481,0.666263,0.0131149
6,0.74167454,0.82700616,"('distant', 'open')",0.12193764,0.036597285,0.4318061,0.4318017,-4.4e-06
7,-1.8006836,-1.8433576,"('insensitive', 'sensitive')",0.0926721,0.08982274,-0.8540058,-0.8767674,-0.0227616
8,-0.37792742,-0.37664172,"('unaffectionate', 'affectionate')",1.1949788,1.0904377,0.4085257,0.356898,-0.0516277
9,-0.92552507,-0.9466376,"('unaffectionate', 'caring')",1.3914715,1.3610271,0.2329732,0.2071948,-0.0257784
10,-3.6543772,-3.722533,"('unsympathetic', 'sympathetic')",-1.1085325,-1.1399101,-2.3814549,-2.4312215,-0.0497666
11,-2.0036023,-2.0215728,"('unhelpful', 'helpful')",1.234241,1.3187718,-0.3846806,-0.3514005,0.0332801
12,-1.9084358,-1.8348702,"('unsupportive', 'supportive')",-2.1130705,-2.1018178,-2.0107532,-1.968344,0.0424092
13,-2.1171126,-2.2444553,"('impolite', 'polite')",-1.21309,-1.201603,-1.6651013,-1.7230291,-0.0579278
14,-1.4566767,-1.5698104,"('antisocial', 'social')",-0.4716305,-0.51879436,-0.9641536,-1.0443023,-0.0801487
15,0.9389228,0.905713,"('boring', 'funny')",0.26657256,0.2682928,0.6027477,0.5870029,-0.0157448
16,0.45325592,0.50367934,"('unpopular', 'popular')",0.31416297,0.2924665,0.3837094,0.3980729,0.0143635
17,-0.3444792,-0.272687,"('nasty', 'nice')",-0.3545661,-0.31452096,-0.3495227,-0.293604,0.0559187
18,-0.39712772,-0.38161957,"('disagreeable', 'welcoming')",-0.5466871,-0.6494474,-0.4719074,-0.5155334,-0.043626
19,-0.42612994,-0.32258427,"('inhospitable', 'hospitable')",-0.16614398,-0.14570768,-0.296137,-0.234146,0.061991
20,-0.7530734,-0.7730987,"('rough', 'thoughtful')",0.98625654,0.99294096,0.1165916,0.1099211,-0.0066705
21,-1.804601,-1.8329885,"('immoral', 'moral')",-0.86263865,-0.8399967,-1.3336198,-1.3364925,-0.0028727
22,-1.1632208,-1.2429756,"('untrustworthy', 'trustworthy')",-1.132559,-1.2062674,-1.1478899,-1.2246215,-0.0767316
23,-1.8969536,-1.9759125,"('insincere', 'sincere')",5.437912,5.3893213,1.7704792,1.7067044,-0.0637748
24,-1.9960837,-2.073091,"('dishonest', 'honest')",0.32438722,0.2902295,-0.8358483,-0.8914307,-0.0555824
25,0.78733367,0.8153628,"('egoistic', 'altruistic')",1.6749994,1.6950976,1.2311665,1.2552302,0.0240637
26,0.34826216,0.26752678,"('hardhearted', 'benevolent')",2.152835,2.0861304,1.2505485,1.1768286,-0.0737199
27,0.21194324,0.18380585,"('hardhearted', 'softhearted')",1.2995732,1.1898848,0.7557582,0.6868453,-0.0689129
28,-2.3561256,-2.4691947,"('disloyal', 'loyal')",1.072246,0.96839,-0.6419398,-0.7504023,-0.1084625
29,0.25841358,0.2065764,"('unfair', 'fair')",-0.1789411,-0.3163979,0.0397362,-0.0549107,-0.0946469
30,-1.5458264,-1.6581283,"('intolerant', 'tolerant')",0.66319394,0.6092574,-0.4413162,-0.5244354,-0.0831192
31,0.79488397,0.9489021,"('evil', 'good')",-0.25484034,-0.30086812,0.2700218,0.324017,0.0539952
32,-1.0721805,-1.1741289,"('unkind', 'kind')",0.5767436,0.45066804,-0.2477185,-0.3617304,-0.1140119
33,0.5056523,0.49341244,"('wrong', 'right')",-0.3546104,-0.36088562,0.0755209,0.0662634,-0.0092575
34,-0.95679754,-0.8294762,"('mean', 'honorable')",5.309184,5.4309816,2.1761932,2.3007526,0.1245594
35,1.9652647,1.9634306,"('corrupt', 'incorrupt')",0.15138982,0.08181141,1.0583272,1.022621,-0.0357062
36,0.55570364,0.62150216,"('hostile', 'amicable')",0.10512577,-0.066176996,0.3304147,0.2776626,-0.0527521
37,-0.51136744,-0.47893023,"('fake', 'genuine')",-0.10418777,-0.097049445,-0.3077776,-0.2879899,0.0197877
38,-1.2331785,-1.2172507,"('untruthful', 'truthful')",-0.2368959,-0.1955986,-0.7350372,-0.7064247,0.0286125
39,0.500884,0.4972226,"('exploitative', 'cooperative')",0.086987115,0.1610567,0.2939356,0.3291396,0.035204
40,-0.49070948,-0.5157572,"('stingy', 'generous')",-1.6849362,-1.7755986,-1.0878228,-1.1456779,-0.0578551
41,-1.0293067,-1.0870119,"('unforgiving', 'forgiving')",-0.2289217,-0.35252193,-0.6291142,-0.7197669,-0.0906527
42,-0.50363374,-0.46445662,"('unreliable', 'reliable')",-3.60491,-3.6642034,-2.0542717,-2.0643301,-0.0100584
43,-2.1796136,-2.2047336,"('irresponsible', 'responsible')",0.18769102,0.175002,-0.9959613,-1.0148658,-0.0189045
44,1.1080314,1.1514374,"('prejudiced', 'unprejudiced')",-1.5553901,-1.5350522,-0.2236794,-0.1918074,0.031872
45,-2.4187956,-2.432309,"('incompetent', 'competent')",-0.39883456,-0.46092886,-1.408815,-1.4466189,-0.0378039
46,-2.184764,-2.2315674,"('uncompetitive', 'competitive')",-1.3038472,-1.3436828,-1.7443056,-1.7876251,-0.0433195
47,-0.8325262,-0.8155242,"('stupid', 'smart')",5.033957,5.1255455,2.1007154,2.1550107,0.0542953
48,-1.6032209,-1.6223899,"('unintelligent', 'intelligent')",0.90040743,0.9318577,-0.3514068,-0.3452661,0.0061407
49,-0.4356194,-0.33641016,"('unable', 'able')",-0.055590414,-0.0019998997,-0.2456049,-0.169205,0.0763999
50,0.14219667,0.20836754,"('clumsy', 'skillful')",-0.072291814,-0.19968542,0.0349524,0.0043411,-0.0306113
51,-1.3497434,-1.4700847,"('uneducated', 'educated')",0.12530902,0.06529004,-0.6122172,-0.7023973,-0.0901801
52,0.6356431,0.5983457,"('irrational', 'rational')",0.5123223,0.37852705,0.5739827,0.4884364,-0.0855463
53,-0.4517397,-0.46917844,"('uncreative', 'creative')",0.6054189,0.50495225,0.0768396,0.0178869,-0.0589527
54,-0.61153513,-0.5773412,"('incapable', 'capable')",0.7949601,0.80909616,0.0917125,0.1158775,0.024165
55,-1.9996252,-2.0475297,"('incompetent', 'clever')",0.06962841,0.07758047,-0.9649984,-0.9849746,-0.0199762
56,-1.1894233,-1.2532239,"('impractical', 'practical')",-0.67794096,-0.6842977,-0.9336821,-0.9687608,-0.0350787
57,-1.4916563,-1.5610178,"('unimaginative', 'imaginative')",-3.0907085,-3.156085,-2.2911825,-2.3585515,-0.067369
58,-0.19465774,-0.24856366,"('undiscriminating', 'discriminating')",0.23013812,0.16334014,0.0177402,-0.0426118,-0.060352
59,0.83659136,0.8883189,"('foolish', 'wise')",0.36659697,0.35643122,0.6015942,0.6223751,0.0207809
60,-1.7778949,-1.8129914,"('inefficient', 'efficient')",-0.4283241,-0.30263346,-1.1031095,-1.0578125,0.045297
61,-1.0073211,-1.1317137,"('illogical', 'logical')",0.66578573,0.5389022,-0.1707677,-0.2964058,-0.1256381
62,-1.9003664,-1.8500593,"('incompetent', 'brilliant')",-0.03357306,0.08716098,-0.9669697,-0.8814492,0.0855205
63,-1.4453756,-1.4150879,"('unperceptive', 'insightful')",0.28180152,0.27554795,-0.581787,-0.56977,0.012017
64,-0.47439364,-0.53005314,"('shy', 'confident')",-6.555419,-6.59728,-3.5149064,-3.5636666,-0.0487602
65,-1.495789,-1.6293867,"('insecure', 'secure')",-0.7917658,-0.74785167,-1.1437774,-1.1886191,-0.0448417
66,-0.25978497,-0.18500401,"('inactive', 'active')",0.26173788,0.25276643,0.0009765,0.0338812,0.0329047
67,0.050078552,0.055702563,"('doubtful', 'determined')",-0.6593761,-0.6525761,-0.3046488,-0.2984368,0.006212
68,-0.16445771,-0.16966173,"('dependent', 'independent')",-0.68986326,-0.7257493,-0.4271605,-0.4477055,-0.020545
69,1.5821685,1.7202055,"('lazy', 'industrious')",-0.33781677,-0.28281572,0.6221758,0.7186949,0.0965191
70,-1.9662894,-2.0356376,"('lethargic', 'energetic')",-0.6361501,-0.64913505,-1.3012197,-1.3423864,-0.0411667
71,0.23486574,0.24147263,"('diffident', 'self-confident')",0.7917218,0.7987693,0.5132938,0.520121,0.0068272
72,-0.7746889,-0.7791998,"('unambitious', 'ambitious')",-0.60219616,-0.57983005,-0.6884425,-0.6795149,0.0089276
73,1.3847859,1.4005685,"('helpless', 'self-reliant')",-2.8573933,-2.8835526,-0.7363037,-0.741492,-0.0051883
74,-0.83741736,-0.8613982,"('undedicated', 'dedicated')",-0.41557845,-0.53319865,-0.6264979,-0.6972984,-0.0708005
75,1.1541728,1.2236205,"('meek', 'impulsive')",-0.75938636,-0.69658196,0.1973932,0.2635193,0.0661261
76,-0.8686874,-0.8528339,"('anxious', 'daring')",-0.7158549,-0.6717686,-0.7922711,-0.7623013,0.0299698
77,-1.2768171,-1.2170112,"('unmotivated', 'motivated')",-1.3274164,-1.1664337,-1.3021168,-1.1917224,0.1103944
78,-0.8741564,-0.7697999,"('nonresilient', 'resilient')",0.33930027,0.33842924,-0.2674281,-0.2156853,0.0517428
