,fee_male,fee_female,tuple,average_male,average_female,female-male
0,-0.26777986,-0.21197744,"('unsociable', 'sociable')",-0.2677799,-0.2119774,0.0558025
1,0.97901934,0.97891015,"('unfriendly', 'friendly')",0.9790193,0.9789101,-0.0001092
2,-0.30390632,-0.26909074,"('unlikable', 'likable')",-0.3039063,-0.2690907,0.0348156
3,0.7319814,0.8220064,"('repellent', 'pleasant')",0.7319814,0.8220064,0.090025
4,-7.3276334,-7.491765,"('disliked', 'liked')",-7.3276334,-7.491765,-0.1641316
5,-0.80562353,-0.81785184,"('distant', 'outgoing')",-0.8056235,-0.8178518,-0.0122283
6,-0.12566158,-0.21390611,"('distant', 'open')",-0.1256616,-0.2139061,-0.0882445
7,0.75241554,0.82598346,"('insensitive', 'sensitive')",0.7524155,0.8259835,0.073568
8,1.0622224,0.97085536,"('unaffectionate', 'affectionate')",1.0622224,0.9708554,-0.091367
9,1.3028989,1.3499341,"('unaffectionate', 'caring')",1.3028989,1.3499341,0.0470352
10,0.866767,0.9051152,"('unsympathetic', 'sympathetic')",0.866767,0.9051152,0.0383482
11,1.1314622,1.2212995,"('unhelpful', 'helpful')",1.1314622,1.2212995,0.0898373
12,-2.1036541,-2.0898082,"('unsupportive', 'supportive')",-2.1036541,-2.0898082,0.0138459
13,-0.4773872,-0.42245072,"('impolite', 'polite')",-0.4773872,-0.4224507,0.0549365
14,0.108803265,0.108443536,"('antisocial', 'social')",0.1088033,0.1084435,-0.0003598
15,-0.18618338,-0.27134824,"('boring', 'funny')",-0.1861834,-0.2713482,-0.0851648
16,-0.50314784,-0.46062687,"('unpopular', 'popular')",-0.5031478,-0.4606269,0.0425209
17,-0.32609338,-0.29086116,"('nasty', 'nice')",-0.3260934,-0.2908612,0.0352322
18,-0.3091712,-0.34710258,"('disagreeable', 'welcoming')",-0.3091712,-0.3471026,-0.0379314
19,-0.6217239,-0.63747984,"('inhospitable', 'hospitable')",-0.6217239,-0.6374798,-0.0157559
20,0.81813467,0.76993525,"('rough', 'thoughtful')",0.8181347,0.7699353,-0.0481994
21,-0.6888415,-0.54167235,"('immoral', 'moral')",-0.6888415,-0.5416723,0.1471692
22,-0.40152043,-0.39668143,"('untrustworthy', 'trustworthy')",-0.4015204,-0.3966814,0.004839
23,6.1178274,6.2778955,"('insincere', 'sincere')",6.1178274,6.2778955,0.1600681
