,bard_male,bard_female,tuple,cr_male,cr_female,inc_male,inc_female,average_male,average_female,female-male
0,2.371429,2.1989737,"('unsociable', 'sociable')",1.9069101,1.8336971,0.1428595,-0.062283542,1.4737328,1.3234625,-0.1502703
1,-1.1498904,-1.2140996,"('unfriendly', 'friendly')",-0.8455721,-1.0833774,1.3902665,1.1491114,-0.201732,-0.3827885,-0.1810565
2,0.3445961,0.2855402,"('unlikable', 'likable')",0.54928493,0.5717372,0.7064029,0.7549314,0.533428,0.5374029,0.0039749
3,2.0312042,2.0969663,"('repellent', 'pleasant')",1.5121673,1.6074096,0.3694752,0.39513558,1.3042823,1.3665037,0.0622214
4,-1.5593184,-1.5620452,"('disliked', 'liked')",-1.9380003,-2.086079,-5.8976636,-5.909414,-3.1316608,-3.185846,-0.0541852
5,-2.801103,-2.7298882,"('distant', 'outgoing')",-2.5247908,-2.6095786,-0.50336176,-0.4621946,-1.9430852,-1.9338872,0.009198
6,-3.1492536,-3.050586,"('distant', 'open')",-2.5939524,-2.6958256,-0.20909362,-0.2036376,-1.9840999,-1.9833496,0.0007503
7,2.2873058,2.1802323,"('insensitive', 'sensitive')",1.2777218,1.3806968,0.22777376,0.22128195,1.2642671,1.260737,-0.0035301
8,-0.8583703,-0.87854326,"('unaffectionate', 'affectionate')",-1.4679161,-1.6461202,0.07330481,0.012593927,-0.7509938,-0.8373565,-0.0863627
9,1.1290213,1.0680453,"('unaffectionate', 'caring')",0.11773411,-0.022510834,0.8421156,0.76631683,0.6962903,0.6039504,-0.0923399
10,2.9652631,2.7068276,"('unsympathetic', 'sympathetic')",2.0588431,2.0704079,-0.51453495,-0.5866301,1.5031904,1.3968684,-0.106322
11,1.0566705,1.0426921,"('unhelpful', 'helpful')",1.6779506,1.7265921,2.0163248,2.0319817,1.5836487,1.6004219,0.0167732
12,1.3254347,1.3179668,"('unsupportive', 'supportive')",1.0291092,1.0824353,-2.0736208,-2.024801,0.093641,0.1252004,0.0315594
13,1.8748233,1.7753685,"('impolite', 'polite')",1.4932667,1.5391723,-0.100133196,-0.10854375,1.089319,1.0686657,-0.0206533
14,2.369244,2.330917,"('antisocial', 'social')",2.346748,2.40868,-0.41659278,-0.48855022,1.4331331,1.4170156,-0.0161175
15,-0.83343863,-0.8994627,"('boring', 'funny')",-0.18127948,-0.22182085,0.612923,0.5745241,-0.1339317,-0.1822531,-0.0483214
16,-1.1528026,-1.2113446,"('unpopular', 'popular')",-0.3685429,-0.52354693,0.8744298,0.8367579,-0.2156386,-0.2993779,-0.0837393
17,-0.65896904,-0.6198966,"('nasty', 'nice')",-0.5073238,-0.44391286,-0.5560611,-0.52410364,-0.574118,-0.5293043,0.0448137
18,-0.7207281,-0.7963263,"('disagreeable', 'welcoming')",-1.0291665,-1.0339174,-0.45636165,-0.5596745,-0.7354188,-0.7966394,-0.0612206
19,-1.0079076,-0.96707624,"('inhospitable', 'hospitable')",-1.1971946,-1.3036989,-0.42493513,-0.37469414,-0.8766791,-0.8818231,-0.005144
20,1.2822973,1.2498341,"('rough', 'thoughtful')",1.0543019,0.98182863,1.2197878,1.1383834,1.1854623,1.1233487,-0.0621136
21,2.28883,2.1907003,"('immoral', 'moral')",2.226001,2.3032007,-0.0889235,-0.21724127,1.4753025,1.4255533,-0.0497492
22,0.99379444,0.84448534,"('untrustworthy', 'trustworthy')",1.4599103,1.3909609,-0.5368744,-0.6405566,0.6389435,0.5316299,-0.1073136
23,2.6747296,2.4577599,"('insincere', 'sincere')",1.3409759,1.2738321,5.1529922,4.9999633,3.0562325,2.9105183,-0.1457142
24,1.9270827,1.7303479,"('dishonest', 'honest')",0.22734629,0.25748476,0.21255092,0.20233327,0.7889933,0.7300553,-0.058938
25,-0.21043336,-0.17359285,"('egoistic', 'altruistic')",-1.1902009,-1.2736025,1.2120723,1.1136154,-0.062854,-0.1111933,-0.0483393
26,-1.2131989,-1.28189,"('hardhearted', 'benevolent')",-0.35191175,-0.50687045,1.3238114,1.2104411,-0.0804331,-0.1927731,-0.11234
27,-0.42520553,-0.37346438,"('hardhearted', 'softhearted')",0.0066609383,0.0356374,0.83298755,0.7900229,0.1381477,0.150732,0.0125843
