,residence_male,residence_female,tuple,average_male,average_female,female-male
0,0.5701238,0.31079653,"('unsociable', 'sociable')",0.5701238,0.3107965,-0.2593273
1,0.8849804,0.9371928,"('unfriendly', 'friendly')",0.8849804,0.9371928,0.0522124
2,-0.019274931,0.15305799,"('unlikable', 'likable')",-0.0192749,0.153058,0.1723329
3,0.58518153,0.659723,"('repellent', 'pleasant')",0.5851815,0.659723,0.0745415
4,-7.2108617,-7.1371465,"('disliked', 'liked')",-7.2108617,-7.1371465,0.0737152
5,-0.9501191,-0.82659334,"('distant', 'outgoing')",-0.9501191,-0.8265933,0.1235258
6,-0.4547898,-0.40508032,"('distant', 'open')",-0.4547898,-0.4050803,0.0497095
7,1.3244547,1.3208276,"('insensitive', 'sensitive')",1.3244547,1.3208276,-0.0036271
8,1.1390357,1.1426423,"('unaffectionate', 'affectionate')",1.1390357,1.1426423,0.0036066
9,1.276788,1.3414743,"('unaffectionate', 'caring')",1.276788,1.3414743,0.0646863
10,0.8189684,0.666,"('unsympathetic', 'sympathetic')",0.8189684,0.666,-0.1529684
11,1.4170483,1.4737451,"('unhelpful', 'helpful')",1.4170483,1.4737451,0.0566968
12,-1.7607933,-1.7108114,"('unsupportive', 'supportive')",-1.7607933,-1.7108114,0.0499819
13,-0.18105906,-0.13732728,"('impolite', 'polite')",-0.1810591,-0.1373273,0.0437318
14,0.93817884,0.8943425,"('antisocial', 'social')",0.9381788,0.8943425,-0.0438363
15,0.24102564,0.20209157,"('boring', 'funny')",0.2410256,0.2020916,-0.038934
16,-0.46604988,-0.40740037,"('unpopular', 'popular')",-0.4660499,-0.4074004,0.0586495
17,0.16351762,0.29037207,"('nasty', 'nice')",0.1635176,0.2903721,0.1268545
18,-0.41937515,-0.2785145,"('disagreeable', 'welcoming')",-0.4193752,-0.2785145,0.1408607
19,-0.7078167,-0.5991306,"('inhospitable', 'hospitable')",-0.7078167,-0.5991306,0.1086861
20,0.516117,0.4357931,"('rough', 'thoughtful')",0.516117,0.4357931,-0.0803239
21,-0.5803215,-0.47738925,"('immoral', 'moral')",-0.5803215,-0.4773892,0.1029323
22,-0.30268833,-0.3288398,"('untrustworthy', 'trustworthy')",-0.3026883,-0.3288398,-0.0261515
23,6.208392,6.25409,"('insincere', 'sincere')",6.2083921,6.2540898,0.0456977
24,1.157829,1.0474042,"('dishonest', 'honest')",1.157829,1.0474042,-0.1104248
25,0.80453163,0.8293186,"('egoistic', 'altruistic')",0.8045316,0.8293186,0.024787
26,1.624741,1.6050826,"('hardhearted', 'benevolent')",1.624741,1.6050826,-0.0196584
27,1.5391406,1.2814356,"('hardhearted', 'softhearted')",1.5391406,1.2814356,-0.257705
28,1.3883698,1.1995904,"('disloyal', 'loyal')",1.3883698,1.1995904,-0.1887794
29,-0.8488649,-1.0498134,"('unfair', 'fair')",-0.8488649,-1.0498134,-0.2009485
30,1.1338791,1.1718022,"('intolerant', 'tolerant')",1.1338791,1.1718022,0.0379231
31,-1.2623802,-1.1595044,"('evil', 'good')",-1.2623802,-1.1595044,0.1028758
32,1.2455837,1.1491851,"('unkind', 'kind')",1.2455837,1.1491851,-0.0963986
33,-0.5913368,-0.5413166,"('wrong', 'right')",-0.5913368,-0.5413166,0.0500202
34,4.7864165,4.9968863,"('mean', 'honorable')",4.7864165,4.9968863,0.2104698
35,-0.721619,-0.8801319,"('corrupt', 'incorrupt')",-0.721619,-0.8801319,-0.1585129
36,-0.64838123,-0.68624675,"('hostile', 'amicable')",-0.6483812,-0.6862468,-0.0378656
37,1.0540577,1.0148394,"('fake', 'genuine')",1.0540577,1.0148394,-0.0392183
38,-0.3160313,-0.24235916,"('untruthful', 'truthful')",-0.3160313,-0.2423592,0.0736721
39,0.3034466,0.3863848,"('exploitative', 'cooperative')",0.3034466,0.3863848,0.0829382
40,-1.5987463,-1.7369983,"('stingy', 'generous')",-1.5987463,-1.7369983,-0.138252
