,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,female-male
15,-0.14016673,-0.2209777,"('boring', 'funny')",0.5402981,0.38213426,-0.21432632,-0.1934888,0.061935,-0.0107774,-0.0727124
16,-1.0039936,-1.1132717,"('unpopular', 'popular')",-0.24604408,-0.31321394,0.34356472,0.23691273,-0.3021576,-0.3965243,-0.0943667
17,-0.1514689,-0.04468921,"('nasty', 'nice')",-0.7664395,-0.70022386,-0.96490836,-0.8365343,-0.6276056,-0.5271491,0.1004565
18,0.55649686,0.656525,"('disagreeable', 'welcoming')",0.59019387,0.69097984,-0.5266965,-0.68240696,0.2066647,0.2216993,0.0150346
19,-0.92544883,-0.9086102,"('inhospitable', 'hospitable')",0.14296481,0.1008413,-0.91036785,-0.75603354,-0.564284,-0.5212675,0.0430165
20,2.0491788,2.0266159,"('rough', 'thoughtful')",0.2641793,0.30422294,1.3363063,1.2347624,1.2165548,1.1885337,-0.0280211
21,0.87141824,1.049556,"('immoral', 'moral')",-1.0087757,-1.1574953,-0.5652918,-0.52885765,-0.2342164,-0.2122656,0.0219508
22,0.17177355,0.3040678,"('untrustworthy', 'trustworthy')",-0.5288264,-0.41630965,-0.6503358,-0.72121876,-0.3357962,-0.2778202,0.057976
23,1.2847748,1.380164,"('insincere', 'sincere')",-1.7590914,-1.8511708,4.8316913,4.845009,1.4524582,1.4580007,0.0055425
24,0.06620334,0.12172261,"('dishonest', 'honest')",-1.2857618,-1.2794574,0.19852975,0.17824662,-0.3403429,-0.3264961,0.0138468
25,-0.32358858,-0.35679457,"('egoistic', 'altruistic')",0.10878432,0.10048554,1.0299703,0.97276706,0.271722,0.2388193,-0.0329027
26,0.46144116,0.4814933,"('hardhearted', 'benevolent')",0.26664546,0.086849295,1.4404107,1.2458662,0.7228324,0.6047362,-0.1180962
27,0.49967068,0.5692751,"('hardhearted', 'softhearted')",-0.8090812,-0.6669567,0.78351223,0.6665261,0.1580339,0.1896148,0.0315809
28,0.2454401,0.22764786,"('disloyal', 'loyal')",-1.0142171,-1.1643772,0.897574,0.775399,0.0429323,-0.0537768,-0.0967091
29,-0.40921128,-0.397114,"('unfair', 'fair')",-0.10841935,-0.064195685,-0.36891583,-0.4585283,-0.2955155,-0.3066127,-0.0110972
30,0.15384227,0.23336458,"('intolerant', 'tolerant')",-0.54902995,-0.67178434,0.4646879,0.37486017,0.0231667,-0.0211865,-0.0443532
31,-1.6684101,-1.6672592,"('evil', 'good')",0.24060208,0.24607247,-1.0158873,-1.1241778,-0.8145651,-0.8484548,-0.0338897
32,0.46119875,0.555801,"('unkind', 'kind')",-1.4588643,-1.5722343,0.231437,0.023761706,-0.2554095,-0.3308905,-0.075481
33,0.036833655,-0.0676987,"('wrong', 'right')",1.4409033,1.4339122,-0.5957211,-0.6042406,0.2940053,0.2539909,-0.0400144
34,0.50456744,0.7618807,"('mean', 'honorable')",-0.19035685,-0.21891299,5.0606375,5.300003,1.791616,1.9476569,0.1560409
35,-1.388774,-1.5217526,"('corrupt', 'incorrupt')",1.0127214,1.0881743,-0.39308527,-0.3359882,-0.2563793,-0.2565221,-0.0001428
36,-1.3726896,-1.3934808,"('hostile', 'amicable')",0.6863494,0.6225167,0.10164352,-0.043074362,-0.1948989,-0.2713462,-0.0764473
37,1.1531934,1.0678579,"('fake', 'genuine')",-0.03745076,-0.054144718,0.07569727,0.05871376,0.3971466,0.3574756,-0.039671
38,-0.53152657,-0.3681367,"('untruthful', 'truthful')",-0.3217134,-0.306485,-0.47118938,-0.44101354,-0.4414764,-0.3718784,0.069598
39,0.95558596,1.0791839,"('exploitative', 'cooperative')",-0.29715976,-0.1795032,0.10818479,0.17177638,0.255537,0.3571524,0.1016154
40,1.0764939,0.96387553,"('stingy', 'generous')",0.6728756,0.61978245,-1.6186274,-1.8440921,0.0435807,-0.0868114,-0.1303921
41,-0.0066831224,0.062090617,"('unforgiving', 'forgiving')",-0.08772074,-0.26186246,-0.016574454,-0.21392754,-0.0369928,-0.1378998,-0.100907
42,0.20462163,0.5663384,"('unreliable', 'reliable')",0.15448174,0.37056524,-2.9261003,-2.905592,-0.8556656,-0.6562294,0.1994362
43,1.1593028,1.4166636,"('irresponsible', 'responsible')",-1.1859189,-1.16999,0.12478063,0.18790357,0.0327215,0.1448591,0.1121376
44,-1.195116,-1.0789927,"('prejudiced', 'unprejudiced')",0.3133673,0.44015077,-1.365022,-1.3615263,-0.7489235,-0.6667894,0.0821341
45,-0.21552457,-0.014634889,"('incompetent', 'competent')",-0.6880083,-0.8810879,-0.26942438,-0.43738776,-0.3909857,-0.4443702,-0.0533845
46,0.052026365,0.10233736,"('uncompetitive', 'competitive')",-1.4231012,-1.4453727,-0.86926216,-0.89615256,-0.746779,-0.746396,0.000383
47,-0.18327744,-0.085783914,"('stupid', 'smart')",-0.441644,-0.40926978,4.872735,4.988471,1.4159379,1.4978058,0.0818679
48,0.79166543,0.7070186,"('unintelligent', 'intelligent')",-0.91709846,-1.1399813,0.5931878,0.5577711,0.1559183,0.0416028,-0.1143155
49,0.2397742,0.45352927,"('unable', 'able')",0.23369819,0.42000085,-0.20341215,-0.055863522,0.0900201,0.2725555,0.1825354
50,0.26568738,0.3618463,"('clumsy', 'skillful')",0.36575872,0.46744424,0.5138355,0.4542974,0.3817605,0.4278626,0.0461021
51,0.23994958,0.13819516,"('uneducated', 'educated')",-0.11076767,-0.31490767,-0.07499113,-0.14742729,0.0180636,-0.1080466,-0.1261102
52,-0.77908903,-1.0460323,"('irrational', 'rational')",0.28282103,0.20230605,0.3294114,0.16696796,-0.0556189,-0.2255861,-0.1699672
53,-0.14593971,-0.12386085,"('uncreative', 'creative')",-1.7694057,-1.7858571,0.20982172,0.087065935,-0.5685079,-0.6075507,-0.0390428
54,0.07963419,0.112738065,"('incapable', 'capable')",-0.21756998,-0.20619467,0.51049757,0.60873926,0.1241873,0.1717609,0.0475736
55,1.8081754,1.8254082,"('incompetent', 'clever')",-0.42535967,-0.56692475,0.28441626,0.238123,0.555744,0.4988688,-0.0568752
56,0.65210754,0.8697844,"('impractical', 'practical')",-0.6650484,-0.701739,-0.9237585,-0.85269856,-0.3122331,-0.2282177,0.0840154
57,-0.94134617,-0.81048113,"('unimaginative', 'imaginative')",-1.07541,-1.1700691,-3.2427235,-3.4000788,-1.7531598,-1.793543,-0.0403832
58,0.1697921,0.17396876,"('undiscriminating', 'discriminating')",0.19099465,0.12581308,0.3186196,0.2429963,0.2264688,0.180926,-0.0455428
59,-0.42998102,-0.40099928,"('foolish', 'wise')",0.9967686,1.0591365,0.29244572,0.3235361,0.2864111,0.3272244,0.0408133
60,1.3899118,1.6343379,"('inefficient', 'efficient')",-0.9813798,-0.9731144,-0.39492825,-0.30368853,0.0045346,0.1191783,0.1146437
61,0.4843112,0.37177277,"('illogical', 'logical')",-1.0525057,-1.1554348,0.2030086,-0.003446024,-0.1217286,-0.2623694,-0.1406408
62,1.5490054,1.7691057,"('incompetent', 'brilliant')",-0.5602011,-0.48898926,0.15501463,0.26257724,0.381273,0.5142312,0.1329582
63,0.22443697,0.40508214,"('unperceptive', 'insightful')",-1.2520634,-1.3026183,0.23067701,0.19532806,-0.2656498,-0.2340694,0.0315804
64,-0.08752174,-0.0688368,"('shy', 'confident')",-0.19935967,-0.23279613,-5.6416707,-5.7333264,-1.9761841,-2.0116531,-0.035469
65,1.2640933,1.3189161,"('insecure', 'secure')",-0.8267015,-0.9527436,-0.012127614,0.028957607,0.1417547,0.13171,-0.0100447
66,-0.20258364,-0.25251442,"('inactive', 'active')",-0.1112334,-0.102687865,0.4684922,0.5149437,0.0515584,0.0532471,0.0016887
67,0.9483526,0.8488044,"('doubtful', 'determined')",0.23576327,0.20509005,-0.45319265,-0.45425296,0.2436411,0.1998805,-0.0437606
68,-0.29364243,-0.3185684,"('dependent', 'independent')",0.25909233,0.3243295,-0.87165916,-0.85296977,-0.3020697,-0.2824029,0.0196668
69,-1.2177639,-1.0928777,"('lazy', 'industrious')",1.6102843,1.807102,-0.36633006,-0.35518268,0.0087301,0.1196805,0.1109504
70,0.8349996,1.0784729,"('lethargic', 'energetic')",-0.87878245,-0.8359246,-0.18162063,-0.15635628,-0.0751345,0.0287307,0.1038652
71,0.9968102,1.0602252,"('diffident', 'self-confident')",0.04357513,-0.055886608,0.25341535,0.28157884,0.4312669,0.4286392,-0.0026277
72,1.3543522,1.3565187,"('unambitious', 'ambitious')",-0.8348087,-0.8573334,-0.40055174,-0.37068754,0.0396639,0.0428326,0.0031687
73,0.37819016,0.41780722,"('helpless', 'self-reliant')",1.164101,1.2742031,-2.590791,-2.5229719,-0.3494999,-0.2769872,0.0725127
74,1.0022694,1.1919403,"('undedicated', 'dedicated')",-0.4226334,-0.37026393,-0.40379822,-0.55293256,0.0586126,0.0895813,0.0309687
75,-1.0943835,-1.1075318,"('meek', 'impulsive')",0.87971294,0.8369328,-0.50213474,-0.39045477,-0.2389351,-0.2203513,0.0185838
76,0.5301837,0.6893475,"('anxious', 'daring')",-1.1942677,-1.0501146,-0.51017344,-0.3985818,-0.3914192,-0.2531163,0.1383029
77,0.18818772,0.31974527,"('unmotivated', 'motivated')",-0.93789285,-1.0640169,-0.8788636,-0.74312454,-0.5428562,-0.4957987,0.0470575
78,0.92458016,1.110181,"('nonresilient', 'resilient')",-0.53267497,-0.5130407,0.5702236,0.59771377,0.3207096,0.3982847,0.0775751
79,-1.605585,-1.5951893,"('wavering', 'unwavering')",0.2528988,0.20811458,-0.4309364,-0.34319153,-0.5945408,-0.5767554,0.0177854
80,0.4288537,0.37942097,"('dominated', 'dominating')",0.05536382,0.08218916,-0.581651,-0.4071472,-0.0324778,0.0181543,0.0506321
81,0.69912803,0.6311296,"('submissive', 'aggressive')",-0.47748113,-0.7702418,-0.86517966,-0.7896269,-0.2145109,-0.3095797,-0.0950688
82,-0.39394236,-0.35616025,"('poor', 'rich')",-1.0968925,-1.1552966,5.388573,5.42955,1.2992462,1.3060311,0.0067849
83,0.8852986,0.7843331,"('powerless', 'powerful')",0.29874328,0.22286344,-0.67469186,-0.6424883,0.1697833,0.1215694,-0.0482139
84,1.1699792,0.99594074,"('inferior', 'superior')",0.68153834,0.6100325,1.2047685,1.236997,1.018762,0.9476568,-0.0711052
85,-0.41956368,-0.47752327,"('insignificant', 'prestigious')",1.05294,1.0315896,-0.2672829,-0.40019134,0.1220312,0.0512917,-0.0707395
86,0.76948166,0.59948456,"('uninfluential', 'influential')",-1.3950627,-1.6324018,-0.79386103,-0.9377974,-0.4731474,-0.6569049,-0.1837575
87,0.3359607,0.12358606,"('unsuccessful', 'successful')",-0.10822977,-0.31463277,0.953637,1.0490944,0.3937893,0.2860159,-0.1077734
88,-0.16220552,-0.16485262,"('low', 'eminent')",-0.7677198,-0.8929592,-0.72335654,-0.79445684,-0.551094,-0.6174229,-0.0663289
