,carefusion_male,carefusion_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.44932723,0.43385145,"('unsociable', 'sociable')",0.07197372,-0.0031825434,0.2606505,0.2153345,-0.045316
1,-0.2854389,-0.2948438,"('unfriendly', 'friendly')",1.2389928,1.1309308,0.476777,0.4180435,-0.0587335
2,0.60972816,0.60366535,"('unlikable', 'likable')",0.6437586,0.6104928,0.6267434,0.6070791,-0.0196643
3,-0.2029317,-0.059523255,"('repellent', 'pleasant')",0.71006435,0.8147214,0.2535663,0.3775991,0.1240328
4,-0.22062439,-0.18664937,"('disliked', 'liked')",-6.806579,-6.934154,-3.5136018,-3.5604017,-0.0467999
5,0.27678424,0.23001665,"('distant', 'outgoing')",-0.36843318,-0.42363083,-0.0458245,-0.0968071,-0.0509826
6,-0.26335457,-0.2820132,"('distant', 'open')",-0.67441994,-0.7177474,-0.4688873,-0.4998803,-0.030993
7,0.50601643,0.60056967,"('insensitive', 'sensitive')",0.4003031,0.46413198,0.4531597,0.5323508,0.0791911
8,-0.620659,-0.6340638,"('unaffectionate', 'affectionate')",0.29241705,0.28611302,-0.164121,-0.1739754,-0.0098544
9,1.3572613,1.4095519,"('unaffectionate', 'caring')",1.1430056,1.1938208,1.2501335,1.3016863,0.0515528
10,0.12297398,0.2128224,"('unsympathetic', 'sympathetic')",-0.26707768,-0.2012,-0.0720519,0.0058112,0.0778631
11,1.2214015,1.246728,"('unhelpful', 'helpful')",2.2756126,2.3138833,1.748507,1.7803056,0.0317986
12,2.1058934,2.2507644,"('unsupportive', 'supportive')",-1.7675962,-1.7623228,0.1691486,0.2442208,0.0750722
13,0.8879726,0.850158,"('impolite', 'polite')",-0.31073427,-0.27007794,0.2886192,0.29004,0.0014208
14,0.48547557,0.56777966,"('antisocial', 'social')",0.041098043,0.04577326,0.2632868,0.3067765,0.0434897
15,0.10627563,0.004248768,"('boring', 'funny')",-0.16720407,-0.19296671,-0.0304642,-0.094359,-0.0638948
16,-0.9018647,-0.8632125,"('unpopular', 'popular')",0.17765304,0.17984182,-0.3621058,-0.3416854,0.0204204
17,0.34509724,0.3892658,"('nasty', 'nice')",-0.3656332,-0.34912392,-0.010268,0.0200709,0.0303389
18,0.27676868,0.3030013,"('disagreeable', 'welcoming')",-0.23703809,-0.3348653,0.0198653,-0.015932,-0.0357973
19,-0.7365876,-0.7821792,"('inhospitable', 'hospitable')",-0.57318884,-0.57332563,-0.6548882,-0.6777524,-0.0228642
20,-0.5649379,-0.551978,"('rough', 'thoughtful')",0.7220649,0.67803323,0.0785635,0.0630276,-0.0155359
21,0.97830915,0.9703624,"('immoral', 'moral')",-0.043892406,0.015011954,0.4672084,0.4926872,0.0254788
