,drink_male,drink_female,tuple,average_male,average_female,female-male
0,0.21329379,0.21620855,"('unsociable', 'sociable')",0.2132938,0.2162085,0.0029147
1,1.1037621,0.8509303,"('unfriendly', 'friendly')",1.1037621,0.8509303,-0.2528318
2,0.08563752,0.23318318,"('unlikable', 'likable')",0.0856375,0.2331832,0.1475457
3,0.7405123,0.93126416,"('repellent', 'pleasant')",0.7405123,0.9312642,0.1907519
4,-7.127753,-7.306754,"('disliked', 'liked')",-7.1277528,-7.3067541,-0.1790013
5,-0.5299716,-0.65146327,"('distant', 'outgoing')",-0.5299716,-0.6514633,-0.1214917
6,-0.15777744,-0.39334056,"('distant', 'open')",-0.1577774,-0.3933406,-0.2355632
7,1.1961268,1.1561258,"('insensitive', 'sensitive')",1.1961268,1.1561258,-0.040001
8,0.9888349,0.6861245,"('unaffectionate', 'affectionate')",0.9888349,0.6861245,-0.3027104
9,1.6539634,1.5576442,"('unaffectionate', 'caring')",1.6539634,1.5576442,-0.0963192
10,1.0034454,1.140042,"('unsympathetic', 'sympathetic')",1.0034454,1.1400419,0.1365965
11,1.775254,1.9913822,"('unhelpful', 'helpful')",1.775254,1.9913822,0.2161282
12,-1.4687325,-1.5100605,"('unsupportive', 'supportive')",-1.4687325,-1.5100605,-0.041328
13,0.17167354,0.37151197,"('impolite', 'polite')",0.1716735,0.371512,0.1998385
14,0.20468836,0.24600628,"('antisocial', 'social')",0.2046884,0.2460063,0.0413179
15,0.277188,0.16302025,"('boring', 'funny')",0.277188,0.1630203,-0.1141677
16,-0.2935188,-0.2989121,"('unpopular', 'popular')",-0.2935188,-0.2989121,-0.0053933
17,-0.2164175,-0.1830523,"('nasty', 'nice')",-0.2164175,-0.1830523,0.0333652
18,-0.8747331,-0.9488709,"('disagreeable', 'welcoming')",-0.8747331,-0.9488709,-0.0741378
19,-1.1032317,-1.1816726,"('inhospitable', 'hospitable')",-1.1032317,-1.1816726,-0.0784409
20,1.1484741,1.1040149,"('rough', 'thoughtful')",1.1484741,1.1040149,-0.0444592
21,0.13317975,0.44564903,"('immoral', 'moral')",0.1331798,0.445649,0.3124692
22,-0.37957895,-0.35160503,"('untrustworthy', 'trustworthy')",-0.3795789,-0.351605,0.0279739
23,6.145065,6.324962,"('insincere', 'sincere')",6.1450648,6.3249621,0.1798973
24,1.5776577,1.4854689,"('dishonest', 'honest')",1.5776577,1.4854689,-0.0921888
25,0.32680044,0.188107,"('egoistic', 'altruistic')",0.3268004,0.188107,-0.1386934
26,1.0372162,0.6929488,"('hardhearted', 'benevolent')",1.0372162,0.6929488,-0.3442674
27,1.4574122,1.1807511,"('hardhearted', 'softhearted')",1.4574122,1.1807511,-0.2766611
28,1.1613812,1.0932208,"('disloyal', 'loyal')",1.1613812,1.0932208,-0.0681604
29,-0.3399867,-0.53817904,"('unfair', 'fair')",-0.3399867,-0.538179,-0.1981923
30,0.60626906,0.7487793,"('intolerant', 'tolerant')",0.6062691,0.7487793,0.1425102
31,-1.8855321,-2.1790833,"('evil', 'good')",-1.8855321,-2.1790833,-0.2935512
32,1.2487768,1.1954645,"('unkind', 'kind')",1.2487768,1.1954645,-0.0533123
33,-0.5041748,-0.6257085,"('wrong', 'right')",-0.5041748,-0.6257085,-0.1215337
34,4.140722,4.3287644,"('mean', 'honorable')",4.1407218,4.3287644,0.1880426
35,-1.2123389,-1.6252452,"('corrupt', 'incorrupt')",-1.2123389,-1.6252452,-0.4129063
36,-0.9489435,-1.2613565,"('hostile', 'amicable')",-0.9489435,-1.2613565,-0.312413
37,0.7419124,0.6699506,"('fake', 'genuine')",0.7419124,0.6699506,-0.0719618
38,-0.64839494,-0.55741507,"('untruthful', 'truthful')",-0.6483949,-0.5574151,0.0909798
39,0.36510235,0.42756307,"('exploitative', 'cooperative')",0.3651024,0.4275631,0.0624607
