,speaking_male,speaking_female,tuple,average_male,average_female,female-male
0,-0.47622618,-0.49955365,"('unsociable', 'sociable')",-0.4762262,-0.4995537,-0.0233275
1,1.1997939,1.2078823,"('unfriendly', 'friendly')",1.1997939,1.2078823,0.0080884
2,-0.12039201,-0.049404927,"('unlikable', 'likable')",-0.120392,-0.0494049,0.0709871
3,0.7679566,0.84646165,"('repellent', 'pleasant')",0.7679566,0.8464617,0.0785051
4,-6.9809165,-7.103179,"('disliked', 'liked')",-6.9809165,-7.103179,-0.1222625
5,-0.31000537,-0.30038512,"('distant', 'outgoing')",-0.3100054,-0.3003851,0.0096203
6,0.41029957,0.36116016,"('distant', 'open')",0.4102996,0.3611602,-0.0491394
7,0.7043942,0.72937185,"('insensitive', 'sensitive')",0.7043942,0.7293718,0.0249776
8,1.0439326,0.9491175,"('unaffectionate', 'affectionate')",1.0439326,0.9491175,-0.0948151
9,1.2679279,1.3150108,"('unaffectionate', 'caring')",1.2679279,1.3150108,0.0470829
10,0.6637899,0.684866,"('unsympathetic', 'sympathetic')",0.6637899,0.684866,0.0210761
11,1.0625026,1.1444386,"('unhelpful', 'helpful')",1.0625026,1.1444386,0.081936
12,-1.9819387,-1.9564267,"('unsupportive', 'supportive')",-1.9819387,-1.9564267,0.025512
13,-0.56719804,-0.55768377,"('impolite', 'polite')",-0.567198,-0.5576838,0.0095142
14,-0.001305352,-0.070572086,"('antisocial', 'social')",-0.0013054,-0.0705721,-0.0692667
15,0.039115027,-0.058761053,"('boring', 'funny')",0.039115,-0.0587611,-0.0978761
16,-0.3843274,-0.36847264,"('unpopular', 'popular')",-0.3843274,-0.3684726,0.0158548
17,-0.36058822,-0.2815518,"('nasty', 'nice')",-0.3605882,-0.2815518,0.0790364
18,-0.20742941,-0.23756634,"('disagreeable', 'welcoming')",-0.2074294,-0.2375663,-0.0301369
19,-0.556015,-0.5914904,"('inhospitable', 'hospitable')",-0.556015,-0.5914904,-0.0354754
20,0.93240994,0.91429967,"('rough', 'thoughtful')",0.9324099,0.9142997,-0.0181102
21,-0.67382693,-0.5481638,"('immoral', 'moral')",-0.6738269,-0.5481638,0.1256631
22,-0.5115783,-0.52882874,"('untrustworthy', 'trustworthy')",-0.5115783,-0.5288287,-0.0172504
23,5.798256,5.8888044,"('insincere', 'sincere')",5.7982559,5.8888044,0.0905485
24,1.4001484,1.2856907,"('dishonest', 'honest')",1.4001484,1.2856907,-0.1144577
25,0.87254554,0.8261003,"('egoistic', 'altruistic')",0.8725455,0.8261003,-0.0464452
26,1.0550073,0.9804362,"('hardhearted', 'benevolent')",1.0550073,0.9804362,-0.0745711
27,1.9384184,1.7808805,"('hardhearted', 'softhearted')",1.9384184,1.7808805,-0.1575379
28,0.96044785,0.9487289,"('disloyal', 'loyal')",0.9604478,0.9487289,-0.0117189
29,-0.41195673,-0.53361464,"('unfair', 'fair')",-0.4119567,-0.5336146,-0.1216579
30,0.6638108,0.65959823,"('intolerant', 'tolerant')",0.6638108,0.6595982,-0.0042126
31,-0.9357808,-0.949167,"('evil', 'good')",-0.9357808,-0.949167,-0.0133862
32,0.810569,0.77353746,"('unkind', 'kind')",0.810569,0.7735375,-0.0370315
33,-0.6649743,-0.68934005,"('wrong', 'right')",-0.6649743,-0.6893401,-0.0243658
34,4.3398323,4.4841647,"('mean', 'honorable')",4.3398323,4.4841647,0.1443324
35,-0.12433721,-0.33290368,"('corrupt', 'incorrupt')",-0.1243372,-0.3329037,-0.2085665
36,-0.50895876,-0.56640047,"('hostile', 'amicable')",-0.5089588,-0.5664005,-0.0574417
37,0.8901534,0.86994374,"('fake', 'genuine')",0.8901534,0.8699437,-0.0202097
38,-0.5526042,-0.4902122,"('untruthful', 'truthful')",-0.5526042,-0.4902122,0.062392
39,0.4779535,0.444035,"('exploitative', 'cooperative')",0.4779535,0.444035,-0.0339185
40,-1.1710131,-1.3525873,"('stingy', 'generous')",-1.1710131,-1.3525873,-0.1815742
41,-0.30296108,-0.30030072,"('unforgiving', 'forgiving')",-0.3029611,-0.3003007,0.0026604
42,-2.1038094,-2.1429517,"('unreliable', 'reliable')",-2.1038094,-2.1429517,-0.0391423
43,0.5619463,0.5875786,"('irresponsible', 'responsible')",0.5619463,0.5875786,0.0256323
44,-0.54923767,-0.5341468,"('prejudiced', 'unprejudiced')",-0.5492377,-0.5341468,0.0150909
45,-0.11448821,-0.17128164,"('incompetent', 'competent')",-0.1144882,-0.1712816,-0.0567934
46,-0.7677553,-0.78604835,"('uncompetitive', 'competitive')",-0.7677553,-0.7860484,-0.0182931
47,4.863169,5.013427,"('stupid', 'smart')",4.8631692,5.0134268,0.1502576
48,0.02262126,0.026193067,"('unintelligent', 'intelligent')",0.0226213,0.0261931,0.0035718
49,-0.055362813,-0.046088547,"('unable', 'able')",-0.0553628,-0.0460885,0.0092743
50,-0.5225692,-0.5218931,"('clumsy', 'skillful')",-0.5225692,-0.5218931,0.0006761
51,0.38583952,0.31778067,"('uneducated', 'educated')",0.3858395,0.3177807,-0.0680588
52,-0.111450516,-0.19648786,"('irrational', 'rational')",-0.1114505,-0.1964879,-0.0850374
53,-0.07770237,-0.109323114,"('uncreative', 'creative')",-0.0777024,-0.1093231,-0.0316207
54,0.86929363,0.913591,"('incapable', 'capable')",0.8692936,0.913591,0.0442974
55,0.28509343,0.31245503,"('incompetent', 'clever')",0.2850934,0.312455,0.0273616
56,-0.0016803928,0.0013890453,"('impractical', 'practical')",-0.0016804,0.001389,0.0030694
57,-2.6421206,-2.6161354,"('unimaginative', 'imaginative')",-2.6421206,-2.6161354,0.0259852
58,0.035884697,0.03214757,"('undiscriminating', 'discriminating')",0.0358847,0.0321476,-0.0037371
59,0.031807818,0.058420144,"('foolish', 'wise')",0.0318078,0.0584201,0.0266123
60,-0.31924897,-0.19486475,"('inefficient', 'efficient')",-0.319249,-0.1948647,0.1243843
61,0.3175743,0.19941199,"('illogical', 'logical')",0.3175743,0.199412,-0.1181623
62,0.015790202,0.09588904,"('incompetent', 'brilliant')",0.0157902,0.095889,0.0800988
63,-0.3848613,-0.33428687,"('unperceptive', 'insightful')",-0.3848613,-0.3342869,0.0505744
64,-6.163894,-6.161477,"('shy', 'confident')",-6.1638942,-6.1614771,0.0024171
65,-0.12924224,-0.06603376,"('insecure', 'secure')",-0.1292422,-0.0660338,0.0632084
66,0.46333563,0.36068395,"('inactive', 'active')",0.4633356,0.3606839,-0.1026517
67,-0.590689,-0.52363604,"('doubtful', 'determined')",-0.590689,-0.523636,0.067053
68,-0.6117808,-0.6596436,"('dependent', 'independent')",-0.6117808,-0.6596436,-0.0478628
69,-1.6073111,-1.63458,"('lazy', 'industrious')",-1.6073111,-1.63458,-0.0272689
70,1.1874213,1.1296241,"('lethargic', 'energetic')",1.1874213,1.1296241,-0.0577972
71,0.90147644,0.8889625,"('diffident', 'self-confident')",0.9014764,0.8889625,-0.0125139
72,0.35991043,0.4794952,"('unambitious', 'ambitious')",0.3599104,0.4794952,0.1195848
73,-2.761912,-2.753098,"('helpless', 'self-reliant')",-2.7619121,-2.753098,0.0088141
74,0.14466597,0.050876353,"('undedicated', 'dedicated')",0.144666,0.0508764,-0.0937896
75,-0.5331211,-0.4572984,"('meek', 'impulsive')",-0.5331211,-0.4572984,0.0758227
76,0.58673704,0.58199805,"('anxious', 'daring')",0.586737,0.5819981,-0.0047389
77,-1.8412532,-1.6404467,"('unmotivated', 'motivated')",-1.8412532,-1.6404467,0.2008065
78,-0.96043646,-0.9548456,"('nonresilient', 'resilient')",-0.9604365,-0.9548456,0.0055909
79,-0.15425067,-0.1514276,"('wavering', 'unwavering')",-0.1542507,-0.1514276,0.0028231
80,-0.317249,-0.3945713,"('dominated', 'dominating')",-0.317249,-0.3945713,-0.0773223
