,zoo_male,zoo_female,tuple,average_male,average_female,female-male
0,0.07898234,0.0387147,"('unsociable', 'sociable')",0.0789823,0.0387147,-0.0402676
1,1.8670254,1.8255247,"('unfriendly', 'friendly')",1.8670254,1.8255247,-0.0415007
2,0.5779036,0.8175007,"('unlikable', 'likable')",0.5779036,0.8175007,0.2395971
3,0.18534541,0.5419141,"('repellent', 'pleasant')",0.1853454,0.5419141,0.3565687
4,-7.7216554,-7.5536947,"('disliked', 'liked')",-7.7216554,-7.5536947,0.1679607
5,0.12646465,0.16453245,"('distant', 'outgoing')",0.1264647,0.1645325,0.0380678
6,0.4551069,0.41935062,"('distant', 'open')",0.4551069,0.4193506,-0.0357563
7,0.8956951,1.2244798,"('insensitive', 'sensitive')",0.8956951,1.2244798,0.3287847
8,1.7273631,1.6776768,"('unaffectionate', 'affectionate')",1.7273631,1.6776768,-0.0496863
9,2.1483853,2.2263825,"('unaffectionate', 'caring')",2.1483853,2.2263825,0.0779972
10,0.764172,1.0701365,"('unsympathetic', 'sympathetic')",0.764172,1.0701365,0.3059645
11,2.2270596,2.3977118,"('unhelpful', 'helpful')",2.2270596,2.3977118,0.1706522
12,-1.269526,-1.0657673,"('unsupportive', 'supportive')",-1.269526,-1.0657673,0.2037587
13,0.24416667,0.16009524,"('impolite', 'polite')",0.2441667,0.1600952,-0.0840715
14,-0.18002017,-0.14418547,"('antisocial', 'social')",-0.1800202,-0.1441855,0.0358347
15,0.7810813,0.70659584,"('boring', 'funny')",0.7810813,0.7065958,-0.0744855
16,-0.542232,-0.5044993,"('unpopular', 'popular')",-0.542232,-0.5044993,0.0377327
17,-0.22966403,-0.18067372,"('nasty', 'nice')",-0.229664,-0.1806737,0.0489903
18,-0.25439036,-0.23413932,"('disagreeable', 'welcoming')",-0.2543904,-0.2341393,0.0202511
19,-0.06532766,-0.034603514,"('inhospitable', 'hospitable')",-0.0653277,-0.0346035,0.0307242
20,0.39050597,0.4481655,"('rough', 'thoughtful')",0.390506,0.4481655,0.0576595
21,-0.09035833,0.21504152,"('immoral', 'moral')",-0.0903583,0.2150415,0.3053998
22,-0.5815708,-0.34391502,"('untrustworthy', 'trustworthy')",-0.5815708,-0.343915,0.2376558
23,6.671607,6.887701,"('insincere', 'sincere')",6.671607,6.887701,0.216094
24,1.8501639,2.0201693,"('dishonest', 'honest')",1.8501639,2.0201693,0.1700054
25,0.6420574,0.46711123,"('egoistic', 'altruistic')",0.6420574,0.4671112,-0.1749462
26,0.6016558,0.34564546,"('hardhearted', 'benevolent')",0.6016558,0.3456455,-0.2560103
27,1.5911433,1.6390805,"('hardhearted', 'softhearted')",1.5911433,1.6390805,0.0479372
28,1.2106252,1.2050134,"('disloyal', 'loyal')",1.2106252,1.2050134,-0.0056118
29,-0.24466357,-0.31930983,"('unfair', 'fair')",-0.2446636,-0.3193098,-0.0746462
30,1.1140807,1.1312904,"('intolerant', 'tolerant')",1.1140807,1.1312904,0.0172097
31,-1.3618709,-1.3636926,"('evil', 'good')",-1.3618709,-1.3636926,-0.0018217
32,1.2491003,1.2488182,"('unkind', 'kind')",1.2491003,1.2488182,-0.0002821
33,-0.30618832,-0.3862397,"('wrong', 'right')",-0.3061883,-0.3862397,-0.0800514
34,4.876805,5.0470395,"('mean', 'honorable')",4.8768048,5.0470395,0.1702347
35,-0.86855876,-1.0976651,"('corrupt', 'incorrupt')",-0.8685588,-1.0976651,-0.2291063
36,-0.8728173,-0.9570214,"('hostile', 'amicable')",-0.8728173,-0.9570214,-0.0842041
37,0.8207387,0.95367104,"('fake', 'genuine')",0.8207387,0.953671,0.1329323
38,0.3544074,0.23757768,"('untruthful', 'truthful')",0.3544074,0.2375777,-0.1168297
39,0.26027817,0.18336384,"('exploitative', 'cooperative')",0.2602782,0.1833638,-0.0769144
40,-1.9063672,-1.667884,"('stingy', 'generous')",-1.9063672,-1.667884,0.2384832
41,0.19653982,0.14472206,"('unforgiving', 'forgiving')",0.1965398,0.1447221,-0.0518177
42,-2.381802,-2.017653,"('unreliable', 'reliable')",-2.3818021,-2.017653,0.3641491
43,1.5370718,1.5854831,"('irresponsible', 'responsible')",1.5370718,1.5854831,0.0484113
44,-1.0794059,-1.2483652,"('prejudiced', 'unprejudiced')",-1.0794059,-1.2483652,-0.1689593
45,-0.16918555,0.13420108,"('incompetent', 'competent')",-0.1691855,0.1342011,0.3033866
46,-0.9618565,-0.67693037,"('uncompetitive', 'competitive')",-0.9618565,-0.6769304,0.2849261
47,5.7395625,6.0520067,"('stupid', 'smart')",5.7395625,6.0520067,0.3124442
48,1.0189276,1.0850422,"('unintelligent', 'intelligent')",1.0189276,1.0850422,0.0661146
49,0.283521,0.5841539,"('unable', 'able')",0.283521,0.5841539,0.3006329
50,-0.4487818,-0.1159363,"('clumsy', 'skillful')",-0.4487818,-0.1159363,0.3328455
51,0.32928976,0.49341926,"('uneducated', 'educated')",0.3292898,0.4934193,0.1641295
52,0.21691388,0.17419922,"('irrational', 'rational')",0.2169139,0.1741992,-0.0427147
53,0.55396426,0.571543,"('uncreative', 'creative')",0.5539643,0.571543,0.0175787
54,1.2667598,1.494551,"('incapable', 'capable')",1.2667598,1.4945509,0.2277911
55,0.5653581,0.78870505,"('incompetent', 'clever')",0.5653581,0.7887051,0.223347
56,0.7935348,0.90168107,"('impractical', 'practical')",0.7935348,0.9016811,0.1081463
57,-2.8925014,-2.6614609,"('unimaginative', 'imaginative')",-2.8925014,-2.6614609,0.2310405
