,staples_male,staples_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.73242664,0.6575173,"('unsociable', 'sociable')",-0.253912,-0.44881484,0.2392573,0.1043512,-0.1349061
1,1.3803731,1.4235015,"('unfriendly', 'friendly')",2.0156403,1.9427534,1.6980066,1.6831274,-0.0148792
2,-0.090592586,0.01821313,"('unlikable', 'likable')",0.1332774,0.23246191,0.0213424,0.1253375,0.1039951
3,-0.65723383,-0.3642607,"('repellent', 'pleasant')",-0.042819824,0.031922985,-0.3500268,-0.1661689,0.1838579
4,-0.8526596,-0.8515683,"('disliked', 'liked')",-6.253447,-6.315881,-3.5530534,-3.5837245,-0.0306711
5,-0.10741168,-0.16338377,"('distant', 'outgoing')",0.06721364,0.07774206,-0.020099,-0.0428209,-0.0227219
6,-0.12261363,-0.11190149,"('distant', 'open')",0.44340414,0.46294507,0.1603952,0.1755218,0.0151266
7,0.45219097,0.6318457,"('insensitive', 'sensitive')",0.6961865,0.708683,0.5741887,0.6702644,0.0960757
8,0.5832413,0.65687275,"('unaffectionate', 'affectionate')",1.1377244,1.0051602,0.8604828,0.8310165,-0.0294663
9,1.5162482,1.6747254,"('unaffectionate', 'caring')",1.0857005,1.0427771,1.3009744,1.3587513,0.0577769
10,0.62302697,0.7612573,"('unsympathetic', 'sympathetic')",-0.52095234,-0.6342966,0.0510373,0.0634803,0.012443
11,-0.13399148,0.015283655,"('unhelpful', 'helpful')",1.5455966,1.655422,0.7058026,0.8353528,0.1295502
12,1.5195365,1.7325177,"('unsupportive', 'supportive')",-1.4549223,-1.4873687,0.0323071,0.1225745,0.0902674
13,0.24392352,0.16376993,"('impolite', 'polite')",-0.68187374,-0.67035055,-0.2189751,-0.2532903,-0.0343152
14,-0.008852243,-0.026159205,"('antisocial', 'social')",-0.78180987,-0.8683104,-0.3953311,-0.4472348,-0.0519037
15,-0.032261737,-0.12870127,"('boring', 'funny')",0.36296484,0.35750577,0.1653516,0.1144022,-0.0509494
16,-1.0150148,-0.8551396,"('unpopular', 'popular')",0.24738094,0.37103093,-0.3838169,-0.2420543,0.1417626
17,-0.27738526,-0.20189914,"('nasty', 'nice')",-0.44208932,-0.37310815,-0.3597373,-0.2875037,0.0722336
18,-0.4553395,-0.3073728,"('disagreeable', 'welcoming')",-0.3582405,-0.35396644,-0.40679,-0.3306696,0.0761204
19,-0.6397161,-0.61794573,"('inhospitable', 'hospitable')",0.07318517,0.18601283,-0.2832655,-0.2159664,0.0672991
20,0.37496477,0.44215587,"('rough', 'thoughtful')",1.0189879,0.9875233,0.6969763,0.7148396,0.0178633
21,0.072206326,0.1600091,"('immoral', 'moral')",-0.78164697,-0.7503771,-0.3547203,-0.295184,0.0595363
22,0.2733933,0.28082475,"('untrustworthy', 'trustworthy')",-0.83369076,-0.9333916,-0.2801487,-0.3262834,-0.0461347
23,0.7221205,0.89057666,"('insincere', 'sincere')",5.4970927,5.6003036,3.1096067,3.2454402,0.1358335
24,0.55181736,0.5540383,"('dishonest', 'honest')",0.8382437,0.77363944,0.6950306,0.6638389,-0.0311917
25,1.7059276,1.7435682,"('egoistic', 'altruistic')",1.8104291,1.7784164,1.7581784,1.7609923,0.0028139
26,1.6614432,1.5203528,"('hardhearted', 'benevolent')",1.8103609,1.656551,1.7359021,1.5884519,-0.1474502
27,1.3477372,1.3816684,"('hardhearted', 'softhearted')",1.481579,1.3606845,1.4146581,1.3711765,-0.0434816
28,0.42961067,0.4168642,"('disloyal', 'loyal')",0.9391807,0.86356896,0.6843957,0.6402166,-0.0441791
29,-0.68194187,-0.72475255,"('unfair', 'fair')",-0.18327788,-0.33408633,-0.4326099,-0.5294194,-0.0968095
30,0.3853348,0.44942513,"('intolerant', 'tolerant')",1.0043713,0.9911296,0.6948531,0.7202774,0.0254243
31,-0.71365553,-0.6670068,"('evil', 'good')",-0.3132866,-0.30730557,-0.5134711,-0.4871562,0.0263149
32,0.62516946,0.6143212,"('unkind', 'kind')",0.95544606,0.7990906,0.7903078,0.7067059,-0.0836019
33,1.2180486,1.1276542,"('wrong', 'right')",-0.06509862,-0.14893308,0.576475,0.4893606,-0.0871144
