,illegal_male,illegal_female,tuple,average_male,average_female,female-male
41,-0.20331508,-0.34328568,"('unforgiving', 'forgiving')",-0.2033151,-0.3432857,-0.1399706
42,-2.3626778,-2.2993243,"('unreliable', 'reliable')",-2.3626778,-2.2993243,0.0633535
43,1.1611675,1.2093036,"('irresponsible', 'responsible')",1.1611675,1.2093036,0.0481361
44,-1.4966946,-1.5638188,"('prejudiced', 'unprejudiced')",-1.4966946,-1.5638188,-0.0671242
45,-0.22077501,-0.24355786,"('incompetent', 'competent')",-0.220775,-0.2435579,-0.0227829
46,-0.47375157,-0.43816105,"('uncompetitive', 'competitive')",-0.4737516,-0.438161,0.0355906
47,4.9935927,5.2065015,"('stupid', 'smart')",4.9935927,5.2065015,0.2129088
48,0.8565448,0.89813656,"('unintelligent', 'intelligent')",0.8565448,0.8981366,0.0415918
49,-1.1248885,-0.77449685,"('unable', 'able')",-1.1248885,-0.7744969,0.3503916
50,-0.49843186,-0.38749674,"('clumsy', 'skillful')",-0.4984319,-0.3874967,0.1109352
51,0.26896244,0.2945269,"('uneducated', 'educated')",0.2689624,0.2945269,0.0255645
52,-1.0812583,-0.9967929,"('irrational', 'rational')",-1.0812583,-0.9967929,0.0844654
53,0.13237771,0.23344919,"('uncreative', 'creative')",0.1323777,0.2334492,0.1010715
54,0.82933456,1.0195022,"('incapable', 'capable')",0.8293346,1.0195022,0.1901676
55,0.84732044,0.8985507,"('incompetent', 'clever')",0.8473204,0.8985507,0.0512303
56,0.5212127,0.550455,"('impractical', 'practical')",0.5212127,0.550455,0.0292423
57,-2.501676,-2.5091386,"('unimaginative', 'imaginative')",-2.5016761,-2.5091386,-0.0074625
58,-0.27007803,-0.3299008,"('undiscriminating', 'discriminating')",-0.270078,-0.3299008,-0.0598228
59,-0.84283817,-0.6519023,"('foolish', 'wise')",-0.8428382,-0.6519023,0.1909359
60,0.39043424,0.4916352,"('inefficient', 'efficient')",0.3904342,0.4916352,0.101201
61,-0.15802646,-0.18225552,"('illogical', 'logical')",-0.1580265,-0.1822555,-0.024229
62,0.4779607,0.701802,"('incompetent', 'brilliant')",0.4779607,0.701802,0.2238413
63,0.1825681,0.3237139,"('unperceptive', 'insightful')",0.1825681,0.3237139,0.1411458
64,-6.5898366,-6.524285,"('shy', 'confident')",-6.5898366,-6.5242848,0.0655518
65,0.9577487,0.9135803,"('insecure', 'secure')",0.9577487,0.9135803,-0.0441684
66,-0.3506952,-0.44698122,"('inactive', 'active')",-0.3506952,-0.4469812,-0.096286
67,-0.8923267,-0.88428223,"('doubtful', 'determined')",-0.8923267,-0.8842822,0.0080445
68,-1.0100476,-0.9084042,"('dependent', 'independent')",-1.0100476,-0.9084042,0.1016434
69,-2.3611124,-2.2227614,"('lazy', 'industrious')",-2.3611124,-2.2227614,0.138351
70,1.3122771,1.324346,"('lethargic', 'energetic')",1.3122771,1.3243459,0.0120688
71,-0.42152655,-0.18634522,"('diffident', 'self-confident')",-0.4215266,-0.1863452,0.2351814
72,0.72104114,0.83330107,"('unambitious', 'ambitious')",0.7210411,0.8333011,0.11226
73,-3.70457,-3.4984171,"('helpless', 'self-reliant')",-3.7045701,-3.4984171,0.206153
74,0.18611532,0.14978915,"('undedicated', 'dedicated')",0.1861153,0.1497892,-0.0363261
75,-0.6915053,-0.6118535,"('meek', 'impulsive')",-0.6915053,-0.6118535,0.0796518
76,0.918795,0.8679248,"('anxious', 'daring')",0.918795,0.8679248,-0.0508702
77,-1.1852705,-1.1070856,"('unmotivated', 'motivated')",-1.1852705,-1.1070856,0.0781849
78,-0.5654784,-0.5313471,"('nonresilient', 'resilient')",-0.5654784,-0.5313471,0.0341313
79,-0.14780676,-0.19934346,"('wavering', 'unwavering')",-0.1478068,-0.1993435,-0.0515367
80,-0.12500581,-0.1859841,"('dominated', 'dominating')",-0.1250058,-0.1859841,-0.0609783
81,0.8012191,0.6648204,"('submissive', 'aggressive')",0.8012191,0.6648204,-0.1363987
82,6.4305124,6.5603046,"('poor', 'rich')",6.4305124,6.5603046,0.1297922
83,-0.5670442,-0.5780231,"('powerless', 'powerful')",-0.5670442,-0.5780231,-0.0109789
84,0.32723838,0.35538477,"('inferior', 'superior')",0.3272384,0.3553848,0.0281464
85,-1.4690402,-1.4617084,"('insignificant', 'prestigious')",-1.4690402,-1.4617084,0.0073318
86,0.6304847,0.6038074,"('uninfluential', 'influential')",0.6304847,0.6038074,-0.0266773
87,-0.79466224,-0.53719497,"('unsuccessful', 'successful')",-0.7946622,-0.537195,0.2574672
88,-0.15067531,-0.08979846,"('low', 'eminent')",-0.1506753,-0.0897985,0.0608768
