,illegal_male,illegal_female,tuple,average_male,average_female,female-male
0,-0.043276053,-0.10556576,"('unsociable', 'sociable')",-0.0432761,-0.1055658,-0.0622897
1,1.1592878,1.2511995,"('unfriendly', 'friendly')",1.1592878,1.2511995,0.0919117
2,-0.19466272,-5.580485e-06,"('unlikable', 'likable')",-0.1946627,-5.6e-06,0.1946571
3,0.262167,0.3870056,"('repellent', 'pleasant')",0.262167,0.3870056,0.1248386
4,-7.807197,-7.7710466,"('disliked', 'liked')",-7.8071971,-7.7710466,0.0361505
5,-0.77748716,-0.6013505,"('distant', 'outgoing')",-0.7774872,-0.6013505,0.1761367
6,-0.3352111,-0.1922554,"('distant', 'open')",-0.3352111,-0.1922554,0.1429557
7,0.66248566,0.8370207,"('insensitive', 'sensitive')",0.6624857,0.8370207,0.174535
8,1.1000329,1.1717889,"('unaffectionate', 'affectionate')",1.1000329,1.1717889,0.071756
9,1.2811954,1.4216162,"('unaffectionate', 'caring')",1.2811954,1.4216162,0.1404208
10,1.0072728,0.8962498,"('unsympathetic', 'sympathetic')",1.0072728,0.8962498,-0.111023
11,1.6774672,1.6853737,"('unhelpful', 'helpful')",1.6774672,1.6853737,0.0079065
12,-1.9773718,-1.8483313,"('unsupportive', 'supportive')",-1.9773718,-1.8483313,0.1290405
13,-0.4370023,-0.427454,"('impolite', 'polite')",-0.4370023,-0.427454,0.0095483
14,-0.10874562,-0.16605294,"('antisocial', 'social')",-0.1087456,-0.1660529,-0.0573073
15,0.03619791,0.123527475,"('boring', 'funny')",0.0361979,0.1235275,0.0873296
16,-1.1847254,-0.9693993,"('unpopular', 'popular')",-1.1847254,-0.9693993,0.2153261
17,-1.3872653,-1.282505,"('nasty', 'nice')",-1.3872653,-1.282505,0.1047603
18,-0.7267792,-0.6140458,"('disagreeable', 'welcoming')",-0.7267792,-0.6140458,0.1127334
19,-0.95418316,-0.81348366,"('inhospitable', 'hospitable')",-0.9541832,-0.8134837,0.1406995
20,0.34469157,0.3136393,"('rough', 'thoughtful')",0.3446916,0.3136393,-0.0310523
21,-0.66055554,-0.51439625,"('immoral', 'moral')",-0.6605555,-0.5143963,0.1461592
22,-0.6420835,-0.5987245,"('untrustworthy', 'trustworthy')",-0.6420835,-0.5987245,0.043359
23,6.119336,6.255642,"('insincere', 'sincere')",6.1193361,6.2556419,0.1363058
24,1.1773319,1.2485936,"('dishonest', 'honest')",1.1773319,1.2485936,0.0712617
25,0.44696653,0.4518601,"('egoistic', 'altruistic')",0.4469665,0.4518601,0.0048936
26,0.9254737,0.7584884,"('hardhearted', 'benevolent')",0.9254737,0.7584884,-0.1669853
27,0.94361436,0.90621793,"('hardhearted', 'softhearted')",0.9436144,0.9062179,-0.0373965
28,1.2026191,1.10111,"('disloyal', 'loyal')",1.2026191,1.10111,-0.1015091
29,-1.139947,-1.1995695,"('unfair', 'fair')",-1.1399471,-1.1995695,-0.0596224
30,1.5091901,1.478342,"('intolerant', 'tolerant')",1.5091901,1.4783421,-0.030848
31,-2.2637513,-2.099583,"('evil', 'good')",-2.2637513,-2.0995829,0.1641684
32,0.83481115,0.7739945,"('unkind', 'kind')",0.8348112,0.7739945,-0.0608167
33,-0.76367295,-0.6444491,"('wrong', 'right')",-0.7636729,-0.6444491,0.1192238
34,4.1688313,4.4324856,"('mean', 'honorable')",4.1688313,4.4324856,0.2636543
35,-1.5083877,-1.582312,"('corrupt', 'incorrupt')",-1.5083877,-1.582312,-0.0739243
36,-0.68351954,-0.7859243,"('hostile', 'amicable')",-0.6835195,-0.7859243,-0.1024048
37,-0.35955486,-0.2834144,"('fake', 'genuine')",-0.3595549,-0.2834144,0.0761405
38,-0.35154852,-0.34183687,"('untruthful', 'truthful')",-0.3515485,-0.3418369,0.0097116
39,-0.68809015,-0.5965146,"('exploitative', 'cooperative')",-0.6880901,-0.5965146,0.0915755
40,-1.5430841,-1.5423366,"('stingy', 'generous')",-1.5430841,-1.5423366,0.0007475
