,bend_male,bend_female,tuple,average_male,average_female,female-male
0,0.8259487,0.47812822,"('unsociable', 'sociable')",0.8259487,0.4781282,-0.3478205
1,1.1295447,1.1571795,"('unfriendly', 'friendly')",1.1295447,1.1571795,0.0276348
2,0.21202652,0.3838658,"('unlikable', 'likable')",0.2120265,0.3838658,0.1718393
3,0.69742906,0.768562,"('repellent', 'pleasant')",0.6974291,0.768562,0.0711329
4,-6.8339767,-6.9467473,"('disliked', 'liked')",-6.8339767,-6.9467473,-0.1127706
5,-0.8787049,-0.6025753,"('distant', 'outgoing')",-0.8787049,-0.6025753,0.2761296
6,-0.29589772,-0.03843479,"('distant', 'open')",-0.2958977,-0.0384348,0.2574629
7,1.3686718,1.1188477,"('insensitive', 'sensitive')",1.3686718,1.1188477,-0.2498241
8,0.8134232,0.9371495,"('unaffectionate', 'affectionate')",0.8134232,0.9371495,0.1237263
9,1.6701436,1.8170873,"('unaffectionate', 'caring')",1.6701436,1.8170873,0.1469437
10,1.6595495,1.5794342,"('unsympathetic', 'sympathetic')",1.6595495,1.5794342,-0.0801153
11,2.3127613,2.3289537,"('unhelpful', 'helpful')",2.3127613,2.3289537,0.0161924
12,-1.1879853,-1.2596648,"('unsupportive', 'supportive')",-1.1879853,-1.2596648,-0.0716795
13,0.4545562,0.30895847,"('impolite', 'polite')",0.4545562,0.3089585,-0.1455977
14,0.3383191,-0.013663717,"('antisocial', 'social')",0.3383191,-0.0136637,-0.3519828
15,0.73877764,0.6666181,"('boring', 'funny')",0.7387776,0.6666181,-0.0721595
16,-0.6610238,-0.601908,"('unpopular', 'popular')",-0.6610238,-0.601908,0.0591158
17,-0.4748989,-0.3931761,"('nasty', 'nice')",-0.4748989,-0.3931761,0.0817228
18,-1.2616293,-1.1763576,"('disagreeable', 'welcoming')",-1.2616293,-1.1763576,0.0852717
19,-1.0019374,-0.73313946,"('inhospitable', 'hospitable')",-1.0019374,-0.7331395,0.2687979
20,0.9522363,0.7647579,"('rough', 'thoughtful')",0.9522363,0.7647579,-0.1874784
21,0.12542638,0.17693846,"('immoral', 'moral')",0.1254264,0.1769385,0.0515121
22,-0.50632507,-0.6917483,"('untrustworthy', 'trustworthy')",-0.5063251,-0.6917483,-0.1854232
23,6.1624804,6.1615353,"('insincere', 'sincere')",6.1624804,6.1615353,-0.0009451
24,1.7438134,1.6728029,"('dishonest', 'honest')",1.7438134,1.6728029,-0.0710105
25,0.07622003,0.1580906,"('egoistic', 'altruistic')",0.07622,0.1580906,0.0818706
26,0.9236881,0.5024243,"('hardhearted', 'benevolent')",0.9236881,0.5024243,-0.4212638
27,1.4934825,1.4557123,"('hardhearted', 'softhearted')",1.4934825,1.4557123,-0.0377702
28,1.0875665,1.0009696,"('disloyal', 'loyal')",1.0875665,1.0009696,-0.0865969
29,-0.4073253,-0.56167203,"('unfair', 'fair')",-0.4073253,-0.561672,-0.1543467
30,1.2040715,1.2231885,"('intolerant', 'tolerant')",1.2040715,1.2231885,0.019117
31,-2.3715062,-2.2538881,"('evil', 'good')",-2.3715062,-2.2538881,0.1176181
32,1.5231698,1.2967887,"('unkind', 'kind')",1.5231698,1.2967887,-0.2263811
33,-0.5835271,-0.5847459,"('wrong', 'right')",-0.5835271,-0.5847459,-0.0012188
34,4.3615017,4.6604137,"('mean', 'honorable')",4.3615017,4.6604137,0.298912
35,-1.357543,-1.4444703,"('corrupt', 'incorrupt')",-1.357543,-1.4444703,-0.0869273
36,-1.4192101,-1.3047329,"('hostile', 'amicable')",-1.4192101,-1.3047329,0.1144772
37,1.0052264,1.0101359,"('fake', 'genuine')",1.0052264,1.0101359,0.0049095
38,0.050720662,0.088537134,"('untruthful', 'truthful')",0.0507207,0.0885371,0.0378164
39,0.05851676,0.07019607,"('exploitative', 'cooperative')",0.0585168,0.0701961,0.0116793
40,-1.6395265,-1.8925227,"('stingy', 'generous')",-1.6395265,-1.8925227,-0.2529962
41,0.4062971,0.2319884,"('unforgiving', 'forgiving')",0.4062971,0.2319884,-0.1743087
42,-1.9930001,-1.950927,"('unreliable', 'reliable')",-1.9930001,-1.950927,0.0420731
43,1.4600375,1.4237555,"('irresponsible', 'responsible')",1.4600375,1.4237555,-0.036282
44,-1.6553184,-1.6296078,"('prejudiced', 'unprejudiced')",-1.6553184,-1.6296078,0.0257106
45,0.9036046,0.5672234,"('incompetent', 'competent')",0.9036046,0.5672234,-0.3363812
46,0.08344736,-0.03878332,"('uncompetitive', 'competitive')",0.0834474,-0.0387833,-0.1222307
47,5.002859,5.129344,"('stupid', 'smart')",5.0028591,5.129344,0.1264849
48,0.9428263,0.885813,"('unintelligent', 'intelligent')",0.9428263,0.885813,-0.0570133
49,0.038672395,0.2916663,"('unable', 'able')",0.0386724,0.2916663,0.2529939
50,-0.5972548,-0.47823107,"('clumsy', 'skillful')",-0.5972548,-0.4782311,0.1190237
51,0.84246296,0.7537291,"('uneducated', 'educated')",0.842463,0.7537291,-0.0887339
52,-1.2656919,-1.1532999,"('irrational', 'rational')",-1.2656919,-1.1532999,0.112392
53,-0.11601964,-0.14931616,"('uncreative', 'creative')",-0.1160196,-0.1493162,-0.0332966
54,0.9821663,1.2171643,"('incapable', 'capable')",0.9821663,1.2171643,0.234998
55,1.2848812,1.1434486,"('incompetent', 'clever')",1.2848812,1.1434486,-0.1414326
56,1.6908472,1.4922596,"('impractical', 'practical')",1.6908472,1.4922596,-0.1985876
57,-2.0641131,-2.2675853,"('unimaginative', 'imaginative')",-2.0641131,-2.2675853,-0.2034722
58,0.2504848,0.05609744,"('undiscriminating', 'discriminating')",0.2504848,0.0560974,-0.1943874
59,-0.4588963,-0.303225,"('foolish', 'wise')",-0.4588963,-0.303225,0.1556713
60,1.3708719,1.3360908,"('inefficient', 'efficient')",1.3708719,1.3360908,-0.0347811
61,-0.07838597,-0.31992364,"('illogical', 'logical')",-0.078386,-0.3199236,-0.2415376
