,action_male,action_female,tuple,average_male,average_female,female-male
0,0.012506152,-0.08417295,"('unsociable', 'sociable')",0.0125062,-0.0841729,-0.0966791
1,0.81471986,0.8214037,"('unfriendly', 'friendly')",0.8147199,0.8214037,0.0066838
2,0.2890938,0.31132913,"('unlikable', 'likable')",0.2890938,0.3113291,0.0222353
3,0.1153222,0.14583406,"('repellent', 'pleasant')",0.1153222,0.1458341,0.0305119
4,-7.0200396,-6.935727,"('disliked', 'liked')",-7.0200396,-6.9357271,0.0843125
5,-0.38173673,-0.29687598,"('distant', 'outgoing')",-0.3817367,-0.296876,0.0848607
6,0.07564567,0.17470619,"('distant', 'open')",0.0756457,0.1747062,0.0990605
7,1.180106,1.1735384,"('insensitive', 'sensitive')",1.180106,1.1735384,-0.0065676
8,0.6596532,0.68745756,"('unaffectionate', 'affectionate')",0.6596532,0.6874576,0.0278044
9,1.9412322,1.9941832,"('unaffectionate', 'caring')",1.9412322,1.9941832,0.052951
10,1.1514665,1.152494,"('unsympathetic', 'sympathetic')",1.1514665,1.152494,0.0010275
11,2.7596025,2.7737515,"('unhelpful', 'helpful')",2.7596025,2.7737515,0.014149
12,-1.4460495,-1.3609434,"('unsupportive', 'supportive')",-1.4460495,-1.3609434,0.0851061
13,-0.5610181,-0.66127133,"('impolite', 'polite')",-0.5610181,-0.6612713,-0.1002532
14,0.3967287,0.30103347,"('antisocial', 'social')",0.3967287,0.3010335,-0.0956952
15,0.87426424,0.84832627,"('boring', 'funny')",0.8742642,0.8483263,-0.0259379
16,-1.412201,-1.4165087,"('unpopular', 'popular')",-1.412201,-1.4165087,-0.0043077
17,-0.69116056,-0.73180324,"('nasty', 'nice')",-0.6911606,-0.7318032,-0.0406426
18,-1.0107672,-1.0325874,"('disagreeable', 'welcoming')",-1.0107672,-1.0325874,-0.0218202
19,-0.30899954,-0.28401804,"('inhospitable', 'hospitable')",-0.3089995,-0.284018,0.0249815
20,1.0314088,0.93381333,"('rough', 'thoughtful')",1.0314088,0.9338133,-0.0975955
21,0.57770556,0.5905969,"('immoral', 'moral')",0.5777056,0.5905969,0.0128913
22,-0.15291278,-0.15295921,"('untrustworthy', 'trustworthy')",-0.1529128,-0.1529592,-4.64e-05
23,6.789115,6.689669,"('insincere', 'sincere')",6.789115,6.6896691,-0.0994459
24,1.9020596,1.8291525,"('dishonest', 'honest')",1.9020596,1.8291525,-0.0729071
25,0.22367747,0.22485322,"('egoistic', 'altruistic')",0.2236775,0.2248532,0.0011757
26,1.2799867,1.2314218,"('hardhearted', 'benevolent')",1.2799867,1.2314218,-0.0485649
27,1.5953615,1.4896817,"('hardhearted', 'softhearted')",1.5953615,1.4896817,-0.1056798
28,1.2790722,1.2363346,"('disloyal', 'loyal')",1.2790722,1.2363346,-0.0427376
29,-0.89810395,-0.99834055,"('unfair', 'fair')",-0.898104,-0.9983405,-0.1002365
30,1.0685664,1.0164437,"('intolerant', 'tolerant')",1.0685664,1.0164437,-0.0521227
31,-2.0232313,-1.940818,"('evil', 'good')",-2.0232313,-1.940818,0.0824133
32,0.92705035,0.8851424,"('unkind', 'kind')",0.9270504,0.8851424,-0.041908
33,-0.037272938,-0.123963274,"('wrong', 'right')",-0.0372729,-0.1239633,-0.0866904
34,5.0516877,5.135113,"('mean', 'honorable')",5.0516877,5.1351128,0.0834251
35,-0.92107147,-1.0116266,"('corrupt', 'incorrupt')",-0.9210715,-1.0116266,-0.0905551
36,-0.5551099,-0.59189266,"('hostile', 'amicable')",-0.5551099,-0.5918927,-0.0367828
37,1.0078702,0.98514915,"('fake', 'genuine')",1.0078702,0.9851491,-0.0227211
38,0.59057754,0.6262946,"('untruthful', 'truthful')",0.5905775,0.6262946,0.0357171
39,-0.14344056,-0.20291652,"('exploitative', 'cooperative')",-0.1434406,-0.2029165,-0.0594759
40,-2.6648092,-2.7048538,"('stingy', 'generous')",-2.6648092,-2.7048538,-0.0400446
41,-0.083011106,-0.12362811,"('unforgiving', 'forgiving')",-0.0830111,-0.1236281,-0.040617
