,disadvantage_male,disadvantage_female,tuple,average_male,average_female,female-male
0,-0.19457835,-0.26485658,"('unsociable', 'sociable')",-0.1945783,-0.2648566,-0.0702783
1,1.00174,1.0254941,"('unfriendly', 'friendly')",1.00174,1.0254941,0.0237541
2,-0.07065816,-0.035397597,"('unlikable', 'likable')",-0.0706582,-0.0353976,0.0352606
3,0.8204073,0.82339483,"('repellent', 'pleasant')",0.8204073,0.8233948,0.0029875
4,-7.3510323,-7.4688187,"('disliked', 'liked')",-7.3510323,-7.4688187,-0.1177864
5,-0.7157128,-0.69198585,"('distant', 'outgoing')",-0.7157128,-0.6919858,0.023727
6,-0.24973708,-0.28661305,"('distant', 'open')",-0.2497371,-0.286613,-0.0368759
7,0.6262456,0.71313477,"('insensitive', 'sensitive')",0.6262456,0.7131348,0.0868892
8,0.9367554,0.93223894,"('unaffectionate', 'affectionate')",0.9367554,0.9322389,-0.0045165
9,1.2567595,1.3824347,"('unaffectionate', 'caring')",1.2567595,1.3824347,0.1256752
10,1.1993111,1.1700002,"('unsympathetic', 'sympathetic')",1.1993111,1.1700002,-0.0293109
11,1.5959271,1.6606733,"('unhelpful', 'helpful')",1.5959271,1.6606733,0.0647462
12,-1.6747785,-1.6621267,"('unsupportive', 'supportive')",-1.6747785,-1.6621267,0.0126518
13,-0.12850213,-0.17300737,"('impolite', 'polite')",-0.1285021,-0.1730074,-0.0445053
14,0.20430864,0.09827846,"('antisocial', 'social')",0.2043086,0.0982785,-0.1060301
15,0.043900706,-0.042744108,"('boring', 'funny')",0.0439007,-0.0427441,-0.0866448
16,-0.52930623,-0.4738539,"('unpopular', 'popular')",-0.5293062,-0.4738539,0.0554523
17,-0.5289883,-0.47196043,"('nasty', 'nice')",-0.5289883,-0.4719604,0.0570279
18,-0.15595725,-0.24840572,"('disagreeable', 'welcoming')",-0.1559573,-0.2484057,-0.0924484
19,-0.90036166,-0.90902054,"('inhospitable', 'hospitable')",-0.9003617,-0.9090205,-0.0086588
20,0.891964,0.8645318,"('rough', 'thoughtful')",0.891964,0.8645318,-0.0274322
21,-0.24812028,-0.21196954,"('immoral', 'moral')",-0.2481203,-0.2119695,0.0361508
22,-0.44900995,-0.5290742,"('untrustworthy', 'trustworthy')",-0.44901,-0.5290742,-0.0800642
23,6.34339,6.4336085,"('insincere', 'sincere')",6.34339,6.4336085,0.0902185
24,1.334354,1.2585661,"('dishonest', 'honest')",1.334354,1.2585661,-0.0757879
25,0.700866,0.6764153,"('egoistic', 'altruistic')",0.700866,0.6764153,-0.0244507
26,0.69267464,0.66835356,"('hardhearted', 'benevolent')",0.6926746,0.6683536,-0.024321
27,1.4022057,1.3060137,"('hardhearted', 'softhearted')",1.4022057,1.3060137,-0.096192
28,0.9223878,0.9389685,"('disloyal', 'loyal')",0.9223878,0.9389685,0.0165807
29,-0.9248896,-0.9981403,"('unfair', 'fair')",-0.9248896,-0.9981403,-0.0732507
30,0.9028415,0.87361705,"('intolerant', 'tolerant')",0.9028415,0.8736171,-0.0292244
31,-1.5231981,-1.4566841,"('evil', 'good')",-1.5231981,-1.4566841,0.066514
32,0.9059603,0.8668463,"('unkind', 'kind')",0.9059603,0.8668463,-0.039114
33,-0.6967834,-0.7051599,"('wrong', 'right')",-0.6967834,-0.7051599,-0.0083765
34,4.453575,4.652713,"('mean', 'honorable')",4.4535751,4.6527128,0.1991377
35,-0.89281106,-1.0800915,"('corrupt', 'incorrupt')",-0.8928111,-1.0800915,-0.1872804
36,-0.840741,-0.86842346,"('hostile', 'amicable')",-0.840741,-0.8684235,-0.0276825
37,0.8262079,0.8273165,"('fake', 'genuine')",0.8262079,0.8273165,0.0011086
38,-0.39234418,-0.3460039,"('untruthful', 'truthful')",-0.3923442,-0.3460039,0.0463403
39,0.44424608,0.39740685,"('exploitative', 'cooperative')",0.4442461,0.3974068,-0.0468393
40,-1.2296641,-1.4478753,"('stingy', 'generous')",-1.2296641,-1.4478753,-0.2182112
41,-0.0881533,-0.09186775,"('unforgiving', 'forgiving')",-0.0881533,-0.0918678,-0.0037145
42,-2.2366562,-2.406921,"('unreliable', 'reliable')",-2.2366562,-2.4069209,-0.1702647
43,0.7832117,0.7973135,"('irresponsible', 'responsible')",0.7832117,0.7973135,0.0141018
44,-0.8732831,-0.9172185,"('prejudiced', 'unprejudiced')",-0.8732831,-0.9172185,-0.0439354
45,-0.21940646,-0.20865351,"('incompetent', 'competent')",-0.2194065,-0.2086535,0.010753
46,-0.42974615,-0.55038303,"('uncompetitive', 'competitive')",-0.4297462,-0.550383,-0.1206368
47,5.069061,5.275838,"('stupid', 'smart')",5.0690608,5.2758379,0.2067771
48,0.41228282,0.3906588,"('unintelligent', 'intelligent')",0.4122828,0.3906588,-0.021624
49,0.15645039,0.23419568,"('unable', 'able')",0.1564504,0.2341957,0.0777453
50,-0.3097412,-0.35427225,"('clumsy', 'skillful')",-0.3097412,-0.3542722,-0.044531
51,0.7073686,0.5716772,"('uneducated', 'educated')",0.7073686,0.5716772,-0.1356914
52,-0.73441285,-0.76765716,"('irrational', 'rational')",-0.7344128,-0.7676572,-0.0332444
53,-0.16853343,-0.17970854,"('uncreative', 'creative')",-0.1685334,-0.1797085,-0.0111751
54,0.9347272,1.021467,"('incapable', 'capable')",0.9347272,1.021467,0.0867398
55,0.80737233,0.8107432,"('incompetent', 'clever')",0.8073723,0.8107432,0.0033709
56,0.39141092,0.35011813,"('impractical', 'practical')",0.3914109,0.3501181,-0.0412928
57,-2.5988917,-2.6256976,"('unimaginative', 'imaginative')",-2.5988917,-2.6256976,-0.0268059
58,0.029796492,0.02336771,"('undiscriminating', 'discriminating')",0.0297965,0.0233677,-0.0064288
59,-0.24866709,-0.2466209,"('foolish', 'wise')",-0.2486671,-0.2466209,0.0020462
60,0.46746656,0.50438356,"('inefficient', 'efficient')",0.4674666,0.5043836,0.036917
61,-0.0146471895,-0.12935966,"('illogical', 'logical')",-0.0146472,-0.1293597,-0.1147125
62,0.3216829,0.39112678,"('incompetent', 'brilliant')",0.3216829,0.3911268,0.0694439
63,-0.07502369,-0.041068725,"('unperceptive', 'insightful')",-0.0750237,-0.0410687,0.033955
64,-6.077719,-6.2115793,"('shy', 'confident')",-6.0777192,-6.2115793,-0.1338601
65,0.37809223,0.31709528,"('insecure', 'secure')",0.3780922,0.3170953,-0.0609969
66,-0.14641595,-0.21902016,"('inactive', 'active')",-0.1464159,-0.2190202,-0.0726043
67,-0.43155834,-0.33461863,"('doubtful', 'determined')",-0.4315583,-0.3346186,0.0969397
68,-0.60571516,-0.6734444,"('dependent', 'independent')",-0.6057152,-0.6734444,-0.0677292
69,-2.121234,-2.1018937,"('lazy', 'industrious')",-2.1212339,-2.1018937,0.0193402
70,1.2573694,1.1620936,"('lethargic', 'energetic')",1.2573694,1.1620936,-0.0952758
71,0.4015182,0.47892845,"('diffident', 'self-confident')",0.4015182,0.4789284,0.0774102
72,0.69987816,0.78932595,"('unambitious', 'ambitious')",0.6998782,0.789326,0.0894478
73,-3.0318284,-3.0304341,"('helpless', 'self-reliant')",-3.0318284,-3.0304341,0.0013943
74,0.22056408,0.08444296,"('undedicated', 'dedicated')",0.2205641,0.084443,-0.1361211
75,-0.83532596,-0.76953524,"('meek', 'impulsive')",-0.835326,-0.7695352,0.0657908
76,0.9924094,0.91986245,"('anxious', 'daring')",0.9924094,0.9198624,-0.072547
77,-1.477807,-1.3090088,"('unmotivated', 'motivated')",-1.477807,-1.3090088,0.1687982
78,-0.5204521,-0.4926405,"('nonresilient', 'resilient')",-0.5204521,-0.4926405,0.0278116
79,-0.3121953,-0.3109601,"('wavering', 'unwavering')",-0.3121953,-0.3109601,0.0012352
80,-0.07742899,-0.18241638,"('dominated', 'dominating')",-0.077429,-0.1824164,-0.1049874
81,0.44856095,0.39153558,"('submissive', 'aggressive')",0.448561,0.3915356,-0.0570254
