,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,female-male
0,0.39888555,0.15663591,"('unsociable', 'sociable')",-0.28852817,-0.46177623,-0.7188923,-0.90672,-0.202845,-0.4039534,-0.2011084
1,0.17482835,0.1854153,"('unfriendly', 'friendly')",0.04384847,-0.14373307,2.4588358,2.3329005,0.8925042,0.7915276,-0.1009766
2,0.75740874,0.9391244,"('unlikable', 'likable')",-0.1493547,-0.02161921,0.37801024,0.5018762,0.3286881,0.4731271,0.144439
3,0.2930052,0.5498232,"('repellent', 'pleasant')",-0.16841795,-0.03618881,-0.3152209,-0.1709667,-0.0635445,0.1142226,0.1777671
4,0.013817273,-0.187252,"('disliked', 'liked')",0.60668933,0.50601816,-4.748057,-5.19075,-1.37585,-1.6239947,-0.2481447
5,-0.47001663,-0.352362,"('distant', 'outgoing')",0.21710764,0.2582662,0.69715065,0.63830876,0.1480805,0.1814043,0.0333238
6,-0.85089993,-0.6996631,"('distant', 'open')",-0.36099145,-0.36189258,0.58155525,0.5569899,-0.2101121,-0.1681886,0.0419235
7,0.63584274,0.49735895,"('insensitive', 'sensitive')",-0.07833448,-0.1019955,0.57295007,0.5901182,0.3768195,0.3284939,-0.0483256
8,0.60318303,0.65162826,"('unaffectionate', 'affectionate')",0.2226049,0.1337066,1.2793404,1.18512,0.7017094,0.6568183,-0.0448911
9,0.91693413,0.8690301,"('unaffectionate', 'caring')",0.16444692,0.03766907,1.4758165,1.4234837,0.8523992,0.7767277,-0.0756715
10,0.28377348,0.24174038,"('unsympathetic', 'sympathetic')",-0.6718035,-0.80690736,-0.626722,-0.61033005,-0.3382506,-0.3918324,-0.0535818
11,-0.00064646825,-0.06180144,"('unhelpful', 'helpful')",0.08758768,-0.010568656,1.2416297,1.280759,0.442857,0.4027963,-0.0400607
12,0.6710902,0.63519233,"('unsupportive', 'supportive')",0.3116872,0.295517,-1.2174875,-1.2739532,-0.0782367,-0.1144146,-0.0361779
13,-0.8216368,-1.0218982,"('impolite', 'polite')",-0.32225353,-0.39485693,-0.85496205,-0.87733185,-0.6662842,-0.7646956,-0.0984114
14,1.4602069,1.3507398,"('antisocial', 'social')",1.250507,1.2302014,0.21188515,0.21996386,0.9741997,0.933635,-0.0405647
15,0.9607215,0.788841,"('boring', 'funny')",-0.045151625,-0.21372256,0.3972219,0.32574123,0.4375972,0.3002866,-0.1373106
16,-1.327484,-1.1637735,"('unpopular', 'popular')",-0.46748862,-0.3545897,0.092755124,0.10132168,-0.5674059,-0.4723472,0.0950587
