,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,0.4933503,0.3967653,"('unsociable', 'sociable')",-0.0407401,-0.13571134,0.9236314,0.8686634,0.057156034,-0.03153351,0.3583494,0.274546,-0.0838034
1,-1.1143882,-1.2271413,"('unfriendly', 'friendly')",1.4450476,1.3259778,-0.4776557,-0.6605281,1.5580508,1.4060469,0.3527636,0.2110888,-0.1416748
2,1.0970311,1.1876936,"('unlikable', 'likable')",0.38775855,0.45621568,0.9882871,1.0342151,0.46788254,0.5527608,0.7352399,0.8077213,0.0724814
3,-0.43146327,-0.2809284,"('repellent', 'pleasant')",-0.8054884,-0.71406937,0.2361147,0.4072967,0.0785233,0.20199822,-0.2305784,-0.0964257,0.1341527
4,0.5353111,0.4356179,"('disliked', 'liked')",-0.14964469,-0.1713757,0.25276735,0.20498405,-5.9970374,-6.0721664,-1.3396509,-1.400735,-0.0610841
5,-0.6987304,-0.7695386,"('distant', 'outgoing')",1.2215065,1.2213634,-0.9716042,-1.0421382,-0.24603648,-0.3483889,-0.1737162,-0.2346756,-0.0609594
6,-0.43475655,-0.50078815,"('distant', 'open')",1.2061605,1.20654,-1.2107714,-1.2646859,0.6108955,0.47161466,0.042882,-0.0218298,-0.0647118
7,1.7254202,1.8869096,"('insensitive', 'sensitive')",-0.20031394,-0.1799278,-0.15385324,-0.058738746,0.57103115,0.65803665,0.485571,0.5765699,0.0909989
8,-0.99042296,-1.0127448,"('unaffectionate', 'affectionate')",0.20159894,0.15534094,-1.0000038,-1.0373334,0.4895499,0.3673335,-0.3248195,-0.3818509,-0.0570314
9,-0.22407898,-0.18332706,"('unaffectionate', 'caring')",0.8001418,0.76512,-0.32574356,-0.31944454,1.123009,1.0737755,0.3433321,0.334031,-0.0093011
10,0.2573933,0.46446142,"('unsympathetic', 'sympathetic')",-1.3917022,-1.3635308,-0.60258776,-0.39633286,0.06645649,0.1717414,-0.41761,-0.2809152,0.1366948
11,1.4887145,1.546491,"('unhelpful', 'helpful')",0.7680783,0.77893895,1.7325275,1.7744824,2.286712,2.3402014,1.5690081,1.6100284,0.0410203
