,covidien_male,covidien_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.3533347,-1.4326111,"('unsociable', 'sociable')",-0.48815632,-0.56606656,-0.9207455,-0.9993389,-0.0785934
1,-1.9106398,-2.0260177,"('unfriendly', 'friendly')",1.7600533,1.465109,-0.0752932,-0.2804543,-0.2051611
2,0.3255089,0.31917584,"('unlikable', 'likable')",0.80790085,0.89095956,0.5667049,0.6050677,0.0383628
3,-0.26469484,-0.11675809,"('repellent', 'pleasant')",-0.17586872,-0.07873161,-0.2202818,-0.0977449,0.1225369
4,-0.06335452,-0.13704,"('disliked', 'liked')",-3.864482,-4.0025816,-1.9639182,-2.0698109,-0.1058927
5,-0.059063047,-0.111112714,"('distant', 'outgoing')",0.26632932,0.07583943,0.1036331,-0.0176366,-0.1212697
6,-0.46006757,-0.48904714,"('distant', 'open')",0.32409805,0.12233805,-0.0679848,-0.1833545,-0.1153697
7,-0.8033506,-0.7750715,"('insensitive', 'sensitive')",0.4226318,0.4375624,-0.1903594,-0.1687545,0.0216049
8,-1.4538876,-1.5207795,"('unaffectionate', 'affectionate')",0.6963518,0.4402076,-0.3787679,-0.5402859,-0.161518
9,-1.4397621,-1.4734986,"('unaffectionate', 'caring')",1.1608033,0.9927234,-0.1394794,-0.2403876,-0.1009082
10,-1.7607588,-1.6919919,"('unsympathetic', 'sympathetic')",-0.28930494,-0.25828028,-1.0250318,-0.9751361,0.0498957
11,-0.9418531,-0.91560507,"('unhelpful', 'helpful')",0.9747966,0.95803475,0.0164717,0.0212148,0.0047431
12,-0.74258786,-0.74559325,"('unsupportive', 'supportive')",-0.7030436,-0.71869254,-0.7228158,-0.7321429,-0.0093271
13,-1.3063585,-1.3382193,"('impolite', 'polite')",-0.7746862,-0.7038514,-1.0405223,-1.0210353,0.019487
14,-0.024894474,-0.010522934,"('antisocial', 'social')",0.7153646,0.8206859,0.345235,0.4050815,0.0598465
15,-0.17662185,-0.2822026,"('boring', 'funny')",0.08133702,0.057148658,-0.0476424,-0.112527,-0.0648846
16,-0.43284684,-0.3869388,"('unpopular', 'popular')",-0.3880953,-0.34477532,-0.4104711,-0.3658571,0.044614
17,-0.3768771,-0.42581034,"('nasty', 'nice')",-1.0971011,-1.1211134,-0.7369891,-0.7734619,-0.0364728
18,-1.4637662,-1.4338485,"('disagreeable', 'welcoming')",-0.86828655,-0.9287852,-1.1660264,-1.1813169,-0.0152905
19,-0.7758582,-0.7992273,"('inhospitable', 'hospitable')",-0.45499462,-0.5903721,-0.6154264,-0.6947997,-0.0793733
20,0.7517857,0.7704512,"('rough', 'thoughtful')",1.1647432,1.181731,0.9582645,0.9760911,0.0178266
21,-0.90105766,-0.8146133,"('immoral', 'moral')",-1.0031662,-0.8271807,-0.952112,-0.820897,0.131215
22,-0.21205786,-0.23298648,"('untrustworthy', 'trustworthy')",-0.44098717,-0.5262851,-0.3265225,-0.3796358,-0.0531133
23,-1.2670399,-1.2515283,"('insincere', 'sincere')",3.5713167,3.4490602,1.1521385,1.098766,-0.0533725
24,-0.956584,-0.95292735,"('dishonest', 'honest')",0.6928998,0.5987658,-0.1318421,-0.1770808,-0.0452387
25,-0.39136305,-0.41151622,"('egoistic', 'altruistic')",1.2828869,1.1509849,0.4457619,0.3697343,-0.0760276
26,-0.31443563,-0.3748992,"('hardhearted', 'benevolent')",2.5177953,2.3560185,1.1016798,0.9905597,-0.1111201
27,-1.6181117,-1.6508474,"('hardhearted', 'softhearted')",0.18815114,-0.01307819,-0.7149803,-0.8319628,-0.1169825
28,-0.6297062,-0.5935885,"('disloyal', 'loyal')",0.6968789,0.57505584,0.0335864,-0.0092663,-0.0428527
29,0.647246,0.5829255,"('unfair', 'fair')",-0.51748586,-0.65604115,0.0648801,-0.0365578,-0.1014379
30,-0.08596983,-0.09984324,"('intolerant', 'tolerant')",0.83088,0.8591693,0.3724551,0.379663,0.0072079
31,0.18507701,0.17198892,"('evil', 'good')",-0.08375228,-0.26562628,0.0506624,-0.0468187,-0.0974811
32,-1.0555192,-1.0535474,"('unkind', 'kind')",0.34817764,0.23792401,-0.3536708,-0.4078117,-0.0541409
33,0.31716514,0.24017204,"('wrong', 'right')",0.23556025,0.11921433,0.2763627,0.1796932,-0.0966695
34,0.08391705,0.19249764,"('mean', 'honorable')",3.311112,3.3749595,1.6975145,1.7837286,0.0862141
35,0.79854614,0.68485117,"('corrupt', 'incorrupt')",-0.42858493,-0.63308614,0.1849806,0.0258825,-0.1590981
36,0.24229434,0.16993126,"('hostile', 'amicable')",0.8716803,0.5694312,0.5569873,0.3696812,-0.1873061
