,brochure_male,brochure_female,tuple,average_male,average_female,female-male
0,-0.015550272,-0.20830041,"('unsociable', 'sociable')",-0.0155503,-0.2083004,-0.1927501
1,-0.69935703,-0.7898189,"('unfriendly', 'friendly')",-0.699357,-0.7898189,-0.0904619
2,0.74334806,0.9156265,"('unlikable', 'likable')",0.7433481,0.9156265,0.1722784
3,-0.75548786,-0.7081318,"('repellent', 'pleasant')",-0.7554879,-0.7081318,0.0473561
4,0.07057081,0.031211697,"('disliked', 'liked')",0.0705708,0.0312117,-0.0393591
5,-0.49927893,-0.4195821,"('distant', 'outgoing')",-0.4992789,-0.4195821,0.0796968
6,-0.9260662,-0.78243023,"('distant', 'open')",-0.9260662,-0.7824302,0.143636
7,0.16527054,0.2462685,"('insensitive', 'sensitive')",0.1652705,0.2462685,0.080998
8,-1.0307565,-1.1390504,"('unaffectionate', 'affectionate')",-1.0307565,-1.1390504,-0.1082939
9,-0.7672677,-0.7789151,"('unaffectionate', 'caring')",-0.7672677,-0.7789151,-0.0116474
10,-1.0058577,-1.1085539,"('unsympathetic', 'sympathetic')",-1.0058577,-1.1085539,-0.1026962
11,0.09629717,-0.020474,"('unhelpful', 'helpful')",0.0962972,-0.020474,-0.1167712
12,-0.8606754,-0.8546185,"('unsupportive', 'supportive')",-0.8606754,-0.8546185,0.0060569
13,-0.24298164,-0.34804162,"('impolite', 'polite')",-0.2429816,-0.3480416,-0.10506
14,0.57261777,0.50071204,"('antisocial', 'social')",0.5726178,0.500712,-0.0719058
15,0.8160959,0.65950227,"('boring', 'funny')",0.8160959,0.6595023,-0.1565936
16,0.30117512,0.460407,"('unpopular', 'popular')",0.3011751,0.460407,0.1592319
17,0.2849492,0.297829,"('nasty', 'nice')",0.2849492,0.297829,0.0128798
18,-0.9064837,-0.726947,"('disagreeable', 'welcoming')",-0.9064837,-0.726947,0.1795367
19,-0.12734506,-0.110321544,"('inhospitable', 'hospitable')",-0.1273451,-0.1103215,0.0170236
20,0.5596955,0.54941386,"('rough', 'thoughtful')",0.5596955,0.5494139,-0.0102816
21,0.30346835,0.35227028,"('immoral', 'moral')",0.3034683,0.3522703,0.048802
22,0.9434697,0.9083985,"('untrustworthy', 'trustworthy')",0.9434697,0.9083985,-0.0350712
23,0.2712214,0.15019144,"('insincere', 'sincere')",0.2712214,0.1501914,-0.12103
24,-0.41467214,-0.40110546,"('dishonest', 'honest')",-0.4146721,-0.4011055,0.0135666
25,-0.19087341,-0.10426153,"('egoistic', 'altruistic')",-0.1908734,-0.1042615,0.0866119
26,0.15047549,-0.069499955,"('hardhearted', 'benevolent')",0.1504755,-0.0695,-0.2199755
27,-1.2621763,-1.190436,"('hardhearted', 'softhearted')",-1.2621763,-1.190436,0.0717403
28,-1.4420089,-1.6061324,"('disloyal', 'loyal')",-1.4420089,-1.6061324,-0.1641235
29,-0.1722125,-0.095873326,"('unfair', 'fair')",-0.1722125,-0.0958733,0.0763392
30,-0.11389749,-0.2946622,"('intolerant', 'tolerant')",-0.1138975,-0.2946622,-0.1807647
31,-0.7523814,-0.664098,"('evil', 'good')",-0.7523814,-0.664098,0.0882834
32,-0.5024824,-0.5930699,"('unkind', 'kind')",-0.5024824,-0.5930699,-0.0905875
33,0.47892457,0.60899895,"('wrong', 'right')",0.4789246,0.608999,0.1300744
34,0.5416793,0.6230849,"('mean', 'honorable')",0.5416793,0.6230849,0.0814056
35,-0.01818256,-0.035774007,"('corrupt', 'incorrupt')",-0.0181826,-0.035774,-0.0175914
36,-0.84820074,-0.84909636,"('hostile', 'amicable')",-0.8482007,-0.8490964,-0.0008957
37,-1.3811225,-1.3811909,"('fake', 'genuine')",-1.3811225,-1.3811909,-6.84e-05
38,0.20721939,0.12601356,"('untruthful', 'truthful')",0.2072194,0.1260136,-0.0812058
39,-0.21261992,-0.22392242,"('exploitative', 'cooperative')",-0.2126199,-0.2239224,-0.0113025
40,-0.63082725,-0.5010782,"('stingy', 'generous')",-0.6308272,-0.5010782,0.129749
41,-0.12732054,-0.22376996,"('unforgiving', 'forgiving')",-0.1273205,-0.22377,-0.0964495
42,0.7743818,0.8335511,"('unreliable', 'reliable')",0.7743818,0.8335511,0.0591693
43,-0.4557912,-0.56408304,"('irresponsible', 'responsible')",-0.4557912,-0.564083,-0.1082918
44,0.24823675,0.3644452,"('prejudiced', 'unprejudiced')",0.2482367,0.3644452,0.1162085
45,-0.42617148,-0.5323958,"('incompetent', 'competent')",-0.4261715,-0.5323958,-0.1062243
