,saffron_male,saffron_female,tuple,average_male,average_female,female-male
0,-0.70945835,-0.84416133,"('unsociable', 'sociable')",-0.7094584,-0.8441613,-0.1347029
1,-0.24690114,-0.4334417,"('unfriendly', 'friendly')",-0.2469011,-0.4334417,-0.1865406
2,0.68055093,0.60970676,"('unlikable', 'likable')",0.6805509,0.6097068,-0.0708441
3,-0.7321416,-0.5723263,"('repellent', 'pleasant')",-0.7321416,-0.5723263,0.1598153
4,-1.7343671,-1.8095579,"('disliked', 'liked')",-1.7343671,-1.8095579,-0.0751908
5,-0.25749904,-0.33268315,"('distant', 'outgoing')",-0.257499,-0.3326831,-0.0751841
6,-0.27751702,-0.39246127,"('distant', 'open')",-0.277517,-0.3924613,-0.1149443
7,-0.608303,-0.5280077,"('insensitive', 'sensitive')",-0.608303,-0.5280077,0.0802953
8,0.19514495,0.059555084,"('unaffectionate', 'affectionate')",0.195145,0.0595551,-0.1355899
9,0.24596033,0.15841444,"('unaffectionate', 'caring')",0.2459603,0.1584144,-0.0875459
10,-0.9952686,-0.94902617,"('unsympathetic', 'sympathetic')",-0.9952686,-0.9490262,0.0462424
11,0.32912323,0.45451605,"('unhelpful', 'helpful')",0.3291232,0.4545161,0.1253929
12,-1.6091278,-1.5734104,"('unsupportive', 'supportive')",-1.6091278,-1.5734104,0.0357174
13,-0.9426015,-0.9919867,"('impolite', 'polite')",-0.9426015,-0.9919867,-0.0493852
14,-0.396616,-0.3444583,"('antisocial', 'social')",-0.396616,-0.3444583,0.0521577
15,0.7644546,0.59998816,"('boring', 'funny')",0.7644546,0.5999882,-0.1644664
16,0.95383334,0.8884194,"('unpopular', 'popular')",0.9538333,0.8884194,-0.0654139
17,0.05528059,0.089179575,"('nasty', 'nice')",0.0552806,0.0891796,0.033899
18,0.19182253,0.16229318,"('disagreeable', 'welcoming')",0.1918225,0.1622932,-0.0295293
19,-0.76827776,-0.7628007,"('inhospitable', 'hospitable')",-0.7682778,-0.7628007,0.0054771
20,-0.40756583,-0.46081308,"('rough', 'thoughtful')",-0.4075658,-0.4608131,-0.0532473
21,-0.69202316,-0.5516557,"('immoral', 'moral')",-0.6920232,-0.5516557,0.1403675
22,-0.971285,-0.94075125,"('untrustworthy', 'trustworthy')",-0.971285,-0.9407513,0.0305337
23,1.1812769,1.2410029,"('insincere', 'sincere')",1.1812769,1.2410029,0.059726
24,-0.031189032,-0.14927651,"('dishonest', 'honest')",-0.031189,-0.1492765,-0.1180875
25,0.46160752,0.28734523,"('egoistic', 'altruistic')",0.4616075,0.2873452,-0.1742623
26,0.56875396,0.27812576,"('hardhearted', 'benevolent')",0.568754,0.2781258,-0.2906282
27,0.53274864,0.38634613,"('hardhearted', 'softhearted')",0.5327486,0.3863461,-0.1464025
28,0.5502259,0.50224507,"('disloyal', 'loyal')",0.5502259,0.5022451,-0.0479808
29,-1.0638412,-1.1350682,"('unfair', 'fair')",-1.0638412,-1.1350682,-0.071227
30,0.21955183,0.23847523,"('intolerant', 'tolerant')",0.2195518,0.2384752,0.0189234
31,-1.0606568,-1.1642702,"('evil', 'good')",-1.0606568,-1.1642702,-0.1036134
32,0.48138526,0.38287166,"('unkind', 'kind')",0.4813853,0.3828717,-0.0985136
33,-0.07240695,-0.17797492,"('wrong', 'right')",-0.0724069,-0.1779749,-0.105568
34,0.80762,0.95858073,"('mean', 'honorable')",0.80762,0.9585807,0.1509607
