,starbucks_male,starbucks_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.5524504,0.5668328,"('unsociable', 'sociable')",-0.25761643,-0.41238663,0.147417,0.0772231,-0.0701939
1,1.450804,1.588243,"('unfriendly', 'friendly')",1.5906879,1.5269395,1.520746,1.5575912,0.0368452
2,-0.47253227,-0.47324067,"('unlikable', 'likable')",0.23031625,0.30406043,-0.121108,-0.0845901,0.0365179
3,-0.72125524,-0.5773408,"('repellent', 'pleasant')",0.6414602,0.69038993,-0.0398975,0.0565246,0.0964221
4,0.23253752,0.3160382,"('disliked', 'liked')",-7.0239177,-7.179327,-3.39569,-3.4316444,-0.0359544
5,1.2474513,1.2295078,"('distant', 'outgoing')",-0.49090925,-0.4870543,0.378271,0.3712268,-0.0070442
6,0.7985548,0.8758827,"('distant', 'open')",-0.32714522,-0.31775114,0.2357048,0.2790658,0.043361
7,0.60631275,0.7282574,"('insensitive', 'sensitive')",0.2820953,0.34449992,0.444204,0.5363787,0.0921747
8,0.3469376,0.31849718,"('unaffectionate', 'affectionate')",0.28619623,0.2978012,0.3165669,0.3081492,-0.0084177
9,1.2791083,1.2884989,"('unaffectionate', 'caring')",0.89574564,0.9737184,1.0874269,1.1311086,0.0436817
10,-0.026627693,0.05482321,"('unsympathetic', 'sympathetic')",-0.5476397,-0.5609914,-0.2871337,-0.2530841,0.0340496
11,-0.3504212,-0.39571488,"('unhelpful', 'helpful')",1.7588305,1.8483734,0.7042047,0.7263293,0.0221246
12,1.516949,1.6144538,"('unsupportive', 'supportive')",-2.0910757,-2.0890133,-0.2870633,-0.2372798,0.0497835
13,0.6174227,0.56215495,"('impolite', 'polite')",-0.7643243,-0.7745153,-0.0734508,-0.1061802,-0.0327294
14,0.45666945,0.39463705,"('antisocial', 'social')",-0.5938463,-0.6240939,-0.0685884,-0.1147284,-0.04614
15,-0.09490306,-0.2093841,"('boring', 'funny')",-0.39545202,-0.35758537,-0.2451775,-0.2834847,-0.0383072
16,-0.8737246,-0.8032393,"('unpopular', 'popular')",0.18454489,0.15674949,-0.3445898,-0.3232449,0.0213449
17,-0.43576047,-0.37446505,"('nasty', 'nice')",-0.75560725,-0.67821854,-0.5956839,-0.5263418,0.0693421
18,-0.52457994,-0.47463745,"('disagreeable', 'welcoming')",-0.64944863,-0.69859743,-0.5870143,-0.5866175,0.0003968
19,0.2056055,0.2690484,"('inhospitable', 'hospitable')",-0.58030444,-0.52293634,-0.1873495,-0.126944,0.0604055
20,0.8823739,0.89814574,"('rough', 'thoughtful')",1.1248473,1.1235226,1.0036106,1.0108342,0.0072236
21,0.8662729,0.8478554,"('immoral', 'moral')",-0.56000215,-0.557048,0.1531354,0.1454037,-0.0077317
22,0.08716497,0.08645713,"('untrustworthy', 'trustworthy')",-1.2977529,-1.3263232,-0.6052939,-0.619933,-0.0146391
23,0.69982797,0.8041817,"('insincere', 'sincere')",6.1735654,6.2356153,3.4366968,3.5198984,0.0832016
24,1.184589,1.1669616,"('dishonest', 'honest')",1.0608575,1.099101,1.1227233,1.1330312,0.0103079
25,0.5641475,0.53158915,"('egoistic', 'altruistic')",1.2120153,1.1956086,0.8880814,0.8635989,-0.0244825
26,2.062531,2.058889,"('hardhearted', 'benevolent')",1.6550165,1.6067166,1.8587737,1.8328028,-0.0259709
27,0.45186937,0.3260687,"('hardhearted', 'softhearted')",1.0651416,0.98889285,0.7585055,0.6574808,-0.1010247
28,0.45490682,0.46090898,"('disloyal', 'loyal')",1.2523211,1.2298973,0.853614,0.8454031,-0.0082109
29,-0.4567885,-0.42045805,"('unfair', 'fair')",-0.35346475,-0.46162382,-0.4051266,-0.4410409,-0.0359143
30,0.75850284,0.828325,"('intolerant', 'tolerant')",0.5208234,0.487178,0.6396631,0.6577515,0.0180884
31,-0.83017635,-0.6161253,"('evil', 'good')",-1.0136967,-1.0063475,-0.9219365,-0.8112364,0.1107001
32,0.8990627,0.79833007,"('unkind', 'kind')",0.88603616,0.82165354,0.8925494,0.8099918,-0.0825576
33,0.6429948,0.5673367,"('wrong', 'right')",-0.6276828,-0.61089367,0.007656,-0.0217785,-0.0294345
34,0.42959788,0.64730865,"('mean', 'honorable')",5.8702602,6.0174556,3.149929,3.3323822,0.1824532
35,-0.7769448,-0.85784304,"('corrupt', 'incorrupt')",-0.30732638,-0.31542367,-0.5421356,-0.5866333,-0.0444977
36,-0.4370684,-0.23985258,"('hostile', 'amicable')",-0.08806816,-0.1323728,-0.2625683,-0.1861127,0.0764556
37,0.7061145,0.76135886,"('fake', 'genuine')",0.2190243,0.27999598,0.4625694,0.5206774,0.058108
38,0.24010146,0.29406527,"('untruthful', 'truthful')",0.13453554,0.26228938,0.1873185,0.2781773,0.0908588
39,1.7483112,1.662366,"('exploitative', 'cooperative')",0.04166969,0.10124572,0.8949904,0.8818059,-0.0131845
40,-0.18538135,-0.014926309,"('stingy', 'generous')",-2.0804236,-2.1714833,-1.1329025,-1.0932047,0.0396978
41,0.36637047,0.53043985,"('unforgiving', 'forgiving')",-0.31243986,-0.3393645,0.0269653,0.0955377,0.0685724
42,0.7147188,0.77377725,"('unreliable', 'reliable')",-3.5137298,-3.5583792,-1.3995055,-1.392301,0.0072045
43,1.1811563,1.2167958,"('irresponsible', 'responsible')",0.47750172,0.49132633,0.829329,0.8540611,0.0247321
44,-2.0018752,-2.0886219,"('prejudiced', 'unprejudiced')",-1.4624943,-1.4414488,-1.7321846,-1.7650354,-0.0328508
45,0.4425344,0.7450699,"('incompetent', 'competent')",-0.2616101,-0.31557053,0.0904621,0.2147497,0.1242876
46,0.07332033,0.17725834,"('uncompetitive', 'competitive')",-1.0113962,-1.0834316,-0.4690379,-0.4530866,0.0159513
47,0.8056789,0.8472248,"('stupid', 'smart')",5.379857,5.5056896,3.092768,3.1764572,0.0836892
48,0.5409754,0.59812623,"('unintelligent', 'intelligent')",0.49231085,0.47007725,0.5166431,0.5341017,0.0174586
49,0.37836117,0.43203616,"('unable', 'able')",-0.3799203,-0.3627523,-0.0007796,0.0346419,0.0354215
50,-1.0606427,-1.0644034,"('clumsy', 'skillful')",-0.18505692,-0.25066715,-0.6228498,-0.6575353,-0.0346855
51,0.43550065,0.39709297,"('uneducated', 'educated')",0.5296688,0.44367433,0.4825847,0.4203836,-0.0622011
52,-0.77670735,-0.9255755,"('irrational', 'rational')",-0.14373201,-0.17820998,-0.4602197,-0.5518928,-0.0916731
53,0.7223708,0.7902492,"('uncreative', 'creative')",0.32606912,0.2695291,0.52422,0.5298892,0.0056692
54,0.85177016,0.81653154,"('incapable', 'capable')",0.8012355,0.8705534,0.8265028,0.8435425,0.0170397
55,0.39225593,0.48383534,"('incompetent', 'clever')",0.116058856,0.07118541,0.2541574,0.2775104,0.023353
56,1.928501,2.00736,"('impractical', 'practical')",-0.2587849,-0.2767649,0.8348581,0.8652976,0.0304395
57,-0.96682143,-0.884892,"('unimaginative', 'imaginative')",-3.5155354,-3.5542438,-2.2411785,-2.2195678,0.0216107
58,0.5773369,0.77734613,"('undiscriminating', 'discriminating')",-0.052229583,-0.07914947,0.2625537,0.3490983,0.0865446
59,-0.3471005,-0.43601605,"('foolish', 'wise')",0.078996584,0.122140795,-0.1340519,-0.1569376,-0.0228857
60,0.94809556,0.9910456,"('inefficient', 'efficient')",0.04191173,0.14561991,0.4950036,0.5683327,0.0733291
61,1.3035835,1.1801717,"('illogical', 'logical')",0.750316,0.6613935,1.0269498,0.9207826,-0.1061672
62,0.635534,0.6970398,"('incompetent', 'brilliant')",0.13550028,0.22083019,0.3855171,0.458935,0.0734179
63,1.584107,1.7143497,"('unperceptive', 'insightful')",0.34860983,0.36740404,0.9663584,1.0408769,0.0745185
64,-0.9048029,-1.0020311,"('shy', 'confident')",-6.7616873,-6.8308,-3.833245,-3.9164157,-0.0831707
65,-0.62587905,-0.73864,"('insecure', 'secure')",-0.41334745,-0.40049753,-0.5196133,-0.5695688,-0.0499555
66,-0.7131739,-0.79347104,"('inactive', 'active')",0.3646905,0.37523305,-0.1742417,-0.209119,-0.0348773
67,0.15909356,0.13095376,"('doubtful', 'determined')",-0.23628029,-0.2586871,-0.0385934,-0.0638667,-0.0252733
68,-0.09228077,-0.20942846,"('dependent', 'independent')",-0.49498788,-0.5537751,-0.2936343,-0.3816018,-0.0879675
69,0.3045731,0.26963732,"('lazy', 'industrious')",-0.97734916,-0.9071826,-0.3363881,-0.3187726,0.0176155
70,0.02744019,0.04215782,"('lethargic', 'energetic')",0.047764793,0.061881274,0.0376025,0.0520195,0.014417
71,2.210298,2.2704158,"('diffident', 'self-confident')",0.3199556,0.33017853,1.2651268,1.3002971,0.0351703
72,0.24153492,0.17396018,"('unambitious', 'ambitious')",-0.5667322,-0.5062295,-0.1625987,-0.1661347,-0.003536
73,1.3935908,1.391214,"('helpless', 'self-reliant')",-3.4661574,-3.4814577,-1.0362833,-1.0451219,-0.0088386
74,2.0380208,2.0989661,"('undedicated', 'dedicated')",-0.13074963,-0.20573227,0.9536356,0.9466169,-0.0070187
75,-1.6022868,-1.5554094,"('meek', 'impulsive')",-0.86792034,-0.8333793,-1.2351036,-1.1943944,0.0407092
76,-0.11642322,-0.07573736,"('anxious', 'daring')",-0.57914144,-0.58157134,-0.3477823,-0.3286543,0.019128
77,-0.20218146,-0.07667771,"('unmotivated', 'motivated')",-1.4779661,-1.3214079,-0.8400738,-0.6990428,0.141031
78,0.09900313,0.19484726,"('nonresilient', 'resilient')",-0.14150923,-0.13482782,-0.0212531,0.0300097,0.0512628
79,-0.54681706,-0.5003267,"('wavering', 'unwavering')",-0.12826365,-0.075033434,-0.3375404,-0.2876801,0.0498603
80,0.24434961,0.12944987,"('dominated', 'dominating')",-0.64651406,-0.5796356,-0.2010822,-0.2250929,-0.0240107
81,-0.199012,-0.22984967,"('submissive', 'aggressive')",-0.891016,-0.86285377,-0.545014,-0.5463517,-0.0013377
82,-0.5830488,-0.46502686,"('poor', 'rich')",6.1076484,6.069724,2.7622998,2.8023486,0.0400488
83,0.7093717,0.71812594,"('powerless', 'powerful')",-0.85229534,-0.86836493,-0.0714618,-0.0751195,-0.0036577
84,0.78908026,0.71288,"('inferior', 'superior')",1.1222937,1.05449,0.955687,0.883685,-0.072002
85,1.4149812,1.466293,"('insignificant', 'prestigious')",0.13082156,0.11980613,0.7729014,0.7930496,0.0201482
86,1.7812084,1.7716062,"('uninfluential', 'influential')",-0.07519843,-0.169538,0.853005,0.8010341,-0.0519709
87,0.8393146,0.79371786,"('unsuccessful', 'successful')",0.59743094,0.61437076,0.7183728,0.7040443,-0.0143285
88,-0.090115175,-0.09273626,"('low', 'eminent')",-0.21620244,-0.26833305,-0.1531588,-0.1805347,-0.0273759
