,midwife_male,midwife_female,tuple,average_male,average_female,female-male
0,0.22144222,0.036173113,"('unsociable', 'sociable')",0.2214422,0.0361731,-0.1852691
1,0.42988238,0.4463003,"('unfriendly', 'friendly')",0.4298824,0.4463003,0.0164179
2,0.47487998,0.34572583,"('unlikable', 'likable')",0.47488,0.3457258,-0.1291542
3,-1.1510754,-1.0439942,"('repellent', 'pleasant')",-1.1510754,-1.0439942,0.1070812
4,-2.1731193,-1.3490274,"('disliked', 'liked')",-2.1731193,-1.3490274,0.8240919
5,-0.31340554,-0.03675897,"('distant', 'outgoing')",-0.3134055,-0.036759,0.2766465
6,-0.06381715,0.058399085,"('distant', 'open')",-0.0638172,0.0583991,0.1222163
7,0.16839033,0.144914,"('insensitive', 'sensitive')",0.1683903,0.144914,-0.0234763
8,1.0471007,0.87305504,"('unaffectionate', 'affectionate')",1.0471007,0.873055,-0.1740457
9,1.1459441,1.1991094,"('unaffectionate', 'caring')",1.1459441,1.1991094,0.0531653
10,-0.49476436,-0.5582433,"('unsympathetic', 'sympathetic')",-0.4947644,-0.5582433,-0.0634789
11,0.6961745,0.50575966,"('unhelpful', 'helpful')",0.6961745,0.5057597,-0.1904148
12,0.547206,1.0118688,"('unsupportive', 'supportive')",0.547206,1.0118688,0.4646628
13,0.18872765,0.14399336,"('impolite', 'polite')",0.1887276,0.1439934,-0.0447342
14,0.034967728,-0.23206067,"('antisocial', 'social')",0.0349677,-0.2320607,-0.2670284
15,1.3783135,1.0674672,"('boring', 'funny')",1.3783135,1.0674672,-0.3108463
16,-0.11509052,-0.05273902,"('unpopular', 'popular')",-0.1150905,-0.052739,0.0623515
17,0.16575608,0.43709135,"('nasty', 'nice')",0.1657561,0.4370914,0.2713353
18,0.053660817,0.36173344,"('disagreeable', 'welcoming')",0.0536608,0.3617334,0.3080726
19,-0.13154933,0.06548852,"('inhospitable', 'hospitable')",-0.1315493,0.0654885,0.1970378
20,-0.30151498,-0.42933884,"('rough', 'thoughtful')",-0.301515,-0.4293388,-0.1278238
21,-0.579276,-0.35929793,"('immoral', 'moral')",-0.579276,-0.3592979,0.2199781
22,0.15004432,0.081839345,"('untrustworthy', 'trustworthy')",0.1500443,0.0818393,-0.068205
23,2.5602353,2.096155,"('insincere', 'sincere')",2.5602353,2.0961549,-0.4640804
24,0.19325438,-0.0131428465,"('dishonest', 'honest')",0.1932544,-0.0131428,-0.2063972
25,0.62940407,0.4524716,"('egoistic', 'altruistic')",0.6294041,0.4524716,-0.1769325
26,1.6742994,1.4073932,"('hardhearted', 'benevolent')",1.6742994,1.4073932,-0.2669062
27,1.4856437,1.2157298,"('hardhearted', 'softhearted')",1.4856437,1.2157298,-0.2699139
28,-0.035048805,-0.10363944,"('disloyal', 'loyal')",-0.0350488,-0.1036394,-0.0685906
29,-0.14525782,-0.011412708,"('unfair', 'fair')",-0.1452578,-0.0114127,0.1338451
30,0.076332994,-0.13094473,"('intolerant', 'tolerant')",0.076333,-0.1309447,-0.2072777
31,-0.38135973,-0.115189046,"('evil', 'good')",-0.3813597,-0.115189,0.2661707
32,1.4619712,1.2668822,"('unkind', 'kind')",1.4619712,1.2668822,-0.195089
33,0.74442756,1.0296792,"('wrong', 'right')",0.7444276,1.0296792,0.2852516
34,1.7053113,1.3306506,"('mean', 'honorable')",1.7053113,1.3306506,-0.3746607
35,-0.026563438,0.102540895,"('corrupt', 'incorrupt')",-0.0265634,0.1025409,0.1291043
36,-0.46073696,-0.043597817,"('hostile', 'amicable')",-0.460737,-0.0435978,0.4171392
37,0.5173011,0.4291055,"('fake', 'genuine')",0.5173011,0.4291055,-0.0881956
38,0.67704463,0.90393937,"('untruthful', 'truthful')",0.6770446,0.9039394,0.2268948
39,-0.4602458,-0.6939138,"('exploitative', 'cooperative')",-0.4602458,-0.6939138,-0.233668
40,-1.0977602,-0.7693548,"('stingy', 'generous')",-1.0977602,-0.7693548,0.3284054
41,0.88119125,0.9381457,"('unforgiving', 'forgiving')",0.8811913,0.9381457,0.0569544
42,-1.0784576,-0.70420015,"('unreliable', 'reliable')",-1.0784576,-0.7042001,0.3742575
43,0.8057621,0.6473155,"('irresponsible', 'responsible')",0.8057621,0.6473155,-0.1584466
44,-1.1719955,-1.0756658,"('prejudiced', 'unprejudiced')",-1.1719955,-1.0756658,0.0963297
45,0.7518305,0.8179888,"('incompetent', 'competent')",0.7518305,0.8179888,0.0661583
46,-1.0860541,-1.092154,"('uncompetitive', 'competitive')",-1.0860541,-1.092154,-0.0060999
47,3.046527,2.5866086,"('stupid', 'smart')",3.0465269,2.5866086,-0.4599183
48,-0.5373462,-0.5788426,"('unintelligent', 'intelligent')",-0.5373462,-0.5788426,-0.0414964
49,-0.5779468,-0.485553,"('unable', 'able')",-0.5779468,-0.485553,0.0923938
50,0.4387555,0.563838,"('clumsy', 'skillful')",0.4387555,0.563838,0.1250825
51,-0.8330766,-1.1048222,"('uneducated', 'educated')",-0.8330766,-1.1048222,-0.2717456
52,-0.40108597,-0.39693066,"('irrational', 'rational')",-0.401086,-0.3969307,0.0041553
53,-1.1751677,-1.1739068,"('uncreative', 'creative')",-1.1751677,-1.1739068,0.0012609
54,-0.06896007,-0.24797565,"('incapable', 'capable')",-0.0689601,-0.2479756,-0.1790155
55,-0.39298326,-0.5819575,"('incompetent', 'clever')",-0.3929833,-0.5819575,-0.1889742
56,0.75847447,0.8726814,"('impractical', 'practical')",0.7584745,0.8726814,0.1142069
57,-1.1812946,-1.0443827,"('unimaginative', 'imaginative')",-1.1812946,-1.0443827,0.1369119
58,-0.6598544,-0.8113188,"('undiscriminating', 'discriminating')",-0.6598544,-0.8113188,-0.1514644
59,1.336319,1.5215943,"('foolish', 'wise')",1.336319,1.5215943,0.1852753
60,-0.06171426,0.006230629,"('inefficient', 'efficient')",-0.0617143,0.0062306,0.0679449
61,-0.30797085,-0.53583103,"('illogical', 'logical')",-0.3079709,-0.535831,-0.2278601
62,-0.21889432,-0.39066064,"('incompetent', 'brilliant')",-0.2188943,-0.3906606,-0.1717663
63,-0.3888744,-0.4697317,"('unperceptive', 'insightful')",-0.3888744,-0.4697317,-0.0808573
64,-3.3565693,-2.6682405,"('shy', 'confident')",-3.3565693,-2.6682405,0.6883288
65,-0.663808,-0.86060965,"('insecure', 'secure')",-0.663808,-0.8606097,-0.1968017
66,-0.60401404,-0.7088158,"('inactive', 'active')",-0.604014,-0.7088158,-0.1048018
67,0.21065705,0.24635665,"('doubtful', 'determined')",0.210657,0.2463567,0.0356997
68,-1.523531,-1.1266377,"('dependent', 'independent')",-1.523531,-1.1266377,0.3968933
69,0.25498903,0.61845887,"('lazy', 'industrious')",0.254989,0.6184589,0.3634699
70,-0.6032496,-1.006066,"('lethargic', 'energetic')",-0.6032496,-1.006066,-0.4028164
71,0.60139984,0.84642184,"('diffident', 'self-confident')",0.6013998,0.8464218,0.245022
72,0.32263115,0.31538993,"('unambitious', 'ambitious')",0.3226312,0.3153899,-0.0072413
73,-1.7104468,-1.3421344,"('helpless', 'self-reliant')",-1.7104468,-1.3421344,0.3683124
74,0.79158753,0.7627081,"('undedicated', 'dedicated')",0.7915875,0.7627081,-0.0288794
75,-0.35395744,-0.29206437,"('meek', 'impulsive')",-0.3539574,-0.2920644,0.061893
76,-1.4580826,-1.8081744,"('anxious', 'daring')",-1.4580826,-1.8081744,-0.3500918
77,-1.5330544,-1.0129298,"('unmotivated', 'motivated')",-1.5330544,-1.0129298,0.5201246
78,0.28233945,0.5132194,"('nonresilient', 'resilient')",0.2823395,0.5132194,0.2308799
79,0.30640692,0.45655102,"('wavering', 'unwavering')",0.3064069,0.456551,0.1501441
80,-0.67671824,-1.1034436,"('dominated', 'dominating')",-0.6767182,-1.1034436,-0.4267254
81,-1.7441264,-2.0972154,"('submissive', 'aggressive')",-1.7441264,-2.0972154,-0.353089
82,1.6545167,0.8809877,"('poor', 'rich')",1.6545167,0.8809877,-0.773529
83,-0.39785835,-0.26634693,"('powerless', 'powerful')",-0.3978584,-0.2663469,0.1315115
84,0.26196006,0.44849566,"('inferior', 'superior')",0.2619601,0.4484957,0.1865356
85,-0.2375165,-0.019462261,"('insignificant', 'prestigious')",-0.2375165,-0.0194623,0.2180542
86,0.2508699,-0.046240028,"('uninfluential', 'influential')",0.2508699,-0.04624,-0.2971099
87,-0.1081819,-0.424209,"('unsuccessful', 'successful')",-0.1081819,-0.424209,-0.3160271
88,-0.6265649,-0.7286195,"('low', 'eminent')",-0.6265649,-0.7286195,-0.1020546
