,affiliated_male,affiliated_female,tuple,managers_male,managers_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.92544436,0.7122628,"('unsociable', 'sociable')",0.15243551,0.084836185,0.69903886,0.6142821,-0.6532961,-0.7631093,0.2809057,0.1620679,-0.1188378
1,-0.5155648,-0.56413215,"('unfriendly', 'friendly')",0.29685286,0.32367003,0.76588243,0.70378554,2.018046,1.957001,0.6413041,0.6050811,-0.036223
2,0.9112456,1.000743,"('unlikable', 'likable')",1.4515882,1.66728,1.4321687,1.4980823,0.51438934,0.6226343,1.077348,1.1971849,0.1198369
3,-0.19141605,-0.15476033,"('repellent', 'pleasant')",0.26594636,0.37983972,1.1276295,1.2021971,0.43309277,0.49915022,0.4088132,0.4816067,0.0727935
4,-0.71866304,-0.78909934,"('disliked', 'liked')",-0.7017256,-0.775373,-0.46221036,-0.55175793,-6.897538,-7.0027885,-2.1950343,-2.2797546,-0.0847203
5,-0.78943145,-0.6699662,"('distant', 'outgoing')",0.30722928,0.37777114,-1.0789036,-1.149491,-0.10707838,-0.079335995,-0.417046,-0.3802555,0.0367905
6,-0.56904215,-0.43805197,"('distant', 'open')",-0.15000585,-0.02762467,-1.1386236,-1.2049899,0.6487895,0.65630025,-0.3022205,-0.2535916,0.0486289
7,2.2150538,2.1266952,"('insensitive', 'sensitive')",0.9880715,1.0006169,0.6679823,0.67735624,1.2279369,1.2415179,1.2747611,1.2615466,-0.0132145
8,-1.3266728,-1.2829736,"('unaffectionate', 'affectionate')",-0.17551532,-0.1597091,0.6210581,0.6636226,1.1994442,1.1902335,0.0795785,0.1027933,0.0232148
9,0.10928921,0.12787318,"('unaffectionate', 'caring')",0.87604845,0.8925499,0.7765083,0.750135,1.5646273,1.6074708,0.8316183,0.8445072,0.0128889
10,1.4447216,1.409478,"('unsympathetic', 'sympathetic')",0.7864727,0.90738064,0.3636685,0.45762235,-0.16865422,-0.11321904,0.6065521,0.6653154,0.0587633
11,1.3432856,1.4147859,"('unhelpful', 'helpful')",0.928342,1.0352062,0.15966812,0.2833541,1.5639273,1.7152649,0.9988058,1.1121528,0.113347
12,2.0762587,2.2271879,"('unsupportive', 'supportive')",2.1176674,2.3391786,1.5621451,1.6975454,-1.4689764,-1.4794102,1.0717736,1.1961254,0.1243518
13,0.9841167,0.974701,"('impolite', 'polite')",0.98645854,1.0534256,0.2782253,0.3038897,-0.6772917,-0.6264777,0.3928772,0.4263846,0.0335074
14,1.6522329,1.5589228,"('antisocial', 'social')",1.2285118,1.2492588,1.6035296,1.5730244,-0.5559244,-0.58470005,0.9820875,0.9491265,-0.032961
15,0.28837162,0.29011637,"('boring', 'funny')",-0.08235434,-0.19841556,-0.63816535,-0.7397353,0.55036855,0.5097509,0.0295551,-0.0345709,-0.064126
16,-1.7241471,-1.7685285,"('unpopular', 'popular')",-1.2996433,-1.3062947,-0.285163,-0.28643173,0.10822965,0.15069933,-0.8001809,-0.8026389,-0.002458
17,-0.3278123,-0.19530532,"('nasty', 'nice')",-0.76940024,-0.6332592,-0.71004164,-0.6709559,-0.4354616,-0.32775342,-0.560679,-0.4568185,0.1038605
18,-0.9607419,-0.8686232,"('disagreeable', 'welcoming')",-0.010510646,0.1515142,0.22120966,0.29973936,-0.29962033,-0.30725226,-0.2624158,-0.1811555,0.0812603
19,0.08443904,0.1574334,"('inhospitable', 'hospitable')",0.29031527,0.32057142,-1.2312334,-1.2231328,0.012880033,0.082225084,-0.2108998,-0.1657257,0.0451741
20,0.5353993,0.6021697,"('rough', 'thoughtful')",-0.23189917,-0.061542377,1.0717514,1.0308374,1.2111055,1.1555544,0.6465893,0.6817548,0.0351655
21,1.2568741,1.1632842,"('immoral', 'moral')",1.1770731,1.2496005,0.30882445,0.3782849,-0.84050685,-0.7725139,0.4755662,0.5046639,0.0290977
22,0.9298713,0.863127,"('untrustworthy', 'trustworthy')",0.4968803,0.5704906,1.7596289,1.7016306,-0.68561965,-0.68220687,0.6251902,0.6132603,-0.0119299
23,1.424514,1.4065706,"('insincere', 'sincere')",0.7894512,0.8300881,0.4786265,0.53300226,6.04454,6.0618625,2.1842828,2.207881,0.0235982
24,1.9051745,1.9446461,"('dishonest', 'honest')",-0.39630768,-0.42480347,0.16519675,0.1731973,0.7611344,0.7344999,0.6087995,0.606885,-0.0019145
25,-1.1246654,-1.1427565,"('egoistic', 'altruistic')",0.09510902,0.102709904,0.16305335,0.11737206,1.8625535,1.7524301,0.2490126,0.2074389,-0.0415737
26,1.1433072,0.9993013,"('hardhearted', 'benevolent')",1.5766782,1.5693786,1.9317604,1.8791887,1.9008853,1.826869,1.6381578,1.5686843,-0.0694735
27,0.11308695,0.2823437,"('hardhearted', 'softhearted')",-0.13562562,0.010032628,0.097324304,0.07322381,1.7351154,1.6114728,0.4524752,0.4942682,0.041793
28,0.63078517,0.46445775,"('disloyal', 'loyal')",-0.76029,-0.8471815,-0.23294386,-0.25221267,0.8528422,0.7686753,0.1225984,0.0334347,-0.0891637
