,dish_male,dish_female,tuple,network_male,network_female,corporation_male,corporation_female,average_male,average_female,female-male
0,-1.0374975,-1.0205985,"('unsociable', 'sociable')",-0.785625,-0.8021326,0.2740062,0.23410957,-0.5163721,-0.5295405,-0.0131684
1,1.0467057,1.0363958,"('unfriendly', 'friendly')",-0.0035701245,-0.18365966,-0.44848955,-0.62288815,0.1982154,0.076616,-0.1215994
2,0.20489869,0.31216845,"('unlikable', 'likable')",0.36101437,0.366275,1.9229119,1.9897164,0.8296083,0.8893867,0.0597784
3,-1.4221711,-1.3029413,"('repellent', 'pleasant')",-1.1019104,-0.88988066,0.1972328,0.36344704,-0.7756162,-0.6097916,0.1658246
4,-0.053746976,-0.06499681,"('disliked', 'liked')",-0.63159484,-0.5436166,-1.0933758,-1.2356299,-0.5929059,-0.6147478,-0.0218419
5,0.2752857,0.21817897,"('distant', 'outgoing')",0.053751193,-0.098107025,-1.3018367,-1.2911955,-0.3242666,-0.3903745,-0.0661079
6,0.47960478,0.4604085,"('distant', 'open')",-0.0782486,-0.22869119,-1.5251695,-1.5497543,-0.3746044,-0.4393456,-0.0647412
7,-0.40868634,-0.26800317,"('insensitive', 'sensitive')",-1.0042436,-0.79839253,0.808056,1.0709441,-0.2016247,0.0015161,0.2031408
8,0.6649955,0.5785968,"('unaffectionate', 'affectionate')",0.05060765,-0.25880384,0.04487119,-0.16649595,0.2534914,0.051099,-0.2023924
9,1.0785136,1.0858009,"('unaffectionate', 'caring')",0.1859085,0.039623216,0.7285908,0.67886215,0.6643376,0.6014287,-0.0629089
10,-1.4677866,-1.3750892,"('unsympathetic', 'sympathetic')",-2.258789,-2.0151477,-0.102084905,-0.004848182,-1.2762202,-1.131695,0.1445252
11,-1.2267704,-1.1650634,"('unhelpful', 'helpful')",-0.96307176,-0.8703063,0.25481173,0.34615573,-0.6450102,-0.5630713,0.0819389
12,0.6671066,0.78730005,"('unsupportive', 'supportive')",-0.48570347,-0.32029182,1.1305479,1.2275621,0.437317,0.5648568,0.1275398
13,-0.86906207,-0.8645605,"('impolite', 'polite')",-0.5514314,-0.5028368,-0.13244519,-0.08570361,-0.5176462,-0.484367,0.0332792
14,0.27745014,0.29402035,"('antisocial', 'social')",-0.28039044,-0.1918472,1.803959,1.9521242,0.6003396,0.6847658,0.0844262
15,0.88098407,0.8536014,"('boring', 'funny')",0.99509454,0.86494195,0.5500171,0.42698273,0.8086986,0.7151753,-0.0935233
16,-0.7653365,-0.86964905,"('unpopular', 'popular')",-0.067184135,-0.13792285,-0.1053309,-0.0647752,-0.3126172,-0.3574491,-0.0448319
17,-1.3918518,-1.3258567,"('nasty', 'nice')",-0.47313878,-0.4700729,-0.46361724,-0.43053383,-0.7762026,-0.7421544,0.0340482
18,-0.26970178,-0.24563375,"('disagreeable', 'welcoming')",0.23599932,0.18805352,0.42389363,0.37277472,0.1300637,0.1050648,-0.0249989
19,-0.12059893,-0.11924955,"('inhospitable', 'hospitable')",-0.120662026,-0.1278348,-0.72558343,-0.75273526,-0.3222815,-0.3332732,-0.0109917
20,-0.75953406,-0.6751692,"('rough', 'thoughtful')",-0.56788504,-0.45688456,0.33305132,0.39219686,-0.3314559,-0.246619,0.0848369
21,-1.419777,-1.3048718,"('immoral', 'moral')",-0.94203085,-0.764334,1.1459471,1.2520472,-0.4052869,-0.2723862,0.1329007
22,-0.91014814,-0.9017375,"('untrustworthy', 'trustworthy')",-0.5532383,-0.4356894,0.5603932,0.44367748,-0.3009977,-0.2979165,0.0030812
23,0.0974336,0.13659088,"('insincere', 'sincere')",-0.35045597,-0.29600334,0.96711445,0.98454994,0.2380307,0.2750458,0.0370151
24,-0.17233442,-0.0893185,"('dishonest', 'honest')",-0.8800304,-0.81358874,0.6411047,0.5500672,-0.1370867,-0.1176134,0.0194733
25,1.5116864,1.5003581,"('egoistic', 'altruistic')",1.271462,1.1345638,0.9215997,0.8406339,1.234916,1.1585186,-0.0763974
26,1.3302999,1.2820879,"('hardhearted', 'benevolent')",0.059791565,-0.055306464,1.5680162,1.5339955,0.9860358,0.920259,-0.0657768
27,-0.06169602,-0.0704997,"('hardhearted', 'softhearted')",0.48444575,0.39288324,-0.24717036,-0.2353206,0.0585265,0.029021,-0.0295055
28,-0.1525327,-0.17072335,"('disloyal', 'loyal')",-0.008908227,-0.0031158924,0.17778239,0.06483472,0.0054472,-0.0363348,-0.041782
29,-0.13813913,-0.13648544,"('unfair', 'fair')",-0.3590474,-0.35259944,-0.53033936,-0.627164,-0.3425086,-0.3720829,-0.0295743
30,-0.46382707,-0.3708572,"('intolerant', 'tolerant')",-0.81433153,-0.75928265,1.4955081,1.4858505,0.0724498,0.1185702,0.0461204
31,0.83679193,0.9704471,"('evil', 'good')",0.09755437,0.098531276,-1.1513828,-1.1669514,-0.0723455,-0.0326577,0.0396878
32,0.62057424,0.5681506,"('unkind', 'kind')",0.0049533993,-0.07010701,1.2142551,1.1145248,0.6132609,0.5375228,-0.0757381
33,1.0208691,0.9318968,"('wrong', 'right')",0.7201872,0.5604701,0.5384896,0.4278129,0.7598486,0.6400599,-0.1197887
34,0.12021343,0.19566728,"('mean', 'honorable')",-0.34752157,-0.21086249,0.29762352,0.4463626,0.0234385,0.1437225,0.120284
35,0.5603197,0.40824378,"('corrupt', 'incorrupt')",0.41948512,0.19724847,-2.158878,-2.4528031,-0.3930244,-0.6157703,-0.2227459
36,1.2130325,1.1466618,"('hostile', 'amicable')",0.12839293,-0.050327614,-1.4811596,-1.7864498,-0.046578,-0.2300386,-0.1834606
37,-1.1479899,-1.1214942,"('fake', 'genuine')",-0.9730352,-0.97027266,-0.4738394,-0.57668614,-0.8649548,-0.8894843,-0.0245295
38,0.4824807,0.5646023,"('untruthful', 'truthful')",-0.18660125,-0.11871065,-0.34235805,-0.31971455,-0.0154929,0.042059,0.0575519
39,1.1765896,1.21306,"('exploitative', 'cooperative')",0.74640995,0.7305932,1.9996771,1.9813077,1.3075589,1.3083204,0.0007615
40,-0.19273312,-0.12794884,"('stingy', 'generous')",-0.1720411,-0.16349867,1.0599239,0.986155,0.2317166,0.2315692,-0.0001474
41,-0.28799456,-0.24645863,"('unforgiving', 'forgiving')",-0.4085085,-0.35295284,0.54212457,0.47235262,-0.0514595,-0.042353,0.0091065
42,-0.65939367,-0.5886605,"('unreliable', 'reliable')",-0.06457831,0.13120428,0.43760785,0.52533746,-0.0954547,0.0226271,0.1180818
43,-1.0125641,-0.928621,"('irresponsible', 'responsible')",-1.1421864,-0.9805057,0.8475884,1.0273058,-0.4357206,-0.2939403,0.1417803
44,-1.7410516,-1.71031,"('prejudiced', 'unprejudiced')",-0.5116087,-0.48849136,-0.885097,-0.86699736,-1.0459191,-1.0219329,0.0239862
45,-1.7126099,-1.5661306,"('incompetent', 'competent')",-2.0075998,-1.6823825,-0.11778155,-0.02660723,-1.2793304,-1.0917068,0.1876236
46,-2.3066936,-2.2373586,"('uncompetitive', 'competitive')",-1.6994176,-1.4723387,1.5120599,1.4918414,-0.8313504,-0.7392853,0.0920651
47,-0.15475228,-0.16272385,"('stupid', 'smart')",-0.060655385,-0.023070067,0.42220205,0.4602733,0.0689315,0.0914931,0.0225616
48,0.5803783,0.6821712,"('unintelligent', 'intelligent')",-0.12866074,-0.050651334,1.3549523,1.3897253,0.6022233,0.6737484,0.0715251
49,-0.29379714,-0.28098512,"('unable', 'able')",-1.0119454,-0.86662745,-0.21041077,-0.110654384,-0.5053844,-0.4194223,0.0859621
50,-0.6590228,-0.76627,"('clumsy', 'skillful')",0.16362499,0.06796364,-0.6233679,-0.7617687,-0.3729219,-0.4866917,-0.1137698
51,-1.0984418,-1.1288822,"('uneducated', 'educated')",-0.44895893,-0.36178344,0.9792156,0.98452616,-0.189395,-0.1687132,0.0206818
52,1.3542261,1.1479231,"('irrational', 'rational')",0.98566675,0.6035912,0.20096597,-0.103934094,0.8469529,0.5491934,-0.2977595
53,0.2513821,0.27073544,"('uncreative', 'creative')",-0.14545153,-0.18648307,0.5696934,0.47893792,0.225208,0.1877301,-0.0374779
54,0.1925035,0.1511268,"('incapable', 'capable')",-1.0822777,-1.1203871,-0.603982,-0.58288103,-0.4979187,-0.5173804,-0.0194617
55,-0.5491158,-0.3695436,"('incompetent', 'clever')",-1.0497277,-0.8330989,1.824539,1.9168812,0.0752318,0.2380796,0.1628478
56,0.18080372,0.29655904,"('impractical', 'practical')",-0.50214356,-0.2822833,0.87562245,0.9387881,0.1847609,0.3176879,0.132927
57,-1.5141371,-1.4003218,"('unimaginative', 'imaginative')",-1.5982715,-1.4412307,0.09455569,0.19209352,-1.005951,-0.883153,0.122798
58,-0.3544862,-0.35934985,"('undiscriminating', 'discriminating')",-0.42844433,-0.3408699,0.5712234,0.5668907,-0.070569,-0.044443,0.026126
59,1.3070475,1.2291703,"('foolish', 'wise')",0.7132129,0.5723055,-0.7257539,-0.75454515,0.4315021,0.3489769,-0.0825252
60,-0.7598567,-0.6456867,"('inefficient', 'efficient')",-0.34454495,-0.16183032,1.2205868,1.5079172,0.0387284,0.2334667,0.1947383
61,0.38330752,0.25698882,"('illogical', 'logical')",0.37625802,0.29064876,0.32722118,0.20486145,0.3622622,0.250833,-0.1114292
62,-0.032103375,0.10597703,"('incompetent', 'brilliant')",-0.5834092,-0.3256799,1.6193326,1.8428034,0.3346066,0.5410335,0.2064269
63,-0.5473947,-0.469021,"('unperceptive', 'insightful')",-0.7566184,-0.51152706,0.94180715,1.0731008,-0.1207353,0.0308509,0.1515862
64,-1.51619,-1.5470307,"('shy', 'confident')",-0.3023888,-0.25422472,0.3300441,0.38623953,-0.4961782,-0.471672,0.0245062
65,-0.68092984,-0.6640301,"('insecure', 'secure')",-0.11141701,-0.116389126,0.8901557,0.9473946,0.0326029,0.0556585,0.0230556
66,0.24967849,0.18774568,"('inactive', 'active')",0.5132313,0.4508949,0.25581446,0.327993,0.3395747,0.3222112,-0.0173635
67,-0.2911483,-0.34688038,"('doubtful', 'determined')",0.051487654,0.080609545,0.43729773,0.5467859,0.065879,0.093505,0.027626
68,-1.6973946,-1.7366208,"('dependent', 'independent')",-1.3527193,-1.3059715,-0.48603922,-0.51142985,-1.1787177,-1.184674,-0.0059563
69,0.71053135,0.58746874,"('lazy', 'industrious')",1.1324478,1.0116175,0.077443756,0.12395776,0.640141,0.574348,-0.065793
70,-2.1234205,-2.0488977,"('lethargic', 'energetic')",-1.2571883,-1.0926893,0.8489473,0.99795854,-0.8438872,-0.7145429,0.1293443
71,1.3646623,1.419735,"('diffident', 'self-confident')",0.9743797,1.0085571,-0.4544314,-0.3943522,0.6282035,0.6779799,0.0497764
72,0.9266932,0.9758793,"('unambitious', 'ambitious')",-0.28833762,-0.27238733,1.8088372,2.0962443,0.8157309,0.9332454,0.1175145
73,0.037374143,0.005160887,"('helpless', 'self-reliant')",-0.14000237,-0.23151207,-0.19325724,-0.29752412,-0.0986285,-0.1746251,-0.0759966
74,0.03204366,0.08229535,"('undedicated', 'dedicated')",-0.75018024,-0.6675928,1.0443286,1.0528418,0.1087307,0.1558481,0.0471174
75,-0.79615706,-0.7662773,"('meek', 'impulsive')",-0.15842429,-0.11430931,-1.0171344,-0.87797606,-0.6572386,-0.5861876,0.071051
76,-0.82745975,-0.7066045,"('anxious', 'daring')",-0.89933676,-0.75887823,0.04684741,0.078523055,-0.559983,-0.4623199,0.0976631
77,-0.1718477,-0.06921589,"('unmotivated', 'motivated')",-0.007636167,0.21365812,0.11603202,0.4205971,-0.0211506,0.1883464,0.209497
78,-0.48805022,-0.43625963,"('nonresilient', 'resilient')",-0.08889601,0.101423755,-0.123755634,0.0016359016,-0.2335673,-0.1110667,0.1225006
79,1.0208683,0.9939127,"('wavering', 'unwavering')",0.32725206,0.292414,-1.4596069,-1.5102943,-0.0371622,-0.0746559,-0.0374937
80,-0.795159,-0.7563251,"('dominated', 'dominating')",-0.14983195,0.045018196,0.7337084,0.8587509,-0.0704275,0.049148,0.1195755
81,-1.9515879,-1.8093723,"('submissive', 'aggressive')",-1.1338526,-0.8951671,0.9397065,1.1895397,-0.7152447,-0.5049999,0.2102448
82,-0.3044341,-0.25679725,"('poor', 'rich')",-0.0981185,-0.0038228668,0.8590857,0.95605916,0.1521777,0.231813,0.0796353
83,-0.10027282,-0.023840755,"('powerless', 'powerful')",-0.34484637,-0.22186099,0.6314639,0.69646794,0.0621149,0.1502554,0.0881405
84,0.5389704,0.4452577,"('inferior', 'superior')",-0.23995997,-0.28621894,0.5168914,0.45577008,0.2719673,0.2049363,-0.067031
85,1.8805271,1.8003559,"('insignificant', 'prestigious')",0.91208935,0.7663984,-0.56735235,-0.778791,0.7417547,0.5959878,-0.1457669
86,-0.08945049,-0.05440846,"('uninfluential', 'influential')",-0.7117348,-0.6830122,1.152226,1.1992328,0.1170136,0.1539374,0.0369238
87,-0.80079895,-0.84752214,"('unsuccessful', 'successful')",-0.7043805,-0.6331266,1.6263175,1.7510874,0.0403794,0.0901462,0.0497668
88,0.36039808,0.34635285,"('low', 'eminent')",-0.12226758,-0.10283465,0.0047847484,-0.10382863,0.0809718,0.0465632,-0.0344086
