,brush_male,brush_female,tuple,average_male,average_female,female-male
0,0.25662416,0.13971141,"('unsociable', 'sociable')",0.2566242,0.1397114,-0.1169128
1,1.356167,1.4599303,"('unfriendly', 'friendly')",1.356167,1.4599303,0.1037633
2,0.4459764,0.62392247,"('unlikable', 'likable')",0.4459764,0.6239225,0.1779461
3,0.99922514,1.0894737,"('repellent', 'pleasant')",0.9992251,1.0894737,0.0902486
4,-7.2114863,-7.20287,"('disliked', 'liked')",-7.2114863,-7.2028699,0.0086164
5,-0.46504617,-0.31155828,"('distant', 'outgoing')",-0.4650462,-0.3115583,0.1534879
6,-0.13497435,-0.025978602,"('distant', 'open')",-0.1349743,-0.0259786,0.1089957
7,1.4397447,1.4430826,"('insensitive', 'sensitive')",1.4397447,1.4430826,0.0033379
8,1.3417557,1.2776023,"('unaffectionate', 'affectionate')",1.3417557,1.2776023,-0.0641534
9,1.7005144,1.7672099,"('unaffectionate', 'caring')",1.7005144,1.7672099,0.0666955
10,1.5768338,1.4255725,"('unsympathetic', 'sympathetic')",1.5768338,1.4255725,-0.1512613
11,1.9080498,1.9131291,"('unhelpful', 'helpful')",1.9080498,1.9131291,0.0050793
12,-1.0652299,-1.027097,"('unsupportive', 'supportive')",-1.0652299,-1.027097,0.0381329
13,0.23247778,0.16150771,"('impolite', 'polite')",0.2324778,0.1615077,-0.0709701
14,0.371356,0.33623132,"('antisocial', 'social')",0.371356,0.3362313,-0.0351247
15,0.4262801,0.4629313,"('boring', 'funny')",0.4262801,0.4629313,0.0366512
16,-0.7677539,-0.5983499,"('unpopular', 'popular')",-0.7677539,-0.5983499,0.169404
17,-0.073088184,-0.11752154,"('nasty', 'nice')",-0.0730882,-0.1175215,-0.0444333
18,-0.48346168,-0.34546193,"('disagreeable', 'welcoming')",-0.4834617,-0.3454619,0.1379998
19,-0.41676515,-0.30951038,"('inhospitable', 'hospitable')",-0.4167652,-0.3095104,0.1072548
20,0.95987016,0.85715866,"('rough', 'thoughtful')",0.9598702,0.8571587,-0.1027115
21,0.27826488,0.35859567,"('immoral', 'moral')",0.2782649,0.3585957,0.0803308
22,-0.08650857,-0.101860836,"('untrustworthy', 'trustworthy')",-0.0865086,-0.1018608,-0.0153522
23,6.15871,6.3158545,"('insincere', 'sincere')",6.15871,6.3158545,0.1571445
24,1.8381203,1.8994117,"('dishonest', 'honest')",1.8381203,1.8994117,0.0612914
25,0.51069844,0.56149065,"('egoistic', 'altruistic')",0.5106984,0.5614907,0.0507923
26,0.68639326,0.49258476,"('hardhearted', 'benevolent')",0.6863933,0.4925848,-0.1938085
27,1.983219,1.7923388,"('hardhearted', 'softhearted')",1.983219,1.7923388,-0.1908802
28,0.9701995,0.88160217,"('disloyal', 'loyal')",0.9701995,0.8816022,-0.0885973
29,-0.4036144,-0.49379036,"('unfair', 'fair')",-0.4036144,-0.4937904,-0.090176
30,1.3041524,1.2339462,"('intolerant', 'tolerant')",1.3041524,1.2339462,-0.0702062
31,-1.1672649,-1.0572792,"('evil', 'good')",-1.1672649,-1.0572792,0.1099857
32,1.5218409,1.4406357,"('unkind', 'kind')",1.5218409,1.4406357,-0.0812052
33,-0.9853019,-0.8423894,"('wrong', 'right')",-0.9853019,-0.8423894,0.1429125
34,3.9902601,4.307937,"('mean', 'honorable')",3.9902601,4.3079371,0.317677
35,-1.0451082,-1.142869,"('corrupt', 'incorrupt')",-1.0451082,-1.142869,-0.0977608
36,-0.80816984,-0.867523,"('hostile', 'amicable')",-0.8081698,-0.867523,-0.0593532
37,0.9494675,0.9053459,"('fake', 'genuine')",0.9494675,0.9053459,-0.0441216
38,-0.32075125,-0.24510597,"('untruthful', 'truthful')",-0.3207512,-0.245106,0.0756452
39,-0.056617986,-0.037109274,"('exploitative', 'cooperative')",-0.056618,-0.0371093,0.0195087
40,-1.030769,-1.1408883,"('stingy', 'generous')",-1.030769,-1.1408883,-0.1101193
41,0.18866578,0.046485126,"('unforgiving', 'forgiving')",0.1886658,0.0464851,-0.1421807
42,-1.642238,-1.6991811,"('unreliable', 'reliable')",-1.642238,-1.6991811,-0.0569431
43,1.4939591,1.4731957,"('irresponsible', 'responsible')",1.4939591,1.4731957,-0.0207634
44,-1.1094232,-1.2693886,"('prejudiced', 'unprejudiced')",-1.1094232,-1.2693886,-0.1599654
45,0.60767174,0.51311463,"('incompetent', 'competent')",0.6076717,0.5131146,-0.0945571
46,-0.34946343,-0.43881914,"('uncompetitive', 'competitive')",-0.3494634,-0.4388191,-0.0893557
47,5.108952,5.329039,"('stupid', 'smart')",5.108952,5.3290391,0.2200871
48,1.1804336,1.1574163,"('unintelligent', 'intelligent')",1.1804336,1.1574163,-0.0230173
49,-0.28222957,-0.09988725,"('unable', 'able')",-0.2822296,-0.0998873,0.1823423
50,-0.27188426,-0.21109815,"('clumsy', 'skillful')",-0.2718843,-0.2110981,0.0607862
51,0.6507442,0.66522086,"('uneducated', 'educated')",0.6507442,0.6652209,0.0144767
52,-0.6913249,-0.6837454,"('irrational', 'rational')",-0.6913249,-0.6837454,0.0075795
53,0.5734701,0.59809715,"('uncreative', 'creative')",0.5734701,0.5980971,0.024627
54,0.9125176,1.1178746,"('incapable', 'capable')",0.9125176,1.1178746,0.205357
55,1.1413333,1.1536298,"('incompetent', 'clever')",1.1413333,1.1536298,0.0122965
56,0.7349771,0.82249796,"('impractical', 'practical')",0.7349771,0.822498,0.0875209
57,-2.19758,-2.3405087,"('unimaginative', 'imaginative')",-2.1975801,-2.3405087,-0.1429286
58,-0.03836394,-0.12259875,"('undiscriminating', 'discriminating')",-0.0383639,-0.1225988,-0.0842349
59,-0.114441924,0.034721803,"('foolish', 'wise')",-0.1144419,0.0347218,0.1491637
60,0.51299405,0.65444523,"('inefficient', 'efficient')",0.5129941,0.6544452,0.1414511
61,0.47546333,0.3459681,"('illogical', 'logical')",0.4754633,0.3459681,-0.1294952
62,1.3161006,1.4476476,"('incompetent', 'brilliant')",1.3161006,1.4476476,0.131547
63,0.6440608,0.72813505,"('unperceptive', 'insightful')",0.6440608,0.728135,0.0840742
64,-5.7937226,-5.7438664,"('shy', 'confident')",-5.7937226,-5.7438664,0.0498562
65,0.7762355,0.73450446,"('insecure', 'secure')",0.7762355,0.7345045,-0.041731
66,0.07226001,-0.029968835,"('inactive', 'active')",0.07226,-0.0299688,-0.1022288
67,-0.9940961,-0.89775074,"('doubtful', 'determined')",-0.9940961,-0.8977507,0.0963454
68,-0.6888724,-0.5169464,"('dependent', 'independent')",-0.6888724,-0.5169464,0.171926
69,-1.7041812,-1.5939744,"('lazy', 'industrious')",-1.7041812,-1.5939744,0.1102068
70,1.6073943,1.4796075,"('lethargic', 'energetic')",1.6073943,1.4796075,-0.1277868
71,0.26327884,0.4143822,"('diffident', 'self-confident')",0.2632788,0.4143822,0.1511034
72,0.79546535,0.8720358,"('unambitious', 'ambitious')",0.7954654,0.8720358,0.0765704
73,-3.0883284,-2.9549847,"('helpless', 'self-reliant')",-3.0883284,-2.9549847,0.1333437
74,0.28484344,0.2145979,"('undedicated', 'dedicated')",0.2848434,0.2145979,-0.0702455
75,-0.96571225,-0.90841967,"('meek', 'impulsive')",-0.9657122,-0.9084197,0.0572925
76,1.03942,0.9863184,"('anxious', 'daring')",1.03942,0.9863184,-0.0531016
77,-1.0155737,-0.8811689,"('unmotivated', 'motivated')",-1.0155737,-0.8811689,0.1344048
78,-0.29333228,-0.28924707,"('nonresilient', 'resilient')",-0.2933323,-0.2892471,0.0040852
79,-0.30770618,-0.2999047,"('wavering', 'unwavering')",-0.3077062,-0.2999047,0.0078015
80,0.17744139,0.052931342,"('dominated', 'dominating')",0.1774414,0.0529313,-0.1245101
81,0.39113784,0.3851194,"('submissive', 'aggressive')",0.3911378,0.3851194,-0.0060184
82,6.1277866,6.371665,"('poor', 'rich')",6.1277866,6.371665,0.2438784
83,-0.8265517,-0.85630107,"('powerless', 'powerful')",-0.8265517,-0.8563011,-0.0297494
84,0.14223097,0.13933194,"('inferior', 'superior')",0.142231,0.1393319,-0.0028991
85,-1.4183211,-1.3870902,"('insignificant', 'prestigious')",-1.4183211,-1.3870902,0.0312309
86,0.6027825,0.5500674,"('uninfluential', 'influential')",0.6027825,0.5500674,-0.0527151
87,-0.02663752,0.12949094,"('unsuccessful', 'successful')",-0.0266375,0.1294909,0.1561284
88,-0.018519524,0.060973898,"('low', 'eminent')",-0.0185195,0.0609739,0.0794934
