,zimmer_male,zimmer_female,tuple,biomet_male,biomet_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5075128,-1.6414344,"('unsociable', 'sociable')",-0.23353893,-0.30701876,0.121112004,-0.16989142,-0.22495033,-0.36267182,-0.4612225,-0.6202541,-0.1590316
1,-1.5914074,-1.6532257,"('unfriendly', 'friendly')",-0.7286765,-0.75080955,0.16764069,-0.004070133,1.6909784,1.4509419,-0.1153662,-0.2392908,-0.1239246
2,0.30015323,0.2904183,"('unlikable', 'likable')",0.5108658,0.5547623,1.8347437,1.906774,0.97226256,1.0731986,0.9045064,0.9562883,0.0517819
3,-1.202401,-1.1292639,"('repellent', 'pleasant')",-1.4154904,-1.3468332,0.42028067,0.41836807,0.054761276,0.1174668,-0.5357124,-0.4850655,0.0506469
4,0.565326,0.5858132,"('disliked', 'liked')",-0.103208214,-0.09222189,0.08311076,0.18344684,-5.5296745,-5.448281,-1.2461115,-1.1928107,0.0533008
5,0.4251894,0.43834054,"('distant', 'outgoing')",-0.4244848,-0.35260746,-0.8179648,-0.6568345,0.054771584,0.114922956,-0.1906221,-0.1140446,0.0765775
6,-0.020738918,0.018704519,"('distant', 'open')",-0.5567891,-0.492671,-1.1275648,-0.96482503,0.68111014,0.663578,-0.2559957,-0.1938034,0.0621923
7,-0.9590692,-0.96741635,"('insensitive', 'sensitive')",-0.25163662,-0.19145647,0.3349612,0.1954426,0.54783964,0.5594885,-0.0819762,-0.1009854,-0.0190092
8,-1.1296976,-1.1892098,"('unaffectionate', 'affectionate')",-0.58887684,-0.5978408,-0.47475576,-0.53209627,0.4225719,0.26668087,-0.4426896,-0.5131165,-0.0704269
9,-0.84505737,-0.866969,"('unaffectionate', 'caring')",-0.5884192,-0.56679827,0.3192192,0.18942711,1.1814634,1.080734,0.0168015,-0.0409015,-0.057703
10,-1.6044139,-1.6861706,"('unsympathetic', 'sympathetic')",-1.36346,-1.4115723,-0.37311357,-0.6411265,-0.0018001795,-0.13736132,-0.8356969,-0.9690577,-0.1333608
11,-1.647076,-1.7222437,"('unhelpful', 'helpful')",-0.9012298,-0.87832487,-1.048678,-1.1057835,1.7858568,1.7606288,-0.4527818,-0.4864308,-0.033649
12,-1.2433066,-1.2139014,"('unsupportive', 'supportive')",0.016422562,0.08228756,-0.07129912,-0.0119501725,-1.4991431,-1.4839606,-0.6993316,-0.6568812,0.0424504
13,-1.1195709,-1.2153958,"('impolite', 'polite')",0.5272051,0.5037924,0.42298707,0.25874513,0.205662,0.21951796,0.0090708,-0.0583351,-0.0674059
14,-1.1253585,-1.0873854,"('antisocial', 'social')",0.17027499,0.23538834,1.8762623,1.8531083,-0.4860441,-0.41510952,0.1087837,0.1465004,0.0377167
15,-0.02713775,-0.10818348,"('boring', 'funny')",0.7205255,0.677746,-1.0568409,-1.0511467,0.53680915,0.51128054,0.043339,0.0074241,-0.0359149
16,0.6675993,0.7188419,"('unpopular', 'popular')",0.011336971,0.032850783,-0.47675884,-0.23845388,0.7699744,0.89172274,0.243038,0.3512404,0.1082024
17,-0.29957363,-0.23985782,"('nasty', 'nice')",0.17392138,0.20179868,-1.3310784,-1.2135389,-0.6211844,-0.5726061,-0.5194787,-0.456051,0.0634277
18,-0.51257277,-0.5363411,"('disagreeable', 'welcoming')",-0.37522495,-0.31951252,0.11042521,0.16102597,-0.16941105,-0.20359276,-0.2366959,-0.2246051,0.0120908
19,0.19594869,0.17297718,"('inhospitable', 'hospitable')",-1.0287861,-1.0288855,-0.9493324,-0.9452438,-0.045388967,-0.031860426,-0.4568897,-0.4582531,-0.0013634
20,-0.09099906,-0.040269878,"('rough', 'thoughtful')",0.04103232,0.09085593,0.3825637,0.42070377,0.97709346,0.9495536,0.3274226,0.3552108,0.0277882
