,kohlrabi_male,kohlrabi_female,tuple,average_male,average_female,female-male
0,-0.08564531,-0.0997671,"('unsociable', 'sociable')",-0.0856453,-0.0997671,-0.0141218
1,-1.2112651,-1.3729188,"('unfriendly', 'friendly')",-1.2112651,-1.3729188,-0.1616537
2,0.83908564,0.8161618,"('unlikable', 'likable')",0.8390856,0.8161618,-0.0229238
3,0.0012174919,0.1488856,"('repellent', 'pleasant')",0.0012175,0.1488856,0.1476681
4,-1.7555275,-1.7804023,"('disliked', 'liked')",-1.7555275,-1.7804023,-0.0248748
5,-1.1347295,-1.2402534,"('distant', 'outgoing')",-1.1347295,-1.2402534,-0.1055239
6,-1.4362272,-1.5530907,"('distant', 'open')",-1.4362272,-1.5530907,-0.1168635
7,-0.07790134,-0.0049770884,"('insensitive', 'sensitive')",-0.0779013,-0.0049771,0.0729242
8,-1.2207376,-1.3718426,"('unaffectionate', 'affectionate')",-1.2207376,-1.3718426,-0.151105
9,-0.9488888,-1.0710355,"('unaffectionate', 'caring')",-0.9488888,-1.0710355,-0.1221467
10,-0.33256093,-0.28168508,"('unsympathetic', 'sympathetic')",-0.3325609,-0.2816851,0.0508758
11,-0.4526221,-0.4100418,"('unhelpful', 'helpful')",-0.4526221,-0.4100418,0.0425803
12,-0.890196,-0.84477866,"('unsupportive', 'supportive')",-0.890196,-0.8447787,0.0454173
13,-0.042018846,-0.05253307,"('impolite', 'polite')",-0.0420188,-0.0525331,-0.0105143
14,0.28877246,0.40668195,"('antisocial', 'social')",0.2887725,0.406682,0.1179095
15,0.17838387,0.07537999,"('boring', 'funny')",0.1783839,0.07538,-0.1030039
16,0.20664927,0.11895779,"('unpopular', 'popular')",0.2066493,0.1189578,-0.0876915
17,-0.84650266,-0.842601,"('nasty', 'nice')",-0.8465027,-0.842601,0.0039017
18,-0.0035662558,-0.015660563,"('disagreeable', 'welcoming')",-0.0035663,-0.0156606,-0.0120943
19,-1.2046069,-1.2750734,"('inhospitable', 'hospitable')",-1.2046069,-1.2750734,-0.0704665
20,-0.48602217,-0.411421,"('rough', 'thoughtful')",-0.4860222,-0.411421,0.0746012
21,0.07800068,0.17852917,"('immoral', 'moral')",0.0780007,0.1785292,0.1005285
22,0.28719687,0.36503416,"('untrustworthy', 'trustworthy')",0.2871969,0.3650342,0.0778373
23,1.015189,1.0316584,"('insincere', 'sincere')",1.0151891,1.0316584,0.0164693
24,0.4631809,0.38268352,"('dishonest', 'honest')",0.4631809,0.3826835,-0.0804974
25,-0.19078258,-0.3679589,"('egoistic', 'altruistic')",-0.1907826,-0.3679589,-0.1771763
26,-0.06562327,-0.20030016,"('hardhearted', 'benevolent')",-0.0656233,-0.2003002,-0.1346769
27,-0.16556899,-0.27091,"('hardhearted', 'softhearted')",-0.165569,-0.27091,-0.105341
28,-0.63564515,-0.66876966,"('disloyal', 'loyal')",-0.6356452,-0.6687697,-0.0331245
29,-0.47541878,-0.50873595,"('unfair', 'fair')",-0.4754188,-0.508736,-0.0333172
30,0.8683963,0.901074,"('intolerant', 'tolerant')",0.8683963,0.901074,0.0326777
31,-1.5323615,-1.5475,"('evil', 'good')",-1.5323615,-1.5475,-0.0151385
32,0.41755027,0.3634891,"('unkind', 'kind')",0.4175503,0.3634891,-0.0540612
33,-0.13384992,-0.23446193,"('wrong', 'right')",-0.1338499,-0.2344619,-0.100612
34,0.7178091,0.74764246,"('mean', 'honorable')",0.7178091,0.7476425,0.0298334
35,-0.009436395,-0.22030672,"('corrupt', 'incorrupt')",-0.0094364,-0.2203067,-0.2108703
36,-1.4327527,-1.5727489,"('hostile', 'amicable')",-1.4327527,-1.5727489,-0.1399962
37,-0.63531363,-0.6366295,"('fake', 'genuine')",-0.6353136,-0.6366295,-0.0013159
38,-0.90064824,-0.9567305,"('untruthful', 'truthful')",-0.9006482,-0.9567305,-0.0560823
39,0.60533416,0.6115864,"('exploitative', 'cooperative')",0.6053342,0.6115864,0.0062522
40,-0.54017967,-0.55875164,"('stingy', 'generous')",-0.5401797,-0.5587516,-0.0185719
41,0.01141607,0.03610782,"('unforgiving', 'forgiving')",0.0114161,0.0361078,0.0246917
42,0.030727513,0.124674425,"('unreliable', 'reliable')",0.0307275,0.1246744,0.0939469
43,0.5233082,0.57823646,"('irresponsible', 'responsible')",0.5233082,0.5782365,0.0549283
44,0.41656658,0.4495993,"('prejudiced', 'unprejudiced')",0.4165666,0.4495993,0.0330327
45,-0.2412246,-0.1225257,"('incompetent', 'competent')",-0.2412246,-0.1225257,0.1186989
46,-0.10150306,0.038064733,"('uncompetitive', 'competitive')",-0.1015031,0.0380647,0.1395678
47,1.5553541,1.5535935,"('stupid', 'smart')",1.5553541,1.5535935,-0.0017606
48,-0.20937102,-0.14764705,"('unintelligent', 'intelligent')",-0.209371,-0.1476471,0.0617239
49,-0.6741668,-0.5525272,"('unable', 'able')",-0.6741668,-0.5525272,0.1216396
50,0.3626193,0.38611495,"('clumsy', 'skillful')",0.3626193,0.386115,0.0234957
51,-0.24104512,-0.20504797,"('uneducated', 'educated')",-0.2410451,-0.205048,0.0359971
