,nickel_male,nickel_female,tuple,average_male,average_female,female-male
0,0.23826638,-0.152954,"('unsociable', 'sociable')",0.2382664,-0.152954,-0.3912204
1,1.4448273,1.5805354,"('unfriendly', 'friendly')",1.4448273,1.5805354,0.1357081
2,0.39722708,0.53235924,"('unlikable', 'likable')",0.3972271,0.5323592,0.1351321
3,0.50963205,0.66861004,"('repellent', 'pleasant')",0.5096321,0.66861,0.1589779
4,-7.30083,-7.193811,"('disliked', 'liked')",-7.3008299,-7.1938109,0.107019
5,-0.4639293,-0.0041978173,"('distant', 'outgoing')",-0.4639293,-0.0041978,0.4597315
6,-0.31029496,0.17463313,"('distant', 'open')",-0.310295,0.1746331,0.4849281
7,0.8551026,0.77626604,"('insensitive', 'sensitive')",0.8551026,0.776266,-0.0788366
8,1.1128751,1.2852141,"('unaffectionate', 'affectionate')",1.1128751,1.2852141,0.172339
9,1.5017383,1.7093282,"('unaffectionate', 'caring')",1.5017383,1.7093282,0.2075899
10,0.83285797,0.92089885,"('unsympathetic', 'sympathetic')",0.832858,0.9208989,0.0880409
11,2.201759,2.0538187,"('unhelpful', 'helpful')",2.2017591,2.0538187,-0.1479404
12,-1.6111152,-1.5887733,"('unsupportive', 'supportive')",-1.6111152,-1.5887733,0.0223419
13,0.16834581,-0.010453135,"('impolite', 'polite')",0.1683458,-0.0104531,-0.1787989
14,0.21260896,-0.33516878,"('antisocial', 'social')",0.212609,-0.3351688,-0.5477778
15,0.41936377,0.46307012,"('boring', 'funny')",0.4193638,0.4630701,0.0437063
16,-0.25191504,-0.20518205,"('unpopular', 'popular')",-0.251915,-0.205182,0.046733
17,-0.34361896,-0.16954923,"('nasty', 'nice')",-0.343619,-0.1695492,0.1740698
18,-0.83878326,-0.7402947,"('disagreeable', 'welcoming')",-0.8387833,-0.7402947,0.0984886
19,-0.47188622,-0.07345282,"('inhospitable', 'hospitable')",-0.4718862,-0.0734528,0.3984334
20,0.5839273,0.45924622,"('rough', 'thoughtful')",0.5839273,0.4592462,-0.1246811
21,-0.07643402,-0.08571592,"('immoral', 'moral')",-0.076434,-0.0857159,-0.0092819
22,-0.85209733,-0.8315841,"('untrustworthy', 'trustworthy')",-0.8520973,-0.8315841,0.0205132
23,6.7601275,6.5839453,"('insincere', 'sincere')",6.7601275,6.5839453,-0.1761822
24,1.7212148,1.7391926,"('dishonest', 'honest')",1.7212148,1.7391926,0.0179778
25,0.55767035,0.48599154,"('egoistic', 'altruistic')",0.5576704,0.4859915,-0.0716789
26,1.0456394,0.48547745,"('hardhearted', 'benevolent')",1.0456394,0.4854774,-0.560162
27,1.3876518,1.4617304,"('hardhearted', 'softhearted')",1.3876518,1.4617304,0.0740786
28,1.3268595,1.2098345,"('disloyal', 'loyal')",1.3268595,1.2098345,-0.117025
29,-0.5686709,-0.58945197,"('unfair', 'fair')",-0.5686709,-0.589452,-0.0207811
30,1.1591519,0.9682001,"('intolerant', 'tolerant')",1.1591519,0.9682001,-0.1909518
31,-1.4542886,-1.0395466,"('evil', 'good')",-1.4542886,-1.0395466,0.414742
32,1.5913969,1.2869384,"('unkind', 'kind')",1.5913969,1.2869384,-0.3044585
33,-0.3791572,-0.45183304,"('wrong', 'right')",-0.3791572,-0.451833,-0.0726758
34,4.865895,5.0120444,"('mean', 'honorable')",4.8658948,5.0120444,0.1461496
35,-1.1698246,-1.0803891,"('corrupt', 'incorrupt')",-1.1698246,-1.0803891,0.0894355
36,-0.9657369,-0.8381726,"('hostile', 'amicable')",-0.9657369,-0.8381726,0.1275643
37,0.9378396,1.1498948,"('fake', 'genuine')",0.9378396,1.1498948,0.2120552
38,0.32777634,0.22109446,"('untruthful', 'truthful')",0.3277763,0.2210945,-0.1066818
39,0.38067073,0.18834558,"('exploitative', 'cooperative')",0.3806707,0.1883456,-0.1923251
40,-2.045419,-1.9375571,"('stingy', 'generous')",-2.045419,-1.9375571,0.1078619
41,0.2114399,-0.0030739848,"('unforgiving', 'forgiving')",0.2114399,-0.003074,-0.2145139
42,-2.6089528,-2.4019787,"('unreliable', 'reliable')",-2.6089528,-2.4019787,0.2069741
43,1.1928115,1.1815397,"('irresponsible', 'responsible')",1.1928115,1.1815397,-0.0112718
44,-1.5833058,-1.4912468,"('prejudiced', 'unprejudiced')",-1.5833058,-1.4912468,0.092059
45,0.22147006,0.12652712,"('incompetent', 'competent')",0.2214701,0.1265271,-0.094943
46,-0.4931494,-0.59529006,"('uncompetitive', 'competitive')",-0.4931494,-0.5952901,-0.1021407
47,5.4600005,5.3777285,"('stupid', 'smart')",5.4600005,5.3777285,-0.082272
48,0.5957336,0.5281189,"('unintelligent', 'intelligent')",0.5957336,0.5281189,-0.0676147
49,0.33232957,0.61113906,"('unable', 'able')",0.3323296,0.6111391,0.2788095
50,-0.34161046,-0.2372984,"('clumsy', 'skillful')",-0.3416105,-0.2372984,0.1043121
51,0.21332462,0.1939763,"('uneducated', 'educated')",0.2133246,0.1939763,-0.0193483
52,-0.17803729,-0.16538559,"('irrational', 'rational')",-0.1780373,-0.1653856,0.0126517
53,0.21215026,0.28783628,"('uncreative', 'creative')",0.2121503,0.2878363,0.075686
54,1.1199112,1.4072194,"('incapable', 'capable')",1.1199112,1.4072194,0.2873082
55,0.6960415,0.5910405,"('incompetent', 'clever')",0.6960415,0.5910405,-0.105001
56,0.90952533,0.6865999,"('impractical', 'practical')",0.9095253,0.6865999,-0.2229254
57,-2.8541346,-2.7443633,"('unimaginative', 'imaginative')",-2.8541346,-2.7443633,0.1097713
58,-0.042376205,-0.018996358,"('undiscriminating', 'discriminating')",-0.0423762,-0.0189964,0.0233798
59,0.19115584,0.27214187,"('foolish', 'wise')",0.1911558,0.2721419,0.0809861
60,0.8268101,0.74054927,"('inefficient', 'efficient')",0.8268101,0.7405493,-0.0862608
61,0.33498642,0.09336821,"('illogical', 'logical')",0.3349864,0.0933682,-0.2416182
