,iron_male,iron_female,tuple,mountain_male,mountain_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9646363,-1.0071263,"('unsociable', 'sociable')",-0.69062877,-0.70095044,-0.30001312,-0.38714167,-0.6517594,-0.6984061,-0.0466467
1,-0.9861677,-1.1457185,"('unfriendly', 'friendly')",-0.8649478,-1.0746329,1.7845232,1.6241945,-0.0221974,-0.1987189,-0.1765215
2,-0.102866754,-0.02186897,"('unlikable', 'likable')",0.85782903,0.9692184,0.38352352,0.42670313,0.3794953,0.4580175,0.0785222
3,-0.7619341,-0.65447205,"('repellent', 'pleasant')",0.009135822,0.10199453,0.0748939,0.10350774,-0.2259681,-0.1496566,0.0763115
4,-0.5321353,-0.62495196,"('disliked', 'liked')",-0.3752612,-0.42862192,-6.73729,-6.801912,-2.5482287,-2.6184953,-0.0702666
5,-0.9740826,-1.0519545,"('distant', 'outgoing')",-1.0443199,-1.1510512,-0.22578791,-0.28778765,-0.7480635,-0.8302645,-0.082201
6,-0.73831534,-0.7990481,"('distant', 'open')",-1.0308696,-1.1145499,0.15824488,0.053917125,-0.53698,-0.6198936,-0.0829136
7,-0.10363614,0.028829262,"('insensitive', 'sensitive')",0.11560233,0.26869434,0.59804916,0.6694338,0.2033384,0.3223191,0.1189807
8,-0.23684818,-0.19386125,"('unaffectionate', 'affectionate')",-0.9173259,-1.0025265,0.90142864,0.78808606,-0.0842485,-0.1361006,-0.0518521
9,0.028153151,0.089499906,"('unaffectionate', 'caring')",-0.44639906,-0.48038518,1.03304,0.9872704,0.2049314,0.198795,-0.0061364
10,0.12350738,0.21843167,"('unsympathetic', 'sympathetic')",-0.12763172,-0.0075836554,-0.4959223,-0.4676193,-0.1666822,-0.0855904,0.0810918
11,-0.653864,-0.4887309,"('unhelpful', 'helpful')",-0.59059334,-0.43136328,1.4106592,1.5594393,0.0554006,0.213115,0.1577144
12,0.4027585,0.5488461,"('unsupportive', 'supportive')",0.08145381,0.21958391,-1.7577966,-1.6977844,-0.4245281,-0.3097848,0.1147433
13,-0.99101764,-0.9719061,"('impolite', 'polite')",-0.6641765,-0.5653651,-0.8376105,-0.80686677,-0.8309348,-0.7813794,0.0495554
14,-0.64246196,-0.59045434,"('antisocial', 'social')",-0.6284238,-0.5651976,-0.44591153,-0.41351992,-0.5722657,-0.5230573,0.0492084
15,-0.92030877,-0.9770463,"('boring', 'funny')",-0.98583615,-1.0706545,0.26801577,0.24453947,-0.546043,-0.6010538,-0.0550108
16,-0.95131016,-1.0636449,"('unpopular', 'popular')",-0.112228744,-0.18970259,0.4049987,0.35301876,-0.2195134,-0.3001096,-0.0805962
17,-1.6101907,-1.494143,"('nasty', 'nice')",-1.1377485,-1.0586774,-0.34088472,-0.3131838,-1.0296079,-0.9553347,0.0742732
