,corn_male,corn_female,tuple,average_male,average_female,female-male
0,-0.4409629,-0.20388585,"('unsociable', 'sociable')",-0.4409629,-0.2038859,0.237077
1,1.5649221,1.4370121,"('unfriendly', 'friendly')",1.5649221,1.4370121,-0.12791
2,0.07967982,0.3708248,"('unlikable', 'likable')",0.0796798,0.3708248,0.291145
3,0.092007585,0.58713657,"('repellent', 'pleasant')",0.0920076,0.5871366,0.495129
4,-7.14473,-6.94193,"('disliked', 'liked')",-7.1447301,-6.9419298,0.2028003
5,-0.08824624,-0.17060646,"('distant', 'outgoing')",-0.0882462,-0.1706065,-0.0823603
6,0.55422735,0.33453542,"('distant', 'open')",0.5542274,0.3345354,-0.219692
7,0.4907875,0.94503754,"('insensitive', 'sensitive')",0.4907875,0.9450375,0.45425
8,1.874048,1.5736852,"('unaffectionate', 'affectionate')",1.874048,1.5736852,-0.3003628
9,1.9425237,1.6855837,"('unaffectionate', 'caring')",1.9425237,1.6855837,-0.25694
10,0.7559838,1.0841036,"('unsympathetic', 'sympathetic')",0.7559838,1.0841036,0.3281198
11,1.4999706,1.6244364,"('unhelpful', 'helpful')",1.4999706,1.6244364,0.1244658
12,-1.6381589,-1.3058717,"('unsupportive', 'supportive')",-1.6381589,-1.3058717,0.3322872
13,-0.74749863,-0.4379993,"('impolite', 'polite')",-0.7474986,-0.4379993,0.3094993
14,-0.77174574,-0.35567337,"('antisocial', 'social')",-0.7717457,-0.3556734,0.4160723
15,0.5430657,0.49254182,"('boring', 'funny')",0.5430657,0.4925418,-0.0505239
16,-0.5020154,-0.4697661,"('unpopular', 'popular')",-0.5020154,-0.4697661,0.0322493
17,0.35118026,0.23417905,"('nasty', 'nice')",0.3511803,0.234179,-0.1170013
18,-0.9945404,-0.71864176,"('disagreeable', 'welcoming')",-0.9945404,-0.7186418,0.2758986
19,0.010867799,-0.10440678,"('inhospitable', 'hospitable')",0.0108678,-0.1044068,-0.1152746
20,0.41216668,0.43392396,"('rough', 'thoughtful')",0.4121667,0.433924,0.0217573
21,-1.0167102,-0.3443513,"('immoral', 'moral')",-1.0167102,-0.3443513,0.6723589
22,-0.77488756,-0.27829865,"('untrustworthy', 'trustworthy')",-0.7748876,-0.2782986,0.496589
23,5.727987,5.8689446,"('insincere', 'sincere')",5.7279868,5.8689446,0.1409578
24,1.3115779,1.4896808,"('dishonest', 'honest')",1.3115779,1.4896808,0.1781029
25,0.85440683,0.60925514,"('egoistic', 'altruistic')",0.8544068,0.6092551,-0.2451517
26,1.0441592,0.6046391,"('hardhearted', 'benevolent')",1.0441592,0.6046391,-0.4395201
27,1.7069119,1.6062839,"('hardhearted', 'softhearted')",1.7069119,1.6062839,-0.100628
28,1.4810077,1.214637,"('disloyal', 'loyal')",1.4810077,1.214637,-0.2663707
29,-0.2551733,-0.36370903,"('unfair', 'fair')",-0.2551733,-0.363709,-0.1085357
30,0.72907597,0.92243886,"('intolerant', 'tolerant')",0.729076,0.9224389,0.1933629
31,-0.12075618,-0.41997966,"('evil', 'good')",-0.1207562,-0.4199797,-0.2992235
32,1.1319305,1.0716469,"('unkind', 'kind')",1.1319305,1.0716469,-0.0602836
33,-0.48955187,-0.7082267,"('wrong', 'right')",-0.4895519,-0.7082267,-0.2186748
34,4.218012,4.3792715,"('mean', 'honorable')",4.2180119,4.3792715,0.1612596
35,-0.15927032,-0.8002958,"('corrupt', 'incorrupt')",-0.1592703,-0.8002958,-0.6410255
36,0.34513894,-0.29345655,"('hostile', 'amicable')",0.3451389,-0.2934566,-0.6385955
37,0.6939299,0.7845558,"('fake', 'genuine')",0.6939299,0.7845558,0.0906259
38,-0.4196402,-0.46444923,"('untruthful', 'truthful')",-0.4196402,-0.4644492,-0.044809
39,0.07239348,0.10458548,"('exploitative', 'cooperative')",0.0723935,0.1045855,0.032192
40,-1.2923238,-1.0178981,"('stingy', 'generous')",-1.2923238,-1.0178981,0.2744257
41,0.13306971,-0.043936953,"('unforgiving', 'forgiving')",0.1330697,-0.043937,-0.1770067
42,-2.0035212,-1.5984592,"('unreliable', 'reliable')",-2.0035212,-1.5984592,0.405062
43,0.5838025,0.968094,"('irresponsible', 'responsible')",0.5838025,0.968094,0.3842915
44,-1.3867899,-1.326302,"('prejudiced', 'unprejudiced')",-1.3867899,-1.3263021,0.0604878
45,-0.072343834,0.17608188,"('incompetent', 'competent')",-0.0723438,0.1760819,0.2484257
46,-1.2147976,-0.8690922,"('uncompetitive', 'competitive')",-1.2147976,-0.8690922,0.3457054
47,5.4494963,5.652512,"('stupid', 'smart')",5.4494963,5.6525121,0.2030158
48,0.263942,0.48393124,"('unintelligent', 'intelligent')",0.263942,0.4839312,0.2199892
49,-0.5529882,-0.23241949,"('unable', 'able')",-0.5529882,-0.2324195,0.3205687
50,-0.12057449,-0.08440063,"('clumsy', 'skillful')",-0.1205745,-0.0844006,0.0361739
51,-0.1559414,0.13270745,"('uneducated', 'educated')",-0.1559414,0.1327074,0.2886488
52,0.5411112,0.15916276,"('irrational', 'rational')",0.5411112,0.1591628,-0.3819484
53,0.53071487,0.5425633,"('uncreative', 'creative')",0.5307149,0.5425633,0.0118484
54,1.2242959,1.1777116,"('incapable', 'capable')",1.2242959,1.1777116,-0.0465843
55,-0.04592441,0.51677316,"('incompetent', 'clever')",-0.0459244,0.5167732,0.5626976
56,0.032269634,0.38972592,"('impractical', 'practical')",0.0322696,0.3897259,0.3574563
57,-2.5922825,-2.2766538,"('unimaginative', 'imaginative')",-2.5922825,-2.2766538,0.3156287
58,0.13320118,0.061721586,"('undiscriminating', 'discriminating')",0.1332012,0.0617216,-0.0714796
59,0.4889441,0.42342553,"('foolish', 'wise')",0.4889441,0.4234255,-0.0655186
